Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
2.889915500E1,-2.282620049E1,-9.979599953E0,-2.941419983E1,3.854637461E1
2.890915500E1,-2.305799866E1,-1.033339977E1,-2.927999878E1,3.867517009E1
2.891915500E1,-2.324099922E1,-1.060179996E1,-2.919459915E1,3.879261305E1
2.892915500E1,-2.344840050E1,-1.090679932E1,-2.907259941E1,3.891017597E1
2.893915500E1,-2.361919975E1,-1.121179962E1,-2.884079933E1,3.892766052E1
2.894915500E1,-2.368019867E1,-1.140699959E1,-2.880419922E1,3.899427319E1
2.895915500E1,-2.381439972E1,-1.156559944E1,-2.875539970E1,3.908659280E1
2.896915500E1,-2.389979935E1,-1.177299976E1,-2.856019974E1,3.905750813E1
2.897915500E1,-2.394859886E1,-1.199259949E1,-2.834059906E1,3.899419681E1
2.898915500E1,-2.409499931E1,-1.209019947E1,-2.818199921E1,3.899957685E1
2.899915500E1,-2.419260025E1,-1.219999981E1,-2.802339935E1,3.897990269E1
2.900915500E1,-2.415600014E1,-1.226099968E1,-2.784039879E1,3.884497729E1
2.901915500E1,-2.426580048E1,-1.239519978E1,-2.779159927E1,3.892098458E1
2.902915500E1,-2.436339951E1,-1.248059940E1,-2.762080002E1,3.888764830E1
2.903915500E1,-2.443659973E1,-1.257819939E1,-2.741339874E1,3.881820368E1
2.904915500E1,-2.454640007E1,-1.268799973E1,-2.732799911E1,3.886297247E1
2.905915500E1,-2.469279861E1,-1.277339935E1,-2.724259949E1,3.892368509E1
2.906915500E1,-2.483919907E1,-1.289540005E1,-2.709619904E1,3.895486048E1
2.907915500E1,-2.501000023E1,-1.294419956E1,-2.693759918E1,3.897033055E1
2.908915500E1,-2.531499863E1,-1.295639992E1,-2.677899933E1,3.906190291E1
2.909915500E1,-2.548579979E1,-1.287099934E1,-2.649839973E1,3.895322584E1
2.910915500E1,-2.576639938E1,-1.284659958E1,-2.632759857E1,3.901390655E1
2.911915500E1,-2.602260017E1,-1.279780006E1,-2.612019920E1,3.902850513E1
2.912915500E1,-2.626659966E1,-1.266359997E1,-2.593719864E1,3.902613605E1
2.913915500E1,-2.643739891E1,-1.251719952E1,-2.582740021E1,3.902141651E1
2.914915500E1,-2.658379936E1,-1.227320004E1,-2.571759987E1,3.897081948E1
2.915915500E1,-2.673019981E1,-1.204139996E1,-2.557119942E1,3.890225102E1
2.916915500E1,-2.685219955E1,-1.179739952E1,-2.551019859E1,3.887144824E1
2.917915500E1,-2.697419930E1,-1.150459957E1,-2.555900002E1,3.890020206E1
2.918915500E1,-2.699860001E1,-1.121179962E1,-2.553459930E1,3.881552028E1
2.919915500E1,-2.708399963E1,-1.083360004E1,-2.552239990E1,3.875955138E1
2.920915500E1,-2.720599937E1,-1.051639938E1,-2.558339882E1,3.879782665E1
2.921915500E1,-2.746220016E1,-1.023579979E1,-2.538819885E1,3.877505224E1
2.922915500E1,-2.775499916E1,-1.002839947E1,-2.522959900E1,3.882578319E1
2.923915500E1,-2.807219887E1,-9.821000099E0,-2.502219963E1,3.886657776E1
2.924915500E1,-2.840159988E1,-9.625800133E0,-2.477820015E1,3.890072116E1
2.925915500E1,-2.885299873E1,-9.381799698E0,-2.432679939E1,3.888838991E1
2.926915500E1,-2.932880020E1,-9.210999489E0,-2.391199875E1,3.894617718E1
2.927915500E1,-2.976799965E1,-9.076799393E0,-2.357040024E1,3.903954223E1
2.928915500E1,-3.015839958E1,-8.906000137E0,-2.313119888E1,3.903713957E1
2.929915500E1,-3.051219940E1,-8.771800041E0,-2.286279869E1,3.912347572E1
2.930915500E1,-3.073180008E1,-8.674200058E0,-2.263099861E1,3.913882192E1
2.931915500E1,-3.092700005E1,-8.588799477E0,-2.246019936E1,3.917534127E1
2.932915500E1,-3.101239967E1,-8.625399590E0,-2.226499939E1,3.913945132E1
2.933915500E1,-3.103679848E1,-8.796199799E0,-2.225279999E1,3.918983411E1
2.934915500E1,-3.107339859E1,-8.979199409E0,-2.231379890E1,3.929488190E1
2.935915500E1,-3.104899979E1,-9.235400200E0,-2.231379890E1,3.933495425E1
2.936915500E1,-3.102459908E1,-9.528200150E0,-2.241139984E1,3.944088220E1
2.937915500E1,-3.086599922E1,-9.760000229E0,-2.255780029E1,3.945658204E1
2.938915500E1,-3.075619888E1,-1.005280018E1,-2.274079895E1,3.954929200E1
2.939915500E1,-3.063419914E1,-1.029679966E1,-2.292379951E1,3.962295830E1
2.940915500E1,-3.050000000E1,-1.050419998E1,-2.313119888E1,3.969433938E1
2.941915500E1,-3.034140015E1,-1.072379971E1,-2.331419945E1,3.973854978E1
2.942915500E1,-3.015839958E1,-1.096780014E1,-2.335079956E1,3.968729703E1
2.943915500E1,-2.999979973E1,-1.122399998E1,-2.335079956E1,3.963869321E1
2.944915500E1,-2.981679916E1,-1.146799946E1,-2.341180038E1,3.960642525E1
2.945915500E1,-2.975580025E1,-1.184619999E1,-2.332639885E1,3.962147127E1
2.946915500E1,-2.960939980E1,-1.217560005E1,-2.327759933E1,3.958293096E1
2.947915500E1,-2.947519875E1,-1.260260010E1,-2.321660042E1,3.958059380E1
2.948915500E1,-2.937759972E1,-1.302960014E1,-2.311899948E1,3.958916496E1
2.949915500E1,-2.929220009E1,-1.349319935E1,-2.302140045E1,3.962428919E1
2.950915500E1,-2.919459915E1,-1.394460011E1,-2.296039963E1,3.967311990E1
2.951915500E1,-2.907259941E1,-1.435939980E1,-2.300919914E1,3.975967359E1
2.952915500E1,-2.902379990E1,-1.478639984E1,-2.292379951E1,3.983113311E1
2.953915500E1,-2.888959885E1,-1.521339989E1,-2.285059929E1,3.985230665E1
2.954915500E1,-2.886520004E1,-1.561599922E1,-2.275300026E1,3.993442407E1
2.955915500E1,-2.874320030E1,-1.604299927E1,-2.266759872E1,3.996710424E1
2.956915500E1,-2.867000008E1,-1.645779991E1,-2.258219910E1,4.003478236E1
2.957915500E1,-2.853579903E1,-1.689699936E1,-2.246019936E1,4.005322669E1
2.958915500E1,-2.847480011E1,-1.727519989E1,-2.228940010E1,4.007572993E1
2.959915500E1,-2.840159988E1,-1.771439934E1,-2.205760002E1,4.008726155E1
2.960915500E1,-2.832839966E1,-1.820240021E1,-2.189900017E1,4.016704879E1
2.961915500E1,-2.823079872E1,-1.867819977E1,-2.175259972E1,4.023715618E1
2.962915500E1,-2.816979980E1,-1.922719955E1,-2.154520035E1,4.034127516E1
2.963915500E1,-2.816979980E1,-1.972739983E1,-2.131340027E1,4.045947301E1
2.964915500E1,-2.814539909E1,-2.020319939E1,-2.108160019E1,4.055572243E1
2.965915500E1,-2.807219887E1,-2.065460014E1,-2.089859962E1,4.063757279E1
2.966915500E1,-2.799899864E1,-2.113039970E1,-2.082539940E1,4.079381052E1
2.967915500E1,-2.786479950E1,-2.167939949E1,-2.066679955E1,4.090916788E1
2.968915500E1,-2.769400024E1,-2.216740036E1,-2.048379898E1,4.096263308E1
2.969915500E1,-2.751099968E1,-2.263099861E1,-2.033740044E1,4.101983737E1
2.970915500E1,-2.730360031E1,-2.308239937E1,-2.021539879E1,4.107244939E1
2.971915500E1,-2.705959892E1,-2.350939941E1,-2.009339905E1,4.109328948E1
2.972915500E1,-2.674239922E1,-2.402179909E1,-2.000799942E1,4.114028182E1
2.973915500E1,-2.651059914E1,-2.457079887E1,-1.995919991E1,4.129050357E1
2.974915500E1,-2.620559883E1,-2.501000023E1,-1.980060005E1,4.128313559E1
2.975915500E1,-2.590060043E1,-2.541259956E1,-1.982499886E1,4.134817891E1
2.976915500E1,-2.555900002E1,-2.586400032E1,-1.972739983E1,4.136882036E1
2.977915500E1,-2.521739960E1,-2.630319977E1,-1.964200020E1,4.139545545E1
2.978915500E1,-2.485140038E1,-2.674239922E1,-1.962979889E1,4.144969265E1
2.979915500E1,-2.450979996E1,-2.719379997E1,-1.960540009E1,4.152836095E1
2.980915500E1,-2.416819954E1,-2.762080002E1,-1.956879997E1,4.159264833E1
2.981915500E1,-2.383880043E1,-2.807219887E1,-1.955660057E1,4.169888945E1
2.982915500E1,-2.352159882E1,-2.860899925E1,-1.954439926E1,4.187748789E1
2.983915500E1,-2.331419945E1,-2.908479881E1,-1.947119904E1,4.205478581E1
2.984915500E1,-2.309459877E1,-2.957279968E1,-1.944680023E1,4.226214633E1
2.985915500E1,-2.288719940E1,-3.004859924E1,-1.930039978E1,4.241753935E1
2.986915500E1,-2.266759872E1,-3.050000000E1,-1.912960052E1,4.254423167E1
2.987915500E1,-2.249679947E1,-3.098799896E1,-1.890999985E1,4.270772951E1
2.988915500E1,-2.230159950E1,-3.140279961E1,-1.869039917E1,4.281154266E1
2.989915500E1,-2.208199883E1,-3.179319954E1,-1.839760017E1,4.285900024E1
2.990915500E1,-2.182579994E1,-3.208599854E1,-1.805599976E1,4.280065388E1
2.991915500E1,-2.155739975E1,-3.240319824E1,-1.769000053E1,4.275072934E1
2.992915500E1,-2.130119896E1,-3.267160034E1,-1.736059952E1,4.269150925E1
2.993915500E1,-2.103279877E1,-3.297660065E1,-1.718980026E1,4.272381124E1
2.994915500E1,-2.077659988E1,-3.333039856E1,-1.695800018E1,4.278032657E1
2.995915500E1,-2.049600029E1,-3.359880066E1,-1.677499962E1,4.278277744E1
2.996915500E1,-2.020319939E1,-3.394039917E1,-1.659199905E1,4.284173659E1
2.997915500E1,-1.986159897E1,-3.428199768E1,-1.645779991E1,4.290218708E1
2.998915500E1,-1.953219986E1,-3.469680023E1,-1.632359886E1,4.303294851E1
2.999915500E1,-1.915399933E1,-3.513599777E1,-1.618939972E1,4.316839924E1
3.000915500E1,-1.875139999E1,-3.553860092E1,-1.605520058E1,4.327096743E1
3.001915500E1,-1.832439995E1,-3.595339966E1,-1.576239967E1,4.332301725E1
3.002915500E1,-1.790959930E1,-3.633160019E1,-1.554279995E1,4.338568370E1
3.003915500E1,-1.742160034E1,-3.673419952E1,-1.532319927E1,4.344783089E1
3.004915500E1,-1.699460030E1,-3.714899826E1,-1.498159981E1,4.351221488E1
3.005915500E1,-1.661639977E1,-3.755159760E1,-1.462779999E1,4.359128073E1
3.006915500E1,-1.615279961E1,-3.791759872E1,-1.428619957E1,4.362055394E1
3.007915500E1,-1.573799992E1,-3.821039963E1,-1.396899986E1,4.362169458E1
3.008915500E1,-1.529879951E1,-3.856419754E1,-1.359079933E1,4.365730666E1
3.009915500E1,-1.490839958E1,-3.886919785E1,-1.343219948E1,4.374355841E1
3.010915500E1,-1.445699978E1,-3.923519897E1,-1.313939953E1,4.382977870E1
3.011915500E1,-1.404220009E1,-3.961339951E1,-1.282219982E1,4.394102425E1
3.012915500E1,-1.363959980E1,-3.994279861E1,-1.255379963E1,4.403480134E1
3.013915500E1,-1.318820000E1,-4.022340012E1,-1.238299942E1,4.410429923E1
3.014915500E1,-1.276119995E1,-4.050399780E1,-1.229759979E1,4.421145805E1
3.015915500E1,-1.228539944E1,-4.077239990E1,-1.222439957E1,4.430299739E1
3.016915500E1,-1.182180023E1,-4.104079819E1,-1.215119934E1,4.440443358E1
3.017915500E1,-1.135820007E1,-4.124819946E1,-1.205359936E1,4.444898115E1
3.018915500E1,-1.087020016E1,-4.147999954E1,-1.204139996E1,4.453927398E1
3.019915500E1,-1.030900002E1,-4.160199738E1,-1.204139996E1,4.451962466E1
3.020915500E1,-9.760000229E0,-4.174839783E1,-1.211460018E1,4.455277616E1
3.021915500E1,-9.259799957E0,-4.185820007E1,-1.209019947E1,4.454240375E1
3.022915500E1,-8.759599686E0,-4.195579910E1,-1.199259949E1,4.450665240E1
3.023915500E1,-8.210599899E0,-4.210219955E1,-1.189499950E1,4.451404465E1
3.024915500E1,-7.734799862E0,-4.217539978E1,-1.185839939E1,4.448834804E1
3.025915500E1,-7.197999954E0,-4.234619904E1,-1.174860001E1,4.453135276E1
3.026915500E1,-6.770999908E0,-4.235839844E1,-1.172420025E1,4.446950899E1
3.027915500E1,-6.368400097E0,-4.246820068E1,-1.163879967E1,4.449231672E1
3.028915500E1,-5.941400051E0,-4.252919769E1,-1.159000015E1,4.447877016E1
3.029915500E1,-5.489999771E0,-4.267559814E1,-1.156559944E1,4.455457176E1
3.030915500E1,-5.099599838E0,-4.282199860E1,-1.156559944E1,4.464854502E1
3.031915500E1,-4.745800018E0,-4.290739822E1,-1.163879967E1,4.471050322E1
3.032915500E1,-4.379799843E0,-4.298059845E1,-1.162659931E1,4.474027605E1
3.033915500E1,-4.086999893E0,-4.298059845E1,-1.166319942E1,4.472209333E1
3.034915500E1,-3.745399952E0,-4.304159927E1,-1.169979954E1,4.476039095E1
3.035915500E1,-3.452600002E0,-4.301720047E1,-1.183399963E1,4.474867071E1
3.036915500E1,-3.147599936E0,-4.302939987E1,-1.194379997E1,4.476707492E1
3.037915500E1,-2.879199982E0,-4.298059845E1,-1.213899994E1,4.475463054E1
3.038915500E1,-2.598599911E0,-4.283419800E1,-1.234639931E1,4.465372118E1
3.039915500E1,-2.317999840E0,-4.267559814E1,-1.255379963E1,4.454410944E1
3.040915500E1,-2.049599886E0,-4.259019852E1,-1.293200016E1,4.455740676E1
3.041915500E1,-1.756799936E0,-4.248040009E1,-1.321259975E1,4.452239358E1
3.042915500E1,-1.537199974E0,-4.235839844E1,-1.355420017E1,4.450071060E1
3.043915500E1,-1.342000008E0,-4.222419739E1,-1.385919952E1,4.446078295E1
3.044915500E1,-1.146799922E0,-4.209000015E1,-1.415199947E1,4.442029212E1
3.045915500E1,-9.759999514E-1,-4.195579910E1,-1.450579929E1,4.440337676E1
3.046915500E1,-8.295999765E-1,-4.185820007E1,-1.479859924E1,4.440490614E1
3.047915500E1,-7.441999912E-1,-4.178499985E1,-1.509140015E1,4.443298779E1
3.048915500E1,-6.344000101E-1,-4.172399902E1,-1.529879951E1,4.444488525E1
3.049915500E1,-5.611999631E-1,-4.165079880E1,-1.560379982E1,4.448126071E1
3.050915500E1,-5.001999736E-1,-4.152880096E1,-1.577460003E1,4.442667572E1
3.051915500E1,-4.147999883E-1,-4.145560074E1,-1.598199940E1,4.443155631E1
3.052915500E1,-3.172000051E-1,-4.124819946E1,-1.631139946E1,4.435737061E1
3.053915500E1,-2.805999815E-1,-4.102859879E1,-1.650659943E1,4.422547319E1
3.054915500E1,-2.317999899E-1,-4.084560013E1,-1.687260056E1,4.419390717E1
3.055915500E1,-1.708000004E-1,-4.057719803E1,-1.717759895E1,4.406368208E1
3.056915500E1,-1.341999918E-1,-4.025999832E1,-1.764119911E1,4.395562968E1
3.057915500E1,-1.219999939E-1,-3.996719742E1,-1.809259987E1,4.387178961E1
3.058915500E1,-4.879999906E-2,-3.968659973E1,-1.851959991E1,4.379502438E1
3.059915500E1,-3.660000116E-2,-3.934499741E1,-1.898320007E1,4.368514674E1
3.060915500E1,-3.660000116E-2,-3.912540054E1,-1.939799881E1,4.367013470E1
3.061915500E1,2.439999953E-2,-3.889360046E1,-1.988599968E1,4.368255642E1
3.062915500E1,3.660000116E-2,-3.864960098E1,-2.027639961E1,4.364545082E1
3.063915500E1,7.320000231E-2,-3.845439911E1,-2.072780037E1,4.368509903E1
3.064915500E1,1.341999918E-1,-3.822259903E1,-2.100839996E1,4.361579938E1
3.065915500E1,2.683999836E-1,-3.790539932E1,-2.149639893E1,4.357736228E1
3.066915500E1,3.903999925E-1,-3.761259842E1,-2.198439980E1,4.356803652E1
3.067915500E1,5.123999715E-1,-3.730759811E1,-2.246019936E1,4.354974151E1
3.068915500E1,7.075999975E-1,-3.696599960E1,-2.281399918E1,4.344495808E1
3.069915500E1,8.905999660E-1,-3.652679825E1,-2.322879982E1,4.329638899E1
3.070915500E1,1.134599924E0,-3.608760071E1,-2.363139915E1,4.315142255E1
3.071915500E1,1.329800010E0,-3.567279816E1,-2.399740028E1,4.301385959E1
3.072915500E1,1.488399982E0,-3.523360062E1,-2.447319984E1,4.292504464E1
3.073915500E1,1.585999966E0,-3.480659866E1,-2.483919907E1,4.279019183E1
3.074915500E1,1.646999955E0,-3.434299850E1,-2.524180031E1,4.265328402E1
3.075915500E1,1.732399940E0,-3.392819977E1,-2.564439964E1,4.256476456E1
3.076915500E1,1.720199943E0,-3.347679901E1,-2.616899872E1,4.252612907E1
3.077915500E1,1.659199953E0,-3.308639908E1,-2.662039948E1,4.249833428E1
3.078915500E1,1.500599980E0,-3.274480057E1,-2.703520012E1,4.248971417E1
3.079915500E1,1.342000008E0,-3.237879944E1,-2.748659897E1,4.249353763E1
3.080915500E1,1.171200037E0,-3.204940033E1,-2.786479950E1,4.248508941E1
3.081915500E1,9.515999556E-1,-3.181760025E1,-2.812100029E1,4.247417904E1
3.082915500E1,6.832000017E-1,-3.156139946E1,-2.836499977E1,4.244009790E1
3.083915500E1,4.391999841E-1,-3.134179878E1,-2.859679985E1,4.242968547E1
3.084915500E1,1.341999918E-1,-3.115880013E1,-2.871879959E1,4.237520838E1
3.085915500E1,-1.341999918E-1,-3.103679848E1,-2.868219948E1,4.226073161E1
3.086915500E1,-3.172000051E-1,-3.093919945E1,-2.868219948E1,4.219008468E1
3.087915500E1,-4.635999799E-1,-3.085379982E1,-2.857239914E1,4.205417792E1
3.088915500E1,-6.100000143E-1,-3.080500031E1,-2.846259880E1,4.194567528E1
3.089915500E1,-6.222000122E-1,-3.079279900E1,-2.843820000E1,4.192033900E1
3.090915500E1,-5.123999715E-1,-3.084159851E1,-2.838939857E1,4.192164958E1
3.091915500E1,-3.903999925E-1,-3.090259933E1,-2.826739883E1,4.188279951E1
3.092915500E1,-1.708000004E-1,-3.100020027E1,-2.816979980E1,4.188769760E1
3.093915500E1,8.540000021E-2,-3.117099953E1,-2.815760040E1,4.200582061E1
3.094915500E1,3.781999946E-1,-3.132959938E1,-2.810879898E1,4.209265272E1
3.095915500E1,6.344000101E-1,-3.147599983E1,-2.809659958E1,4.219668158E1
3.096915500E1,9.637999535E-1,-3.161019897E1,-2.816979980E1,4.235175570E1
3.097915500E1,1.244400024E0,-3.171999931E1,-2.813319969E1,4.241678692E1
3.098915500E1,1.537199974E0,-3.184199905E1,-2.807219887E1,4.247733792E1
3.099915500E1,1.768999934E0,-3.196399879E1,-2.803559875E1,4.255374692E1
3.100915500E1,2.049599886E0,-3.206159973E1,-2.797459984E1,4.259959241E1
3.101915500E1,2.281399965E0,-3.207379913E1,-2.798679924E1,4.262856212E1
3.102915500E1,2.452199936E0,-3.207379913E1,-2.799899864E1,4.264605258E1
3.103915500E1,2.635200024E0,-3.209819794E1,-2.791359901E1,4.261933364E1
3.104915500E1,2.818199873E0,-3.214699936E1,-2.781599998E1,4.260401006E1
3.105915500E1,2.952399969E0,-3.219580078E1,-2.774279976E1,4.260222051E1
3.106915500E1,3.013399839E0,-3.217139816E1,-2.776719856E1,4.260395233E1
3.107915500E1,3.159800053E0,-3.213479996E1,-2.779159927E1,4.260284844E1
3.108915500E1,3.184200048E0,-3.207379913E1,-2.782819939E1,4.258258332E1
3.109915500E1,3.208600044E0,-3.202499771E1,-2.779159927E1,4.252374140E1
3.110915500E1,3.281800032E0,-3.193959999E1,-2.780379868E1,4.247304416E1
3.111915500E1,3.391599894E0,-3.184199905E1,-2.803559875E1,4.256067024E1
3.112915500E1,3.476999998E0,-3.170779991E1,-2.814539909E1,4.253983538E1
3.113915500E1,3.550199986E0,-3.151259995E1,-2.831620026E1,4.251417496E1
3.114915500E1,3.659999847E0,-3.135400009E1,-2.840159988E1,4.246315811E1
3.115915500E1,3.781999826E0,-3.110999870E1,-2.853579903E1,4.238428209E1
3.116915500E1,3.928400040E0,-3.078059959E1,-2.873099899E1,4.228886309E1
3.117915500E1,4.172399998E0,-3.048779869E1,-2.893840027E1,4.224151750E1
3.118915500E1,4.343199730E0,-3.019499969E1,-2.913360023E1,4.218255627E1
3.119915500E1,4.501800060E0,-2.974359894E1,-2.925559998E1,4.196234040E1
3.120915500E1,4.635999680E0,-2.937759972E1,-2.953619957E1,4.191566465E1
3.121915500E1,4.770199776E0,-2.904819870E1,-2.982899857E1,4.190849328E1
3.122915500E1,4.880000114E0,-2.865779877E1,-3.012179947E1,4.186175623E1
3.123915500E1,4.928800106E0,-2.826739883E1,-3.046339989E1,4.184922508E1
3.124915500E1,5.001999855E0,-2.795019913E1,-3.080500031E1,4.189488844E1
3.125915500E1,4.892199993E0,-2.757199860E1,-3.115880013E1,4.189295350E1
3.126915500E1,4.806799889E0,-2.719379997E1,-3.153699875E1,4.191885461E1
3.127915500E1,4.684800148E0,-2.692539978E1,-3.190299988E1,4.200864086E1
3.128915500E1,4.562799931E0,-2.654719925E1,-3.219580078E1,4.197788131E1
3.129915500E1,4.416399956E0,-2.612019920E1,-3.245199966E1,4.189154661E1
3.130915500E1,4.233399868E0,-2.571759987E1,-3.272039795E1,4.183229685E1
3.131915500E1,4.062600136E0,-2.537599945E1,-3.296440125E1,4.179829922E1
3.132915500E1,3.830799818E0,-2.498559952E1,-3.313520050E1,4.167609294E1
3.133915500E1,3.672199965E0,-2.459519958E1,-3.334259796E1,4.159492438E1
3.134915500E1,3.537999868E0,-2.421699905E1,-3.350119781E1,4.148868209E1
3.135915500E1,3.355000019E0,-2.382659912E1,-3.359880066E1,4.132604816E1
3.136915500E1,3.135400057E0,-2.349720001E1,-3.374520111E1,4.123939548E1
3.137915500E1,-2.122799873E0,-2.120359993E1,-4.030879974E1,4.559493685E1
3.138915500E1,-2.305799961E0,-2.093519974E1,-4.045520020E1,4.560945652E1
3.139915500E1,-2.500999928E0,-2.064239883E1,-4.056499863E1,4.558379914E1
3.140915500E1,-2.696199894E0,-2.038619995E1,-4.067480087E1,4.557747326E1
3.141915500E1,-2.879199982E0,-2.022760010E1,-4.079679871E1,4.562701374E1
3.142915500E1,-3.049999952E0,-1.999580002E1,-4.093099976E1,4.565611962E1
3.143915500E1,-3.233000040E0,-1.982499886E1,-4.115060043E1,4.579142698E1
3.144915500E1,-3.306200027E0,-1.962979889E1,-4.124819946E1,4.580037033E1
3.145915500E1,-3.379400015E0,-1.934919930E1,-4.135799789E1,4.578532350E1
3.146915500E1,-3.440399885E0,-1.914179993E1,-4.144339752E1,4.577990885E1
3.147915500E1,-3.489199877E0,-1.895879936E1,-4.152880096E1,4.578484355E1
3.148915500E1,-3.452600002E0,-1.875139999E1,-4.166299820E1,4.581856466E1
3.149915500E1,-3.501399994E0,-1.845859909E1,-4.177280045E1,4.580334638E1
3.150915500E1,-3.562399864E0,-1.815359879E1,-4.188259888E1,4.578641644E1
3.151915500E1,-3.574599981E0,-1.787299919E1,-4.191920090E1,4.571040657E1
3.152915500E1,-3.659999847E0,-1.765340042E1,-4.201679993E1,4.572143503E1
3.153915500E1,-3.794199944E0,-1.744599915E1,-4.206559753E1,4.569762943E1
3.154915500E1,-3.952800035E0,-1.718980026E1,-4.217539978E1,4.571518575E1
3.155915500E1,-4.123600006E0,-1.695800018E1,-4.223640060E1,4.570001513E1
3.156915500E1,-4.379799843E0,-1.672620010E1,-4.228519821E1,4.568354632E1
3.157915500E1,-4.550600052E0,-1.639679909E1,-4.233399963E1,4.562598499E1
3.158915500E1,-4.660399914E0,-1.616499901E1,-4.244379807E1,4.565635240E1
3.159915500E1,-4.806799889E0,-1.593319988E1,-4.263899994E1,4.577178716E1
3.160915500E1,-4.855599880E0,-1.560379982E1,-4.282199860E1,4.583425556E1
3.161915500E1,-4.806799889E0,-1.528660011E1,-4.299279785E1,4.588208948E1
3.162915500E1,-4.587199688E0,-1.492059994E1,-4.316360092E1,4.589948963E1
3.163915500E1,-4.343199730E0,-1.453020000E1,-4.330999756E1,4.588840795E1
3.164915500E1,-4.013800144E0,-1.413980007E1,-4.346859741E1,4.588641954E1
3.165915500E1,-3.623399973E0,-1.390799999E1,-4.360279846E1,4.591040759E1
3.166915500E1,-3.269599915E0,-1.360299969E1,-4.362719727E1,4.581554567E1
3.167915500E1,-2.854799986E0,-1.323699951E1,-4.352959824E1,4.558721270E1
3.168915500E1,-2.500999928E0,-1.295639992E1,-4.352959824E1,4.548570349E1
3.169915500E1,-2.208199978E0,-1.276119995E1,-4.360279846E1,4.548547466E1
3.170915500E1,-2.000799894E0,-1.262699986E1,-4.357839966E1,4.541498918E1
3.171915500E1,-1.878799915E0,-1.249279976E1,-4.368819809E1,4.547811108E1
3.172915500E1,-1.707999945E0,-1.238299942E1,-4.371260071E1,4.546479296E1
3.173915500E1,-1.634799957E0,-1.227320004E1,-4.371260071E1,4.543231747E1
3.174915500E1,-1.622599959E0,-1.219999981E1,-4.374919891E1,4.544738971E1
3.175915500E1,-1.610399961E0,-1.221220016E1,-4.383459854E1,4.553244173E1
3.176915500E1,-1.646999955E0,-1.219999981E1,-4.383459854E1,4.553048027E1
3.177915500E1,-1.634799957E0,-1.211460018E1,-4.379800034E1,4.547197974E1
3.178915500E1,-1.634799957E0,-1.207800007E1,-4.384679794E1,4.550925561E1
3.179915500E1,-1.561599970E0,-1.202919960E1,-4.382239914E1,4.547024196E1
3.180915500E1,-1.585999966E0,-1.200479984E1,-4.381019974E1,4.545287907E1
3.181915500E1,-1.549399972E0,-1.198040009E1,-4.384679794E1,4.548046082E1
3.182915500E1,-1.415199995E0,-1.200479984E1,-4.385899734E1,4.549428160E1
3.183915500E1,-1.232200027E0,-1.193159962E1,-4.393219757E1,4.554030489E1
3.184915500E1,-9.882000089E-1,-1.194379997E1,-4.391999817E1,4.552578540E1
3.185915500E1,-8.051999807E-1,-1.199259949E1,-4.394440079E1,4.555854640E1
3.186915500E1,-6.100000143E-1,-1.205359936E1,-4.400539780E1,4.563043275E1
3.187915500E1,-4.269999862E-1,-1.210239983E1,-4.400539780E1,4.564126911E1
3.188915500E1,-1.951999962E-1,-1.216339970E1,-4.409079742E1,4.573822048E1
3.189915500E1,-0.000000000E0,-1.218779945E1,-4.413959885E1,4.579133807E1
3.190915500E1,7.320000231E-2,-1.213899994E1,-4.428599930E1,4.591960814E1
3.191915500E1,1.219999939E-1,-1.212679958E1,-4.427379990E1,4.590472208E1
3.192915500E1,1.829999983E-1,-1.204139996E1,-4.440800095E1,4.601194790E1
3.193915500E1,1.951999962E-1,-1.189499950E1,-4.452999878E1,4.609175531E1
3.194915500E1,1.829999983E-1,-1.171199989E1,-4.451779938E1,4.603301958E1
3.195915500E1,1.341999918E-1,-1.151679993E1,-4.457880020E1,4.604263370E1
3.196915500E1,7.320000231E-2,-1.124839973E1,-4.456660080E1,4.596426614E1
3.197915500E1,-4.879999906E-2,-1.100440025E1,-4.459099960E1,4.592881941E1
3.198915500E1,-7.320000231E-2,-1.080919933E1,-4.449340057E1,4.578762762E1
3.199915500E1,-1.951999962E-1,-1.055299950E1,-4.455439758E1,4.578753373E1
3.200915500E1,-3.537999988E-1,-1.030900002E1,-4.454219818E1,4.572098068E1
3.201915500E1,-4.025999904E-1,-1.008939934E1,-4.451779938E1,4.564857640E1
3.202915500E1,-4.513999820E-1,-9.857600212E0,-4.459099960E1,4.566982909E1
3.203915500E1,-4.757999778E-1,-9.674599648E0,-4.465200043E1,4.569053957E1
3.204915500E1,-5.001999736E-1,-9.454999924E0,-4.473740005E1,4.572835212E1
3.205915500E1,-4.391999841E-1,-9.210999489E0,-4.481060028E1,4.574959350E1
3.206915500E1,-4.147999883E-1,-9.040200233E0,-4.499359894E1,4.589467534E1
3.207915500E1,-3.294000030E-1,-8.881599426E0,-4.506679916E1,4.593482012E1
3.208915500E1,-2.073999941E-1,-8.661999702E0,-4.517659760E1,4.599998069E1
3.209915500E1,-1.951999962E-1,-8.393599510E0,-4.527420044E1,4.604610560E1
3.210915500E1,-1.341999918E-1,-8.161799431E0,-4.531079865E1,4.604021561E1
3.211915500E1,-1.341999918E-1,-7.917799950E0,-4.523759842E1,4.592548178E1
3.212915500E1,-1.097999960E-1,-7.698199749E0,-4.520100021E1,4.585198748E1
