Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
3.880153000E-2,3.240319824E1,-1.367619991E1,-3.124419975E1,4.704472041E1
4.915423900E-2,3.234220123E1,-1.327359962E1,-3.100020027E1,4.672492744E1
5.915423900E-2,3.239099884E1,-1.313939953E1,-3.087819862E1,4.663993757E1
6.915423900E-2,3.235440063E1,-1.293200016E1,-3.087819862E1,4.655649277E1
7.915423900E-2,3.230559921E1,-1.288319969E1,-3.087819862E1,4.650904993E1
8.915423900E-2,3.223239899E1,-1.273680019E1,-3.092700005E1,4.645032783E1
9.915423900E-2,3.220800018E1,-1.266359997E1,-3.101239967E1,4.647032358E1
1.091542390E-1,3.217139816E1,-1.260260010E1,-3.103679848E1,4.644466868E1
1.191542390E-1,3.208599854E1,-1.241959953E1,-3.103679848E1,4.633616961E1
1.291542390E-1,3.202499771E1,-1.224879932E1,-3.117099953E1,4.633858840E1
1.391542390E-1,3.195179939E1,-1.200479984E1,-3.124419975E1,4.627345591E1
1.491542390E-1,3.191519928E1,-1.180959988E1,-3.126859856E1,4.621441171E1
1.591542390E-1,3.185419846E1,-1.166319942E1,-3.130519867E1,4.615989216E1
1.691542390E-1,3.184199905E1,-1.152899933E1,-3.129299927E1,4.610946250E1
1.791542390E-1,3.181760025E1,-1.137039948E1,-3.125639915E1,4.602834081E1
1.891542390E-1,3.178100014E1,-1.123619938E1,-3.124419975E1,4.596176851E1
1.991542390E-1,3.178100014E1,-1.110200024E1,-3.125639915E1,4.593744515E1
2.091542390E-1,3.178100014E1,-1.097999954E1,-3.124419975E1,4.589980804E1
2.191542390E-1,3.175659943E1,-1.093120003E1,-3.125639915E1,4.587957312E1
2.291542390E-1,3.179319954E1,-1.091899967E1,-3.131739998E1,4.594357009E1
2.391542390E-1,3.179319954E1,-1.085799980E1,-3.137839890E1,4.597072562E1
2.491542390E-1,3.178100014E1,-1.080919933E1,-3.146379852E1,4.600914450E1
2.591542390E-1,3.174440002E1,-1.068719959E1,-3.154920006E1,4.601385870E1
2.691542390E-1,3.162240028E1,-1.055299950E1,-3.165899849E1,4.597427741E1
2.791542390E-1,3.157359886E1,-1.046759987E1,-3.171999931E1,4.596325868E1
2.891542390E-1,3.142720032E1,-1.040660000E1,-3.181760025E1,4.591651042E1
2.991542390E-1,3.120759964E1,-1.026019955E1,-3.200059891E1,4.586092346E1
3.091542390E-1,3.089039993E1,-1.012599945E1,-3.214699936E1,4.571851092E1
3.191542390E-1,3.065859985E1,-9.955200195E0,-3.234220123E1,4.566260764E1
3.291542390E-1,3.039019966E1,-9.723400116E0,-3.247639847E1,4.552829014E1
3.391542390E-1,3.017059898E1,-9.564800262E0,-3.263499832E1,4.546200130E1
3.491542390E-1,3.001199913E1,-9.357399940E0,-3.279359818E1,4.542797714E1
3.591542390E-1,2.980459976E1,-9.088999748E0,-3.296440125E1,4.536050962E1
3.691542390E-1,2.970699883E1,-8.796199799E0,-3.302539825E1,4.528306350E1
3.791542390E-1,2.970699883E1,-8.686399460E0,-3.303759766E1,4.527076511E1
3.891542390E-1,2.971920013E1,-8.564399719E0,-3.311079788E1,4.530899177E1
3.991542390E-1,2.974359894E1,-8.418000221E0,-3.318399811E1,4.535109851E1
4.091542390E-1,2.978019905E1,-8.344799995E0,-3.320840073E1,4.537944272E1
4.191542390E-1,2.981679916E1,-8.247200012E0,-3.325719833E1,4.542135028E1
4.291542390E-1,2.982899857E1,-8.198399544E0,-3.323279953E1,4.540266374E1
4.391542390E-1,2.981679916E1,-8.137399673E0,-3.325719833E1,4.540154212E1
4.491542390E-1,2.978019905E1,-8.149600029E0,-3.330599976E1,4.541548036E1
4.591542390E-1,2.968260002E1,-8.052000046E0,-3.341579819E1,4.541483257E1
4.691542390E-1,2.957279968E1,-7.942199707E0,-3.351340103E1,4.539578247E1
4.791542390E-1,2.943859863E1,-7.734799862E0,-3.354999924E1,4.529967624E1
4.891542390E-1,2.930439949E1,-7.563999653E0,-3.379399872E1,4.536514377E1
4.991542390E-1,2.908479881E1,-7.478600025E0,-3.396479797E1,4.533720858E1
5.091542390E-1,2.888959885E1,-7.356599808E0,-3.415999985E1,4.533910092E1
5.191542390E-1,2.874320030E1,-7.222399712E0,-3.435519791E1,4.537195438E1
5.291542390E-1,2.854800034E1,-7.027199745E0,-3.455039978E1,4.536628687E1
5.391542390E-1,2.841379929E1,-6.856400013E0,-3.469680023E1,4.536763337E1
5.491542390E-1,2.832839966E1,-6.636799812E0,-3.480659866E1,4.536567700E1
5.591542390E-1,2.814539909E1,-6.502599716E0,-3.496519852E1,4.535429859E1
5.691542390E-1,2.801119995E1,-6.368400097E0,-3.490419769E1,4.520494286E1
5.791542390E-1,2.791359901E1,-6.148799896E0,-3.491640091E1,4.512351718E1
5.891542390E-1,2.785260010E1,-5.977999687E0,-3.498960114E1,4.511957447E1
5.991542390E-1,2.777939987E1,-5.819399834E0,-3.500180054E1,4.506313918E1
6.091542390E-1,2.765740013E1,-5.721799850E0,-3.508720016E1,4.504200696E1
6.191542390E-1,2.752319908E1,-5.648600101E0,-3.522140121E1,4.505530240E1
6.291542390E-1,2.736459923E1,-5.611999989E0,-3.536779785E1,4.506880251E1
6.391542390E-1,2.726700020E1,-5.624199867E0,-3.546540070E1,4.508786500E1
6.491542390E-1,2.708399963E1,-5.672999859E0,-3.569720078E1,4.516653747E1
6.591542390E-1,2.685219955E1,-5.782799721E0,-3.586800003E1,4.517737066E1
6.691542390E-1,2.666919899E1,-5.880399704E0,-3.601440048E1,4.519803444E1
6.791542390E-1,2.640079880E1,-6.002399921E0,-3.619739914E1,4.520268450E1
6.891542390E-1,2.619339943E1,-6.148799896E0,-3.640480042E1,4.526821630E1
6.991542390E-1,2.596159935E1,-6.221999645E0,-3.657559967E1,4.528236314E1
7.091542390E-1,2.571759987E1,-6.356199741E0,-3.669759750E1,4.526046708E1
7.191542390E-1,2.538819885E1,-6.380599976E0,-3.688059998E1,4.522666638E1
7.291542390E-1,2.509539986E1,-6.429399967E0,-3.705139923E1,4.520976070E1
7.391542390E-1,2.481480026E1,-6.453799725E0,-3.728319931E1,4.524889826E1
7.491542390E-1,2.448539925E1,-6.392799854E0,-3.742959976E1,4.518160693E1
7.591542390E-1,2.422920036E1,-6.356199741E0,-3.762479782E1,4.520045173E1
7.691542390E-1,2.396080017E1,-6.343999863E0,-3.761259842E1,4.504524213E1
7.791542390E-1,2.374119949E1,-6.380599976E0,-3.764920044E1,4.496464059E1
7.891542390E-1,2.352159882E1,-6.295199871E0,-3.764920044E1,4.483700978E1
7.991542390E-1,2.336299896E1,-6.246399879E0,-3.767359924E1,4.476770389E1
8.091542390E-1,2.325319862E1,-6.197599888E0,-3.771019745E1,4.473455580E1
8.191542390E-1,2.308239937E1,-6.136600018E0,-3.766139984E1,4.459636822E1
8.291542390E-1,2.294820023E1,-6.099999905E0,-3.771019745E1,4.456331321E1
8.391542390E-1,2.278960037E1,-6.051199913E0,-3.773460007E1,4.449587563E1
8.491542390E-1,2.258219910E1,-5.953599930E0,-3.792979813E1,4.454290801E1
8.591542390E-1,2.236260033E1,-5.819399834E0,-3.802740097E1,4.449757895E1
8.691542390E-1,2.215519905E1,-5.782799721E0,-3.816159821E1,4.450394584E1
8.791542390E-1,2.193560028E1,-5.831599712E0,-3.833239746E1,4.454829750E1
8.891542390E-1,2.172819901E1,-5.843800068E0,-3.838119888E1,4.449023555E1
8.991542390E-1,2.160619926E1,-5.855999947E0,-3.845439911E1,4.449563341E1
9.091542390E-1,2.142319870E1,-5.904799938E0,-3.852759933E1,4.447691553E1
9.191542390E-1,2.124020004E1,-5.904799938E0,-3.862519836E1,4.447379800E1
9.291542390E-1,2.111820030E1,-5.904799938E0,-3.871059799E1,4.448994766E1
9.391542390E-1,2.093519974E1,-5.880399704E0,-3.874720001E1,4.443205147E1
9.491542390E-1,2.083759880E1,-5.831599712E0,-3.882040024E1,4.444363344E1
9.591542390E-1,2.075219917E1,-5.685199738E0,-3.882040024E1,4.438466786E1
9.691542390E-1,2.061800003E1,-5.587599754E0,-3.884479904E1,4.433104566E1
9.791542390E-1,2.049600029E1,-5.477799892E0,-3.888140106E1,4.429283992E1
9.891542390E-1,2.039839935E1,-5.306999683E0,-3.895459747E1,4.429130396E1
9.991542390E-1,2.030080032E1,-5.136199951E0,-3.897900009E1,4.424777386E1
1.009154239E0,2.026420021E1,-4.940999985E0,-3.905220032E1,4.427330619E1
1.019154239E0,2.019099998E1,-4.818999767E0,-3.913759995E1,4.430181676E1
1.029154239E0,2.000799942E1,-4.684800148E0,-3.923519897E1,4.429072399E1
1.039154239E0,1.984939957E1,-4.538399696E0,-3.934499741E1,4.430151866E1
1.049154239E0,1.970299911E1,-4.306600094E0,-3.941819763E1,4.427809033E1
1.059154239E0,1.950779915E1,-4.086999893E0,-3.950360107E1,4.424694671E1
1.069154239E0,1.931259918E1,-3.879599810E0,-3.961339951E1,4.424080924E1
1.079154239E0,1.911739922E1,-3.696599960E0,-3.971099854E1,4.422785557E1
1.089154239E0,1.887339973E1,-3.562399864E0,-3.967440033E1,4.407895135E1
1.099154239E0,1.864159966E1,-3.330600023E0,-3.979639816E1,4.407216175E1
1.109154239E0,1.845859909E1,-3.098799944E0,-3.995499802E1,4.412169883E1
1.119154239E0,1.827560043E1,-2.940199852E0,-4.000379944E1,4.407886473E1
1.129154239E0,1.805599976E1,-2.805999994E0,-4.018679810E1,4.414602479E1
1.139154239E0,1.777540016E1,-2.671799898E0,-4.033319855E1,4.415733541E1
1.149154239E0,1.749480057E1,-2.598599911E0,-4.046739960E1,4.416368642E1
1.159154239E0,1.723859978E1,-2.537600040E0,-4.065039825E1,4.422740796E1
1.169154239E0,1.693359947E1,-2.464400053E0,-4.086999893E1,4.430775182E1
1.179154239E0,-7.075999975E-1,2.370459938E1,-2.867000008E1,3.720722556E1
1.189154239E0,-1.000399947E0,2.359479904E1,-2.869439888E1,3.716293676E1
1.199154239E0,-1.244400024E0,2.352159882E1,-2.879199982E1,3.719937359E1
1.209154239E0,-1.476199985E0,2.337520027E1,-2.892619896E1,3.721967410E1
1.219154239E0,-1.695799947E0,2.328979874E1,-2.906040001E1,3.727998540E1
1.229154239E0,-1.951999903E0,2.331419945E1,-2.913360023E1,3.736480780E1
1.239154239E0,-2.244799852E0,2.332639885E1,-2.924339867E1,3.747447632E1
1.249154239E0,-2.562000036E0,2.335079956E1,-2.931659889E1,3.756709537E1
1.259154239E0,-2.952399969E0,2.349720001E1,-2.935319901E1,3.771532004E1
1.269154239E0,-3.367199898E0,2.388759995E1,-2.946299934E1,3.807917799E1
1.279154239E0,-3.806399822E0,2.426580048E1,-2.954839897E1,3.842428443E1
1.289154239E0,-4.172399998E0,2.469279861E1,-2.958499908E1,3.876100355E1
1.299154239E0,-4.538399696E0,2.508320045E1,-2.964599991E1,3.909794531E1
1.309154239E0,-4.855599880E0,2.547360039E1,-2.968260002E1,3.941494527E1
1.319154239E0,-5.148399830E0,2.594939995E1,-2.962159920E1,3.971544432E1
1.329154239E0,-5.331399918E0,2.638859940E1,-2.964599991E1,4.004581518E1
1.339154239E0,-5.489999771E0,2.673019981E1,-2.971920013E1,4.034692722E1
1.349154239E0,-5.538799763E0,2.694979858E1,-2.975580025E1,4.052625809E1
1.359154239E0,-5.575399876E0,2.715719986E1,-2.981679916E1,4.071412655E1
1.369154239E0,-5.624199867E0,2.740119934E1,-2.981679916E1,4.088396827E1
1.379154239E0,-5.587599754E0,2.762080002E1,-2.985339928E1,4.105307922E1
1.389154239E0,-5.563199997E0,2.777939987E1,-2.992659950E1,4.120977565E1
1.399154239E0,-5.514400005E0,2.787699890E1,-2.999979973E1,4.132219330E1
1.409154239E0,-5.502200127E0,2.791359901E1,-2.998760033E1,4.133641723E1
1.419154239E0,-5.502200127E0,2.799899864E1,-3.002419853E1,4.142065461E1
1.429154239E0,-5.489999771E0,2.807219887E1,-3.004859924E1,4.148622378E1
1.439154239E0,-5.551000118E0,2.814539909E1,-3.008519936E1,4.157037783E1
1.449154239E0,-5.648600101E0,2.820639992E1,-3.015839958E1,4.167777279E1
1.459154239E0,-5.782799721E0,2.819419861E1,-3.018280029E1,4.170557566E1
1.469154239E0,-5.929199696E0,2.821859932E1,-3.014620018E1,4.171616164E1
1.479154239E0,-6.087800026E0,2.832839966E1,-3.009739876E1,4.177813960E1
1.489154239E0,-6.209799767E0,2.845039940E1,-3.015839958E1,4.192273732E1
1.499154239E0,-6.270800114E0,2.857239914E1,-3.017059898E1,4.202344548E1
1.509154239E0,-6.392799854E0,2.870660019E1,-3.021939850E1,4.216810204E1
1.519154239E0,-6.087800026E0,2.823079872E1,-3.010960007E1,4.172082600E1
1.529154239E0,-6.136600018E0,2.835280037E1,-3.003639984E1,4.175792696E1
1.539154239E0,-6.075599670E0,2.857239914E1,-3.003639984E1,4.189845128E1
1.549154239E0,-5.990200043E0,2.873099899E1,-3.006079865E1,4.201195562E1
1.559154239E0,-5.953599930E0,2.876759911E1,-3.019499969E1,4.212787815E1
1.569154239E0,-5.880399704E0,2.890180016E1,-3.021939850E1,4.222683032E1
1.579154239E0,-5.795000076E0,2.902379990E1,-3.025599861E1,4.232479697E1
1.589154239E0,-5.672999859E0,2.915799904E1,-3.025599861E1,4.240043971E1
1.599154239E0,-5.551000118E0,2.936540031E1,-3.024379921E1,4.251855746E1
1.609154239E0,-5.392399788E0,2.948740005E1,-3.042679977E1,4.271270165E1
1.619154239E0,-5.319200039E0,2.963379860E1,-3.043899918E1,4.281341588E1
1.629154239E0,-5.221600056E0,2.969479942E1,-3.052439880E1,4.290437206E1
1.639154239E0,-5.111799717E0,2.978019905E1,-3.051219940E1,4.294164720E1
1.649154239E0,-5.075200081E0,2.986559868E1,-3.056099892E1,4.303122465E1
1.659154239E0,-5.026400089E0,2.988999939E1,-3.060980034E1,4.307710109E1
1.669154239E0,-4.989799976E0,2.986559868E1,-3.073180008E1,4.314273548E1
1.679154239E0,-5.014199734E0,2.980459976E1,-3.086599922E1,4.319914668E1
1.689154239E0,-4.940999985E0,2.975580025E1,-3.079279900E1,4.310472827E1
1.699154239E0,-4.904399872E0,2.964599991E1,-3.084159851E1,4.305975670E1
1.709154239E0,-4.843400002E0,2.964599991E1,-3.084159851E1,4.305285162E1
1.719154239E0,-4.782400131E0,2.965819931E1,-3.087819862E1,4.308066025E1
1.729154239E0,-4.660399914E0,2.960939980E1,-3.091479874E1,4.305996591E1
1.739154239E0,-4.550600052E0,2.962159920E1,-3.089039993E1,4.303909743E1
1.749154239E0,-4.416399956E0,2.969479942E1,-3.079279900E1,4.300560628E1
1.759154239E0,-4.282199860E0,2.980459976E1,-3.073180008E1,4.302435286E1
1.769154239E0,-4.209000111E0,2.996319962E1,-3.071959877E1,4.311847356E1
1.779154239E0,-4.038199902E0,3.012179947E1,-3.070739937E1,4.320386832E1
1.789154239E0,-3.867399931E0,3.031699944E1,-3.070739937E1,4.332460748E1
1.799154239E0,-3.684399843E0,3.053660011E1,-3.060980034E1,4.339376252E1
1.809154239E0,-3.501399994E0,3.073180008E1,-3.053660011E1,4.346478212E1
1.819154239E0,-3.257400036E0,3.092700005E1,-3.050000000E1,4.355846630E1
1.829154239E0,-3.049999952E0,3.103679848E1,-3.046339989E1,4.359591830E1
1.839154239E0,-2.720599890E0,3.106119919E1,-3.036579895E1,4.352334436E1
1.849154239E0,-2.427799940E0,3.113439941E1,-3.041459846E1,4.359234840E1
1.859154239E0,-2.122799873E0,3.119540024E1,-3.037800026E1,4.359452001E1
1.869154239E0,-1.890999913E0,3.118319893E1,-3.036579895E1,4.356661017E1
1.879154239E0,-1.622599959E0,3.117099953E1,-3.040239906E1,4.357258210E1
1.889154239E0,-1.366400003E0,3.117099953E1,-3.040239906E1,4.356379379E1
1.899154239E0,-1.146799922E0,3.117099953E1,-3.030480003E1,4.348939258E1
1.909154239E0,-9.515999556E-1,3.121979904E1,-3.025599861E1,4.348570853E1
1.919154239E0,-8.173999786E-1,3.136619949E1,-3.025599861E1,4.358821016E1
1.929154239E0,-6.222000122E-1,3.147599983E1,-3.012179947E1,4.357118889E1
1.939154239E0,-4.757999778E-1,3.156139946E1,-3.003639984E1,4.357216585E1
1.949154239E0,-2.439999878E-1,3.174440002E1,-3.001199913E1,4.368622850E1
1.959154239E0,5.624199867E0,2.804780006E1,-2.869439888E1,4.051764109E1
1.969154239E0,5.929199696E0,2.836499977E1,-2.858459854E1,4.070390515E1
1.979154239E0,6.112199783E0,2.863339996E1,-2.852359962E1,4.087574238E1
1.989154239E0,6.404999733E0,2.898719978E1,-2.840159988E1,4.108445751E1
1.999154239E0,6.685599804E0,2.930439949E1,-2.834059906E1,4.131143461E1
2.009154239E0,6.990599632E0,2.962159920E1,-2.821859932E1,4.150418015E1
2.019154239E0,7.295599937E0,2.999979973E1,-2.815760040E1,4.178593331E1
2.029154239E0,7.539599895E0,3.029259872E1,-2.803559875E1,4.195809697E1
2.039154239E0,7.661599636E0,3.048779869E1,-2.799899864E1,4.209691085E1
2.049154239E0,7.734799862E0,3.071959877E1,-2.798679924E1,4.227034196E1
2.059154239E0,7.917799950E0,3.091479874E1,-2.799899864E1,4.245421371E1
2.069154239E0,7.966599941E0,3.107339859E1,-2.803559875E1,4.260302351E1
2.079154239E0,8.039799690E0,3.134179878E1,-2.796239853E1,4.276496769E1
2.089154239E0,8.112999916E0,3.158580017E1,-2.804780006E1,4.301351681E1
2.099154239E0,8.088600159E0,3.175659943E1,-2.805999947E1,4.314244580E1
2.109154239E0,8.027600288E0,3.196399879E1,-2.807219887E1,4.329189225E1
2.119154239E0,8.003199577E0,3.224459839E1,-2.808440018E1,4.350286039E1
2.129154239E0,9.308599472E0,2.982899857E1,-2.908479881E1,4.268892950E1
2.139154239E0,9.235400200E0,3.006079865E1,-2.907259941E1,4.282709736E1
2.149154239E0,9.223199844E0,3.028039932E1,-2.908479881E1,4.298715530E1
2.159154239E0,9.076799393E0,3.040239906E1,-2.919459915E1,4.311634001E1
2.169154239E0,8.893799782E0,3.047559929E1,-2.923119926E1,4.315466182E1
2.179154239E0,8.747400284E0,3.063419914E1,-2.929220009E1,4.327821802E1
2.189154239E0,8.625399590E0,3.069519997E1,-2.925559998E1,4.327219603E1
2.199154239E0,8.442399979E0,3.069519997E1,-2.936540031E1,4.331046241E1
2.209154239E0,8.186200142E0,3.075619888E1,-2.945079994E1,4.336250984E1
2.219154239E0,7.978799820E0,3.081719971E1,-2.948740005E1,4.339202469E1
2.229154239E0,7.734799862E0,3.085379982E1,-2.949959946E1,4.338214449E1
2.239154239E0,7.490799904E0,3.093919945E1,-2.940199852E1,4.333386277E1
2.249154239E0,7.271199703E0,3.100020027E1,-2.948740005E1,4.339803595E1
2.259154239E0,7.027199745E0,3.100020027E1,-2.949959946E1,4.336611951E1
2.269154239E0,6.795399666E0,3.104899979E1,-2.960939980E1,4.343885819E1
2.279154239E0,6.514800072E0,3.114659882E1,-2.960939980E1,4.346573126E1
2.289154239E0,6.258599758E0,3.118319893E1,-2.970699883E1,4.352088861E1
2.299154239E0,5.904799938E0,3.124419975E1,-2.985339928E1,4.361527403E1
2.309154239E0,5.563199997E0,3.129299927E1,-3.002419853E1,4.372245984E1
2.319154239E0,5.160599709E0,3.125639915E1,-3.030480003E1,4.384033739E1
2.329154239E0,4.611599922E0,3.137839890E1,-3.034140015E1,4.389158614E1
2.339154239E0,4.001599789E0,3.153699875E1,-3.053660011E1,4.408037020E1
2.349154239E0,3.318399906E0,3.175659943E1,-3.062199974E1,4.424025603E1
2.359154239E0,2.622999907E0,3.197620010E1,-3.073180008E1,4.442748066E1
2.369154239E0,1.756799936E0,3.230559921E1,-3.080500031E1,4.467310298E1
2.379154239E0,9.027999640E-1,3.264719772E1,-3.089039993E1,4.495410298E1
2.389154239E0,-1.219999976E-2,3.308639908E1,-3.104899979E1,4.537345414E1
2.399154239E0,1.964200020E0,3.207379913E1,-3.223239899E1,4.551389037E1
2.409154239E0,1.158999920E0,3.247639847E1,-3.240319824E1,4.589146974E1
2.419154239E0,4.147999883E-1,3.289120102E1,-3.240319824E1,4.617326521E1
2.429154239E0,-2.805999815E-1,3.317179871E1,-3.247639847E1,4.642373771E1
2.439154239E0,-9.149999619E-1,3.351340103E1,-3.256179810E1,4.673602432E1
2.449154239E0,-1.390799999E0,3.372079849E1,-3.263499832E1,4.694752061E1
2.459154239E0,-1.793399930E0,3.390380096E1,-3.262279892E1,4.708429688E1
2.469154239E0,-2.220399857E0,3.397700119E1,-3.261059952E1,4.714677069E1
2.479154239E0,-2.598599911E0,3.403799820E1,-3.269599915E1,4.726908507E1
2.489154239E0,-3.147599936E0,3.401359940E1,-3.278139877E1,4.734397992E1
2.499154239E0,-3.757599831E0,3.397700119E1,-3.283020020E1,4.739597252E1
2.509154239E0,-4.453000069E0,3.397700119E1,-3.302539825E1,4.759141466E1
2.519154239E0,-5.172800064E0,3.386719894E1,-3.309859848E1,4.763677409E1
2.529154239E0,-5.941400051E0,3.370859909E1,-3.325719833E1,4.772432428E1
2.539154239E0,-6.905200005E0,3.359880066E1,-3.347679901E1,4.792971171E1
2.549154239E0,-7.783599854E0,3.347679901E1,-3.364759827E1,4.809824703E1
2.559154239E0,-8.698599815E0,3.336700058E1,-3.375740051E1,4.825540857E1
2.569154239E0,-9.394000053E0,3.331819916E1,-3.379399872E1,4.837751525E1
2.579154239E0,-1.008939934E1,3.320840073E1,-3.394039917E1,4.854425356E1
2.589154239E0,-1.074819946E1,3.303759766E1,-3.397700119E1,4.859468346E1
2.599154239E0,-1.132159996E1,3.293999863E1,-3.406240082E1,4.871826438E1
2.609154239E0,-1.184619999E1,3.295219803E1,-3.414780045E1,4.891065410E1
2.619154239E0,-1.226099968E1,3.295219803E1,-3.422100067E1,4.906379882E1
2.629154239E0,-1.273680019E1,3.296440125E1,-3.435519791E1,4.928648346E1
2.639154239E0,-1.087020016E1,3.045119858E1,-3.518479919E1,4.778500644E1
2.649154239E0,-1.143139935E1,3.057320023E1,-3.529459763E1,4.807396473E1
2.659154239E0,-1.200479984E1,3.075619888E1,-3.542879868E1,4.842787177E1
2.669154239E0,-1.257819939E1,3.102459908E1,-3.555080032E1,4.883232793E1
2.679154239E0,-1.323699951E1,3.132959938E1,-3.577040100E1,4.935872305E1
2.689154239E0,-1.396899986E1,3.157359886E1,-3.586800003E1,4.978492270E1
2.699154239E0,-1.459119987E1,3.184199905E1,-3.597779846E1,5.021173169E1
2.709154239E0,-1.512799931E1,3.220800018E1,-3.602659988E1,5.063721495E1
2.719154239E0,-1.567700005E1,3.254959869E1,-3.617300034E1,5.112465803E1
2.729154239E0,-1.616499901E1,3.287899780E1,-3.642919922E1,5.166645183E1
2.739154239E0,-1.654319954E1,3.323279953E1,-3.663660049E1,5.215684913E1
2.749154239E0,-1.697019958E1,3.365979767E1,-3.696599960E1,5.279635195E1
2.759154239E0,-1.593319988E1,3.234220123E1,-3.913759995E1,5.321312403E1
2.769154239E0,-1.618939972E1,3.290340042E1,-3.944260025E1,5.385581804E1
2.779154239E0,-1.644560051E1,3.345240021E1,-3.988179779E1,5.459009664E1
2.789154239E0,-1.681159973E1,3.401359940E1,-4.035759735E1,5.539215191E1
2.799154239E0,-1.712879944E1,3.458699799E1,-4.089439774E1,5.623173451E1
2.809154239E0,-1.739719963E1,3.513599777E1,-4.133359909E1,5.697075836E1
2.819154239E0,-1.772659874E1,3.563619995E1,-4.180939865E1,5.772518398E1
2.829154239E0,-1.798279953E1,3.605099869E1,-4.235839844E1,5.845758722E1
2.839154239E0,-1.826339912E1,3.638039780E1,-4.299279785E1,5.920697390E1
2.849154239E0,-1.847080040E1,3.663660049E1,-4.359059906E1,5.986277048E1
2.859154239E0,-1.866600037E1,3.681959915E1,-4.411520004E1,6.041732637E1
2.869154239E0,-1.870260048E1,3.689279938E1,-4.466419983E1,6.087492634E1
2.879154239E0,-1.864159966E1,3.651459885E1,-4.538399887E1,6.115989307E1
2.889154239E0,-1.864159966E1,3.652679825E1,-4.600619888E1,6.163024066E1
2.899154239E0,-1.851959991E1,3.659999847E1,-4.659180069E1,6.207520730E1
2.909154239E0,-1.829999924E1,3.667319870E1,-4.699440002E1,6.235613128E1
2.919154239E0,-1.803159904E1,3.681959915E1,-4.738479996E1,6.265892365E1
2.929154239E0,-1.779979897E1,3.700259781E1,-4.777519989E1,6.299599045E1
2.939154239E0,-1.755579948E1,3.724660110E1,-4.811679840E1,6.333041669E1
2.949154239E0,-1.731180000E1,3.751499939E1,-4.838520050E1,6.362547623E1
2.959154239E0,-1.704339981E1,3.775899887E1,-4.855599976E1,6.382714615E1
2.969154239E0,-1.666519928E1,3.805179977E1,-4.861700058E1,6.394748688E1
2.979154239E0,-1.626259995E1,3.829579926E1,-4.859259796E1,6.397093851E1
2.989154239E0,-1.678719902E1,3.056099892E1,-5.458279800E1,6.476933336E1
2.999154239E0,-1.639679909E1,3.067079926E1,-5.442419815E1,6.458750879E1
3.009154239E0,-1.595759964E1,3.074399948E1,-5.430220032E1,6.440937393E1
3.019154239E0,-1.550619984E1,3.073180008E1,-5.405820084E1,6.408724403E1
3.029154239E0,-1.518900013E1,3.067079926E1,-5.376539993E1,6.373477765E1
3.039154239E0,-1.488399982E1,3.051219940E1,-5.341159821E1,6.328764955E1
3.049154239E0,-1.467659950E1,3.032919884E1,-5.298460007E1,6.279037123E1
3.059154239E0,-1.454239941E1,3.009739876E1,-5.253319931E1,6.226613704E1
3.069154239E0,-1.442039967E1,2.975580025E1,-5.202079773E1,6.164023825E1
3.079154239E0,-1.437160015E1,2.945079994E1,-5.155719757E1,6.109040129E1
3.089154239E0,-1.433500004E1,2.902379990E1,-5.084959793E1,6.027897474E1
3.099154239E0,-1.431059933E1,2.865779877E1,-5.016640091E1,5.952084058E1
3.109154239E0,-1.422519970E1,2.826739883E1,-4.933679962E1,5.861332562E1
3.119154239E0,-1.420079994E1,2.784039879E1,-4.851939774E1,5.771379801E1
3.129154239E0,-1.411539936E1,2.735239983E1,-4.755559921E1,5.664744735E1
3.139154239E0,-1.401779938E1,2.696199989E1,-4.671379852E1,5.572815366E1
3.149154239E0,-1.392019939E1,2.654719925E1,-4.571339798E1,5.466480123E1
3.159154239E0,-1.383479977E1,2.614459991E1,-4.466419983E1,5.357081795E1
3.169154239E0,-1.376159954E1,2.582740021E1,-4.366379929E1,5.256390008E1
3.179154239E0,-1.374940014E1,2.541259956E1,-4.260239792E1,5.147631037E1
3.189154239E0,-1.372499943E1,2.498559952E1,-4.158979797E1,5.042189096E1
3.199154239E0,-1.368839931E1,2.466839981E1,-4.058939743E1,4.943077390E1
3.209154239E0,-1.378599930E1,2.433899879E1,-3.958900070E1,4.847400969E1
3.219154239E0,-1.396899986E1,2.397299957E1,-3.845439911E1,4.741917836E1
3.229154239E0,-1.417640018E1,2.368019867E1,-3.740520096E1,4.648517172E1
3.239154239E0,-1.445699978E1,2.349720001E1,-3.629499817E1,4.559002241E1
3.249154239E0,-1.483519936E1,2.327759933E1,-3.512379837E1,4.467226189E1
3.259154239E0,-1.528660011E1,2.322879982E1,-3.405019760E1,4.396217966E1
3.269154239E0,-1.578679943E1,2.321660042E1,-3.302539825E1,4.334640125E1
3.279154239E0,-1.642119980E1,2.325319862E1,-3.207379913E1,4.288467838E1
3.289154239E0,-1.699460030E1,2.353380013E1,-3.129299927E1,4.268381415E1
3.299154239E0,-1.753139877E1,2.383880043E1,-3.059759903E1,4.256584799E1
3.309154239E0,-1.809259987E1,2.416819954E1,-2.998760033E1,4.255232323E1
3.319154239E0,-1.858059883E1,2.449759865E1,-2.958499908E1,4.266899534E1
3.329154239E0,-1.899539948E1,2.487579918E1,-2.937759972E1,4.292637827E1
