"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
9.792295022E1,2.870674744E1,1.159059302E2,7.607437178E1,0.000000000E0,0.000000000E0,1.336838150E1,7.159556389E0
9.892440304E1,2.870674690E1,1.159059277E2,7.644779081E1,0.000000000E0,0.000000000E0,1.343596077E1,7.030889511E0
9.992334501E1,2.870674499E1,1.159059287E2,7.669369322E1,0.000000000E0,0.000000000E0,1.361877346E1,6.806432247E0
1.009220140E2,2.870674388E1,1.159059281E2,7.688387736E1,0.000000000E0,0.000000000E0,1.384076405E1,6.814980984E0
1.019217936E2,2.870674337E1,1.159059285E2,7.690267365E1,0.000000000E0,0.000000000E0,1.384291363E1,6.644843578E0
1.029222443E2,2.870674247E1,1.159059296E2,7.677675245E1,0.000000000E0,0.000000000E0,1.389330101E1,6.588319302E0
1.039249141E2,2.870674177E1,1.159059292E2,7.685426640E1,0.000000000E0,0.000000000E0,1.389329147E1,6.359953880E0
1.049236350E2,2.870674274E1,1.159059300E2,7.693049927E1,0.000000000E0,0.000000000E0,1.389254951E1,6.165964603E0
1.059248308E2,2.870674144E1,1.159059360E2,7.680486745E1,0.000000000E0,0.000000000E0,1.349426079E1,5.962725639E0
1.069261447E2,2.870674122E1,1.159059396E2,7.690232894E1,0.000000000E0,0.000000000E0,1.356704617E1,6.146282196E0
1.079279679E2,2.870673931E1,1.159059430E2,7.659243801E1,0.000000000E0,0.000000000E0,1.310315895E1,5.792441368E0
1.089227017E2,2.870673744E1,1.159059464E2,7.621467574E1,0.000000000E0,0.000000000E0,1.324498558E1,6.011747837E0
1.099312229E2,2.870673881E1,1.159059525E2,7.628167771E1,0.000000000E0,0.000000000E0,1.299208832E1,5.812847137E0
1.109231491E2,2.870673782E1,1.159059542E2,7.625151860E1,0.000000000E0,0.000000000E0,1.316171551E1,6.028924465E0
1.119245014E2,2.870673728E1,1.159059538E2,7.679857618E1,0.000000000E0,0.000000000E0,1.289796829E1,5.907614231E0
1.129237139E2,2.870674022E1,1.159059646E2,7.646298062E1,0.000000000E0,0.000000000E0,1.238695049E1,5.628627300E0
1.139250014E2,2.870673829E1,1.159059662E2,7.640700097E1,0.000000000E0,0.000000000E0,1.273614693E1,5.996413231E0
1.149231942E2,2.870673829E1,1.159059699E2,7.625800314E1,0.000000000E0,0.000000000E0,1.318192005E1,6.586778641E0
1.159249542E2,2.870674040E1,1.159059707E2,7.634559184E1,0.000000000E0,0.000000000E0,1.359047985E1,6.992298126E0
1.169231727E2,2.870674041E1,1.159059748E2,7.607684157E1,0.000000000E0,0.000000000E0,1.405227089E1,7.366288662E0
1.179273202E2,2.870674067E1,1.159059766E2,7.598156127E1,0.000000000E0,0.000000000E0,1.463993073E1,7.833525658E0
1.189215574E2,2.870674188E1,1.159059816E2,7.570536532E1,0.000000000E0,0.000000000E0,1.520250511E1,8.191715240E0
1.199207509E2,2.870674431E1,1.159059826E2,7.580223161E1,0.000000000E0,0.000000000E0,1.600525665E1,8.606332779E0
1.209226856E2,2.870674296E1,1.159059822E2,7.571598649E1,0.000000000E0,0.000000000E0,1.686015320E1,8.791680336E0
1.219231641E2,2.870674297E1,1.159059822E2,7.571507096E1,0.000000000E0,0.000000000E0,1.802805138E1,8.870536804E0
1.229241348E2,2.870674294E1,1.159059822E2,7.571427745E1,0.000000000E0,0.000000000E0,1.835163689E1,8.917804718E0
1.239209268E2,2.870674294E1,1.159059822E2,7.571427739E1,0.000000000E0,0.000000000E0,1.913761902E1,9.043841362E0
1.249247373E2,2.870674249E1,1.159059827E2,7.568796851E1,0.000000000E0,0.000000000E0,1.868973923E1,9.152196884E0
1.259241855E2,2.870674249E1,1.159059828E2,7.568796845E1,0.000000000E0,0.000000000E0,2.001528549E1,9.526235580E0
1.269241633E2,2.870674213E1,1.159059832E2,7.569297109E1,0.000000000E0,0.000000000E0,1.984538651E1,9.783443451E0
1.279239052E2,2.870674236E1,1.159059830E2,7.564029896E1,0.000000000E0,0.000000000E0,1.934645271E1,9.625293732E0
1.289238885E2,2.870674236E1,1.159059830E2,7.564109236E1,0.000000000E0,0.000000000E0,1.869301224E1,9.408459663E0
1.299265721E2,2.870674211E1,1.159059832E2,7.564096905E1,0.000000000E0,0.000000000E0,1.809431076E1,9.103014946E0
1.309227582E2,2.870674239E1,1.159059830E2,7.558317014E1,0.000000000E0,0.000000000E0,1.723771095E1,8.758992195E0
1.319264723E2,2.870674167E1,1.159059837E2,7.559445738E1,0.000000000E0,0.000000000E0,1.613588524E1,8.463923454E0
1.329234547E2,2.870674166E1,1.159059837E2,7.559366389E1,0.000000000E0,0.000000000E0,1.558730030E1,8.109237671E0
1.339240307E2,2.870674130E1,1.159059840E2,7.566708728E1,0.000000000E0,0.000000000E0,1.558236408E1,8.230886459E0
1.349254650E2,2.870674128E1,1.159059840E2,7.566690415E1,0.000000000E0,0.000000000E0,1.559323406E1,8.306923866E0
1.359257695E2,2.870674129E1,1.159059840E2,7.566629379E1,0.000000000E0,0.000000000E0,1.534418201E1,8.128093719E0
1.369229994E2,2.870674111E1,1.159059843E2,7.562393399E1,0.000000000E0,0.000000000E0,1.523550987E1,8.186489105E0
1.379253960E2,2.870674113E1,1.159059843E2,7.562143154E1,0.000000000E0,0.000000000E0,1.517172432E1,8.141573906E0
1.389222158E2,2.870674043E1,1.159059851E2,7.563693029E1,0.000000000E0,0.000000000E0,1.512048912E1,8.147019386E0
1.399242528E2,2.870674041E1,1.159059851E2,7.564010409E1,0.000000000E0,0.000000000E0,1.576196861E1,8.818751335E0
1.409219942E2,2.870674036E1,1.159059851E2,7.564333870E1,0.000000000E0,0.000000000E0,1.640116119E1,9.287117958E0
1.419246889E2,2.870674036E1,1.159059851E2,7.564443733E1,0.000000000E0,0.000000000E0,1.724427414E1,9.689564705E0
1.429236058E2,2.870674027E1,1.159059851E2,7.564767191E1,0.000000000E0,0.000000000E0,1.754219818E1,9.679493904E0
1.439280746E2,2.870674021E1,1.159059851E2,7.565090658E1,0.000000000E0,0.000000000E0,1.841654778E1,1.004728985E1
1.449233921E2,2.870674022E1,1.159059851E2,7.565548424E1,0.000000000E0,0.000000000E0,1.809006882E1,9.834023476E0
1.459254137E2,2.870674021E1,1.159059851E2,7.565743734E1,0.000000000E0,0.000000000E0,1.795609856E1,9.784320831E0
1.469241461E2,2.870674024E1,1.159059852E2,7.565493486E1,0.000000000E0,0.000000000E0,1.872513008E1,1.005742550E1
1.479242272E2,2.870674021E1,1.159059852E2,7.565755929E1,0.000000000E0,0.000000000E0,1.913138580E1,1.001581764E1
1.489248955E2,2.870673957E1,1.159059859E2,7.567592686E1,0.000000000E0,0.000000000E0,1.789551926E1,9.426508904E0
1.499245087E2,2.870673958E1,1.159059859E2,7.568276285E1,0.000000000E0,0.000000000E0,1.895155525E1,9.608421326E0
1.509224230E2,2.870673950E1,1.159059859E2,7.568831686E1,0.000000000E0,0.000000000E0,1.923580360E1,9.317327499E0
1.519232279E2,2.870673950E1,1.159059859E2,7.568941549E1,0.000000000E0,0.000000000E0,1.985564232E1,9.219434738E0
1.529247531E2,2.870673946E1,1.159059859E2,7.569649546E1,0.000000000E0,0.000000000E0,2.013721848E1,8.968734741E0
1.539246131E2,2.870673946E1,1.159059859E2,7.570027967E1,0.000000000E0,0.000000000E0,2.004627419E1,8.726540565E0
1.549230673E2,2.870673949E1,1.159059859E2,7.570235486E1,0.000000000E0,0.000000000E0,2.095585060E1,8.626279831E0
1.559201334E2,2.870673952E1,1.159059859E2,7.570229381E1,0.000000000E0,0.000000000E0,2.271435547E1,9.240689278E0
1.569240432E2,2.870673948E1,1.159059860E2,7.570449094E1,0.000000000E0,0.000000000E0,2.332971001E1,9.322159767E0
1.579262683E2,2.870673944E1,1.159059860E2,7.570796980E1,0.000000000E0,0.000000000E0,2.189444923E1,8.931194305E0
1.589235361E2,2.870673938E1,1.159059860E2,7.571273038E1,0.000000000E0,0.000000000E0,2.158681679E1,8.596323967E0
1.599235462E2,2.870673929E1,1.159059860E2,7.572072570E1,0.000000000E0,0.000000000E0,2.269757462E1,8.649449348E0
1.609232463E2,2.870673926E1,1.159059860E2,7.572743943E1,0.000000000E0,0.000000000E0,2.241908073E1,8.386657715E0
1.619196900E2,2.870673923E1,1.159059860E2,7.573043010E1,0.000000000E0,0.000000000E0,2.186413383E1,8.217022896E0
1.629244072E2,2.870673918E1,1.159059860E2,7.573574002E1,0.000000000E0,0.000000000E0,2.228981972E1,8.070885658E0
1.639213386E2,2.870673918E1,1.159059860E2,7.573488543E1,0.000000000E0,0.000000000E0,2.056843567E1,8.065548897E0
1.649236470E2,2.870673912E1,1.159059860E2,7.574300306E1,0.000000000E0,0.000000000E0,2.290744781E1,8.650610924E0
1.659252153E2,2.870673900E1,1.159059860E2,7.575197493E1,0.000000000E0,0.000000000E0,2.382640266E1,8.962962151E0
1.669235198E2,2.870673847E1,1.159059862E2,7.579079121E1,0.000000000E0,0.000000000E0,2.003431129E1,8.482095718E0
1.679224424E2,2.870673838E1,1.159059862E2,7.579738276E1,0.000000000E0,0.000000000E0,1.959570694E1,8.316048622E0
1.689192806E2,2.870673839E1,1.159059862E2,7.580092286E1,0.000000000E0,0.000000000E0,1.618173981E1,7.925030708E0
1.699233568E2,2.870673838E1,1.159059862E2,7.580183833E1,0.000000000E0,0.000000000E0,1.627801895E1,8.020655632E0
1.709221244E2,2.870673838E1,1.159059862E2,7.580305903E1,0.000000000E0,0.000000000E0,1.582311630E1,7.870456696E0
1.719232612E2,2.870673839E1,1.159059862E2,7.580318110E1,0.000000000E0,0.000000000E0,1.607169151E1,8.046417236E0
1.729233688E2,2.870673839E1,1.159059862E2,7.580293693E1,0.000000000E0,0.000000000E0,1.649932480E1,8.328289986E0
1.739225864E2,2.870673842E1,1.159059862E2,7.579994623E1,0.000000000E0,0.000000000E0,1.767884254E1,9.079597473E0
1.749224527E2,2.870673842E1,1.159059862E2,7.579903067E1,0.000000000E0,0.000000000E0,1.708908653E1,8.980568886E0
1.759221619E2,2.870673839E1,1.159059862E2,7.580159406E1,0.000000000E0,0.000000000E0,1.787814713E1,9.220475197E0
1.769185823E2,2.870673839E1,1.159059862E2,7.580116682E1,0.000000000E0,0.000000000E0,1.856443405E1,9.437942505E0
1.779225645E2,2.870673839E1,1.159059862E2,7.580067856E1,0.000000000E0,0.000000000E0,1.813506508E1,9.173116684E0
1.789219926E2,2.870673823E1,1.159059862E2,7.581673028E1,0.000000000E0,0.000000000E0,1.974156189E1,9.661983490E0
1.799232094E2,2.870673807E1,1.159059863E2,7.582954700E1,0.000000000E0,0.000000000E0,1.971135712E1,9.681919098E0
1.809226813E2,2.870673803E1,1.159059863E2,7.583027925E1,0.000000000E0,0.000000000E0,1.597142696E1,9.039747238E0
1.819229309E2,2.870673807E1,1.159059863E2,7.582979114E1,0.000000000E0,0.000000000E0,1.450047684E1,9.054234505E0
1.829195116E2,2.870673800E1,1.159059863E2,7.583272061E1,0.000000000E0,0.000000000E0,1.311057472E1,8.554438591E0
1.839269739E2,2.870673766E1,1.159059850E2,7.595454968E1,0.000000000E0,0.000000000E0,1.162631702E1,7.720018387E0
1.849172142E2,2.870673753E1,1.159059850E2,7.595973755E1,0.000000000E0,0.000000000E0,1.146486378E1,6.714798450E0
1.859262564E2,2.870673722E1,1.159059790E2,7.611850720E1,0.000000000E0,0.000000000E0,1.132266617E1,5.938810825E0
1.869224496E2,2.870673659E1,1.159059773E2,7.614359602E1,0.000000000E0,0.000000000E0,1.135001469E1,5.189125538E0
1.879232902E2,2.870673576E1,1.159059753E2,7.616068958E1,0.000000000E0,0.000000000E0,1.139244556E1,4.867927551E0
1.889255023E2,2.870673512E1,1.159059740E2,7.619902173E1,0.000000000E0,0.000000000E0,1.144545746E1,4.477766991E0
1.899239406E2,2.870673326E1,1.159059726E2,7.627970926E1,0.000000000E0,0.000000000E0,1.146624660E1,4.387023449E0
1.909267012E2,2.870673318E1,1.159059720E2,7.626494056E1,0.000000000E0,0.000000000E0,1.151796818E1,4.158608913E0
1.919234891E2,2.870673304E1,1.159059714E2,7.629863342E1,0.000000000E0,0.000000000E0,1.152323151E1,4.127544880E0
1.929205949E2,2.870673286E1,1.159059713E2,7.630131880E1,0.000000000E0,0.000000000E0,1.158110142E1,3.938516855E0
1.939254778E2,2.870673391E1,1.159059710E2,7.618706484E1,0.000000000E0,0.000000000E0,1.162649727E1,3.797966719E0
1.949236284E2,2.870673393E1,1.159059709E2,7.618938426E1,0.000000000E0,0.000000000E0,1.167439651E1,3.673422575E0
1.959276101E2,2.870673425E1,1.159059707E2,7.619115580E1,0.000000000E0,0.000000000E0,1.166905880E1,3.665649414E0
1.969250682E2,2.870673500E1,1.159059710E2,7.609173095E1,0.000000000E0,0.000000000E0,1.165953827E1,3.568250179E0
1.979217919E2,2.870673506E1,1.159059709E2,7.610155802E1,0.000000000E0,0.000000000E0,1.162419891E1,3.740782261E0
1.989246703E2,2.870673582E1,1.159059706E2,7.602941751E1,0.000000000E0,0.000000000E0,1.163385487E1,3.705963850E0
1.999231262E2,2.870673627E1,1.159059701E2,7.603509654E1,0.000000000E0,0.000000000E0,1.168298340E1,3.585819721E0
2.009189811E2,2.870673648E1,1.159059698E2,7.604504652E1,0.000000000E0,0.000000000E0,1.167317390E1,3.505968332E0
2.019234137E2,2.870673660E1,1.159059695E2,7.605676660E1,0.000000000E0,0.000000000E0,1.168048191E1,3.489820480E0
2.029238057E2,2.870673673E1,1.159059692E2,7.606732698E1,0.000000000E0,0.000000000E0,1.168013191E1,3.459007263E0
2.039241150E2,2.870673701E1,1.159059688E2,7.606891594E1,0.000000000E0,0.000000000E0,1.162635612E1,3.851106167E0
2.049502485E2,2.870673684E1,1.159059675E2,7.608326252E1,0.000000000E0,0.000000000E0,1.159458256E1,4.000486374E0
2.059198407E2,2.870673693E1,1.159059672E2,7.608814643E1,0.000000000E0,0.000000000E0,1.152756500E1,4.310507774E0
2.069503761E2,2.870673762E1,1.159059670E2,7.609065148E1,0.000000000E0,0.000000000E0,1.150852299E1,4.406123161E0
2.079202313E2,2.870673738E1,1.159059673E2,7.603431443E1,0.000000000E0,0.000000000E0,1.148680115E1,4.647152901E0
2.089175197E2,2.870673736E1,1.159059672E2,7.602888276E1,0.000000000E0,0.000000000E0,1.147361565E1,4.950606823E0
2.099209915E2,2.870673733E1,1.159059670E2,7.602290177E1,0.000000000E0,0.000000000E0,1.148729706E1,5.226377487E0
2.109190250E2,2.870673732E1,1.159059667E2,7.601856904E1,0.000000000E0,0.000000000E0,1.149647808E1,5.093889713E0
2.119192823E2,2.870673725E1,1.159059665E2,7.602540541E1,0.000000000E0,0.000000000E0,1.151654339E1,5.088472366E0
2.129200470E2,2.870673729E1,1.159059663E2,7.602955655E1,0.000000000E0,0.000000000E0,1.153127384E1,4.922760963E0
2.139187588E2,2.870673727E1,1.159059661E2,7.602021863E1,0.000000000E0,0.000000000E0,1.155390739E1,5.140729427E0
2.149249516E2,2.870673726E1,1.159059660E2,7.601454258E1,0.000000000E0,0.000000000E0,1.157885265E1,5.279726028E0
