Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
5.485361384E1,-1.227817178E0,5.671886921E0,7.897511005E0,9.800434498E0
5.485601753E1,-1.218245864E0,5.659923077E0,7.938488007E0,9.825397908E0
5.485841962E1,-1.232602715E0,5.671886921E0,7.962416649E0,9.853410049E0
5.486082258E1,-1.237388372E0,5.667101383E0,7.948059559E0,9.839655422E0
5.486322628E1,-1.254138112E0,5.652744293E0,7.952845097E0,9.837384082E0
5.486562842E1,-1.270887971E0,5.655137062E0,7.967202187E0,9.852514507E0
5.486803139E1,-1.275673628E0,5.664708614E0,7.981558800E0,9.870235446E0
5.487043430E1,-1.263709426E0,5.662315845E0,7.974380493E0,9.861517454E0
5.487283722E1,-1.246959686E0,5.659923077E0,7.979166031E0,9.861882591E0
5.487524097E1,-1.225424290E0,5.640780449E0,7.962416649E0,9.834640189E0
5.487764305E1,-1.213460207E0,5.604588985E0,7.967202187E0,9.816323856E0
5.488004602E1,-1.182353497E0,5.549553871E0,7.916952610E0,9.740310395E0
5.488244972E1,-1.146461129E0,5.583053589E0,7.919345856E0,9.757094818E0
5.488485180E1,-1.179960608E0,5.707779408E0,7.880761147E0,9.801910480E0
5.488725482E1,-1.206281662E0,5.772385597E0,7.842476368E0,9.812236570E0
5.488965774E1,-1.215852976E0,5.765207291E0,7.854440212E0,9.818764923E0
5.489206066E1,-1.249352574E0,5.734100342E0,7.823333740E0,9.779843526E0
5.489446436E1,-1.266102314E0,5.693422318E0,7.820940971E0,9.756289788E0
5.489686644E1,-1.268495083E0,5.707779408E0,7.789834023E0,9.740089303E0
5.489926946E1,-1.251745343E0,5.679065228E0,7.761120319E0,9.698125431E0
5.490167316E1,-1.254138112E0,5.693422318E0,7.751548767E0,9.699197306E0
5.490407524E1,-1.251745343E0,5.676672459E0,7.725227833E0,9.668020567E0
5.490647821E1,-1.268495083E0,5.688636780E0,7.691728592E0,9.650510708E0
5.490888113E1,-1.301994562E0,5.712564945E0,7.667799950E0,9.650064464E0
5.491128410E1,-1.301994562E0,5.702993870E0,7.674978733E0,9.650110231E0
5.491368779E1,-1.311565876E0,5.698207855E0,7.658228874E0,9.635260624E0
5.491608988E1,-1.313958764E0,5.705386639E0,7.648657799E0,9.632231852E0
5.491849284E1,-1.309173107E0,5.710172176E0,7.629515171E0,9.619225658E0
5.492089660E1,-1.325922847E0,5.702993870E0,7.653443336E0,9.636254738E0
5.492329868E1,-1.318744421E0,5.714957714E0,7.651050568E0,9.640456592E0
5.492570165E1,-1.323530078E0,5.695815086E0,7.689335346E0,9.660223570E0
5.492810456E1,-1.337886930E0,5.695815086E0,7.703692436E0,9.673630554E0
5.493050748E1,-1.335494161E0,5.695815086E0,7.725227833E0,9.690459185E0
5.493291123E1,-1.333101273E0,5.707779408E0,7.718049526E0,9.691449492E0
5.493531331E1,-1.316351533E0,5.693422318E0,7.741977692E0,9.699796782E0
5.493771628E1,-1.316351533E0,5.695815086E0,7.763513088E0,9.718396284E0
5.494011998E1,-1.294816136E0,5.712564945E0,7.789834023E0,9.746356303E0
5.494252206E1,-1.297209024E0,5.734100342E0,7.777870178E0,9.749765253E0
5.494492508E1,-1.268495083E0,5.712564945E0,7.785048485E0,9.739068638E0
5.494732800E1,-1.251745343E0,5.691029549E0,7.787441254E0,9.726197870E0
5.494973092E1,-1.237388372E0,5.698207855E0,7.801798344E0,9.740059555E0
5.495213462E1,-1.232602715E0,5.700600624E0,7.770691395E0,9.715956035E0
5.495453675E1,-1.242174029E0,5.679065228E0,7.785048485E0,9.716056715E0
5.495693972E1,-1.254138112E0,5.676672459E0,7.768298626E0,9.702779816E0
5.495934342E1,-1.263709426E0,5.664708614E0,7.763513088E0,9.693194554E0
5.496174550E1,-1.285244823E0,5.650351524E0,7.770691395E0,9.693398339E0
5.496414847E1,-1.301994562E0,5.664708614E0,7.770691395E0,9.704007331E0
5.496655139E1,-1.337886930E0,5.657529831E0,7.770691395E0,9.704701437E0
5.496895436E1,-1.337886930E0,5.633601665E0,7.797012806E0,9.711890540E0
5.497135805E1,-1.352243900E0,5.652744293E0,7.794619560E0,9.723074395E0
5.497376014E1,-1.383350611E0,5.635994434E0,7.830512047E0,9.746538416E0
5.497616311E1,-1.352243900E0,5.640780449E0,7.854440212E0,9.764179366E0
5.497856680E1,-1.354636669E0,5.611767292E0,7.866404533E0,9.757422453E0
5.498096894E1,-1.340279818E0,5.616552830E0,7.878368378E0,9.767840292E0
5.498337191E1,-1.347458243E0,5.597410202E0,7.873582840E0,9.753971059E0
5.498577482E1,-1.323530078E0,5.597410202E0,7.899903774E0,9.771960524E0
5.498817779E1,-1.325922847E0,5.611767292E0,7.914559841E0,9.792357276E0
5.499058149E1,-1.359422326E0,5.606981754E0,7.919345856E0,9.798076966E0
5.499298357E1,-1.361815214E0,5.621338367E0,7.912167072E0,9.800835347E0
5.499538654E1,-1.385743380E0,5.602196217E0,7.895118237E0,9.779456996E0
5.499779024E1,-1.383350611E0,5.609374523E0,7.873582840E0,9.765861365E0
5.500019232E1,-1.380957723E0,5.597410202E0,7.840083599E0,9.731647139E0
5.500259534E1,-1.378564954E0,5.614160061E0,7.811369419E0,9.717856076E0
5.500499826E1,-1.364207983E0,5.618945599E0,7.792226791E0,9.703216551E0
5.500740118E1,-1.337886930E0,5.624030590E0,7.770691395E0,9.685210698E0
5.500980488E1,-1.352243900E0,5.621338367E0,7.773084164E0,9.687561407E0
5.501220696E1,-1.364207983E0,5.643173218E0,7.746763229E0,9.680847479E0
5.501460998E1,-1.323530078E0,5.652744293E0,7.730013371E0,9.667386235E0
5.501701368E1,-1.333101273E0,5.640780449E0,7.722835064E0,9.655969371E0
5.501941576E1,-1.330708504E0,5.640780449E0,7.703692436E0,9.640335386E0
5.502181873E1,-1.299601793E0,5.657529831E0,7.691728592E0,9.636352907E0
5.502422170E1,-1.297209024E0,5.662315845E0,7.703692436E0,9.648391013E0
5.502662462E1,-1.335494161E0,5.679065228E0,7.691728592E0,9.653911914E0
5.502902831E1,-1.299601793E0,5.664708614E0,7.665407181E0,9.619581891E0
5.503143040E1,-1.285244823E0,5.676672459E0,7.701299667E0,9.653314510E0
5.503383337E1,-1.278066397E0,5.674279690E0,7.701299667E0,9.650954371E0
5.503623712E1,-1.266102314E0,5.669494152E0,7.706085205E0,9.650384873E0
5.503863920E1,-1.275673628E0,5.640780449E0,7.734799385E0,9.657787987E0
5.504104217E1,-1.280459166E0,5.640780449E0,7.744370461E0,9.666087811E0
5.504344508E1,-1.285244823E0,5.645565987E0,7.749155998E0,9.673349381E0
5.504584800E1,-1.299601793E0,5.657529831E0,7.730013371E0,9.666939294E0
5.504825170E1,-1.292423368E0,5.638387680E0,7.751548767E0,9.672036088E0
5.505065384E1,-1.313958764E0,5.633601665E0,7.770691395E0,9.687497103E0
5.505305680E1,-1.297209024E0,5.631208897E0,7.787441254E0,9.697293755E0
5.505546050E1,-1.294816136E0,5.621338367E0,7.813762188E0,9.712408218E0
5.505786258E1,-1.280459166E0,5.633601665E0,7.844869137E0,9.742639025E0
5.506026561E1,-1.290030479E0,5.609374523E0,7.864011765E0,9.745354904E0
5.506266852E1,-1.280459166E0,5.602196217E0,7.902296543E0,9.770899077E0
5.506507144E1,-1.292423368E0,5.597410202E0,7.904689789E0,9.771667196E0
5.506747514E1,-1.301994562E0,5.590231895E0,7.940881252E0,9.798136432E0
5.506987722E1,-1.292423368E0,5.611767292E0,7.962416649E0,9.826615348E0
5.507228024E1,-1.292423368E0,5.609374523E0,7.967202187E0,9.829127702E0
5.507468394E1,-1.287637711E0,5.616552830E0,7.983952045E0,9.846175238E0
5.507708602E1,-1.287637711E0,5.628816128E0,7.991130352E0,9.858993162E0
5.507948899E1,-1.278066397E0,5.602196217E0,7.981558800E0,9.834802338E0
5.508189191E1,-1.268495083E0,5.609374523E0,7.983952045E0,9.839596159E0
5.508429488E1,-1.261316657E0,5.590231895E0,7.974380493E0,9.819997790E0
5.508669857E1,-1.280459166E0,5.587839127E0,7.969594955E0,9.817227996E0
5.508910066E1,-1.297209024E0,5.585446358E0,7.957630634E0,9.808356008E0
5.509150363E1,-1.306780219E0,5.571089268E0,7.952845097E0,9.797573950E0
5.509390738E1,-1.304387450E0,5.573482037E0,7.943274021E0,9.790849340E0
5.509630946E1,-1.304387450E0,5.592624664E0,7.950452328E0,9.807577146E0
5.509871243E1,-1.311565876E0,5.602196217E0,7.948059559E0,9.812056780E0
5.510111535E1,-1.330708504E0,5.592624664E0,7.955237865E0,9.814990843E0
5.510351826E1,-1.325922847E0,5.585446358E0,7.981558800E0,9.831610412E0
5.510592201E1,-1.328315616E0,5.590231895E0,7.945666790E0,9.805546173E0
5.510832410E1,-1.352243900E0,5.578267574E0,7.948059559E0,9.803942240E0
5.511072706E1,-1.352243900E0,5.575874805E0,7.945666790E0,9.800641007E0
5.511313076E1,-1.342672586E0,5.578267574E0,7.943274021E0,9.798746909E0
5.511553285E1,-1.349851131E0,5.583053589E0,7.933702469E0,9.794703687E0
5.511793581E1,-1.328315616E0,5.585446358E0,7.950452328E0,9.806697997E0
5.512033878E1,-1.328315616E0,5.573482037E0,7.950452328E0,9.799888602E0
5.512274170E1,-1.306780219E0,5.595017433E0,7.955237865E0,9.813139361E0
5.512514540E1,-1.328315616E0,5.590231895E0,7.957630634E0,9.815243264E0
5.512754748E1,-1.292423368E0,5.590231895E0,7.969594955E0,9.820157563E0
5.512995045E1,-1.321137190E0,5.559125423E0,7.957630634E0,9.796589420E0
5.513235420E1,-1.325922847E0,5.571089268E0,7.969594955E0,9.813742955E0
5.513475628E1,-1.318744421E0,5.561518192E0,7.991130352E0,9.824852963E0
5.513715925E1,-1.325922847E0,5.539982796E0,8.005487442E0,9.825340195E0
5.513956217E1,-1.330708504E0,5.547161102E0,7.976773262E0,9.806665748E0
5.514196514E1,-1.335494161E0,5.544768333E0,7.952845097E0,9.786508348E0
5.514436884E1,-1.337886930E0,5.544768333E0,7.976773262E0,9.806289256E0
5.514677092E1,-1.354636669E0,5.535196781E0,7.998308659E0,9.820712057E0
5.514917389E1,-1.345065475E0,5.573482037E0,7.960023403E0,9.809937600E0
5.515157759E1,-1.328315616E0,5.549553871E0,7.969594955E0,9.801857696E0
5.515397972E1,-1.337886930E0,5.573482037E0,7.969594955E0,9.816724871E0
5.515638269E1,-1.342672586E0,5.551946640E0,7.950452328E0,9.789615589E0
5.515878561E1,-1.304387450E0,5.542375565E0,7.950452328E0,9.779010468E0
5.516118852E1,-1.301994562E0,5.561518192E0,7.928916931E0,9.772072357E0
5.516359222E1,-1.301994562E0,5.571089268E0,7.928916931E0,9.777522650E0
5.516599436E1,-1.258923769E0,5.583053589E0,7.916952610E0,9.769007885E0
5.516839732E1,-1.278066397E0,5.585446358E0,7.907381535E0,9.765108676E0
5.517080102E1,-1.278066397E0,5.580660820E0,7.899903774E0,9.756316341E0
5.517320311E1,-1.249352574E0,5.592624664E0,7.878368378E0,9.742023444E0
5.517560607E1,-1.290030479E0,5.590231895E0,7.847261906E0,9.720822532E0
5.517800904E1,-1.263709426E0,5.614160061E0,7.852047443E0,9.735009181E0
5.518041196E1,-1.278066397E0,5.595017433E0,7.835297585E0,9.712340708E0
5.518281566E1,-1.294816136E0,5.624030590E0,7.842476368E0,9.737078848E0
5.518521774E1,-1.278066397E0,5.614160061E0,7.840083599E0,9.727237930E0
5.518762071E1,-1.292423368E0,5.626423359E0,7.832904816E0,9.730436569E0
5.519002446E1,-1.290030479E0,5.643173218E0,7.854440212E0,9.757141674E0
5.519242654E1,-1.304387450E0,5.635994434E0,7.864011765E0,9.762609329E0
5.519482951E1,-1.306780219E0,5.647958755E0,7.883154392E0,9.785256042E0
5.519723243E1,-1.311565876E0,5.645565987E0,7.895118237E0,9.794157050E0
5.519963535E1,-1.285244823E0,5.643173218E0,7.916952610E0,9.806905569E0
5.520203910E1,-1.280459166E0,5.647958755E0,7.914559841E0,9.807103102E0
5.520444118E1,-1.266102314E0,5.647958755E0,7.936095238E0,9.822630035E0
5.520684415E1,-1.263709426E0,5.643173218E0,7.940881252E0,9.823439344E0
5.520924784E1,-1.285244823E0,5.631208897E0,7.974380493E0,9.846477144E0
5.521164993E1,-1.258923769E0,5.643173218E0,8.000701904E0,9.871247337E0
5.521405290E1,-1.256531000E0,5.638387680E0,8.005487442E0,9.872087670E0
5.521645587E1,-1.261316657E0,5.640780449E0,8.031807899E0,9.895416207E0
5.521885878E1,-1.278066397E0,5.647958755E0,8.029415131E0,9.899717125E0
5.522126248E1,-1.244566917E0,5.647958755E0,8.041379929E0,9.905159063E0
5.522366456E1,-1.280459166E0,5.618945599E0,8.043772697E0,9.895170768E0
5.522606758E1,-1.285244823E0,5.611767292E0,8.017451286E0,9.870324793E0
5.522847128E1,-1.266102314E0,5.604588985E0,8.027022362E0,9.871551082E0
5.523087337E1,-1.275673628E0,5.616552830E0,8.050951004E0,9.899031314E0
5.523327634E1,-1.254138112E0,5.614160061E0,8.070093155E0,9.910502466E0
5.523567925E1,-1.280459166E0,5.590231895E0,8.036594391E0,9.873050072E0
5.523808222E1,-1.275673628E0,5.580660820E0,8.027022362E0,9.859219360E0
5.524048592E1,-1.261316657E0,5.590231895E0,8.031807899E0,9.866688932E0
5.524288800E1,-1.292423368E0,5.585446358E0,8.019844055E0,9.858269009E0
5.524529097E1,-1.285244823E0,5.580660820E0,7.979166031E0,9.821543666E0
5.524769467E1,-1.290030479E0,5.604588985E0,7.976773262E0,9.833845027E0
5.525009680E1,-1.297209024E0,5.606981754E0,7.962416649E0,9.824513959E0
5.525249977E1,-1.301994562E0,5.614160061E0,7.943274021E0,9.813744709E0
5.525490269E1,-1.325922847E0,5.624030590E0,7.938488007E0,9.818726155E0
5.525730561E1,-1.342672586E0,5.626423359E0,7.921738625E0,9.808840519E0
5.525970930E1,-1.340279818E0,5.609374523E0,7.931309700E0,9.806482860E0
5.526211144E1,-1.345065475E0,5.638387680E0,7.904689789E0,9.802282256E0
5.526451441E1,-1.364207983E0,5.624030590E0,7.875975609E0,9.773524200E0
5.526691810E1,-1.368993640E0,5.621338367E0,7.859225750E0,9.759150476E0
5.526932019E1,-1.361815214E0,5.624030590E0,7.835297585E0,9.740438850E0
5.527172316E1,-1.368993640E0,5.628816128E0,7.816154957E0,9.728822791E0
5.527412613E1,-1.383350611E0,5.618945599E0,7.794619560E0,9.707847477E0
5.527652904E1,-1.371386528E0,5.643173218E0,7.749155998E0,9.683776312E0
5.527893274E1,-1.373779297E0,5.635994434E0,7.737192154E0,9.670359106E0
5.528133482E1,-1.378564954E0,5.650351524E0,7.737192154E0,9.679414037E0
5.528373779E1,-1.364207983E0,5.643173218E0,7.679764271E0,9.627317728E0
5.528614154E1,-1.373779297E0,5.662315845E0,7.686942577E0,9.645629916E0
5.528854363E1,-1.349851131E0,5.664708614E0,7.686942577E0,9.643656358E0
5.529094660E1,-1.347458243E0,5.657529831E0,7.653443336E0,9.612412934E0
5.529334951E1,-1.347458243E0,5.662315845E0,7.641479015E0,9.605710072E0
5.529575243E1,-1.342672586E0,5.664708614E0,7.610372543E0,9.581725503E0
5.529815618E1,-1.311565876E0,5.669494152E0,7.610372543E0,9.580247347E0
5.530055826E1,-1.328315616E0,5.671886921E0,7.615158081E0,9.587771181E0
5.530296123E1,-1.313958764E0,5.667101383E0,7.607979774E0,9.577258583E0
5.530536493E1,-1.333101273E0,5.643173218E0,7.596015453E0,9.556255215E0
5.530776701E1,-1.313958764E0,5.643173218E0,7.615158081E0,9.568830869E0
5.531017003E1,-1.318744421E0,5.631208897E0,7.610372543E0,9.558628078E0
5.531257295E1,-1.304387450E0,5.645565987E0,7.612765312E0,9.567028673E0
5.531497587E1,-1.297209024E0,5.657529831E0,7.655836105E0,9.607404515E0
5.531737956E1,-1.299601793E0,5.640780449E0,7.663014412E0,9.603601344E0
5.531978165E1,-1.321137190E0,5.647958755E0,7.677371502E0,9.622207374E0
5.532218467E1,-1.301994562E0,5.599802971E0,7.679764271E0,9.593318634E0
5.532458837E1,-1.313958764E0,5.611767292E0,7.677371502E0,9.600023591E0
5.532699045E1,-1.335494161E0,5.597410202E0,7.698906898E0,9.611852738E0
5.532939342E1,-1.345065475E0,5.609374523E0,7.739584923E0,9.652743571E0
5.533179634E1,-1.340279818E0,5.616552830E0,7.775477409E0,9.685043346E0
5.533419925E1,-1.349851131E0,5.599802971E0,7.787441254E0,9.686285804E0
5.533660300E1,-1.357029557E0,5.595017433E0,7.852047443E0,9.736549612E0
5.533900509E1,-1.340279818E0,5.590231895E0,7.883154392E0,9.756596015E0
5.534140805E1,-1.333101273E0,5.575874805E0,7.897511005E0,9.759007067E0
5.534381175E1,-1.309173107E0,5.583053589E0,7.931309700E0,9.787241448E0
5.534621384E1,-1.309173107E0,5.556732178E0,7.955237865E0,9.791680970E0
5.534861686E1,-1.318744421E0,5.551946640E0,7.988737583E0,9.817490846E0
5.535101977E1,-1.280459166E0,5.551946640E0,8.027022362E0,9.843615960E0
5.535342269E1,-1.275673628E0,5.566303730E0,8.007880211E0,9.835508421E0
5.535582639E1,-1.266102314E0,5.585446358E0,8.017451286E0,9.852905724E0
5.535822847E1,-1.266102314E0,5.585446358E0,7.998308659E0,9.837335385E0
5.536063149E1,-1.244566917E0,5.587839127E0,7.995915890E0,9.834000398E0
5.536303519E1,-1.266102314E0,5.592624664E0,7.981558800E0,9.827804769E0
5.536543727E1,-1.273280740E0,5.595017433E0,7.971987724E0,9.822324175E0
5.536784024E1,-1.268495083E0,5.592624664E0,7.950452328E0,9.802868082E0
5.537024321E1,-1.261316657E0,5.585446358E0,7.936095238E0,9.786201426E0
5.537264613E1,-1.268495083E0,5.626423359E0,7.912167072E0,9.791226040E0
5.537504982E1,-1.292423368E0,5.606981754E0,7.892725468E0,9.767482678E0
5.537745191E1,-1.299601793E0,5.602196217E0,7.873582840E0,9.750224306E0
5.537985488E1,-1.294816136E0,5.618945599E0,7.837690353E0,9.730287177E0
5.538225857E1,-1.333101273E0,5.597410202E0,7.830512047E0,9.717256757E0
5.538466071E1,-1.321137190E0,5.609374523E0,7.808976650E0,9.705184302E0
5.538706368E1,-1.330708504E0,5.606981754E0,7.797012806E0,9.695485455E0
5.538946660E1,-1.325922847E0,5.640780449E0,7.782655716E0,9.702896756E0
5.539186951E1,-1.342672586E0,5.647958755E0,7.782655716E0,9.709373706E0
5.539427321E1,-1.323530078E0,5.631208897E0,7.753942013E0,9.673978615E0
5.539667535E1,-1.330708504E0,5.638387680E0,7.749155998E0,9.675309785E0
5.539907831E1,-1.333101273E0,5.647958755E0,7.751548767E0,9.683135102E0
5.540148201E1,-1.316351533E0,5.655137062E0,7.758727551E0,9.690779626E0
5.540388410E1,-1.306780219E0,5.645565987E0,7.744370461E0,9.672402167E0
5.540628706E1,-1.318744421E0,5.652744293E0,7.732406139E0,9.668645696E0
5.540869003E1,-1.321137190E0,5.645565987E0,7.720442295E0,9.655208336E0
5.541109295E1,-1.304387450E0,5.647958755E0,7.715656757E0,9.650503817E0
5.541349665E1,-1.316351533E0,5.633601665E0,7.734799385E0,9.659056404E0
5.541589873E1,-1.325922847E0,5.657529831E0,7.732406139E0,9.672425750E0
5.541830170E1,-1.299601793E0,5.652744293E0,7.756334782E0,9.685205837E0
5.542070540E1,-1.306780219E0,5.669494152E0,7.756334782E0,9.695956256E0
5.542310753E1,-1.313958764E0,5.640780449E0,7.758727551E0,9.682083707E0
5.542551050E1,-1.306780219E0,5.638387680E0,7.775477409E0,9.693149081E0
5.542791342E1,-1.299601793E0,5.633601665E0,7.787441254E0,9.699003754E0
5.543031634E1,-1.294816136E0,5.640780449E0,7.804191113E0,9.715984346E0
5.543272003E1,-1.285244823E0,5.638387680E0,7.818548203E0,9.724863283E0
5.543512217E1,-1.273280740E0,5.621338367E0,7.816154957E0,9.711486353E0
5.543752514E1,-1.263709426E0,5.609374523E0,7.828119278E0,9.712955034E0
5.543992884E1,-1.282852054E0,5.602196217E0,7.828119278E0,9.711321397E0
5.544233092E1,-1.268495083E0,5.587839127E0,7.847261906E0,9.716611822E0
5.544473389E1,-1.325922847E0,5.578267574E0,7.859225750E0,9.728441289E0
5.544713686E1,-1.335494161E0,5.580660820E0,7.871190071E0,9.740788109E0
5.544953977E1,-1.321137190E0,5.583053589E0,7.897511005E0,9.761484054E0
5.545194347E1,-1.321137190E0,5.566303730E0,7.916952610E0,9.767664988E0
5.545434555E1,-1.333101273E0,5.563910961E0,7.938488007E0,9.785389927E0
5.545674852E1,-1.323530078E0,5.556732178E0,7.955237865E0,9.793610869E0
5.545915227E1,-1.335494161E0,5.556732178E0,7.960023403E0,9.799121886E0
5.546155436E1,-1.345065475E0,5.559125423E0,7.948059559E0,9.792074722E0
5.546395732E1,-1.349851131E0,5.544768333E0,7.921738625E0,9.763221640E0
5.546636024E1,-1.333101273E0,5.544768333E0,7.962416649E0,9.793962108E0
5.546876316E1,-1.357029557E0,5.504090309E0,7.928916931E0,9.747013032E0
5.547116691E1,-1.352243900E0,5.508875847E0,7.904689789E0,9.729357498E0
5.547356899E1,-1.361815214E0,5.520840168E0,7.928916931E0,9.757148177E0
5.547597196E1,-1.364207983E0,5.513661385E0,7.928916931E0,9.753422424E0
5.547837566E1,-1.368993640E0,5.523232937E0,7.936095238E0,9.765339384E0
5.548077774E1,-1.361815214E0,5.523232937E0,7.960023403E0,9.783793504E0
5.548318076E1,-1.385743380E0,5.547161102E0,7.976773262E0,9.814285134E0
5.548558368E1,-1.402493119E0,5.520840168E0,7.955237865E0,9.784297246E0
5.548798660E1,-1.371386528E0,5.530411243E0,7.979166031E0,9.804755993E0
5.549039029E1,-1.352243900E0,5.547161102E0,7.943274021E0,9.782390405E0
5.549279238E1,-1.376172066E0,5.561518192E0,7.945666790E0,9.795813131E0
5.549519535E1,-1.361815214E0,5.566303730E0,7.912167072E0,9.769373863E0
5.549759910E1,-1.352243900E0,5.566303730E0,7.902296543E0,9.760050791E0
5.550000118E1,-1.359422326E0,5.578267574E0,7.897511005E0,9.764004213E0
5.550240415E1,-1.364207983E0,5.575874805E0,7.880761147E0,9.749760998E0
5.550480706E1,-1.354636669E0,5.573482037E0,7.875975609E0,9.743189124E0
5.550720998E1,-1.342672586E0,5.547161102E0,7.887939930E0,9.736188284E0
5.550961373E1,-1.349851131E0,5.539982796E0,7.904689789E0,9.746672669E0
5.551201581E1,-1.318744421E0,5.532804012E0,7.880761147E0,9.718919865E0
5.551441878E1,-1.316351533E0,5.523232937E0,7.912167072E0,9.738648326E0
5.551682248E1,-1.318744421E0,5.549553871E0,7.933702469E0,9.771400610E0
5.551922456E1,-1.290030479E0,5.566303730E0,7.945666790E0,9.786804207E0
5.552162759E1,-1.311565876E0,5.544768333E0,7.936095238E0,9.769660615E0
5.552403050E1,-1.309173107E0,5.580660820E0,7.924131393E0,9.780059701E0
5.552643342E1,-1.297209024E0,5.556732178E0,7.955237865E0,9.790088521E0
5.552883712E1,-1.313958764E0,5.539982796E0,7.924131393E0,9.757548634E0
5.553123920E1,-1.328315616E0,5.549553871E0,7.914559841E0,9.757162908E0
5.553364222E1,-1.318744421E0,5.528018475E0,7.895118237E0,9.727844935E0
5.553604592E1,-1.330708504E0,5.539982796E0,7.890332699E0,9.732396652E0
5.553844800E1,-1.321137190E0,5.537590027E0,7.895118237E0,9.733611804E0
5.554085097E1,-1.321137190E0,5.516054630E0,7.868797302E0,9.700012018E0
5.554325389E1,-1.347458243E0,5.492125988E0,7.897511005E0,9.713381063E0
5.554565680E1,-1.330708504E0,5.530411243E0,7.902296543E0,9.736658785E0
5.554806055E1,-1.335494161E0,5.506483078E0,7.866404533E0,9.694597507E0
5.555046264E1,-1.333101273E0,5.518447399E0,7.875975609E0,9.708831675E0
5.555286560E1,-1.335494161E0,5.539982796E0,7.885547161E0,9.729173041E0
5.555526930E1,-1.333101273E0,5.530411243E0,7.909774303E0,9.743055838E0
5.555767139E1,-1.340279818E0,5.508875847E0,7.919345856E0,9.739615078E0
5.556007441E1,-1.335494161E0,5.532804012E0,7.957630634E0,9.783626639E0
5.556247732E1,-1.330708504E0,5.511268616E0,7.976773262E0,9.786407847E0
5.556488024E1,-1.335494161E0,5.508875847E0,7.981558800E0,9.789613814E0
5.556728394E1,-1.335494161E0,5.513661385E0,7.995915890E0,9.804013333E0
5.556968602E1,-1.318744421E0,5.523232937E0,8.005487442E0,9.814938518E0
5.557208904E1,-1.297209024E0,5.516054630E0,8.000701904E0,9.804123668E0
5.557449274E1,-1.313958764E0,5.523232937E0,8.012665749E0,9.820152856E0
5.557689482E1,-1.304387450E0,5.535196781E0,8.027022362E0,9.837322706E0
5.557929779E1,-1.318744421E0,5.535196781E0,7.986344814E0,9.806079428E0
5.558170071E1,-1.318744421E0,5.568696499E0,7.976773262E0,9.817249066E0
5.558410363E1,-1.335494161E0,5.578267574E0,7.940881252E0,9.795826093E0
5.558650738E1,-1.330708504E0,5.563910961E0,7.940881252E0,9.787005945E0
5.558890946E1,-1.313958764E0,5.551946640E0,7.926524162E0,9.766288160E0
5.559131243E1,-1.330708504E0,5.556732178E0,7.907381535E0,9.755754217E0
5.559371613E1,-1.323530078E0,5.573482037E0,7.885547161E0,9.746655217E0
5.559611826E1,-1.316351533E0,5.568696499E0,7.854440212E0,9.717787459E0
5.559852123E1,-1.352243900E0,5.568696499E0,7.844869137E0,9.714984099E0
5.560092415E1,-1.335494161E0,5.583053589E0,7.844869137E0,9.720905503E0
5.560332706E1,-1.349851131E0,5.585446358E0,7.816154957E0,9.701112689E0
5.560573076E1,-1.333101273E0,5.602196217E0,7.794619560E0,9.691122512E0
5.560813284E1,-1.354636669E0,5.580660820E0,7.794619560E0,9.681679079E0
5.561053587E1,-1.347458243E0,5.563910961E0,7.758727551E0,9.642126431E0
5.561293956E1,-1.371386528E0,5.571089268E0,7.746763229E0,9.640024749E0
5.561534165E1,-1.345065475E0,5.568696499E0,7.763513088E0,9.648404910E0
5.561774462E1,-1.349851131E0,5.571089268E0,7.753942013E0,9.642756372E0
5.562014753E1,-1.333101273E0,5.571089268E0,7.749155998E0,9.636576846E0
5.562255045E1,-1.325922847E0,5.561518192E0,7.753942013E0,9.633907449E0
5.562495420E1,-1.335494161E0,5.537590027E0,7.775477409E0,9.638801632E0
5.562735628E1,-1.313958764E0,5.563910961E0,7.792226791E0,9.664491253E0
5.562975925E1,-1.311565876E0,5.551946640E0,7.753942013E0,9.626418507E0
5.563216295E1,-1.328315616E0,5.573482037E0,7.785048485E0,9.666183544E0
5.563456503E1,-1.321137190E0,5.573482037E0,7.782655716E0,9.663272504E0
5.563696805E1,-1.318744421E0,5.592624664E0,7.770691395E0,9.664376971E0
5.563937097E1,-1.321137190E0,5.592624664E0,7.780262947E0,9.672401234E0
5.564177389E1,-1.278066397E0,5.595017433E0,7.777870178E0,9.666071503E0
5.564417758E1,-1.280459166E0,5.597410202E0,7.792226791E0,9.679327198E0
5.564657967E1,-1.256531000E0,5.554339409E0,7.808976650E0,9.664867963E0
5.564898269E1,-1.232602715E0,5.551946640E0,7.789834023E0,9.644943496E0
5.565138639E1,-1.230209947E0,5.542375565E0,7.816154957E0,9.660415194E0
5.565378847E1,-1.244566917E0,5.547161102E0,7.808976650E0,9.659195589E0
5.565619144E1,-1.282852054E0,5.566303730E0,7.840083599E0,9.700327698E0
5.565859436E1,-1.290030479E0,5.563910961E0,7.837690353E0,9.697972669E0
5.566099727E1,-1.337886930E0,5.563910961E0,7.868797302E0,9.729594935E0
5.566340102E1,-1.325922847E0,5.573482037E0,7.892725468E0,9.752788766E0
5.566580310E1,-1.354636669E0,5.535196781E0,7.914559841E0,9.752625359E0
5.566820607E1,-1.340279818E0,5.528018475E0,7.928916931E0,9.758230472E0
