Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
6.321046097E0,6.777670383E-1,5.875277042E0,8.848059654E0,1.064266922E1
6.323449066E0,5.629115105E-1,5.913562298E0,8.941379547E0,1.073477325E1
6.325852816E0,4.289134443E-1,5.930311680E0,9.008378983E0,1.079367663E1
6.328254952E0,2.973082066E-1,5.923133373E0,9.051749229E0,1.082155558E1
6.330657972E0,1.633101404E-1,5.937490463E0,9.130712509E0,1.089267525E1
6.333061722E0,8.404789865E-2,5.949454308E0,9.135498047E0,1.090231146E1
6.335463858E0,-2.841476910E-2,5.980561256E0,9.106783867E0,1.089501871E1
6.337866879E0,-8.823533356E-2,5.999703884E0,9.080462456E0,1.088388858E1
6.340269847E0,-1.552343667E-1,6.040381432E0,8.986844063E0,1.082929692E1
6.342672816E0,-2.174477577E-1,6.090631008E0,8.833703041E0,1.073207245E1
6.345076566E0,-2.294118702E-1,6.162415504E0,8.627920151E0,1.060514030E1
6.347478702E0,-2.365903407E-1,6.256034851E0,8.469993591E0,1.053255612E1
6.349881722E0,-1.959123611E-1,6.334998131E0,8.405088425E0,1.052692236E1
6.352285472E0,-1.815554202E-1,6.387639999E0,8.388339043E0,1.054510024E1
6.354687608E0,-1.576271951E-1,6.464210510E0,8.407481194E0,1.060644162E1
6.357090629E0,-1.456630826E-1,6.535995007E0,8.385946274E0,1.063318124E1
6.359493597E0,-1.648056656E-1,6.583851337E0,8.311768532E0,1.060470440E1
6.361896462E0,-2.222333997E-1,6.619743824E0,8.194519997E0,1.053662916E1
6.364300264E0,-3.227319419E-1,6.672386169E0,7.986344814E0,1.041184886E1
6.366702399E0,-4.232304990E-1,6.725028038E0,7.789834023E0,1.029983690E1
6.369105420E0,-5.455635786E-1,6.785147667E0,7.646264553E0,1.023724719E1
6.371509170E0,-6.173482537E-1,6.856932163E0,7.469195843E0,1.015812601E1
6.373911306E0,-6.460621357E-1,6.940680981E0,7.385447025E0,1.015555397E1
6.376314327E0,-6.388836503E-1,7.031608582E0,7.310970306E0,1.016375808E1
6.378717295E0,-6.388836503E-1,7.117750168E0,7.279863834E0,1.020132135E1
6.381120264E0,-6.077769399E-1,7.203891754E0,7.260721207E0,1.024614667E1
6.383524014E0,-5.694918036E-1,7.246962547E0,7.265506744E0,1.027766390E1
6.385926149E0,-5.503492355E-1,7.246962547E0,7.263113976E0,1.027492944E1
6.388329170E0,-5.312066078E-1,7.206284523E0,7.232007504E0,1.022324066E1
6.390732920E0,-5.000999570E-1,7.139285564E0,7.191329479E0,1.014567484E1
6.393135056E0,-4.905286431E-1,7.060322285E0,7.165008068E0,1.007105306E1
6.395538077E0,-4.570291340E-1,6.978966236E0,7.081259727E0,9.952843045E0
6.397941045E0,-4.450650215E-1,6.885646343E0,7.007081985E0,9.834094081E0
6.400344014E0,-3.993022740E-1,6.818647385E0,6.966403961E0,9.756237933E0
6.402747764E0,-3.514458239E-1,6.741777897E0,6.911369324E0,9.661372020E0
6.405149899E0,-2.988037169E-1,6.677171707E0,6.856334209E0,9.575135741E0
6.407552920E0,-2.318046987E-1,6.624529362E0,6.822834492E0,9.512580785E0
6.409956670E0,-1.695913076E-1,6.602993965E0,6.791728020E0,9.473956935E0
6.412358806E0,-7.148557901E-2,6.586244106E0,6.769893646E0,9.445378849E0
6.414761827E0,-2.841476910E-2,6.531209469E0,6.722036839E0,9.372474795E0
6.417164795E0,4.815555736E-2,6.516852379E0,6.714858532E0,9.357403966E0
6.419567764E0,1.199402362E-1,6.466603279E0,6.657430649E0,9.281849302E0
6.421971514E0,2.063809484E-1,6.442675114E0,6.623931408E0,9.242679428E0
6.424373649E0,2.925225794E-1,6.423532486E0,6.556932449E0,9.183719410E0
6.426776670E0,3.954139352E-1,6.401997089E0,6.523432732E0,9.148611562E0
6.429180420E0,4.648058116E-1,6.375676155E0,6.504290104E0,9.119818015E0
6.431582556E0,4.671986103E-1,6.363711834E0,6.552146435E0,9.145803724E0
6.433985577E0,4.719842672E-1,6.375676155E0,6.595217228E0,9.185254807E0
6.436388545E0,4.552344978E-1,6.339783669E0,6.667002201E0,9.211352439E0
6.438791514E0,4.480560422E-1,6.308676720E0,6.724429607E0,9.231365539E0
6.441195264E0,4.169493318E-1,6.301498413E0,6.794120789E0,9.275926169E0
6.443597399E0,4.073780477E-1,6.253642082E0,6.856334209E0,9.288881254E0
6.446000420E0,3.930211067E-1,6.222535133E0,6.947261333E0,9.334819179E0
6.448404170E0,3.690928817E-1,6.160022736E0,7.026224613E0,9.351467370E0
6.450806254E0,3.595215976E-1,6.124130249E0,7.105187893E0,9.387114683E0
6.453209327E0,3.308077157E-1,6.073881149E0,7.236793041E0,9.453710355E0
6.455612295E0,2.877369225E-1,6.021239281E0,7.332505703E0,9.492299769E0
6.458015160E0,2.685943544E-1,5.959025860E0,7.454838753E0,9.547604566E0
6.460418962E0,2.039881349E-1,5.884848118E0,7.588837147E0,9.605388996E0
6.462821097E0,1.992024779E-1,5.801099300E0,7.698906898E0,9.641867151E0
6.465224118E0,1.992024779E-1,5.710172176E0,7.768298626E0,9.643246935E0
6.467627868E0,2.087737769E-1,5.643173218E0,7.830512047E0,9.654320762E0
6.470030004E0,2.087737769E-1,5.556732178E0,7.890332699E0,9.652886049E0
6.472433024E0,2.590230405E-1,5.451447964E0,7.931309700E0,9.627619197E0
6.474835993E0,3.020938635E-1,5.346164227E0,7.940881252E0,9.577595090E0
6.477238962E0,3.690928817E-1,5.260022163E0,7.943274021E0,9.534131575E0
6.479642712E0,4.265206456E-1,5.190630436E0,7.931309700E0,9.488426516E0
6.482044847E0,5.413761139E-1,5.135595798E0,7.924131393E0,9.458292163E0
6.484447868E0,6.203392744E-1,5.061418056E0,7.904689789E0,9.406747271E0
6.486851618E0,7.474579811E-1,5.022833824E0,7.902296543E0,9.393287162E0
6.489253754E0,8.647062778E-1,4.943870544E0,7.852047443E0,9.319024732E0
6.491656774E0,9.891330600E-1,4.900799751E0,7.842476368E0,9.300572993E0
6.494059743E0,1.120738268E0,4.845765114E0,7.787441254E0,9.240223757E0
6.496462712E0,1.255035520E0,4.785944462E0,7.734799385E0,9.181911570E0
6.498866462E0,1.396211982E0,4.759623528E0,7.648657799E0,9.116215780E0
6.501268597E0,1.520638824E0,4.687838554E0,7.564908981E0,9.028622300E0
6.503671618E0,1.652244091E0,4.637589455E0,7.514659405E0,8.983721526E0
6.506075368E0,1.733600020E0,4.563411713E0,7.454838753E0,8.910932405E0
6.508477504E0,1.846361756E0,4.508377075E0,7.416553974E0,8.873544300E0
6.510880524E0,1.927717686E0,4.474578381E0,7.325327396E0,8.797634263E0
6.513283493E0,2.006680965E0,4.414757729E0,7.310970306E0,8.773091879E0
6.515686462E0,2.073679924E0,4.388436794E0,7.289434910E0,8.757533170E0
6.518090212E0,2.100000858E0,4.364508629E0,7.251150131E0,8.719983796E0
6.520492347E0,2.092822552E0,4.364508629E0,7.236793041E0,8.706320424E0
6.522895368E0,2.073679924E0,4.357329845E0,7.260721207E0,8.718058514E0
6.525299118E0,2.011466503E0,4.331008911E0,7.258328438E0,8.688323624E0
6.527701254E0,1.925324917E0,4.345366001E0,7.251150131E0,8.669963088E0
6.530104274E0,1.870290041E0,4.295116425E0,7.265506744E0,8.644859640E0
6.532507243E0,1.791027784E0,4.290330887E0,7.212864876E0,8.581383301E0
6.534910212E0,1.716850281E0,4.275974274E0,7.167401314E0,8.520749525E0
6.537313962E0,1.676172256E0,4.254438877E0,7.119544506E0,8.461543451E0
6.539716097E0,1.616351724E0,4.228117466E0,7.071688175E0,8.396329189E0
6.542119118E0,1.534995675E0,4.213760853E0,7.033402920E0,8.341507590E0
6.544522868E0,1.446461320E0,4.134797573E0,7.004689217E0,8.261626495E0
6.546925004E0,1.343569875E0,4.094119549E0,6.964011192E0,8.189288539E0
6.549328024E0,1.259821177E0,4.051048756E0,6.952046871E0,8.144267991E0
6.551730993E0,1.233201027E0,4.043870449E0,6.935297489E0,8.122316433E0
6.554133962E0,1.255035520E0,4.017549038E0,6.947261333E0,8.122823060E0
6.556537660E0,1.300499082E0,4.003192425E0,6.937690258E0,8.114702309E0
6.558939795E0,1.420140266E0,3.981656790E0,6.954440117E0,8.138465857E0
6.561342816E0,1.566102386E0,3.935894251E0,6.961618423E0,8.149114756E0
6.563746566E0,1.719243050E0,3.914358854E0,6.990332127E0,8.194067680E0
6.566148702E0,1.891825438E0,3.828217030E0,7.004689217E0,8.203652853E0
6.568551722E0,2.080858469E0,3.744468451E0,6.968796730E0,8.180167713E0
6.570954691E0,2.281855583E0,3.598506212E0,6.978368282E0,8.176413379E0
6.573357660E0,2.490330219E0,3.464508057E0,6.980761051E0,8.181417086E0
6.575761410E0,2.734398127E0,3.313461065E0,6.968796730E0,8.186579579E0
6.578163545E0,2.978765011E0,3.143570662E0,6.968796730E0,8.204828174E0
6.580566566E0,3.241975546E0,3.026322365E0,6.901797771E0,8.203892063E0
6.582970316E0,3.522234917E0,2.923431158E0,6.901797771E0,8.281751084E0
6.585372452E0,3.771088600E0,2.858824968E0,6.897012234E0,8.364374883E0
6.587775472E0,3.979264021E0,2.777169704E0,6.918547630E0,8.450651752E0
6.590178441E0,4.087240219E0,2.717349291E0,6.918547630E0,8.482677708E0
6.592581410E0,4.106382847E0,2.691028118E0,6.913762093E0,8.479629632E0
6.594985160E0,4.051347733E0,2.614457846E0,6.908976078E0,8.425126630E0
6.597387295E0,4.034298897E0,2.557030201E0,6.916154861E0,8.405187036E0
6.599790316E0,4.015156269E0,2.511566401E0,6.918547630E0,8.384255898E0
6.602194066E0,4.094418526E0,2.466102839E0,6.925725937E0,8.414963222E0
6.604596202E0,4.168596268E0,2.432603359E0,6.935297489E0,8.449444077E0
6.606999222E0,4.211667061E0,2.396710873E0,6.925725937E0,8.452694375E0
6.609402191E0,4.273880482E0,2.358425856E0,6.935297489E0,8.480953847E0
6.611805160E0,4.326522350E0,2.348854542E0,6.940083027E0,8.508858074E0
6.614208910E0,4.352843285E0,2.320140600E0,6.956832886E0,8.528060792E0
6.616611045E0,4.331307888E0,2.289033890E0,6.997510910E0,8.541958974E0
6.619014066E0,4.304986954E0,2.216950178E0,7.016653538E0,8.525327421E0
6.621417816E0,4.295415878E0,2.181057930E0,7.086045265E0,8.568526639E0
6.623819952E0,4.254737854E0,2.157129526E0,7.093223572E0,8.548088830E0
6.626222972E0,4.235595226E0,2.149951220E0,7.176972389E0,8.606479527E0
6.628625941E0,4.252345085E0,2.106880426E0,7.251150131E0,8.666058047E0
6.631028910E0,4.245166302E0,2.035095692E0,7.359126091E0,8.736119747E0
6.633432660E0,4.290630341E0,1.956132531E0,7.409375191E0,8.782642194E0
6.635834795E0,4.319344044E0,1.846062660E0,7.536194801E0,8.880254073E0
6.638237816E0,4.348057747E0,1.747956991E0,7.643871784E0,8.966032326E0
6.640641566E0,4.436592102E0,1.584945917E0,7.751548767E0,9.070937732E0
6.643043702E0,4.532305241E0,1.470090389E0,7.895118237E0,9.221488411E0
6.645446722E0,4.635495663E0,1.357627749E0,8.024629593E0,9.366197374E0
6.647849691E0,4.745565414E0,1.257129192E0,8.141878128E0,9.507415230E0
6.650252660E0,4.889134884E0,1.144666553E0,8.283054352E0,9.686221700E0
6.652656410E0,5.027918816E0,1.053440213E0,8.405088425E0,9.850645427E0
6.655058545E0,5.190929413E0,9.433703423E-1,8.596813202E0,1.008666907E1
6.657461566E0,5.317749023E0,8.572286963E-1,8.759525299E0,1.028312108E1
6.659865316E0,5.442175865E0,7.591229677E-1,8.965308189E0,1.051524117E1
6.662267452E0,5.535496235E0,6.753742099E-1,9.176176071E0,1.073778637E1
6.664670472E0,5.590530872E0,6.179464459E-1,9.367601395E0,1.092647469E1
6.667073337E0,5.667101383E0,5.650052428E-1,9.575777054E0,1.114139916E1
6.669476358E0,5.717350483E0,5.386841893E-1,9.762716293E0,1.132646929E1
6.671880108E0,5.743970871E0,4.932205677E-1,9.927821159E0,1.148033540E1
6.674282243E0,5.760720730E0,4.645066857E-1,1.009292603E1,1.163051269E1
6.676685264E0,5.748756409E0,4.477569461E-1,1.028465080E1,1.179078999E1
6.679089014E0,5.736792088E0,4.070789516E-1,1.047129059E1,1.194673275E1
6.681491149E0,5.753541946E0,4.046861231E-1,1.065075302E1,1.211220689E1
6.683894170E0,5.739185333E0,4.286143482E-1,1.077069283E1,1.221187056E1
6.686297139E0,5.719743252E0,4.070789516E-1,1.091186905E1,1.232680260E1
6.688700108E0,5.731707573E0,4.118646085E-1,1.103151035E1,1.243850171E1
6.691103858E0,5.753541946E0,3.975076675E-1,1.115832996E1,1.256063632E1
6.693505993E0,5.765506268E0,4.094717801E-1,1.127079296E1,1.266647163E1
6.695909014E0,5.796612740E0,4.022932947E-1,1.138594723E1,1.278289300E1
6.698312764E0,5.868397713E0,3.711866140E-1,1.143619633E1,1.285933348E1
6.700714899E0,5.964110374E0,3.520440459E-1,1.149601746E1,1.295580815E1
6.703117920E0,6.064609051E0,3.305086195E-1,1.148405361E1,1.299123575E1
6.705520889E0,6.162714481E0,3.113660514E-1,1.147687435E1,1.303052737E1
6.707923858E0,6.301797390E0,2.946162820E-1,1.146012497E1,1.308181614E1
6.710327608E0,6.409474373E0,2.563311160E-1,1.147926712E1,1.314992932E1
6.712729743E0,6.486044884E0,2.754737139E-1,1.143619633E1,1.315033271E1
6.715132764E0,6.567400932E0,2.443670183E-1,1.145773220E1,1.320871294E1
6.717536514E0,6.679863453E0,2.706880569E-1,1.142183971E1,1.323451058E1
6.719938649E0,6.699006081E0,2.587239444E-1,1.134526920E1,1.317796471E1
6.722341670E0,6.725327015E0,2.347957194E-1,1.129262733E1,1.314566790E1
6.724744639E0,6.763612270E0,2.587239444E-1,1.118943691E1,1.307734252E1
6.727147608E0,6.787540436E0,2.850449979E-1,1.109850979E1,1.301264290E1
6.729551358E0,6.782754898E0,3.017947674E-1,1.095972633E1,1.289234057E1
6.731953493E0,6.789933205E0,3.137588799E-1,1.084247780E1,1.279691222E1
6.734356514E0,6.744469643E0,3.496512175E-1,1.072522926E1,1.267441003E1
6.736760264E0,6.732505798E0,3.831507266E-1,1.057896805E1,1.254543757E1
6.739162399E0,6.684648991E0,4.118646085E-1,1.048804092E1,1.244400125E1
6.741565420E0,6.617650032E0,4.190430641E-1,1.035882854E1,1.229935843E1
6.743968389E0,6.548258305E0,4.549354017E-1,1.028704357E1,1.220286518E1
6.746371358E0,6.462116718E0,4.956133962E-1,1.016979504E1,1.205940779E1
6.748775108E0,6.428617001E0,5.338985324E-1,1.007139015E1,1.196014481E1
6.751177243E0,6.373582363E0,5.482555032E-1,9.990034103E0,1.186271123E1
6.753580264E0,6.349654198E0,5.748756528E-1,9.887143135E0,1.176453101E1
6.755984014E0,6.368796349E0,6.251249313E-1,9.827322960E0,1.172725990E1
6.758386149E0,6.354439735E0,6.729813814E-1,9.736394882E0,1.164599474E1
6.760789170E0,6.361618042E0,7.016952634E-1,9.678967476E0,1.160366200E1
6.763192139E0,6.407081604E0,7.495517135E-1,9.575777054E0,1.154590961E1
6.765595108E0,6.421438694E0,8.117650747E-1,9.487242699E0,1.148484268E1
6.767998858E0,6.411867142E0,8.237292171E-1,9.422636032E0,1.142701360E1
6.770400993E0,6.399903297E0,8.524430394E-1,9.360423088E0,1.137114514E1
6.772804014E0,6.352046967E0,8.548358679E-1,9.331708908E0,1.132077896E1
6.775207764E0,6.352046967E0,8.787640929E-1,9.291030884E0,1.128910899E1
6.777609899E0,6.332904339E0,8.835497499E-1,9.255139351E0,1.124917517E1
6.780012920E0,6.301797390E0,9.002995491E-1,9.204889297E0,1.119165656E1
6.782415889E0,6.364010811E0,9.122636318E-1,9.178568840E0,1.120620295E1
6.784818858E0,6.426224232E0,9.361918569E-1,9.161818504E0,1.122994797E1
6.787222608E0,6.454938412E0,9.505487680E-1,9.180961609E0,1.126320687E1
6.789624743E0,6.514758587E0,9.912267923E-1,9.192925453E0,1.131081290E1
6.792027764E0,6.526722908E0,1.012762189E0,9.238389015E0,1.135656774E1
6.794431514E0,6.474080563E0,9.840483069E-1,9.257532120E0,1.133948725E1
6.796833649E0,6.392724991E0,9.696913958E-1,9.274281502E0,1.130573003E1
6.799236670E0,6.308976173E0,9.840483069E-1,9.336494446E0,1.131112992E1
6.801639535E0,6.224927902E0,1.007976532E0,9.334101677E0,1.126459934E1
6.804042608E0,6.148357868E0,1.017547846E0,9.322137833E0,1.121338316E1
6.806446358E0,6.026323795E0,1.031904817E0,9.343673706E0,1.116627263E1
6.808848493E0,5.959324837E0,1.065404296E0,9.331708908E0,1.112337314E1
6.811251462E0,5.894718647E0,1.055832982E0,9.302995682E0,1.106382483E1
6.813655212E0,5.825326920E0,1.077368379E0,9.319745064E0,1.104322437E1
6.816057347E0,5.772684574E0,1.108475089E0,9.288638115E0,1.099233379E1
6.818460368E0,5.722136021E0,1.122832060E0,9.298210144E0,1.097544096E1
6.820863337E0,5.664708614E0,1.159023523E0,9.281459808E0,1.093516142E1
6.823266306E0,5.635994434E0,1.197308660E0,9.291030884E0,1.093257683E1
6.825670056E0,5.645565987E0,1.211665511E0,9.302995682E0,1.094925921E1
6.828072191E0,5.631208897E0,1.259521961E0,9.293423653E0,1.093913307E1
6.830475212E0,5.647958755E0,1.297807217E0,9.324530602E0,1.097864348E1
6.832878962E0,5.647958755E0,1.319342613E0,9.341280937E0,1.099543690E1
6.835281097E0,5.676672459E0,1.355234981E0,9.331708908E0,1.100645552E1
6.837684118E0,5.731707573E0,1.395912886E0,9.338887215E0,1.104607889E1
6.840087087E0,5.777470112E0,1.429412484E0,9.338887215E0,1.107416793E1
6.842490056E0,5.825326920E0,1.479661703E0,9.396315575E0,1.115412833E1
6.844893806E0,5.863611698E0,1.517946839E0,9.379565239E0,1.116522946E1
6.847295941E0,5.894718647E0,1.556231976E0,9.401101112E0,1.120492160E1
6.849698962E0,5.925825119E0,1.594517231E0,9.434600830E0,1.125475817E1
6.852102712E0,5.928217888E0,1.628016710E0,9.489635468E0,1.130696188E1
6.854504847E0,5.909075737E0,1.635195136E0,9.539884567E0,1.134021326E1
6.856907868E0,5.894718647E0,1.656730533E0,9.563813210E0,1.135601106E1
6.859310837E0,5.863611698E0,1.635195136E0,9.595218658E0,1.136327534E1
6.861713806E0,5.856433392E0,1.661516190E0,9.621540070E0,1.138562609E1
6.864117556E0,5.837290764E0,1.651944876E0,9.659825325E0,1.140680107E1
6.866519691E0,5.822933674E0,1.656730533E0,9.681360245E0,1.141840833E1
6.868922712E0,5.784648895E0,1.671087503E0,9.700503349E0,1.141728784E1
6.871326462E0,5.746363640E0,1.712064624E0,9.698110580E0,1.140198269E1
6.873728597E0,5.686244011E0,1.695314884E0,9.683753014E0,1.135704785E1
6.876131618E0,5.643173218E0,1.752742529E0,9.671789169E0,1.133406441E1
6.878534587E0,5.602495193E0,1.762313843E0,9.645467758E0,1.129286282E1
6.880937556E0,5.530710220E0,1.767099500E0,9.652647018E0,1.126432380E1
6.883341306E0,5.451747417E0,1.776670814E0,9.595218658E0,1.117793944E1
6.885743441E0,5.339284420E0,1.783849239E0,9.611968994E0,1.113912134E1
6.888146462E0,5.267499924E0,1.788634896E0,9.578169823E0,1.107642124E1
6.890550212E0,5.161916733E0,1.817348838E0,9.549455643E0,1.100637289E1
6.892952347E0,5.090131760E0,1.850848317E0,9.523135185E0,1.095560060E1
6.895355368E0,5.044668198E0,1.860419631E0,9.465706825E0,1.088620430E1
6.897758337E0,5.044668198E0,1.846062660E0,9.415457726E0,1.084008620E1
6.900161306E0,5.037489891E0,1.838884234E0,9.369994164E0,1.079604512E1
6.902565056E0,5.035097122E0,1.860419631E0,9.298210144E0,1.073639027E1
6.904967191E0,5.011168957E0,1.838884234E0,9.228817940E0,1.066135029E1
6.907370212E0,5.020740032E0,1.846062660E0,9.202496529E0,1.064432808E1
6.909773962E0,5.003990173E0,1.800599098E0,9.152247429E0,1.058516451E1
6.912176097E0,5.006382942E0,1.824527264E0,9.145069122E0,1.058418911E1
6.914579118E0,5.027918816E0,1.841277003E0,9.164211273E0,1.061381349E1
6.916982087E0,5.032704353E0,1.850848317E0,9.149854660E0,1.060535680E1
6.919385056E0,5.039882660E0,1.893919110E0,9.149854660E0,1.061636412E1
6.921788806E0,5.054239750E0,1.903490424E0,9.157032967E0,1.063108028E1
6.924190941E0,5.082953453E0,1.951346874E0,9.161818504E0,1.065753671E1
6.926593962E0,5.085346222E0,1.941775560E0,9.154640198E0,1.065075939E1
6.928997712E0,5.106881618E0,1.956132531E0,9.166604042E0,1.067395541E1
6.931399847E0,5.140381336E0,1.963310957E0,9.159425735E0,1.068518554E1
6.933802868E0,5.149952412E0,1.987239242E0,9.161818504E0,1.069626327E1
6.936205837E0,5.164309502E0,1.984846354E0,9.152247429E0,1.069454724E1
6.938608806E0,5.116453171E0,2.032702923E0,9.130712509E0,1.066207696E1
6.941012556E0,5.142774105E0,2.056631088E0,9.142676353E0,1.068954573E1
6.943414691E0,5.130809784E0,2.104487419E0,9.137890816E0,1.068901889E1
6.945817712E0,5.109274387E0,2.128415823E0,9.128319740E0,1.067525456E1
6.948221462E0,5.082953453E0,2.166700840E0,9.104391098E0,1.064992702E1
6.950623597E0,5.056632519E0,2.185843468E0,9.092427254E0,1.063107132E1
6.953026618E0,5.030311584E0,2.202593327E0,9.087641716E0,1.061794161E1
6.955429483E0,4.992026329E0,2.207378864E0,9.066105843E0,1.058239687E1
6.957832556E0,4.968098164E0,2.219342947E0,9.034998894E0,1.054697528E1
6.960236306E0,4.944169998E0,2.238485575E0,9.013164520E0,1.052106313E1
6.962638389E0,4.929812908E0,2.265105724E0,8.977272034E0,1.048928846E1
6.965041410E0,4.898705959E0,2.272284269E0,8.943773270E0,1.044756796E1
6.967445160E0,4.901099205E0,2.289033890E0,8.888737679E0,1.040529226E1
6.969847295E0,4.920241356E0,2.348854542E0,8.824131966E0,1.037261768E1
6.972250316E0,4.951348305E0,2.365604401E0,8.771489143E0,1.034654319E1
6.974653285E0,4.948955536E0,2.391925335E0,8.711668968E0,1.030080793E1
6.977056254E0,4.968098164E0,2.420639277E0,8.656634331E0,1.027028782E1
6.979460004E0,4.984847546E0,2.432603359E0,8.613563538E0,1.024498614E1
6.981862139E0,4.975276470E0,2.446960211E0,8.592027664E0,1.022565057E1
6.984265160E0,4.975276470E0,2.463710070E0,8.513064384E0,1.016343980E1
6.986668910E0,4.982454777E0,2.473281384E0,8.452944756E0,1.011900447E1
6.989071045E0,4.934598446E0,2.501995087E0,8.405088425E0,1.006259175E1
6.991474066E0,4.860421181E0,2.511566401E0,8.350053787E0,9.982738006E0
6.993877035E0,4.798207760E0,2.494816780E0,8.280661583E0,9.890210550E0
6.996280004E0,4.743172646E0,2.530709028E0,8.283054352E0,9.874774141E0
6.998683754E0,4.721637249E0,2.564208508E0,8.218448639E0,9.818957257E0
7.001085889E0,4.697709084E0,2.600100994E0,8.204091072E0,9.804902148E0
7.003488910E0,4.695316315E0,2.628814697E0,8.180163383E0,9.791411287E0
7.005892660E0,4.704887390E0,2.657528639E0,8.168199539E0,9.793768811E0
7.008294795E0,4.716851711E0,2.681456804E0,8.117949486E0,9.764220630E0
7.010697816E0,4.726422787E0,2.722134829E0,8.086843491E0,9.754287674E0
7.013100785E0,4.743172646E0,2.729313374E0,8.072485924E0,9.752531324E0
7.015503754E0,4.776672363E0,2.726920605E0,8.036594391E0,9.738559660E0
7.017907504E0,4.791028976E0,2.734098911E0,7.995915890E0,9.714109657E0
7.020309639E0,4.822135925E0,2.726920605E0,7.971987724E0,9.707815364E0
7.022712660E0,4.800600529E0,2.738884687E0,7.928916931E0,9.665142444E0
7.025116410E0,4.853242397E0,2.726920605E0,7.904689789E0,9.668204508E0
7.027518545E0,4.872385025E0,2.758027315E0,7.883154392E0,9.669073051E0
7.029921566E0,4.915455818E0,2.784348249E0,7.883154392E0,9.698372247E0
7.032324535E0,4.975276470E0,2.813062191E0,7.873582840E0,9.729337161E0
7.034727504E0,4.972883701E0,2.837289333E0,7.878368378E0,9.739017988E0
7.037131254E0,4.999204636E0,2.837289333E0,7.873582840E0,9.748618594E0
7.039533389E0,5.030311584E0,2.887538671E0,7.899903774E0,9.800530285E0
7.041936410E0,5.032704353E0,2.880360365E0,7.916952610E0,9.813395313E0
7.044340160E0,5.037489891E0,2.909074068E0,7.938488007E0,9.841677101E0
7.046742295E0,5.082953453E0,2.913859844E0,7.969594955E0,9.891483142E0
7.049145316E0,5.135595798E0,2.889931440E0,7.974380493E0,9.915482448E0
7.051548285E0,5.212464809E0,2.873181820E0,8.005487442E0,9.975609873E0
7.053951254E0,5.308177948E0,2.866003275E0,8.036594391E0,1.004875999E1
7.056355004E0,5.356034279E0,2.844467878E0,8.065307617E0,1.009095078E1
7.058757139E0,5.408676624E0,2.822932482E0,8.091629028E0,1.013396225E1
7.061160160E0,5.499603748E0,2.798705101E0,8.094021797E0,1.017799491E1
7.063563910E0,5.612066269E0,2.774776936E0,8.141878128E0,1.027058198E1
7.065966045E0,5.679065228E0,2.753241539E0,8.139485359E0,1.029967683E1
7.068369066E0,5.770291805E0,2.724527597E0,8.137092590E0,1.034077337E1
7.070772035E0,5.801398277E0,2.705385208E0,8.149056435E0,1.036255045E1
7.073175004E0,5.870790482E0,2.657528639E0,8.163414001E0,1.040047920E1
7.075578754E0,5.901896954E0,2.643171787E0,8.151449203E0,1.040504055E1
7.077980889E0,5.952146530E0,2.595315218E0,8.168199539E0,1.043471097E1
7.080383910E0,6.016752720E0,2.602493763E0,8.223234177E0,1.051645698E1
7.082787660E0,6.062216282E0,2.552244425E0,8.239983559E0,1.054332713E1
7.085189795E0,6.119643688E0,2.552244425E0,8.263912201E0,1.059510431E1
7.087592816E0,6.191428661E0,2.535494804E0,8.309375763E0,1.066809488E1
7.089995785E0,6.275177479E0,2.518744946E0,8.359624863E0,1.075198848E1
7.092398754E0,6.318547249E0,2.516352177E0,8.424231529E0,1.082699148E1
7.094802504E0,6.364010811E0,2.506780863E0,8.481958389E0,1.089624715E1
7.097204639E0,6.392724991E0,2.487638235E0,8.515457153E0,1.093472850E1
7.099607660E0,6.433403015E0,2.454138756E0,8.529814720E0,1.096217180E1
7.102011410E0,6.495615959E0,2.449352980E0,8.556135178E0,1.101815801E1
7.104413545E0,6.565008163E0,2.389532566E0,8.544171333E0,1.103685018E1
7.106816566E0,6.634399891E0,2.310569286E0,8.498707771E0,1.102642400E1
7.109219535E0,6.689435005E0,2.243271112E0,8.527421951E0,1.106786931E1
7.111622504E0,6.744469643E0,2.166700840E0,8.584849358E0,1.113023368E1
7.114026254E0,6.789933205E0,2.128415823E0,8.639883995E0,1.119289696E1
7.116428389E0,6.794719219E0,2.051845312E0,8.694919586E0,1.122407702E1
7.118831410E0,6.833003998E0,2.008774519E0,8.733204842E0,1.126916082E1
7.121235160E0,6.864409924E0,1.934597135E0,8.788239479E0,1.131794782E1
7.123637295E0,6.828218460E0,1.884347796E0,8.848059654E0,1.133417371E1
7.126040316E0,6.847361088E0,1.788634896E0,8.876773834E0,1.135265090E1
7.128443285E0,6.844968319E0,1.731207132E0,8.922237396E0,1.137791675E1
7.130846254E0,6.852146626E0,1.651944876E0,8.950951576E0,1.139299651E1
7.133249952E0,6.856932163E0,1.580160260E0,8.943773270E0,1.138004857E1
7.135652139E0,6.921837807E0,1.505982757E0,8.953344345E0,1.141675075E1
7.138055160E0,6.960123062E0,1.460519075E0,8.991629601E0,1.146411060E1
7.140458910E0,7.034300327E0,1.410269856E0,9.027522087E0,1.153110564E1
7.142861045E0,7.106084824E0,1.360020518E0,9.068498611E0,1.160102428E1
7.145264014E0,7.153941631E0,1.324128270E0,9.106783867E0,1.165614469E1
