Time (s),Magnetic field x,Magnetic field y,Magnetic field z
1.62E+18,-22.91160011,-4.330999851,-34.94079971
1.62E+18,-22.94820023,-4.355400085,-34.95299911
1.62E+18,-22.92379951,-4.391999722,-35.01399994
1.62E+18,-22.8993988,-4.440799713,-35.02619934
1.62E+18,-22.86279869,-4.440799713,-35.00180054
1.62E+18,-22.85059929,-4.416399956,-34.98960114
1.62E+18,-22.77739906,-4.330999851,-35.05059814
1.62E+18,-22.85059929,-4.257800102,-35.00180054
1.62E+18,-22.81399918,-4.184599876,-35.01399994
1.62E+18,-22.78960037,-4.111400127,-34.98960114
1.62E+18,-22.83839989,-4.026000023,-34.92860031
1.62E+18,-22.8993988,-3.903999805,-34.92860031
1.62E+18,-22.96039963,-3.818599939,-34.86759949
1.62E+18,-23.05799866,-3.794199944,-34.78219986
1.62E+18,-23.21660042,-3.806399822,-34.68460083
1.62E+18,-23.30200005,-3.818599939,-34.66019821
1.62E+18,-23.42399979,-3.781999826,-34.55039978
1.62E+18,-23.53380013,-3.818599939,-34.51379776
1.62E+18,-23.61919975,-3.855199814,-34.40399933
1.62E+18,-23.70459938,-3.952800035,-34.3185997
1.62E+18,-23.86319923,-4.013800144,-34.25759888
1.62E+18,-23.89979935,-4.05039978,-34.24539948
1.62E+18,-23.94859886,-4.099199772,-34.19659805
1.62E+18,-23.88759995,-4.111400127,-34.20879745
1.62E+18,-23.80220032,-4.184599876,-34.23320007
1.62E+18,-23.7656002,-4.160200119,-34.3064003
1.62E+18,-23.72900009,-4.135799885,-34.41619873
1.62E+18,-23.70459938,-4.147999763,-34.44059753
1.62E+18,-23.55819893,-4.147999763,-34.44059753
1.62E+18,-23.49720001,-4.160200119,-34.47719955
1.62E+18,-23.41180038,-4.135799885,-34.57479858
1.62E+18,-23.41180038,-4.196799755,-34.52600098
1.62E+18,-23.42399979,-4.221199989,-34.52600098
1.62E+18,-23.42399979,-4.233399868,-34.50159836
1.62E+18,-23.39959908,-4.330999851,-34.50159836
1.62E+18,-23.35079956,-4.330999851,-34.53820038
1.62E+18,-23.31419945,-4.367599964,-34.5992012
1.62E+18,-23.32639885,-4.404200077,-34.57479858
1.62E+18,-23.33860016,-4.477399826,-34.51379776
1.62E+18,-23.28979874,-4.440799713,-34.56259918
1.62E+18,-23.25319862,-4.50180006,-34.51379776
1.62E+18,-23.26539993,-4.599400043,-34.42839813
1.62E+18,-23.25319862,-4.660399914,-34.37960052
1.62E+18,-23.20439911,-4.721399784,-34.36740112
1.62E+18,-23.25319862,-4.818999767,-34.35519791
1.62E+18,-23.24099922,-4.965399742,-34.37960052
1.62E+18,-23.22879982,-5.038599968,-34.35519791
1.62E+18,-23.21660042,-5.14839983,-34.28199768
1.62E+18,-23.22879982,-5.2093997,-34.3307991
1.62E+18,-23.21660042,-5.245999813,-34.3307991
1.62E+18,-23.21660042,-5.245999813,-34.3429985
1.62E+18,-23.30200005,-5.184999943,-34.40399933
1.62E+18,-23.26539993,-5.124000072,-34.37960052
1.62E+18,-23.22879982,-5.050799847,-34.3307991
1.62E+18,-23.21660042,-5.038599968,-34.39179993
1.62E+18,-23.22879982,-5.038599968,-34.48939896
1.62E+18,-23.167799,-5.001999855,-34.56259918
1.62E+18,-23.08239937,-4.965399742,-34.63579941
1.62E+18,-23.08239937,-4.892199993,-34.66019821
1.62E+18,-22.91160011,-4.867799759,-34.67239761
1.62E+18,-22.81399918,-4.831200123,-34.74559784
1.62E+18,-22.75300026,-4.782400131,-34.84320068
1.62E+18,-22.59440041,-4.721399784,-34.94079971
1.62E+18,-22.44799995,-4.660399914,-35.06279755
1.62E+18,-22.3137989,-4.672599792,-35.13599777
1.62E+18,-22.10639954,-4.697000027,-35.28239822
1.62E+18,-21.88679886,-4.73360014,-35.4897995
1.62E+18,-21.80139923,-4.806799889,-35.68499756
1.62E+18,-21.69159889,-4.928800106,-35.7947998
1.62E+18,-21.56959915,-5.038599968,-35.85580063
1.62E+18,-21.48419952,-5.184999943,-35.81919861
1.62E+18,-21.50860023,-5.368000031,-35.74599838
1.62E+18,-21.59399986,-5.538799763,-35.64839935
1.62E+18,-21.75259972,-5.672999859,-35.62400055
1.62E+18,-21.88679886,-5.855999947,-35.44099808
1.62E+18,-21.9843998,-6.07559967,-35.209198
1.62E+18,-22.11859894,-6.234200001,-35.05059814
1.62E+18,-22.32600021,-6.404999733,-34.89199829
1.62E+18,-22.55780029,-6.600199699,-34.74559784
1.62E+18,-22.77739906,-6.685599804,-34.56259918
1.62E+18,-23.00919914,-6.844199657,-34.3429985
1.62E+18,-23.31419945,-7.014999866,-33.98920059
1.62E+18,-23.65579987,-7.295599937,-33.75740051
1.62E+18,-23.97299957,-7.527400017,-33.35480118
1.62E+18,-24.29019928,-7.820199966,-33.00099945
1.62E+18,-24.6196003,-8.161799431,-32.67160034
1.62E+18,-24.96119881,-8.503399849,-32.19580078
1.62E+18,-25.37599945,-8.979199409,-31.73219872
1.62E+18,-25.75419998,-9.35739994,-31.21979904
1.62E+18,-26.21780014,-9.955200195,-30.54879951
1.62E+18,-26.7057991,-10.46759987,-29.76799965
1.62E+18,-27.36459923,-11.01659966,-29.07259941
1.62E+18,-27.98679924,-11.56559944,-28.30399895
1.62E+18,-28.57239914,-12.29759979,-27.31579971
1.62E+18,-29.14579964,-12.94419956,-26.47399902
1.62E+18,-29.6093998,-13.56639957,-25.61999893
1.62E+18,-30.07299995,-14.2251997,-24.83919907
1.62E+18,-30.26819992,-14.83519936,-24.25359917
1.62E+18,-30.43899918,-15.35979939,-23.7656002
1.62E+18,-30.45119858,-15.88439941,-23.37520027
1.62E+18,-30.43899918,-16.32359886,-22.99699974
1.62E+18,-30.42679977,-16.51879883,-23.02140045
1.62E+18,-30.37800026,-16.68959999,-22.99699974
1.62E+18,-30.29259872,-16.79940033,-23.05799866
1.62E+18,-30.14620018,-16.86039925,-23.26539993
1.62E+18,-30.10960007,-16.82379913,-23.4727993
1.62E+18,-30.02419853,-16.78719902,-23.69239998
1.62E+18,-29.9265995,-16.77499962,-23.99740028
1.62E+18,-29.79240036,-16.76280022,-24.30239868
1.62E+18,-29.6337986,-16.73839951,-24.50979996
1.62E+18,-29.43859863,-16.77499962,-24.82699966
1.62E+18,-29.18239975,-16.86039925,-25.02219963
1.62E+18,-28.99939919,-16.89699936,-25.26619911
1.62E+18,-28.76759911,-16.95800018,-25.49799919
1.62E+18,-28.54800034,-17.0189991,-25.74199867
1.62E+18,-28.31620026,-17.0067997,-25.93719864
1.62E+18,-28.09659958,-17.0067997,-26.13239861
1.62E+18,-27.90139961,-17.04339981,-26.27879906
1.62E+18,-27.73060036,-17.06780052,-26.46179962
1.62E+18,-27.59639931,-17.14099884,-26.7057991
1.62E+18,-27.38899994,-17.26300049,-26.84000015
1.62E+18,-27.20599937,-17.3118,-26.91320038
1.62E+18,-26.90099907,-17.40939903,-27.03520012
1.62E+18,-26.71800041,-17.56799889,-27.15719986
1.62E+18,-26.49839973,-17.67779922,-27.32799911
1.62E+18,-26.35199928,-17.76319885,-27.52319908
1.62E+18,-26.13239861,-17.87299919,-27.59639931
1.62E+18,-25.88839912,-17.92179871,-27.69400024
1.62E+18,-25.66880035,-17.94619942,-27.81599998
1.62E+18,-25.46139908,-18.01939964,-27.96239853
1.62E+18,-25.35159874,-18.08040047,-28.05999947
1.62E+18,-25.16860008,-18.12919998,-28.14539909
1.62E+18,-24.99779892,-18.26339912,-28.18199921
1.62E+18,-24.74160004,-18.45859909,-28.20639992
1.62E+18,-24.50979996,-18.66600037,-28.23079872
1.62E+18,-24.36339951,-18.87339973,-28.25519943
1.62E+18,-24.19260025,-19.09300041,-28.26739883
1.62E+18,-23.98519897,-19.32480049,-28.34059906
1.62E+18,-23.7656002,-19.56879997,-28.38939857
1.62E+18,-23.57040024,-19.80060005,-28.4382
1.62E+18,-23.37520027,-19.95919991,-28.52359962
1.62E+18,-23.21660042,-20.12999916,-28.57239914
1.62E+18,-23.04579926,-20.27639961,-28.67000008
1.62E+18,-22.8871994,-20.38619995,-28.76759911
1.62E+18,-22.71640015,-20.55699921,-28.81639862
1.62E+18,-22.59440041,-20.70339966,-28.77979851
1.62E+18,-22.49679947,-20.8132,-28.79199982
1.62E+18,-22.37479973,-20.88640022,-28.77979851
1.62E+18,-22.2894001,-21.03279877,-28.7553997
1.62E+18,-22.16740036,-21.17919922,-28.69439888
1.62E+18,-22.13080025,-21.27680016,-28.63339996
1.62E+18,-22.03319931,-21.3987999,-28.56019974
1.62E+18,-21.93560028,-21.4231987,-28.63339996
1.62E+18,-21.91119957,-21.4231987,-28.7553997
1.62E+18,-21.88679886,-21.47200012,-28.80419922
1.62E+18,-21.85019875,-21.52079964,-28.84079933
1.62E+18,-21.80139923,-21.58180046,-28.79199982
1.62E+18,-21.78919983,-21.54520035,-28.86520004
1.62E+18,-21.7159996,-21.55739975,-28.90180016
1.62E+18,-21.67939949,-21.54520035,-28.90180016
1.62E+18,-21.69159889,-21.60619926,-28.85299873
1.62E+18,-21.64279938,-21.65499878,-28.85299873
1.62E+18,-21.59399986,-21.74040031,-28.76759911
1.62E+18,-21.56959915,-21.85019875,-28.7553997
1.62E+18,-21.56959915,-21.83799934,-28.77979851
1.62E+18,-21.55739975,-21.89900017,-28.73099899
1.62E+18,-21.55739975,-21.95999908,-28.70660019
1.62E+18,-21.54520035,-22.00880051,-28.70660019
1.62E+18,-21.50860023,-22.03319931,-28.70660019
1.62E+18,-21.54520035,-22.08199883,-28.64559937
1.62E+18,-21.53299904,-22.06979942,-28.63339996
1.62E+18,-21.54520035,-22.02099991,-28.57239914
1.62E+18,-21.53299904,-22.03319931,-28.57239914
1.62E+18,-21.53299904,-22.05760002,-28.57239914
1.62E+18,-21.59399986,-22.02099991,-28.52359962
1.62E+18,-21.63059998,-22.06979942,-28.4382
1.62E+18,-21.67939949,-22.08199883,-28.36499977
1.62E+18,-21.63059998,-22.11859894,-28.30399895
1.62E+18,-21.7159996,-22.13080025,-28.35280037
1.62E+18,-21.76479912,-22.11859894,-28.41379929
1.62E+18,-21.80139923,-22.16740036,-28.38939857
1.62E+18,-21.81359863,-22.11859894,-28.38939857
1.62E+18,-21.82579994,-22.10639954,-28.42599869
1.62E+18,-21.83799934,-22.05760002,-28.49919891
1.62E+18,-21.83799934,-22.05760002,-28.52359962
1.62E+18,-21.86240005,-22.02099991,-28.56019974
1.62E+18,-21.83799934,-21.9965992,-28.52359962
1.62E+18,-21.80139923,-22.02099991,-28.4503994
1.62E+18,-21.75259972,-22.00880051,-28.4625988
1.62E+18,-21.82579994,-22.05760002,-28.4382
1.62E+18,-21.81359863,-22.13080025,-28.42599869
1.62E+18,-21.85019875,-22.13080025,-28.36499977
1.62E+18,-21.87459946,-22.19179916,-28.35280037
1.62E+18,-21.93560028,-22.20400047,-28.32839966
1.62E+18,-21.97220039,-22.21619987,-28.31620026
1.62E+18,-22.03319931,-22.22839928,-28.23079872
1.62E+18,-22.08199883,-22.2894001,-28.1576004
1.62E+18,-22.15519905,-22.27719879,-28.10879898
1.62E+18,-22.21619987,-22.25279999,-28.12100029
1.62E+18,-22.22839928,-22.2894001,-28.07219887
1.62E+18,-22.2894001,-22.25279999,-28.02339935
1.62E+18,-22.3015995,-22.25279999,-27.97459984
1.62E+18,-22.3015995,-22.3015995,-27.98679924
1.62E+18,-22.3015995,-22.3137989,-27.96239853
1.62E+18,-22.2894001,-22.3137989,-27.97459984
1.62E+18,-22.22839928,-22.32600021,-28.02339935
1.62E+18,-22.21619987,-22.3137989,-27.96239853
1.62E+18,-22.24059868,-22.32600021,-27.97459984
1.62E+18,-22.21619987,-22.39920044,-27.96239853
1.62E+18,-22.20400047,-22.39920044,-27.95019913
1.62E+18,-22.20400047,-22.41139984,-27.81599998
1.62E+18,-22.22839928,-22.46019936,-27.80379868
1.62E+18,-22.2894001,-22.44799995,-27.74279976
1.62E+18,-22.3137989,-22.39920044,-27.65740013
1.62E+18,-22.32600021,-22.39920044,-27.62080002
1.62E+18,-22.32600021,-22.38699913,-27.53540039
1.62E+18,-22.39920044,-22.2894001,-27.48659897
1.62E+18,-22.44799995,-22.3015995,-27.47439957
1.62E+18,-22.47239876,-22.26499939,-27.52319908
1.62E+18,-22.50899887,-22.26499939,-27.47439957
1.62E+18,-22.49679947,-22.33819962,-27.46220016
1.62E+18,-22.53339958,-22.48460007,-27.43779945
1.62E+18,-22.56999969,-22.52120018,-27.37679863
1.62E+18,-22.61879921,-22.52120018,-27.38899994
1.62E+18,-22.64319992,-22.54559898,-27.37679863
1.62E+18,-22.67980003,-22.54559898,-27.36459923
1.62E+18,-22.72859955,-22.56999969,-27.34020042
1.62E+18,-22.76519966,-22.5821991,-27.25479889
1.62E+18,-22.82620049,-22.49679947,-27.25479889
1.62E+18,-22.86279869,-22.43579865,-27.2670002
1.62E+18,-22.92379951,-22.37479973,-27.2670002
1.62E+18,-22.94820023,-22.41139984,-27.291399
1.62E+18,-22.94820023,-22.44799995,-27.2670002
1.62E+18,-23.00919914,-22.43579865,-27.20599937
1.62E+18,-23.05799866,-22.37479973,-27.13279915
1.62E+18,-23.08239937,-22.32600021,-27.21819878
1.62E+18,-23.13119888,-22.3137989,-27.14499855
1.62E+18,-23.25319862,-22.25279999,-27.03520012
1.62E+18,-23.32639885,-22.26499939,-27.03520012
1.62E+18,-23.39959908,-22.17959976,-26.93759918
1.62E+18,-23.50939941,-22.15519905,-26.84000015
1.62E+18,-23.52159882,-22.13080025,-26.7057991
1.62E+18,-23.60700035,-22.11859894,-26.59599876
1.62E+18,-23.72900009,-22.06979942,-26.53499985
1.62E+18,-23.82659912,-22.04539871,-26.46179962
1.62E+18,-23.89979935,-22.09420013,-26.36419868
1.62E+18,-24.02179909,-22.02099991,-26.24219894
1.62E+18,-24.13159943,-22.04539871,-26.0958004
1.62E+18,-24.24139977,-21.9965992,-26.02260017
1.62E+18,-24.33899879,-21.9965992,-25.96159935
1.62E+18,-24.39999962,-21.92339897,-25.97379875
1.62E+18,-24.47319984,-21.95999908,-25.91279984
1.62E+18,-24.53419876,-21.92339897,-25.97379875
1.62E+18,-24.55859947,-21.88679886,-26.0958004
1.62E+18,-24.58300018,-21.93560028,-25.98600006
1.62E+18,-24.58300018,-21.86240005,-26.0958004
1.62E+18,-24.6196003,-21.86240005,-26.1079998
1.62E+18,-24.68059921,-21.81359863,-26.15679932
1.62E+18,-24.72939873,-21.85019875,-26.08359909
1.62E+18,-24.74160004,-21.80139923,-26.0958004
1.62E+18,-24.79039955,-21.72819901,-26.03479958
1.62E+18,-24.81480026,-21.69159889,-25.94939995
1.62E+18,-24.88799858,-21.66720009,-25.96159935
1.62E+18,-24.9489994,-21.72819901,-25.83959961
1.62E+18,-24.92459869,-21.7159996,-25.72979927
1.62E+18,-24.99779892,-21.74040031,-25.63220024
1.62E+18,-25.08320045,-21.76479912,-25.59560013
1.62E+18,-25.19299889,-21.80139923,-25.46139908
1.62E+18,-25.25399971,-21.86240005,-25.38819885
1.62E+18,-25.33939934,-21.88679886,-25.24180031
1.62E+18,-25.40040016,-21.86240005,-25.18079948
1.62E+18,-25.48579979,-21.85019875,-25.14419937
1.62E+18,-25.59560013,-21.92339897,-25.10759926
1.62E+18,-25.60779953,-21.93560028,-25.07099915
1.62E+18,-25.66880035,-21.91119957,-25.02219963
1.62E+18,-25.68099976,-21.86240005,-24.92459869
1.62E+18,-25.76639938,-21.83799934,-24.80259895
1.62E+18,-25.8029995,-21.80139923,-24.74160004
1.62E+18,-25.87619972,-21.83799934,-24.72939873
1.62E+18,-25.97379875,-21.80139923,-24.68059921
1.62E+18,-26.07139969,-21.74040031,-24.59519958
1.62E+18,-26.21780014,-21.7038002,-24.54640007
1.62E+18,-26.31539917,-21.65499878,-24.47319984
1.62E+18,-26.43739891,-21.65499878,-24.3512001
1.62E+18,-26.52279854,-21.66720009,-24.22920036
1.62E+18,-26.64480019,-21.67939949,-24.0583992
1.62E+18,-26.6935997,-21.64279938,-23.86319923
1.62E+18,-26.73019981,-21.60619926,-23.65579987
1.62E+18,-26.76679993,-21.59399986,-23.52159882
1.62E+18,-26.84000015,-21.56959915,-23.37520027
1.62E+18,-26.86439896,-21.56959915,-23.26539993
1.62E+18,-26.93759918,-21.60619926,-23.27759933
1.62E+18,-27.02299881,-21.59399986,-23.19219971
1.62E+18,-27.07180023,-21.56959915,-23.20439911
1.62E+18,-27.15719986,-21.52079964,-23.14340019
1.62E+18,-27.21819878,-21.52079964,-23.22879982
1.62E+18,-27.32799911,-21.49639893,-23.13119888
1.62E+18,-27.37679863,-21.52079964,-23.11899948
1.62E+18,-27.51099968,-21.53299904,-23.00919914
1.62E+18,-27.5719986,-21.48419952,-22.97259903
1.62E+18,-27.59639931,-21.49639893,-23.02140045
1.62E+18,-27.63299942,-21.45979881,-22.94820023
1.62E+18,-27.63299942,-21.50860023,-22.85059929
1.62E+18,-27.68179893,-21.53299904,-22.69199944
1.62E+18,-27.70619965,-21.60619926,-22.67980003
1.62E+18,-27.71839905,-21.63059998,-22.63099861
1.62E+18,-27.70619965,-21.69159889,-22.61879921
1.62E+18,-27.71839905,-21.75259972,-22.52120018
1.62E+18,-27.74279976,-21.77700043,-22.37479973
1.62E+18,-27.77939987,-21.85019875,-22.25279999
1.62E+18,-27.81599998,-21.89900017,-22.21619987
1.62E+18,-27.81599998,-21.93560028,-22.06979942
1.62E+18,-27.8526001,-21.97220039,-22.02099991
1.62E+18,-27.92580032,-22.05760002,-21.85019875
1.62E+18,-27.93799973,-22.09420013,-21.7038002
1.62E+18,-27.96239853,-22.15519905,-21.55739975
1.62E+18,-27.99899864,-22.3015995,-21.45979881
1.62E+18,-27.96239853,-22.39920044,-21.45979881
1.62E+18,-27.95019913,-22.48460007,-21.4231987
1.62E+18,-27.95019913,-22.60659981,-21.38660049
1.62E+18,-27.96239853,-22.66759872,-21.32559967
1.62E+18,-27.95019913,-22.69199944,-21.27680016
1.62E+18,-27.90139961,-22.74079895,-21.24020004
1.62E+18,-27.90139961,-22.75300026,-21.27680016
1.62E+18,-27.88920021,-22.72859955,-21.27680016
1.62E+18,-27.90139961,-22.74079895,-21.19140053
1.62E+18,-27.88920021,-22.77739906,-21.08160019
1.62E+18,-27.90139961,-22.81399918,-21.14259911
1.62E+18,-27.81599998,-22.85059929,-21.1182003
1.62E+18,-27.75499916,-22.91160011,-21.19140053
1.62E+18,-27.80379868,-22.99699974,-21.19140053
1.62E+18,-27.79159927,-23.05799866,-21.09379959
1.62E+18,-27.71839905,-23.11899948,-21.04500008
1.62E+18,-27.73060036,-23.09459877,-21.03279877
1.62E+18,-27.76719856,-23.13119888,-21.05719948
1.62E+18,-27.79159927,-23.11899948,-20.93519974
1.62E+18,-27.8769989,-23.14340019,-20.8375988
1.62E+18,-27.93799973,-23.14340019,-20.67899895
1.62E+18,-27.97459984,-23.09459877,-20.61800003
1.62E+18,-28.01119995,-23.03359985,-20.60579872
1.62E+18,-28.09659958,-23.02140045,-20.52039909
1.62E+18,-28.14539909,-23.04579926,-20.34959984
1.62E+18,-28.20639992,-23.04579926,-20.27639961
1.62E+18,-28.25519943,-23.05799866,-20.2276001
1.62E+18,-28.31620026,-23.02140045,-20.16659927
1.62E+18,-28.34059906,-22.96039963,-20.12999916
1.62E+18,-28.35280037,-22.96039963,-20.06900024
1.62E+18,-28.36499977,-22.97259903,-20.04459953
1.62E+18,-28.41379929,-22.93599892,-20.10560036
1.62E+18,-28.4382,-22.86279869,-20.34959984
1.62E+18,-28.38939857,-22.75300026,-20.55699921
1.62E+18,-28.30399895,-22.60659981,-20.76440048
1.62E+18,-28.18199921,-22.47239876,-21.10599899
1.62E+18,-28.05999947,-22.38699913,-21.44759941
1.62E+18,-27.92580032,-22.22839928,-21.92339897
1.62E+18,-27.74279976,-21.9843998,-22.43579865
1.62E+18,-27.48659897,-21.77700043,-22.93599892
1.62E+18,-27.2670002,-21.54520035,-23.35079956
1.62E+18,-26.9741993,-21.31340027,-23.74119949
1.62E+18,-26.76679993,-21.04500008,-24.15600014
1.62E+18,-26.60820007,-20.77659988,-24.50979996
1.62E+18,-26.49839973,-20.49600029,-24.80259895
1.62E+18,-26.3885994,-20.2397995,-24.92459869
1.62E+18,-26.4007988,-19.97139931,-24.98559952
1.62E+18,-26.42519951,-19.72739983,-25.05879974
1.62E+18,-26.43739891,-19.53219986,-25.10759926
1.62E+18,-26.59599876,-19.27599907,-25.13199997
1.62E+18,-26.75459862,-19.03199959,-25.13199997
1.62E+18,-26.91320038,-18.73920059,-25.15639877
1.62E+18,-27.09619904,-18.44639969,-25.16860008
1.62E+18,-27.291399,-18.08040047,-25.24180031
1.62E+18,-27.44999886,-17.81200027,-25.26619911
1.62E+18,-27.73060036,-17.34840012,-25.27840042
1.62E+18,-27.98679924,-16.87260056,-25.27840042
1.62E+18,-28.24300003,-16.36019897,-25.31499863
1.62E+18,-28.51140022,-15.93319988,-25.35159874
1.62E+18,-28.80419922,-15.3963995,-25.41259956
1.62E+18,-29.10919952,-14.88399982,-25.42479897
1.62E+18,-29.41419983,-14.33500004,-25.44919968
1.62E+18,-29.71920013,-13.83479977,-25.5345993
1.62E+18,-29.9387989,-13.37119961,-25.58339882
1.62E+18,-30.18280029,-12.85879993,-25.68099976
1.62E+18,-30.45119858,-12.35859966,-25.74199867
1.62E+18,-30.58539963,-11.82180023,-25.83959961
1.62E+18,-30.73180008,-11.33379936,-25.87619972
1.62E+18,-30.74399948,-10.82139969,-26.07139969
1.62E+18,-30.80500031,-10.34560013,-26.21780014
1.62E+18,-30.91479874,-9.784399986,-26.32759857
1.62E+18,-30.96360016,-9.271999359,-26.49839973
1.62E+18,-31.00020027,-8.820599556,-26.62039948
1.62E+18,-31.01239967,-8.430199623,-26.79119873
1.62E+18,-31.04899979,-8.064199448,-26.93759918
1.62E+18,-31.00020027,-7.807999611,-26.9863987
1.62E+18,-30.97579956,-7.551799774,-27.02299881
1.62E+18,-30.97579956,-7.283400059,-27.12059975
1.62E+18,-30.92700005,-7.051599979,-27.18159866
1.62E+18,-30.82939911,-6.8197999,-27.31579971
1.62E+18,-30.74399948,-6.539199829,-27.43779945
1.62E+18,-30.60980034,-6.234200001,-27.5719986
1.62E+18,-30.5121994,-5.855999947,-27.63299942
1.62E+18,-30.41459846,-5.465600014,-27.8526001
1.62E+18,-30.32919884,-5.050799847,-28.07219887
1.62E+18,-30.17059898,-4.660399914,-28.30399895
1.62E+18,-29.98760033,-4.318799973,-28.54800034
1.62E+18,-29.9144001,-4.026000023,-28.70660019
1.62E+18,-29.82899857,-3.672199965,-28.91399956
1.62E+18,-29.74359894,-3.379400015,-29.0481987
1.62E+18,-29.6093998,-3.147599936,-29.24339867
1.62E+18,-29.57279968,-2.903599977,-29.26779938
1.62E+18,-29.6215992,-2.72059989,-29.29220009
1.62E+18,-29.59719849,-2.610800028,-29.15799904
1.62E+18,-29.65819931,-2.440000057,-29.0481987
1.62E+18,-29.68260002,-2.305799961,-28.95059967
1.62E+18,-29.67039871,-2.183799982,-28.87739944
1.62E+18,-29.68260002,-2.037400007,-28.84079933
1.62E+18,-29.74359894,-1.915399909,-28.86520004
1.62E+18,-29.71920013,-1.756799936,-28.96279907
1.62E+18,-29.64599991,-1.524999976,-29.06040001
1.62E+18,-29.6093998,-1.244400024,-29.27999878
1.62E+18,-29.46299934,-0.963799954,-29.46299934
1.62E+18,-29.31659889,-0.683200002,-29.57279968
1.62E+18,-29.26779938,-0.40259999,-29.69479942
1.62E+18,-29.17020035,-0.134199992,-29.86559868
1.62E+18,-29.07259941,0.219599992,-30.02419853
1.62E+18,-28.96279907,0.524599969,-30.12179947
1.62E+18,-28.87739944,0.768599987,-30.19499969
1.62E+18,-28.80419922,1.012599945,-30.28039932
1.62E+18,-28.79199982,1.220000029,-30.34140015
1.62E+18,-28.77979851,1.427399993,-30.5121994
1.62E+18,-28.63339996,1.598199964,-30.53660011
1.62E+18,-28.52359962,1.73239994,-30.5
1.62E+18,-28.4382,1.903199911,-30.5121994
1.62E+18,-28.35280037,2.061800003,-30.62199974
1.62E+18,-28.34059906,2.256999969,-30.65859985
1.62E+18,-28.31620026,2.354599953,-30.65859985
1.62E+18,-28.1576004,2.452199936,-30.65859985
1.62E+18,-28.03559875,2.622999907,-30.68299866
1.62E+18,-27.98679924,2.744999886,-30.78059959
1.62E+18,-27.93799973,2.879199982,-30.91479874
1.62E+18,-27.88920021,2.927999973,-30.98799896
1.62E+18,-27.81599998,2.964599848,-30.96360016
1.62E+18,-27.65740013,2.964599848,-31.01239967
1.62E+18,-27.55979919,3.025599957,-31.12220001
1.62E+18,-27.5719986,3.062199831,-31.18319893
1.62E+18,-27.49880028,3.110999823,-31.21979904
1.62E+18,-27.41339874,3.110999823,-31.24419975
1.62E+18,-27.32799911,3.12319994,-31.21979904
1.62E+18,-27.23040009,3.159800053,-31.21979904
1.62E+18,-27.19379997,3.171999931,-31.34179878
1.62E+18,-27.12059975,3.196399927,-31.3906002
1.62E+18,-27.01079941,3.220799923,-31.42720032
1.62E+18,-26.94979858,3.29399991,-31.53699875
1.62E+18,-26.92539978,3.220799923,-31.57359886
1.62E+18,-26.91320038,3.23300004,-31.56139946
1.62E+18,-26.90099907,3.208600044,-31.65899849
1.62E+18,-26.90099907,3.12319994,-31.71999931
1.62E+18,-26.85219955,3.159800053,-31.73219872
1.62E+18,-26.82779884,3.135400057,-31.78100014
1.62E+18,-26.86439896,3.074399948,-31.86639977
1.62E+18,-26.75459862,3.110999823,-31.86639977
1.62E+18,-26.66919899,3.12319994,-31.90299988
1.62E+18,-26.62039948,3.12319994,-32.07379913
1.62E+18,-26.60820007,3.12319994,-32.18359756
1.62E+18,-26.52279854,3.135400057,-32.20800018
1.62E+18,-26.55939865,3.110999823,-32.17139816
1.62E+18,-26.57159996,3.074399948,-32.20800018
1.62E+18,-26.52279854,3.098799944,-32.18359756
1.62E+18,-26.54719925,3.001199961,-32.30559921
1.62E+18,-26.55939865,2.915799856,-32.34220123
1.62E+18,-26.53499985,2.866999865,-32.26900101
1.62E+18,-26.49839973,2.842599869,-32.26900101
1.62E+18,-26.49839973,2.83039999,-32.23239899
1.62E+18,-26.47399902,2.732800007,-32.34220123
1.62E+18,-26.43739891,2.708400011,-32.32999802
1.62E+18,-26.36419868,2.574199915,-32.35440063
1.62E+18,-26.35199928,2.513200045,-32.35440063
1.62E+18,-26.31539917,2.500999928,-32.42760086
1.62E+18,-26.33979988,2.476599932,-32.5617981
1.62E+18,-26.29100037,2.415600061,-32.5739975
1.62E+18,-26.27879906,2.330199957,-32.64719772
1.62E+18,-26.16899872,2.31799984,-32.63499832
1.62E+18,-26.18120003,2.281399965,-32.67160034
1.62E+18,-26.18120003,2.330199957,-32.72039795
1.62E+18,-26.18120003,2.305799961,-32.73260117
1.62E+18,-26.20559883,2.256999969,-32.68379974
1.62E+18,-26.16899872,2.208199978,-32.63499832
1.62E+18,-26.18120003,2.159399986,-32.63499832
1.62E+18,-26.18120003,2.110599995,-32.67160034
1.62E+18,-26.19339943,2.049599886,-32.61059952
1.62E+18,-26.16899872,2.013000011,-32.62279892
1.62E+18,-26.19339943,1.866599917,-32.54959869
1.62E+18,-26.18120003,1.781199932,-32.50080109
1.62E+18,-26.19339943,1.695799947,-32.5617981
1.62E+18,-26.25440025,1.524999976,-32.48859787
1.62E+18,-26.26659966,1.415199995,-32.50080109
1.62E+18,-26.30319977,1.32980001,-32.46419907
1.62E+18,-26.3885994,1.281000018,-32.47639847
1.62E+18,-26.42519951,1.195600033,-32.51300049
1.62E+18,-26.41300011,1.183400035,-32.52519989
1.62E+18,-26.42519951,1.09799993,-32.58620071
1.62E+18,-26.4007988,1.061399937,-32.51300049
1.62E+18,-26.32759857,1.085799932,-32.54959869
