Time (s),Magnetic field x,Magnetic field y,Magnetic field z
1.62E+18,-5.282599926,-38.51539993,-30.23159981
1.62E+18,-5.294799805,-38.52759933,-30.2193985
1.62E+18,-5.258199692,-38.52759933,-30.19499969
1.62E+18,-5.294799805,-38.58860016,-30.13399887
1.62E+18,-5.270400047,-38.63739777,-30.13399887
1.62E+18,-5.221600056,-38.71059799,-30.15839958
1.62E+18,-5.197199821,-38.77159882,-30.13399887
1.62E+18,-5.14839983,-38.78379822,-30.04859924
1.62E+18,-5.2093997,-38.80820084,-30.08519936
1.62E+18,-5.197199821,-38.80820084,-30.09739876
1.62E+18,-5.197199821,-38.79599762,-30.15839958
1.62E+18,-5.14839983,-38.73500061,-30.18280029
1.62E+18,-5.172800064,-38.73500061,-30.15839958
1.62E+18,-5.2093997,-38.66180038,-30.08519936
1.62E+18,-5.233799934,-38.57640076,-30.15839958
1.62E+18,-5.294799805,-38.56419754,-30.26819992
1.62E+18,-5.270400047,-38.53979874,-30.23159981
1.62E+18,-5.258199692,-38.52759933,-30.23159981
1.62E+18,-5.2093997,-38.56419754,-30.2193985
1.62E+18,-5.197199821,-38.56419754,-30.25599861
1.62E+18,-5.197199821,-38.51539993,-30.37800026
1.62E+18,-5.14839983,-38.55199814,-30.47559929
1.62E+18,-5.099599838,-38.56419754,-30.5121994
1.62E+18,-5.111799717,-38.56419754,-30.56099892
1.62E+18,-5.099599838,-38.63739777,-30.5
1.62E+18,-5.099599838,-38.60079956,-30.5243988
1.62E+18,-5.14839983,-38.52759933,-30.5243988
1.62E+18,-5.136199951,-38.53979874,-30.5121994
1.62E+18,-5.136199951,-38.51539993,-30.43899918
1.62E+18,-5.136199951,-38.49100113,-30.40239906
1.62E+18,-5.172800064,-38.46659851,-30.39019966
1.62E+18,-5.14839983,-38.44219971,-30.40239906
1.62E+18,-5.184999943,-38.35680008,-30.5243988
1.62E+18,-5.160599709,-38.38119888,-30.54879951
1.62E+18,-5.124000072,-38.40559769,-30.57320023
1.62E+18,-5.08739996,-38.33239746,-30.62199974
1.62E+18,-5.08739996,-38.34460068,-30.65859985
1.62E+18,-5.124000072,-38.32019806,-30.71959877
1.62E+18,-5.038599968,-38.33239746,-30.65859985
1.62E+18,-5.062999725,-38.28359985,-30.65859985
1.62E+18,-5.050799847,-38.27140045,-30.65859985
1.62E+18,-5.038599968,-38.27140045,-30.63419914
1.62E+18,-5.075200081,-38.28359985,-30.63419914
1.62E+18,-5.062999725,-38.33239746,-30.64639854
1.62E+18,-5.050799847,-38.35680008,-30.63419914
1.62E+18,-5.050799847,-38.45439911,-30.57320023
1.62E+18,-5.08739996,-38.49100113,-30.53660011
1.62E+18,-5.075200081,-38.53979874,-30.5
1.62E+18,-5.050799847,-38.63739777,-30.48779869
1.62E+18,-5.062999725,-38.69839859,-30.46339989
1.62E+18,-5.099599838,-38.68619919,-30.46339989
1.62E+18,-5.124000072,-38.72279739,-30.37800026
1.62E+18,-5.099599838,-38.77159882,-30.42679977
1.62E+18,-5.062999725,-38.75939941,-30.45119858
1.62E+18,-5.062999725,-38.73500061,-30.56099892
1.62E+18,-5.014199734,-38.73500061,-30.60980034
1.62E+18,-5.014199734,-38.68619919,-30.63419914
1.62E+18,-4.965399742,-38.62519836,-30.68299866
1.62E+18,-4.880000114,-38.61299896,-30.69519997
1.62E+18,-4.831200123,-38.56419754,-30.76840019
1.62E+18,-4.831200123,-38.55199814,-30.78059959
1.62E+18,-4.831200123,-38.51539993,-30.76840019
1.62E+18,-4.806799889,-38.56419754,-30.74399948
1.62E+18,-4.843400002,-38.56419754,-30.73180008
1.62E+18,-4.85559988,-38.55199814,-30.70739937
1.62E+18,-4.904399872,-38.56419754,-30.75619888
1.62E+18,-4.940999985,-38.57640076,-30.792799
1.62E+18,-4.977600098,-38.57640076,-30.82939911
1.62E+18,-4.953199863,-38.46659851,-30.85379982
1.62E+18,-4.989799976,-38.49100113,-30.95139885
1.62E+18,-5.001999855,-38.4178009,-31.12220001
1.62E+18,-5.038599968,-38.33239746,-31.17099953
1.62E+18,-5.062999725,-38.27140045,-31.26859856
1.62E+18,-5.038599968,-38.22259903,-31.23199844
1.62E+18,-5.001999855,-38.24699783,-31.19540024
1.62E+18,-5.014199734,-38.21039963,-31.18319893
1.62E+18,-5.038599968,-38.18600082,-31.18319893
1.62E+18,-5.038599968,-38.125,-31.17099953
1.62E+18,-5.026400089,-38.1128006,-31.04899979
1.62E+18,-4.989799976,-38.16159821,-31.02459908
1.62E+18,-4.916599751,-38.21039963,-30.97579956
1.62E+18,-4.940999985,-38.22259903,-31.00020027
1.62E+18,-4.928800106,-38.17379761,-31.06119919
1.62E+18,-4.867799759,-38.18600082,-31.0977993
1.62E+18,-4.843400002,-38.22259903,-31.0977993
1.62E+18,-4.79460001,-38.21039963,-31.13439941
1.62E+18,-4.867799759,-38.22259903,-31.18319893
1.62E+18,-4.904399872,-38.16159821,-31.25639915
1.62E+18,-4.965399742,-38.10059738,-31.25639915
1.62E+18,-4.940999985,-38.10059738,-31.26859856
1.62E+18,-4.916599751,-38.125,-31.23199844
1.62E+18,-4.977600098,-38.10059738,-31.28079987
1.62E+18,-5.001999855,-38.06399918,-31.31739998
1.62E+18,-5.050799847,-38.125,-31.26859856
1.62E+18,-5.001999855,-38.125,-31.30519867
1.62E+18,-4.916599751,-38.17379761,-31.29299927
1.62E+18,-4.892199993,-38.22259903,-31.30519867
1.62E+18,-4.892199993,-38.1493988,-31.31739998
1.62E+18,-4.953199863,-38.125,-31.32959938
1.62E+18,-4.904399872,-38.1371994,-31.26859856
1.62E+18,-4.867799759,-38.18600082,-31.20759964
1.62E+18,-4.818999767,-38.16159821,-31.23199844
1.62E+18,-4.818999767,-38.1493988,-31.18319893
1.62E+18,-4.85559988,-38.17379761,-31.14659882
1.62E+18,-4.843400002,-38.16159821,-31.15880013
1.62E+18,-4.806799889,-38.21039963,-31.13439941
1.62E+18,-4.79460001,-38.18600082,-31.1099987
1.62E+18,-4.831200123,-38.21039963,-31.0977993
1.62E+18,-4.867799759,-38.19820023,-31.0977993
1.62E+18,-4.867799759,-38.1493988,-31.02459908
1.62E+18,-4.831200123,-38.17379761,-31.00020027
1.62E+18,-4.79460001,-38.22259903,-30.92700005
1.62E+18,-4.79460001,-38.23479843,-30.89039993
1.62E+18,-4.867799759,-38.23479843,-30.86599922
1.62E+18,-4.85559988,-38.23479843,-30.89039993
1.62E+18,-4.880000114,-38.19820023,-30.96360016
1.62E+18,-4.867799759,-38.1493988,-31.00020027
1.62E+18,-4.880000114,-38.16159821,-31.04899979
1.62E+18,-4.953199863,-38.125,-31.04899979
1.62E+18,-4.977600098,-38.03960037,-31.1099987
1.62E+18,-5.014199734,-38.03960037,-31.0977993
1.62E+18,-5.014199734,-38.01519775,-31.07339859
1.62E+18,-5.062999725,-38.02740097,-31.07339859
1.62E+18,-5.038599968,-38.07619858,-31.01239967
1.62E+18,-5.026400089,-38.16159821,-30.96360016
1.62E+18,-5.075200081,-38.17379761,-30.95139885
1.62E+18,-5.062999725,-38.18600082,-30.91479874
1.62E+18,-5.075200081,-38.19820023,-30.92700005
1.62E+18,-5.038599968,-38.23479843,-30.91479874
1.62E+18,-5.026400089,-38.32019806,-30.96360016
1.62E+18,-5.001999855,-38.30799866,-30.95139885
1.62E+18,-5.026400089,-38.30799866,-30.95139885
1.62E+18,-5.099599838,-38.28359985,-30.90259933
1.62E+18,-5.075200081,-38.27140045,-30.90259933
1.62E+18,-5.038599968,-38.27140045,-30.92700005
1.62E+18,-5.026400089,-38.27140045,-30.90259933
1.62E+18,-5.08739996,-38.18600082,-30.95139885
1.62E+18,-5.14839983,-38.16159821,-30.96360016
1.62E+18,-5.136199951,-38.1493988,-31.02459908
1.62E+18,-5.136199951,-38.125,-31.02459908
1.62E+18,-5.160599709,-38.1371994,-31.0977993
1.62E+18,-5.172800064,-38.16159821,-31.13439941
1.62E+18,-5.160599709,-38.125,-31.14659882
1.62E+18,-5.136199951,-38.1128006,-31.15880013
1.62E+18,-5.111799717,-38.1493988,-31.13439941
1.62E+18,-5.026400089,-38.19820023,-31.13439941
1.62E+18,-5.014199734,-38.21039963,-31.04899979
1.62E+18,-5.026400089,-38.22259903,-31.06119919
1.62E+18,-4.953199863,-38.18600082,-31.03679848
1.62E+18,-4.904399872,-38.18600082,-30.98799896
1.62E+18,-4.892199993,-38.19820023,-30.98799896
1.62E+18,-4.916599751,-38.23479843,-31.00020027
1.62E+18,-4.892199993,-38.22259903,-30.95139885
1.62E+18,-4.928800106,-38.125,-30.95139885
1.62E+18,-4.989799976,-38.16159821,-31.02459908
1.62E+18,-5.001999855,-38.16159821,-31.04899979
1.62E+18,-5.001999855,-38.16159821,-31.06119919
1.62E+18,-5.050799847,-38.16159821,-31.03679848
1.62E+18,-5.124000072,-38.17379761,-30.96360016
1.62E+18,-5.14839983,-38.125,-30.93919945
1.62E+18,-5.14839983,-38.125,-31.02459908
1.62E+18,-5.136199951,-38.1493988,-31.04899979
1.62E+18,-5.062999725,-38.16159821,-31.02459908
1.62E+18,-5.014199734,-38.17379761,-30.96360016
1.62E+18,-4.953199863,-38.18600082,-30.97579956
1.62E+18,-4.904399872,-38.19820023,-31.06119919
1.62E+18,-4.843400002,-38.27140045,-31.19540024
1.62E+18,-4.818999767,-38.40559769,-31.30519867
1.62E+18,-4.831200123,-38.56419754,-31.34179878
1.62E+18,-4.867799759,-38.66180038,-31.30519867
1.62E+18,-4.806799889,-38.74720001,-31.31739998
1.62E+18,-4.757999897,-38.84479904,-31.36619949
1.62E+18,-4.757999897,-38.82040024,-31.41499901
1.62E+18,-4.745800018,-38.79599762,-31.41499901
1.62E+18,-4.697000027,-38.78379822,-31.50039864
1.62E+18,-4.648200035,-38.73500061,-31.46379852
1.62E+18,-4.63599968,-38.63739777,-31.47599983
1.62E+18,-4.587199688,-38.61299896,-31.52479935
1.62E+18,-4.599400043,-38.60079956,-31.51259995
1.62E+18,-4.623799801,-38.61299896,-31.56139946
1.62E+18,-4.587199688,-38.71059799,-31.56139946
1.62E+18,-4.562799931,-38.77159882,-31.59799957
1.62E+18,-4.562799931,-38.75939941,-31.51259995
1.62E+18,-4.550600052,-38.75939941,-31.51259995
1.62E+18,-4.477399826,-38.89360046,-31.48819923
1.62E+18,-4.453000069,-38.93019867,-31.47599983
1.62E+18,-4.477399826,-38.96680069,-31.51259995
1.62E+18,-4.453000069,-38.93019867,-31.47599983
1.62E+18,-4.453000069,-38.94239807,-31.45159912
1.62E+18,-4.465199947,-38.94239807,-31.3906002
1.62E+18,-4.526199818,-38.97900009,-31.36619949
1.62E+18,-4.526199818,-39.04000092,-31.3906002
1.62E+18,-4.526199818,-38.97900009,-31.40279961
1.62E+18,-4.489599705,-39.0033989,-31.36619949
1.62E+18,-4.428599834,-38.95459747,-31.3783989
1.62E+18,-4.416399956,-38.95459747,-31.35400009
1.62E+18,-4.404200077,-38.96680069,-31.41499901
1.62E+18,-4.355400085,-38.96680069,-31.48819923
1.62E+18,-4.294399738,-39.0033989,-31.50039864
1.62E+18,-4.306600094,-38.99119949,-31.41499901
1.62E+18,-4.28219986,-38.99119949,-31.36619949
1.62E+18,-4.318799973,-38.95459747,-31.43939972
1.62E+18,-4.367599964,-38.97900009,-31.48819923
1.62E+18,-4.379799843,-38.97900009,-31.52479935
1.62E+18,-4.465199947,-38.95459747,-31.52479935
1.62E+18,-4.465199947,-39.0155983,-31.54920006
1.62E+18,-4.416399956,-39.0155983,-31.63459969
1.62E+18,-4.391999722,-39.06439972,-31.6711998
1.62E+18,-4.391999722,-39.07659912,-31.75659943
1.62E+18,-4.367599964,-39.10099792,-31.73219872
1.62E+18,-4.318799973,-39.08879852,-31.6711998
1.62E+18,-4.34319973,-39.08879852,-31.65899849
1.62E+18,-4.269999981,-39.11320114,-31.6711998
1.62E+18,-4.257800102,-39.06439972,-31.59799957
1.62E+18,-4.294399738,-39.0155983,-31.54920006
1.62E+18,-4.294399738,-38.97900009,-31.61019897
1.62E+18,-4.318799973,-39.0277977,-31.62240028
1.62E+18,-4.306600094,-39.04000092,-31.6833992
1.62E+18,-4.355400085,-39.04000092,-31.74440002
1.62E+18,-4.294399738,-39.05220032,-31.75659943
1.62E+18,-4.318799973,-39.07659912,-31.6833992
1.62E+18,-4.318799973,-39.10099792,-31.6711998
1.62E+18,-4.318799973,-39.10099792,-31.6955986
1.62E+18,-4.269999981,-39.16199875,-31.64679909
1.62E+18,-4.233399868,-39.13759995,-31.54920006
1.62E+18,-4.257800102,-39.08879852,-31.42720032
1.62E+18,-4.233399868,-39.10099792,-31.41499901
1.62E+18,-4.245599747,-39.16199875,-31.36619949
1.62E+18,-4.269999981,-39.14979935,-31.3906002
1.62E+18,-4.257800102,-39.14979935,-31.42720032
1.62E+18,-4.209000111,-39.21080017,-31.35400009
1.62E+18,-4.294399738,-39.18639755,-31.32959938
1.62E+18,-4.34319973,-39.14979935,-31.41499901
1.62E+18,-4.34319973,-39.22299957,-31.41499901
1.62E+18,-4.355400085,-39.21080017,-31.36619949
1.62E+18,-4.367599964,-39.22299957,-31.35400009
1.62E+18,-4.34319973,-39.25959778,-31.31739998
1.62E+18,-4.367599964,-39.3083992,-31.26859856
1.62E+18,-4.404200077,-39.3083992,-31.23199844
1.62E+18,-4.379799843,-39.3205986,-31.15880013
1.62E+18,-4.379799843,-39.3083992,-31.13439941
1.62E+18,-4.416399956,-39.24739838,-31.14659882
1.62E+18,-4.367599964,-39.24739838,-31.24419975
1.62E+18,-4.355400085,-39.21080017,-31.25639915
1.62E+18,-4.379799843,-39.17419815,-31.24419975
1.62E+18,-4.440799713,-39.12540054,-31.29299927
1.62E+18,-4.453000069,-39.11320114,-31.34179878
1.62E+18,-4.416399956,-39.11320114,-31.46379852
1.62E+18,-4.404200077,-39.13759995,-31.46379852
1.62E+18,-4.404200077,-39.21080017,-31.46379852
1.62E+18,-4.453000069,-39.22299957,-31.36619949
1.62E+18,-4.477399826,-39.25959778,-31.48819923
1.62E+18,-4.453000069,-39.27180099,-31.53699875
1.62E+18,-4.465199947,-39.23519897,-31.62240028
1.62E+18,-4.50180006,-39.19860077,-31.6711998
1.62E+18,-4.538399696,-39.23519897,-31.64679909
1.62E+18,-4.538399696,-39.22299957,-31.6955986
1.62E+18,-4.526199818,-39.19860077,-31.70779991
1.62E+18,-4.513999939,-39.22299957,-31.73219872
1.62E+18,-4.538399696,-39.19860077,-31.63459969
1.62E+18,-4.562799931,-39.22299957,-31.59799957
1.62E+18,-4.538399696,-39.3083992,-31.56139946
1.62E+18,-4.489599705,-39.39379883,-31.53699875
1.62E+18,-4.465199947,-39.40599823,-31.48819923
1.62E+18,-4.428599834,-39.46699905,-31.47599983
1.62E+18,-4.379799843,-39.51580048,-31.56139946
1.62E+18,-4.355400085,-39.54019928,-31.56139946
1.62E+18,-4.355400085,-39.62559891,-31.56139946
1.62E+18,-4.318799973,-39.63779831,-31.50039864
1.62E+18,-4.28219986,-39.66220093,-31.43939972
1.62E+18,-4.245599747,-39.66220093,-31.3783989
1.62E+18,-4.269999981,-39.63779831,-31.41499901
1.62E+18,-4.306600094,-39.64999771,-31.43939972
1.62E+18,-4.330999851,-39.63779831,-31.31739998
1.62E+18,-4.330999851,-39.63779831,-31.29299927
1.62E+18,-4.294399738,-39.5890007,-31.29299927
1.62E+18,-4.306600094,-39.57679749,-31.32959938
1.62E+18,-4.269999981,-39.52799988,-31.32959938
1.62E+18,-4.306600094,-39.47919846,-31.3783989
1.62E+18,-4.269999981,-39.47919846,-31.36619949
1.62E+18,-4.245599747,-39.43040085,-31.36619949
1.62E+18,-4.245599747,-39.35720062,-31.43939972
1.62E+18,-4.233399868,-39.34499741,-31.51259995
1.62E+18,-4.233399868,-39.2961998,-31.52479935
1.62E+18,-4.245599747,-39.24739838,-31.59799957
1.62E+18,-4.306600094,-39.25959778,-31.62240028
1.62E+18,-4.269999981,-39.25959778,-31.73219872
1.62E+18,-4.269999981,-39.25959778,-31.80539894
1.62E+18,-4.294399738,-39.3083992,-31.75659943
1.62E+18,-4.28219986,-39.35720062,-31.6955986
1.62E+18,-4.28219986,-39.34499741,-31.61019897
1.62E+18,-4.330999851,-39.34499741,-31.6711998
1.62E+18,-4.28219986,-39.40599823,-31.62240028
1.62E+18,-4.245599747,-39.36940002,-31.62240028
1.62E+18,-4.245599747,-39.38159943,-31.54920006
1.62E+18,-4.245599747,-39.39379883,-31.51259995
1.62E+18,-4.245599747,-39.39379883,-31.58580017
1.62E+18,-4.233399868,-39.36940002,-31.6711998
1.62E+18,-4.257800102,-39.38159943,-31.73219872
1.62E+18,-4.209000111,-39.49139786,-31.6711998
1.62E+18,-4.245599747,-39.50360107,-31.6955986
1.62E+18,-4.306600094,-39.55239868,-31.6833992
1.62E+18,-4.330999851,-39.52799988,-31.71999931
1.62E+18,-4.318799973,-39.52799988,-31.76879883
1.62E+18,-4.306600094,-39.47919846,-31.74440002
1.62E+18,-4.306600094,-39.51580048,-31.6711998
1.62E+18,-4.294399738,-39.44260025,-31.73219872
1.62E+18,-4.294399738,-39.34499741,-31.80539894
1.62E+18,-4.306600094,-39.3083992,-31.87859917
1.62E+18,-4.257800102,-39.2840004,-31.9762001
1.62E+18,-4.233399868,-39.25959778,-31.98839951
1.62E+18,-4.221199989,-39.21080017,-31.93959999
1.62E+18,-4.233399868,-39.23519897,-32.00059891
1.62E+18,-4.233399868,-39.24739838,-31.98839951
1.62E+18,-4.245599747,-39.332798,-31.89079857
1.62E+18,-4.221199989,-39.3083992,-31.90299988
1.62E+18,-4.221199989,-39.27180099,-31.79319954
1.62E+18,-4.196799755,-39.2840004,-31.76879883
1.62E+18,-4.184599876,-39.38159943,-31.71999931
1.62E+18,-4.209000111,-39.47919846,-31.65899849
1.62E+18,-4.245599747,-39.46699905,-31.54920006
1.62E+18,-4.245599747,-39.45479965,-31.54920006
1.62E+18,-4.209000111,-39.45479965,-31.51259995
1.62E+18,-4.257800102,-39.49139786,-31.42720032
1.62E+18,-4.221199989,-39.55239868,-31.42720032
1.62E+18,-4.245599747,-39.56459808,-31.42720032
1.62E+18,-4.269999981,-39.51580048,-31.45159912
1.62E+18,-4.318799973,-39.44260025,-31.48819923
1.62E+18,-4.269999981,-39.44260025,-31.52479935
1.62E+18,-4.269999981,-39.41819763,-31.59799957
1.62E+18,-4.294399738,-39.38159943,-31.6955986
1.62E+18,-4.28219986,-39.36940002,-31.76879883
1.62E+18,-4.245599747,-39.3205986,-31.79319954
1.62E+18,-4.233399868,-39.27180099,-31.76879883
1.62E+18,-4.245599747,-39.21080017,-31.81760025
1.62E+18,-4.221199989,-39.25959778,-31.84199905
1.62E+18,-4.245599747,-39.25959778,-31.84199905
1.62E+18,-4.233399868,-39.27180099,-31.86639977
1.62E+18,-4.269999981,-39.23519897,-31.82979965
1.62E+18,-4.257800102,-39.2961998,-31.6955986
1.62E+18,-4.306600094,-39.36940002,-31.6833992
1.62E+18,-4.34319973,-39.41819763,-31.63459969
1.62E+18,-4.34319973,-39.51580048,-31.56139946
1.62E+18,-4.330999851,-39.47919846,-31.52479935
1.62E+18,-4.318799973,-39.44260025,-31.57359886
1.62E+18,-4.306600094,-39.47919846,-31.52479935
1.62E+18,-4.233399868,-39.54019928,-31.56139946
1.62E+18,-4.233399868,-39.51580048,-31.74440002
1.62E+18,-4.221199989,-39.45479965,-31.81760025
1.62E+18,-4.184599876,-39.47919846,-31.89079857
1.62E+18,-4.172399998,-39.41819763,-31.89079857
1.62E+18,-4.135799885,-39.41819763,-31.87859917
1.62E+18,-4.111400127,-39.39379883,-31.85419846
1.62E+18,-4.123600006,-39.36940002,-31.81760025
1.62E+18,-4.147999763,-39.35720062,-31.79319954
1.62E+18,-4.160200119,-39.35720062,-31.62240028
1.62E+18,-4.184599876,-39.34499741,-31.6833992
1.62E+18,-4.184599876,-39.332798,-31.6955986
1.62E+18,-4.196799755,-39.3205986,-31.75659943
1.62E+18,-4.257800102,-39.34499741,-31.84199905
1.62E+18,-4.294399738,-39.36940002,-31.85419846
1.62E+18,-4.28219986,-39.3083992,-31.96399879
1.62E+18,-4.28219986,-39.2840004,-32.02499771
1.62E+18,-4.257800102,-39.2961998,-32.13479996
1.62E+18,-4.294399738,-39.34499741,-32.13479996
1.62E+18,-4.306600094,-39.36940002,-32.13479996
1.62E+18,-4.28219986,-39.39379883,-32.08599854
1.62E+18,-4.245599747,-39.39379883,-32.01279831
1.62E+18,-4.233399868,-39.44260025,-32.06159973
1.62E+18,-4.257800102,-39.50360107,-31.9762001
1.62E+18,-4.257800102,-39.54019928,-31.90299988
1.62E+18,-4.269999981,-39.55239868,-31.82979965
1.62E+18,-4.209000111,-39.56459808,-31.78100014
1.62E+18,-4.196799755,-39.52799988,-31.76879883
1.62E+18,-4.196799755,-39.51580048,-31.75659943
1.62E+18,-4.196799755,-39.47919846,-31.74440002
1.62E+18,-4.196799755,-39.45479965,-31.63459969
1.62E+18,-4.172399998,-39.47919846,-31.63459969
1.62E+18,-4.221199989,-39.46699905,-31.6955986
1.62E+18,-4.257800102,-39.46699905,-31.6711998
1.62E+18,-4.221199989,-39.50360107,-31.59799957
1.62E+18,-4.196799755,-39.50360107,-31.52479935
1.62E+18,-4.196799755,-39.52799988,-31.53699875
1.62E+18,-4.172399998,-39.5890007,-31.59799957
1.62E+18,-4.147999763,-39.63779831,-31.64679909
1.62E+18,-4.196799755,-39.67440033,-31.62240028
1.62E+18,-4.172399998,-39.68659973,-31.58580017
1.62E+18,-4.135799885,-39.63779831,-31.61019897
1.62E+18,-4.172399998,-39.6012001,-31.6711998
1.62E+18,-4.221199989,-39.55239868,-31.71999931
1.62E+18,-4.209000111,-39.56459808,-31.6955986
1.62E+18,-4.221199989,-39.54019928,-31.64679909
1.62E+18,-4.221199989,-39.56459808,-31.57359886
1.62E+18,-4.196799755,-39.55239868,-31.65899849
1.62E+18,-4.209000111,-39.57679749,-31.70779991
1.62E+18,-4.257800102,-39.71099854,-31.6711998
1.62E+18,-4.233399868,-39.72319794,-31.71999931
1.62E+18,-4.269999981,-39.75979996,-31.71999931
1.62E+18,-4.269999981,-39.78419876,-31.75659943
1.62E+18,-4.306600094,-39.85739899,-31.73219872
1.62E+18,-4.306600094,-39.84519958,-31.73219872
1.62E+18,-4.28219986,-39.86959839,-31.6711998
1.62E+18,-4.257800102,-39.80859756,-31.59799957
1.62E+18,-4.233399868,-39.69879913,-31.74440002
1.62E+18,-4.257800102,-39.66220093,-31.6833992
1.62E+18,-4.233399868,-39.67440033,-31.62240028
1.62E+18,-4.233399868,-39.64999771,-31.62240028
1.62E+18,-4.184599876,-39.5890007,-31.65899849
1.62E+18,-4.233399868,-39.52799988,-31.75659943
1.62E+18,-4.28219986,-39.50360107,-31.79319954
1.62E+18,-4.330999851,-39.49139786,-31.84199905
1.62E+18,-4.330999851,-39.49139786,-31.6955986
1.62E+18,-4.306600094,-39.50360107,-31.71999931
1.62E+18,-4.318799973,-39.45479965,-31.82979965
1.62E+18,-4.318799973,-39.43040085,-31.89079857
1.62E+18,-4.355400085,-39.43040085,-31.93959999
1.62E+18,-4.318799973,-39.38159943,-31.91519928
1.62E+18,-4.257800102,-39.39379883,-31.91519928
1.62E+18,-4.245599747,-39.35720062,-31.91519928
1.62E+18,-4.209000111,-39.36940002,-31.9762001
1.62E+18,-4.269999981,-39.35720062,-32.02499771
1.62E+18,-4.257800102,-39.38159943,-31.98839951
1.62E+18,-4.28219986,-39.40599823,-31.87859917
1.62E+18,-4.245599747,-39.40599823,-31.86639977
1.62E+18,-4.257800102,-39.44260025,-31.87859917
1.62E+18,-4.28219986,-39.40599823,-31.87859917
1.62E+18,-4.28219986,-39.43040085,-31.95179939
1.62E+18,-4.269999981,-39.44260025,-31.92739868
1.62E+18,-4.209000111,-39.46699905,-31.92739868
1.62E+18,-4.172399998,-39.52799988,-31.91519928
1.62E+18,-4.160200119,-39.55239868,-31.95179939
1.62E+18,-4.160200119,-39.55239868,-31.92739868
1.62E+18,-4.135799885,-39.56459808,-31.91519928
1.62E+18,-4.147999763,-39.54019928,-31.84199905
1.62E+18,-4.111400127,-39.57679749,-31.73219872
1.62E+18,-4.184599876,-39.54019928,-31.76879883
1.62E+18,-4.196799755,-39.54019928,-31.74440002
1.62E+18,-4.257800102,-39.52799988,-31.6955986
1.62E+18,-4.245599747,-39.52799988,-31.73219872
1.62E+18,-4.28219986,-39.52799988,-31.6711998
1.62E+18,-4.28219986,-39.54019928,-31.6833992
1.62E+18,-4.28219986,-39.62559891,-31.74440002
1.62E+18,-4.306600094,-39.68659973,-31.79319954
1.62E+18,-4.28219986,-39.75979996,-31.74440002
1.62E+18,-4.233399868,-39.77199936,-31.76879883
1.62E+18,-4.196799755,-39.77199936,-31.75659943
1.62E+18,-4.196799755,-39.75979996,-31.74440002
1.62E+18,-4.196799755,-39.79639816,-31.74440002
1.62E+18,-4.196799755,-39.82080078,-31.71999931
1.62E+18,-4.172399998,-39.79639816,-31.74440002
1.62E+18,-4.160200119,-39.75979996,-31.74440002
1.62E+18,-4.123600006,-39.67440033,-31.73219872
1.62E+18,-4.123600006,-39.68659973,-31.73219872
1.62E+18,-4.123600006,-39.68659973,-31.76879883
1.62E+18,-4.099199772,-39.64999771,-31.73219872
1.62E+18,-4.086999893,-39.64999771,-31.85419846
1.62E+18,-4.123600006,-39.62559891,-31.90299988
1.62E+18,-4.123600006,-39.63779831,-31.86639977
1.62E+18,-4.086999893,-39.63779831,-31.80539894
1.62E+18,-4.135799885,-39.69879913,-31.86639977
1.62E+18,-4.160200119,-39.68659973,-31.79319954
1.62E+18,-4.172399998,-39.64999771,-31.73219872
1.62E+18,-4.233399868,-39.64999771,-31.73219872
1.62E+18,-4.196799755,-39.67440033,-31.64679909
1.62E+18,-4.221199989,-39.68659973,-31.59799957
1.62E+18,-4.306600094,-39.68659973,-31.59799957
1.62E+18,-4.318799973,-39.69879913,-31.73219872
1.62E+18,-4.330999851,-39.69879913,-31.6955986
1.62E+18,-4.318799973,-39.69879913,-31.80539894
1.62E+18,-4.330999851,-39.80859756,-31.78100014
1.62E+18,-4.306600094,-39.86959839,-31.79319954
1.62E+18,-4.34319973,-39.88179779,-31.76879883
1.62E+18,-4.306600094,-39.89400101,-31.75659943
1.62E+18,-4.221199989,-39.89400101,-31.71999931
1.62E+18,-4.209000111,-39.97940063,-31.58580017
1.62E+18,-4.196799755,-40.01599884,-31.56139946
1.62E+18,-4.172399998,-40.05260086,-31.43939972
1.62E+18,-4.221199989,-40.01599884,-31.48819923
1.62E+18,-4.209000111,-40.05260086,-31.53699875
1.62E+18,-4.184599876,-40.06480026,-31.53699875
1.62E+18,-4.196799755,-40.06480026,-31.54920006
1.62E+18,-4.257800102,-40.08919907,-31.61019897
1.62E+18,-4.318799973,-40.05260086,-31.6955986
1.62E+18,-4.330999851,-40.00379944,-31.74440002
1.62E+18,-4.330999851,-39.93059921,-31.82979965
1.62E+18,-4.269999981,-39.89400101,-31.85419846
1.62E+18,-4.306600094,-39.86959839,-31.82979965
1.62E+18,-4.318799973,-39.88179779,-31.90299988
1.62E+18,-4.294399738,-39.86959839,-31.84199905
1.62E+18,-4.221199989,-39.88179779,-31.74440002
1.62E+18,-4.160200119,-39.93059921,-31.6833992
1.62E+18,-4.135799885,-39.96719742,-31.63459969
1.62E+18,-4.135799885,-40.04039764,-31.58580017
1.62E+18,-4.099199772,-40.06480026,-31.54920006
1.62E+18,-4.062600136,-40.04039764,-31.47599983
1.62E+18,-4.013800144,-40.00379944,-31.45159912
1.62E+18,-4.062600136,-40.08919907,-31.48819923
1.62E+18,-4.062600136,-40.12580109,-31.53699875
1.62E+18,-4.086999893,-40.07699966,-31.56139946
1.62E+18,-4.086999893,-40.08919907,-31.57359886
