Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s)
2.997508041E0,-5.741964281E-2,-1.133121699E-1,6.108472589E-3,1.271769502E-1
2.999911583E0,-5.986303091E-2,-1.230857223E-1,6.108472589E-3,1.370072660E-1
3.002314291E0,-6.474980712E-2,-1.304158866E-1,4.886778072E-3,1.456870674E-1
3.004716218E0,-6.597150117E-2,-1.401894391E-1,4.886778072E-3,1.550135426E-1
3.007118927E0,-6.841489673E-2,-1.499630064E-1,4.886778072E-3,1.649041600E-1
3.009522520E0,-7.085828483E-2,-1.609582454E-1,3.665083554E-3,1.759030589E-1
3.011925177E0,-7.207997888E-2,-1.719534993E-1,4.886778072E-3,1.865138330E-1
3.014327104E0,-7.452336699E-2,-1.853921413E-1,6.108472589E-3,1.999032059E-1
3.016729916E0,-7.574506104E-2,-2.024958730E-1,6.108472589E-3,2.162850117E-1
3.019133406E0,-7.696675509E-2,-2.183778882E-1,8.551862091E-3,2.317022179E-1
3.021536062E0,-7.818844914E-2,-2.330382317E-1,9.773556143E-3,2.459995395E-1
3.023938041E0,-8.307522535E-2,-2.501419485E-1,1.099525020E-2,2.638055780E-1
3.026340750E0,-8.674030751E-2,-2.696890533E-1,1.466033421E-2,2.836740944E-1
3.028744291E0,-8.918370306E-2,-2.867927849E-1,1.588202827E-2,3.007591615E-1
3.031147000E0,-9.529217333E-2,-3.051182032E-1,1.954711229E-2,3.202495992E-1
3.033548927E0,-1.026223376E-1,-3.234436214E-1,2.199050039E-2,3.400451478E-1
3.035951635E0,-1.099525094E-1,-3.393256664E-1,2.443389036E-2,3.575310857E-1
3.038355229E0,-1.185043678E-1,-3.564293683E-1,2.687728032E-2,3.765734562E-1
3.040757885E0,-1.282779276E-1,-3.710896969E-1,2.932066843E-2,3.937289568E-1
3.043159812E0,-1.368297935E-1,-3.845283389E-1,3.054236248E-2,4.092887388E-1
3.045562625E0,-1.490467340E-1,-3.967452943E-1,3.176405653E-2,4.250067209E-1
3.047966114E0,-1.612636745E-1,-4.077405334E-1,3.420744836E-2,4.398050304E-1
3.050368770E0,-1.710372269E-1,-4.175141156E-1,3.542914242E-2,4.525781632E-1
3.052770750E0,-1.856975704E-1,-4.272876680E-1,3.665083647E-2,4.673345939E-1
3.055173458E0,-2.003578991E-1,-4.370612204E-1,4.031591862E-2,4.824843743E-1
3.057577000E0,-2.162399292E-1,-4.480564594E-1,4.153761268E-2,4.992390921E-1
3.059979708E0,-2.321219593E-1,-4.578300118E-1,4.642439261E-2,5.154067791E-1
3.062381635E0,-2.467822880E-1,-4.724903405E-1,5.008947477E-2,5.354041230E-1
3.064784343E0,-2.638860047E-1,-4.895940721E-1,5.497625470E-2,5.588922682E-1
3.067187937E0,-2.748812735E-1,-5.066977739E-1,5.864133686E-2,5.794317518E-1
3.069590593E0,-2.919849753E-1,-5.286883116E-1,6.108472496E-2,6.070402789E-1
3.071992520E0,-3.054236174E-1,-5.531222224E-1,6.474980712E-2,6.351537739E-1
3.074395333E0,-3.164188862E-1,-5.738909841E-1,7.085828483E-2,6.591605796E-1
3.076798822E0,-3.286358118E-1,-5.971031785E-1,7.330167294E-2,6.854975112E-1
3.079201479E0,-3.384093940E-1,-6.203153729E-1,7.818844914E-2,7.109328474E-1
3.081603458E0,-3.457395434E-1,-6.459710002E-1,8.185353130E-2,7.372342678E-1
3.084006166E0,-3.506263196E-1,-6.728482842E-1,8.551861346E-2,7.635293464E-1
3.086409708E0,-3.567348123E-1,-7.033905983E-1,8.918370306E-2,7.937076243E-1
3.088812416E0,-3.579564989E-1,-7.327113152E-1,9.162709117E-2,8.206060262E-1
3.091214343E0,-3.603998721E-1,-7.644753456E-1,9.284878522E-2,8.502537967E-1
3.093617052E0,-3.603998721E-1,-7.974610925E-1,9.162709117E-2,8.799021455E-1
3.096020645E0,-3.603998721E-1,-8.328902125E-1,9.284878522E-2,9.122582260E-1
3.098423302E0,-3.603998721E-1,-8.683193922E-1,9.040539712E-2,9.444785707E-1
3.100825229E0,-3.616215885E-1,-9.061918855E-1,9.040539712E-2,9.798607260E-1
3.103228041E0,-3.677300513E-1,-9.440644383E-1,9.040539712E-2,1.017180510E0
3.105631531E0,-3.713951409E-1,-9.807152748E-1,8.796200156E-2,1.052365960E0
3.108034187E0,-3.762819171E-1,-1.017366052E0,8.429691941E-2,1.087992525E0
3.110436166E0,-3.811686933E-1,-1.054016948E0,7.818844914E-2,1.123545608E0
3.112838875E0,-3.897205591E-1,-1.088224411E0,6.963659078E-2,1.157999887E0
3.115242416E0,-3.994941115E-1,-1.121210098E0,5.864133686E-2,1.191698970E0
3.117645125E0,-4.104893506E-1,-1.154195905E0,4.764608666E-2,1.225944470E0
3.120047052E0,-4.202629030E-1,-1.185959935E0,3.420744836E-2,1.258686627E0
3.122449760E0,-4.337015450E-1,-1.220167398E0,1.954711229E-2,1.295101386E0
3.124853354E0,-4.508052766E-1,-1.249488115E0,2.443389036E-3,1.328326736E0
3.127256010E0,-4.679090083E-1,-1.280030489E0,-1.588202827E-2,1.362963364E0
3.129657937E0,-4.886777997E-1,-1.308129430E0,-3.298575059E-2,1.396816615E0
3.132060750E0,-5.118899941E-1,-1.330119848E0,-5.131116882E-2,1.426142704E0
3.134464239E0,-5.338805318E-1,-1.354553819E0,-7.085828483E-2,1.457691794E0
3.136866895E0,-5.607577562E-1,-1.372879267E0,-9.284878522E-2,1.485889511E0
3.139268875E0,-5.864133835E-1,-1.389982939E0,-1.136175916E-1,1.512891993E0
3.141671583E0,-6.145123243E-1,-1.400978208E0,-1.356080920E-1,1.535823847E0
3.144075125E0,-6.426113248E-1,-1.411973476E0,-1.575985998E-1,1.559312583E0
3.146477833E0,-6.731536984E-1,-1.419303656E0,-1.759240031E-1,1.580666955E0
3.148879760E0,-7.024743557E-1,-1.421746969E0,-1.954711229E-1,1.597824654E0
3.151282468E0,-7.330167294E-1,-1.418081880E0,-2.150182426E-1,1.610745972E0
3.153686062E0,-7.586722970E-1,-1.413195133E0,-2.333436459E-1,1.620849591E0
3.156088718E0,-7.855495811E-1,-1.403421521E0,-2.516690791E-1,1.627887415E0
3.158490645E0,-8.099834919E-1,-1.388761282E0,-2.675510943E-1,1.629820464E0
3.160893458E0,-8.319739699E-1,-1.370435834E0,-2.858765125E-1,1.628496375E0
3.163296947E0,-8.539644480E-1,-1.348445296E0,-3.017585576E-1,1.624382413E0
3.165699604E0,-8.661814332E-1,-1.327676535E0,-3.139754832E-1,1.616037085E0
3.168101583E0,-8.796200752E-1,-1.306907654E0,-3.274141252E-1,1.609018055E0
3.170504291E0,-8.930587173E-1,-1.289803982E0,-3.384093940E-1,1.604889124E0
3.172907833E0,-9.016105533E-1,-1.276365399E0,-3.469612300E-1,1.600747425E0
3.175310541E0,-9.064973593E-1,-1.269035220E0,-3.542914093E-1,1.599284295E0
3.177712468E0,-9.101623893E-1,-1.267813444E0,-3.616215885E-1,1.602035167E0
3.180115177E0,-9.162709117E-1,-1.267813444E0,-3.628432751E-1,1.605789076E0
3.182518770E0,-9.248227477E-1,-1.275143623E0,-3.628432751E-1,1.616460212E0
3.184921427E0,-9.260444641E-1,-1.287360549E0,-3.616215885E-1,1.626537951E0
3.187323354E0,-9.272661209E-1,-1.309351087E0,-3.579564989E-1,1.643884297E0
3.189726166E0,-9.272661209E-1,-1.335006714E0,-3.555130959E-1,1.663867467E0
3.192129656E0,-9.297095537E-1,-1.365549088E0,-3.506263196E-1,1.688793351E0
3.194532312E0,-9.345963001E-1,-1.396091461E0,-3.445178568E-1,1.715002672E0
3.196934291E0,-9.358180165E-1,-1.421746969E0,-3.384093940E-1,1.735407941E0
3.199337000E0,-9.345963001E-1,-1.443737507E0,-3.323009014E-1,1.751648401E0
3.201740541E0,-9.394831061E-1,-1.459619522E0,-3.274141252E-1,1.766442092E0
3.204143250E0,-9.431481957E-1,-1.466949701E0,-3.225273490E-1,1.773554013E0
3.206545177E0,-9.431481957E-1,-1.466949701E0,-3.200839758E-1,1.773111304E0
3.208947885E0,-9.455915689E-1,-1.466949701E0,-3.200839758E-1,1.774412182E0
3.211351479E0,-9.492566586E-1,-1.468171358E0,-3.225273490E-1,1.777818672E0
3.213754135E0,-9.492566586E-1,-1.473058224E0,-3.249707520E-1,1.782300402E0
3.216156062E0,-9.565867782E-1,-1.479166627E0,-3.274141252E-1,1.791700919E0
3.218558875E0,-9.639169574E-1,-1.486496806E0,-3.323009014E-1,1.802562771E0
3.220962364E0,-9.688037634E-1,-1.492605329E0,-3.371876776E-1,1.811117591E0
3.223365020E0,-9.749122262E-1,-1.497492075E0,-3.445178568E-1,1.819788152E0
3.225767000E0,-9.810206890E-1,-1.497492075E0,-3.542914093E-1,1.824940139E0
3.228169708E0,-9.846857786E-1,-1.493826985E0,-3.652866483E-1,1.826077622E0
3.230573250E0,-9.895725846E-1,-1.485275149E0,-3.799470067E-1,1.824734473E0
3.232975958E0,-9.932376146E-1,-1.473058224E0,-3.933856487E-1,1.819663089E0
3.235377885E0,-9.969027042E-1,-1.460841179E0,-4.080459774E-1,1.815040901E0
3.237780593E0,-9.993461370E-1,-1.444959164E0,-4.239279926E-1,1.807294837E0
3.240184187E0,-1.001789451E0,-1.430298805E0,-4.422534108E-1,1.801367496E0
3.242586843E0,-1.001789451E0,-1.415638566E0,-4.593571424E-1,1.794052295E0
3.244988770E0,-1.005454540E0,-1.403421521E0,-4.776825607E-1,1.791287645E0
3.247391583E0,-1.007897973E0,-1.386317849E0,-4.947862923E-1,1.783970005E0
3.249795072E0,-1.007897973E0,-1.369214177E0,-5.131117105E-1,1.775919315E0
3.252197729E0,-1.010341406E0,-1.349667072E0,-5.265503526E-1,1.766252031E0
3.254599708E0,-1.011563063E0,-1.331341624E0,-5.412106514E-1,1.757452508E0
3.257002416E0,-1.011563063E0,-1.311794519E0,-5.534276366E-1,1.746524217E0
3.259405958E0,-1.014006495E0,-1.292247415E0,-5.619794726E-1,1.736068398E0
3.261808666E0,-1.015228152E0,-1.272700310E0,-5.705313683E-1,1.725097192E0
3.264210593E0,-1.016449809E0,-1.253153205E0,-5.790832043E-1,1.714322177E0
3.266613302E0,-1.014006495E0,-1.234827757E0,-5.851916671E-1,1.701604551E0
3.269016895E0,-1.017671585E0,-1.216502309E0,-5.900784731E-1,1.692254687E0
3.271419552E0,-1.015228152E0,-1.198176861E0,-5.949652195E-1,1.679374766E0
3.273821479E0,-1.011563063E0,-1.183516622E0,-5.998520255E-1,1.668470520E0
3.276224291E0,-1.006676316E0,-1.167634487E0,-6.035171151E-1,1.655596693E0
3.278627781E0,-1.003011227E0,-1.151752472E0,-6.059604883E-1,1.643092630E0
3.281030437E0,-9.981244206E-1,-1.137092113E0,-6.059604883E-1,1.629852431E0
3.283432416E0,-9.920159578E-1,-1.123653531E0,-6.084038615E-1,1.617667511E0
3.285835125E0,-9.834640622E-1,-1.108993173E0,-6.071822047E-1,1.601792012E0
3.288238666E0,-9.724688530E-1,-1.091889501E0,-6.047387719E-1,1.582285478E0
3.290641375E0,-9.565867782E-1,-1.072342396E0,-6.022953987E-1,1.558119452E0
3.293043302E0,-9.455915689E-1,-1.052795291E0,-6.010736823E-1,1.537468995E0
3.295446010E0,-9.297095537E-1,-1.029583097E0,-5.986303091E-1,1.510880357E0
3.297849604E0,-9.113841057E-1,-1.003927469E0,-5.961869359E-1,1.481192160E0
3.300252260E0,-8.906152844E-1,-9.721634388E-1,-5.925218463E-1,1.445468600E0
3.302654187E0,-8.661814332E-1,-9.330691695E-1,-5.888567567E-1,1.402726142E0
3.305057000E0,-8.393041492E-1,-8.915315866E-1,-5.864133835E-1,1.357623173E0
3.307460489E0,-8.050966859E-1,-8.451071978E-1,-5.851916671E-1,1.305693738E0
3.309863145E0,-7.672241330E-1,-7.962393761E-1,-5.827482939E-1,1.249890230E0
3.312265125E0,-7.232431769E-1,-7.473716140E-1,-5.839699507E-1,1.192755602E0
3.314667833E0,-6.768187881E-1,-7.009472251E-1,-5.851916671E-1,1.136600181E0
3.317071375E0,-6.230642200E-1,-6.581879258E-1,-5.888567567E-1,1.080820359E0
3.319474083E0,-5.656445622E-1,-6.154286265E-1,-5.937435627E-1,1.025298778E0
3.321876010E0,-5.057815313E-1,-5.714476109E-1,-5.986303091E-1,9.699100867E-1
3.324278718E0,-4.385883212E-1,-5.274665952E-1,-6.059604883E-1,9.152971310E-1
3.326682312E0,-3.713951409E-1,-4.798205197E-1,-6.096255779E-1,8.601194260E-1
3.329084968E0,-3.017585576E-1,-4.285093546E-1,-6.169557571E-1,8.095139902E-1
3.331486895E0,-2.260134816E-1,-3.747547865E-1,-6.218425035E-1,7.604020930E-1
3.333889708E0,-1.514901221E-1,-3.185568452E-1,-6.279509664E-1,7.202431095E-1
3.336293197E0,-7.207997888E-2,-2.611372173E-1,-6.340594292E-1,6.895067290E-1
3.338695854E0,7.330167107E-3,-1.976090819E-1,-6.377245188E-1,6.676792961E-1
3.341097833E0,8.674030751E-2,-1.365243644E-1,-6.401679516E-1,6.602861419E-1
3.343500541E0,1.673721522E-1,-8.032641560E-2,-6.426113248E-1,6.688909366E-1
3.345904083E0,2.431172132E-1,-2.290677279E-2,-6.426113248E-1,6.874445537E-1
3.348306791E0,3.188622594E-1,3.329117596E-2,-6.401679516E-1,7.159584130E-1
3.350708718E0,3.946073353E-1,8.704573661E-2,-6.377245188E-1,7.549731593E-1
3.353111427E0,4.666872919E-1,1.383569092E-1,-6.328377724E-1,7.983879438E-1
3.355515020E0,5.363239050E-1,1.896680743E-1,-6.279509664E-1,8.473132394E-1
3.357917677E0,5.998520255E-1,2.385358512E-1,-6.218425035E-1,8.963313584E-1
3.360319604E0,6.633801460E-1,2.861819267E-1,-6.145123243E-1,9.484717761E-1
3.362722416E0,7.244648337E-1,3.301629424E-1,-6.096255779E-1,1.002746333E0
3.365125906E0,7.831062078E-1,3.765873313E-1,-6.035171151E-1,1.057972712E0
3.367528562E0,8.344173431E-1,4.254551232E-1,-5.974085927E-1,1.110928166E0
3.369930541E0,8.820634484E-1,4.731011987E-1,-5.888567567E-1,1.161297960E0
3.372333250E0,9.248227477E-1,5.244123936E-1,-5.778614879E-1,1.210053458E0
3.374736791E0,9.626953006E-1,5.781669021E-1,-5.680879354E-1,1.258484450E0
3.377139500E0,9.956810474E-1,6.319214702E-1,-5.570927262E-1,1.304246065E0
3.379541427E0,1.021336675E0,6.844543815E-1,-5.473191738E-1,1.345795186E0
3.381944135E0,1.048213840E0,7.406523228E-1,-5.363239050E-1,1.391028917E0
3.384347729E0,1.068982720E0,7.907418013E-1,-5.241069198E-1,1.429225215E0
3.386750385E0,1.083643079E0,8.444963098E-1,-5.143333673E-1,1.466968013E0
3.389152312E0,1.097081661E0,8.982508779E-1,-5.033381581E-1,1.504590347E0
3.391555125E0,1.106855273E0,9.532271624E-1,-4.911212027E-1,1.541093980E0
3.393958614E0,1.116628766E0,1.009425044E0,-4.789042473E-1,1.579603747E0
3.396361270E0,1.122737288E0,1.064401388E0,-4.666872919E-1,1.615947512E0
3.398763250E0,1.125180602E0,1.114490867E0,-4.532486796E-1,1.647287359E0
3.401165958E0,1.128845692E0,1.159693480E0,-4.398100376E-1,1.677085100E0
3.403569500E0,1.132510781E0,1.193900943E0,-4.263713956E-1,1.699933145E0
3.405972208E0,1.133732557E0,1.221999884E0,-4.129327536E-1,1.717307976E0
3.408374135E0,1.137397647E0,1.246433854E0,-3.994941115E-1,1.734031806E0
3.410776843E0,1.141062737E0,1.265980959E0,-3.836120665E-1,1.746965991E0
3.413180437E0,1.143506050E0,1.286749721E0,-3.665083647E-1,1.760016850E0
3.415583093E0,1.148392797E0,1.308740258E0,-3.494046330E-1,1.775863361E0
3.417985020E0,1.152057886E0,1.333174109E0,-3.298575282E-1,1.792594926E0
3.420387833E0,1.156944752E0,1.356386304E0,-3.090887070E-1,1.809375802E0
3.422791322E0,1.160609841E0,1.380820274E0,-2.883199155E-1,1.826693244E0
3.425193979E0,1.164274931E0,1.404032469E0,-2.663294077E-1,1.843305358E0
3.427595958E0,1.171604991E0,1.424801230E0,-2.431172132E-1,1.860597426E0
3.429998666E0,1.180156946E0,1.443126678E0,-2.223484069E-1,1.877451422E0
3.432402208E0,1.189930439E0,1.459008694E0,-1.991362125E-1,1.893223719E0
3.434804916E0,1.197260618E0,1.474890709E0,-1.747023165E-1,1.907683540E0
3.437206843E0,1.208255887E0,1.491994381E0,-1.502684206E-1,1.925749236E0
3.439609552E0,1.219251156E0,1.505433083E0,-1.258345395E-1,1.941323383E0
3.442013145E0,1.233911514E0,1.521315098E0,-1.001789495E-1,1.961370203E0
3.444415802E0,1.247350097E0,1.537197113E0,-7.330167294E-2,1.980967027E0
3.446817729E0,1.262010455E0,1.554300904E0,-4.764608666E-2,2.002696143E0
3.449220541E0,1.277892470E0,1.571404576E0,-1.954711229E-2,2.025513169E0
3.451624031E0,1.290109396E0,1.584843159E0,9.773556143E-3,2.043576672E0
3.454026687E0,1.303548098E0,1.597060204E0,3.665083647E-2,2.061839523E0
3.456428666E0,1.318208337E0,1.612942219E0,6.352811307E-2,2.084056535E0
3.458831375E0,1.332868695E0,1.625159144E0,8.796200156E-2,2.103667872E0
3.461234916E0,1.347529054E0,1.638597727E0,1.111742035E-1,2.124428574E0
3.463637625E0,1.360967636E0,1.656923175E0,1.331647038E-1,2.148338929E0
3.466039552E0,1.374406338E0,1.676470280E0,1.514901221E-1,2.173130147E0
3.468442260E0,1.386623263E0,1.696017385E0,1.685938388E-1,2.197185228E0
3.470845854E0,1.397618532E0,1.716786265E0,1.844758689E-1,2.221423865E0
3.473248510E0,1.404948711E0,1.739998460E0,1.991362125E-1,2.245246257E0
3.475650437E0,1.411057115E0,1.763210654E0,2.125748396E-1,2.268299375E0
3.478053250E0,1.415943980E0,1.788866162E0,2.260134816E-1,2.292601491E0
3.480456739E0,1.418387294E0,1.815743446E0,2.382304370E-1,2.316355007E0
3.482859395E0,1.415943980E0,1.848729253E0,2.516690791E-1,2.342228539E0
3.485261375E0,1.413500547E0,1.881714940E0,2.651077211E-1,2.368357451E0
3.487664083E0,1.408613801E0,1.915922403E0,2.785463631E-1,2.394272243E0
3.490067625E0,1.401283622E0,1.955016613E0,2.944283783E-1,2.423298128E0
3.492470333E0,1.391510010E0,1.995332599E0,3.103103936E-1,2.452334567E0
3.494872260E0,1.381736517E0,2.039313555E0,3.274141252E-1,2.484994082E0
3.497274968E0,1.369519591E0,2.080851078E0,3.445178568E-1,2.514799728E0
3.499678562E0,1.356080890E0,2.123610497E0,3.640649617E-1,2.545824074E0
3.502081218E0,1.341420531E0,2.167591572E0,3.836120665E-1,2.577793724E0
3.504483145E0,1.325538516E0,2.212794304E0,4.031592011E-1,2.610756276E0
3.506885958E0,1.314543247E0,2.257996798E0,4.239279926E-1,2.646939446E0
3.509289447E0,1.298661232E0,2.308086395E0,4.446968138E-1,2.685430889E0
3.511692104E0,1.287665963E0,2.358175755E0,4.654656053E-1,2.726854369E0
3.514094083E0,1.279114127E0,2.413151979E0,4.862344265E-1,2.774141190E0
3.516496791E0,1.266897202E0,2.466906548E0,5.070032477E-1,2.819168091E0
3.518900333E0,1.258345366E0,2.524326324E0,5.277720094E-1,2.869529534E0
3.521303041E0,1.247350097E0,2.584189415E0,5.460974574E-1,2.920982648E0
3.523704968E0,1.237576604E0,2.639165640E0,5.644228458E-1,2.969067913E0
3.526107677E0,1.224137902E0,2.690476656E0,5.827482939E-1,3.012768463E0
3.528511270E0,1.204590797E0,2.735679388E0,5.998520255E-1,3.048737961E0
3.530913927E0,1.185043693E0,2.777217150E0,6.169557571E-1,3.081866002E0
3.533315854E0,1.150836229E0,2.810202837E0,6.328377724E-1,3.101958681E0
3.535718666E0,1.111742020E0,2.834636688E0,6.487197876E-1,3.113193350E0
3.538122156E0,1.068982720E0,2.854183912E0,6.633801460E-1,3.119160637E0
3.540524812E0,1.018893242E0,2.867622375E0,6.768187881E-1,3.117608891E0
3.542926791E0,9.626953006E-1,2.873730898E0,6.865923405E-1,3.107494257E0
3.545329500E0,8.979454637E-1,2.873730898E0,6.927008033E-1,3.089412522E0
3.547733041E0,8.307522535E-1,2.876174212E0,6.890357137E-1,3.072018492E0
3.550135750E0,7.598940134E-1,2.900608301E0,6.694886088E-1,3.072325247E0
3.552537677E0,6.865923405E-1,2.927485466E0,6.377245188E-1,3.073804281E0
3.554940385E0,6.071822047E-1,2.939702511E0,6.010736823E-1,3.061341316E0
3.557343979E0,5.326588154E-1,2.932372332E0,5.583143830E-1,3.032201816E0
3.559746635E0,4.605788291E-1,2.907938480E0,5.155550838E-1,2.988985799E0
3.562148562E0,3.884988427E-1,2.871287584E0,4.703523815E-1,2.935379891E0
3.564551375E0,3.237490356E-1,2.822419643E0,4.239279926E-1,2.872382465E0
3.566954864E0,2.589992285E-1,2.765000105E0,3.762819171E-1,2.802480020E0
3.569357520E0,2.003578991E-1,2.705137014E0,3.249707520E-1,2.731943547E0
3.571759500E0,1.563768983E-1,2.645274162E0,2.602209449E-1,2.662638554E0
3.574162208E0,1.185043678E-1,2.575637579E0,1.856975704E-1,2.585040776E0
3.576565750E0,9.651386738E-2,2.504779100E0,1.111742035E-1,2.509102025E0
3.578968458E0,8.185353130E-2,2.430255890E0,3.665083647E-2,2.431910149E0
3.581370385E0,7.085828483E-2,2.360619307E0,-3.054236248E-2,2.361880023E0
3.583773093E0,6.474980712E-2,2.294647694E0,-8.796200156E-2,2.297245718E0
3.586176687E0,5.741964281E-2,2.236006498E0,-1.331647038E-1,2.240704111E0
3.588579343E0,4.764608666E-2,2.185916901E0,-1.661504507E-1,2.192740025E0
3.590981270E0,3.542914242E-2,2.141935825E0,-1.918060333E-1,2.150798423E0
3.593384083E0,2.809897438E-2,2.099176645E0,-2.113531530E-1,2.109976847E0
3.595787572E0,2.076880634E-2,2.051530600E0,-2.260134816E-1,2.064047296E0
3.598190229E0,1.710372418E-2,2.005106211E0,-2.357870489E-1,2.018994548E0
3.600592208E0,1.588202827E-2,1.956238389E0,-2.431172132E-1,1.971351529E0
3.602994916E0,1.588202827E-2,1.898818731E0,-2.455606014E-1,1.914697058E0
3.605398458E0,1.588202827E-2,1.830403805E0,-2.431172132E-1,1.846547131E0
3.607801166E0,1.954711229E-2,1.753437042E0,-2.370087355E-1,1.769490517E0
3.610203093E0,1.954711229E-2,1.672805190E0,-2.296785712E-1,1.688612312E0
3.612605802E0,2.321219631E-2,1.587286592E0,-2.174616307E-1,1.602281839E0
3.615009395E0,2.809897438E-2,1.496881247E0,-2.028012872E-1,1.510818116E0
3.617412052E0,3.176405653E-2,1.408919215E0,-1.820324808E-1,1.420984917E0
3.619813979E0,3.054236248E-2,1.322178841E0,-1.600419879E-1,1.332179853E0
3.622216791E0,3.665083647E-2,1.240325332E0,-1.331647038E-1,1.247991607E0
3.624620281E0,4.031591862E-2,1.162136912E0,-1.050657257E-1,1.167572860E0
3.627022937E0,4.398100078E-2,1.090056896E0,-7.452336699E-2,1.093486213E0
3.629424916E0,4.886778072E-2,1.019198656E0,-4.153761268E-2,1.021214637E0
3.631827625E0,5.619794875E-2,9.544488192E-1,-9.773556143E-3,9.561518082E-1
3.634231166E0,5.741964281E-2,8.933641315E-1,2.199050039E-2,8.954775647E-1
3.636633875E0,6.474980712E-2,8.359444737E-1,5.253286287E-2,8.400924963E-1
3.639035802E0,6.963659078E-2,7.895200849E-1,8.307522535E-2,7.969270432E-1
3.641438510E0,7.452336699E-2,7.504258752E-1,1.172826737E-1,7.631827775E-1
3.643842104E0,8.063183725E-2,7.186617851E-1,1.539335102E-1,7.393725584E-1
3.646244760E0,8.429691941E-2,6.868977547E-1,1.893626451E-1,7.174905626E-1
3.648646687E0,9.040539712E-2,6.624638438E-1,2.260134816E-1,7.057716161E-1
3.651049500E0,9.529217333E-2,6.404733658E-1,2.614426315E-1,6.983115208E-1
3.653452989E0,1.014006436E-1,6.258130074E-1,2.956500649E-1,6.995233889E-1
3.655855645E0,1.075091213E-1,6.233696342E-1,3.261924386E-1,7.117228526E-1
3.658257625E0,1.294996142E-1,7.003363967E-1,3.347443044E-1,7.869529643E-1
3.660660333E0,1.685938388E-1,8.774821162E-1,3.176405728E-1,9.483112781E-1
3.663063875E0,1.966928244E-1,1.037524104E0,2.993151546E-1,1.097603706E0
3.665466583E0,1.893626451E-1,1.072953224E0,2.846548259E-1,1.126106213E0
3.667868510E0,1.453816444E-1,9.715525508E-1,2.736595869E-1,1.019774363E0
3.670271218E0,1.001789495E-1,8.689302206E-1,2.602209449E-1,9.125735534E-1
3.672674812E0,7.696675509E-2,8.640434742E-1,2.467822880E-1,9.018849729E-1
3.675077468E0,7.207997888E-2,9.300149679E-1,2.406738251E-1,9.633520924E-1
3.677479395E0,7.207997888E-2,1.014311910E0,2.455606014E-1,1.046099509E0
3.679882208E0,6.841489673E-2,1.077839971E0,2.602209449E-1,1.110916082E0
3.682285697E0,5.986303091E-2,1.104717255E0,2.785463631E-1,1.140864528E0
3.684688354E0,4.275930673E-2,1.099830508E0,2.968717813E-1,1.139994895E0
3.687090281E0,2.932066843E-2,1.077839971E0,3.017585576E-1,1.119668224E0
3.689493093E0,1.954711229E-2,1.065623045E0,3.042019308E-1,1.108365183E0
3.691896583E0,1.710372418E-2,1.063179612E0,3.090887070E-1,1.107329786E0
3.694299239E0,1.588202827E-2,1.063179612E0,3.151971996E-1,1.109032191E0
3.696701218E0,1.099525020E-2,1.064401388E0,3.237490356E-1,1.112602646E0
3.699103927E0,-0.000000000E0,1.054627776E0,3.347443044E-1,1.106477969E0
3.701507520E0,-1.588202827E-2,1.038745761E0,3.445178568E-1,1.094503334E0
3.703910177E0,-3.054236248E-2,1.016755223E0,3.506263196E-1,1.075947413E0
3.706312104E0,-5.008947477E-2,9.923213720E-1,3.506263196E-1,1.053636311E0
3.708714812E0,-7.085828483E-2,9.703308940E-1,3.432961702E-1,1.031704997E0
3.711118406E0,-9.407047927E-2,9.556705356E-1,3.335226178E-1,1.016559277E0
3.713521062E0,-1.221694499E-1,9.422318935E-1,3.213056624E-1,1.002977390E0
3.715922989E0,-1.539335102E-1,9.336800575E-1,3.066453338E-1,9.947287751E-1
3.718325802E0,-1.942494214E-1,9.300149679E-1,2.919849753E-1,9.939395877E-1
3.720729291E0,-2.370087355E-1,9.300149679E-1,2.773246467E-1,9.990044749E-1
3.723131947E0,-2.773246467E-1,9.349017143E-1,2.614426315E-1,1.009605084E0
3.725533927E0,-3.200839758E-1,9.422318935E-1,2.443388999E-1,1.024673700E0
3.727936635E0,-3.628432751E-1,9.544488192E-1,2.296785712E-1,1.046604050E0
3.730340177E0,-4.007157981E-1,9.666658044E-1,2.137965411E-1,1.068047232E0
3.732742885E0,-4.324798584E-1,9.752176404E-1,2.003578991E-1,1.085463754E0
3.735144812E0,-4.593571424E-1,9.776610136E-1,1.869192570E-1,1.096252184E0
3.737547520E0,-4.862344265E-1,9.752176404E-1,1.759240031E-1,1.103821824E0
3.739951114E0,-5.057815313E-1,9.691091776E-1,1.661504507E-1,1.105709513E0
3.742353770E0,-5.179984570E-1,9.556705356E-1,1.600419879E-1,1.098745654E0
3.744755697E0,-5.265503526E-1,9.361234307E-1,1.575985998E-1,1.085550400E0
3.747158510E0,-5.289937258E-1,9.116895199E-1,1.588202864E-1,1.065943726E0
3.749562000E0,-5.277720094E-1,8.848122358E-1,1.612636745E-1,1.042804852E0
3.751964708E0,-5.204418898E-1,8.542698622E-1,1.673721522E-1,1.014223937E0
3.754366635E0,-5.118899941E-1,8.176190853E-1,1.734806150E-1,9.801162475E-1
3.756769343E0,-5.033381581E-1,7.748597264E-1,1.795890927E-1,9.412805848E-1
