Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s)
4.766911682E1,1.991362125E-1,3.399364948E-1,-7.207997888E-2,4.005091447E-1
4.767152031E1,1.918060333E-1,3.558185399E-1,-7.452336699E-2,4.110354242E-1
4.767392302E1,1.856975704E-1,3.717005551E-1,-7.696675509E-2,4.225739837E-1
4.767632495E1,1.808107942E-1,3.863608837E-1,-7.941014320E-2,4.339046515E-1
4.767872776E1,1.771457046E-1,4.010212123E-1,-7.941014320E-2,4.455385329E-1
4.768113125E1,1.747023165E-1,4.156815708E-1,-8.063183725E-2,4.580541025E-1
4.768353396E1,1.722589284E-1,4.327852726E-1,-7.941014320E-2,4.725274610E-1
4.768593588E1,1.698155403E-1,4.511106908E-1,-8.063183725E-2,4.887122531E-1
4.768833870E1,1.710372269E-1,4.706578255E-1,-8.185353130E-2,5.074175029E-1
4.769074219E1,1.710372269E-1,4.963133931E-1,-8.185353130E-2,5.313009672E-1
4.769314484E1,1.734806150E-1,5.231906772E-1,-8.307522535E-2,5.574275751E-1
4.769554682E1,1.759240031E-1,5.500679612E-1,-8.551861346E-2,5.838128554E-1
4.769794953E1,1.771457046E-1,5.793886185E-1,-8.796200156E-2,6.122165349E-1
4.770035312E1,1.832541823E-1,6.111527085E-1,-9.040539712E-2,6.444089263E-1
4.770275578E1,1.918060333E-1,6.429167390E-1,-9.162709117E-2,6.771462261E-1
4.770515776E1,2.003578991E-1,6.759024858E-1,-9.529217333E-2,7.113846051E-1
4.770756047E1,2.125748396E-1,7.076665759E-1,-9.773556143E-2,7.453403820E-1
4.770996406E1,2.235700935E-1,7.394306064E-1,-1.014006436E-1,7.791169995E-1
4.771236672E1,2.321219593E-1,7.675296068E-1,-1.038440317E-1,8.085579041E-1
4.771476870E1,2.455606014E-1,7.944068313E-1,-1.062874198E-1,8.382596484E-1
4.771717140E1,2.528907657E-1,8.188407421E-1,-1.123958975E-1,8.643417947E-1
4.771957500E1,2.614426315E-1,8.396095634E-1,-1.160609797E-1,8.869986581E-1
4.772197766E1,2.675510943E-1,8.554915786E-1,-1.197260618E-1,9.043139714E-1
4.772437963E1,2.736595869E-1,8.689302206E-1,-1.258345395E-1,9.196540812E-1
4.772678234E1,2.736595869E-1,8.762603998E-1,-1.319430023E-1,9.274323769E-1
4.772918594E1,2.748812735E-1,8.799254894E-1,-1.368297935E-1,9.319608221E-1
4.773158859E1,2.675510943E-1,8.787037730E-1,-1.441599578E-1,9.297773939E-1
4.773399057E1,2.565558553E-1,8.762603998E-1,-1.478250325E-1,9.249353682E-1
4.773639328E1,2.455606014E-1,8.713735938E-1,-1.539335102E-1,9.183068520E-1
4.773879687E1,2.321219593E-1,8.579349518E-1,-1.588202864E-1,9.028603817E-1
4.774119953E1,2.162399292E-1,8.432746530E-1,-1.624853760E-1,8.855920871E-1
4.774360146E1,2.015796006E-1,8.249492049E-1,-1.673721522E-1,8.655570249E-1
4.774600427E1,1.808107942E-1,8.017370105E-1,-1.710372269E-1,8.394810958E-1
4.774840776E1,1.637070626E-1,7.773031592E-1,-1.710372269E-1,8.125601127E-1
4.775081047E1,1.404948682E-1,7.430956960E-1,-1.722589284E-1,7.756308141E-1
4.775321240E1,1.160609797E-1,7.088882327E-1,-1.734806150E-1,7.389778084E-1
4.775561521E1,9.284878522E-2,6.685723066E-1,-1.722589284E-1,6.966225409E-1
4.775801870E1,6.474980712E-2,6.258130074E-1,-1.698155403E-1,6.516684551E-1
4.776042140E1,4.275930673E-2,5.806103349E-1,-1.685938388E-1,6.061027980E-1
4.776282333E1,1.099525020E-2,5.317425132E-1,-1.661504507E-1,5.572046017E-1
4.776522614E1,-1.832541823E-2,4.840964675E-1,-1.612636745E-1,5.105792627E-1
4.776762963E1,-4.520269856E-2,4.327852726E-1,-1.575985998E-1,4.627998431E-1
4.777003234E1,-7.696675509E-2,3.863608837E-1,-1.527118087E-1,4.225156924E-1
4.777243427E1,-1.038440317E-1,3.411581814E-1,-1.478250325E-1,3.860372105E-1
4.777483708E1,-1.319430023E-1,2.971771955E-1,-1.417165697E-1,3.546925817E-1
4.777724057E1,-1.600419879E-1,2.556395829E-1,-1.368297935E-1,3.311909217E-1
4.777964328E1,-1.808107942E-1,2.189887464E-1,-1.331647038E-1,3.136581781E-1
4.778204521E1,-2.064663768E-1,1.847812980E-1,-1.319430023E-1,3.068899619E-1
4.778444802E1,-2.247917950E-1,1.542389393E-1,-1.294996142E-1,3.018131070E-1
4.778685151E1,-2.418955117E-1,1.298050433E-1,-1.270562261E-1,3.024997066E-1
4.778925416E1,-2.589992285E-1,1.065928489E-1,-1.270562261E-1,3.075482407E-1
4.779165615E1,-2.712161839E-1,8.582404256E-2,-1.270562261E-1,3.115562057E-1
4.779405885E1,-2.785463631E-1,7.116370648E-2,-1.246128380E-1,3.133380107E-1
4.779646245E1,-2.846548259E-1,5.650337040E-2,-1.233911440E-1,3.153511934E-1
4.779886510E1,-2.883199155E-1,4.306473210E-2,-1.209477559E-1,3.156125861E-1
4.780126708E1,-2.907632887E-1,2.596100792E-2,-1.185043678E-1,3.150564222E-1
4.780366979E1,-2.883199155E-1,8.857285604E-3,-1.148392856E-1,3.104752594E-1
4.780607338E1,-2.846548259E-1,-1.191152167E-2,-1.111742035E-1,3.058266793E-1
4.780847604E1,-2.822114229E-1,-3.512371704E-2,-1.075091213E-1,3.040315344E-1
4.781087802E1,-2.773246467E-1,-5.833591148E-2,-1.014006436E-1,3.009885858E-1
4.781328073E1,-2.724378705E-1,-8.276980370E-2,-9.407047927E-2,2.998707868E-1
4.781568432E1,-2.675510943E-1,-1.084253863E-1,-8.551861346E-2,3.010865086E-1
4.781808698E1,-2.614426315E-1,-1.328592747E-1,-7.941014320E-2,3.038252907E-1
4.782048896E1,-2.565558553E-1,-1.609582454E-1,-6.963659078E-2,3.107695584E-1
4.782289166E1,-2.528907657E-1,-1.890572309E-1,-6.108472496E-2,3.216018028E-1
4.782529526E1,-2.516690791E-1,-2.208212912E-1,-5.375456065E-2,3.391001634E-1
4.782769792E1,-2.492256761E-1,-2.513636351E-1,-4.764608666E-2,3.571655977E-1
4.783009990E1,-2.492256761E-1,-2.843494117E-1,-4.398100078E-2,3.806604182E-1
4.783250260E1,-2.480039895E-1,-3.173351586E-1,-4.153761268E-2,4.048863482E-1
4.783490620E1,-2.467822880E-1,-3.503209054E-1,-4.031591862E-2,4.304086520E-1
4.783730885E1,-2.492256761E-1,-3.820849657E-1,-3.909422457E-2,4.578544714E-1
4.783971078E1,-2.492256761E-1,-4.138490260E-1,-4.153761268E-2,4.848812506E-1
4.784211359E1,-2.467822880E-1,-4.431696832E-1,-4.275930673E-2,5.090473692E-1
4.784451708E1,-2.467822880E-1,-4.712686539E-1,-4.520269856E-2,5.338903686E-1
4.784691979E1,-2.455606014E-1,-4.969242513E-1,-4.642439261E-2,5.562274218E-1
4.784932172E1,-2.431172132E-1,-5.152496696E-1,-5.131116882E-2,5.720323744E-1
4.785172453E1,-2.418955117E-1,-5.311316848E-1,-5.497625470E-2,5.862053341E-1
4.785412802E1,-2.394521236E-1,-5.396835804E-1,-5.741964281E-2,5.932054466E-1
4.785653073E1,-2.357870489E-1,-5.470137000E-1,-5.864133686E-2,5.985468460E-1
4.785893266E1,-2.309002578E-1,-5.470137000E-1,-5.864133686E-2,5.966386875E-1
4.786133547E1,-2.260134816E-1,-5.421269536E-1,-5.864133686E-2,5.902732707E-1
4.786373896E1,-2.199050188E-1,-5.360184908E-1,-5.741964281E-2,5.822122080E-1
4.786614166E1,-2.125748396E-1,-5.250232220E-1,-5.619794875E-2,5.692061625E-1
4.786854359E1,-2.064663768E-1,-5.128062963E-1,-5.253286287E-2,5.553002467E-1
4.787094641E1,-1.966928244E-1,-4.993676245E-1,-4.886778072E-2,5.389287073E-1
4.787334990E1,-1.881409585E-1,-4.834856093E-1,-4.275930673E-2,5.205609599E-1
4.787575260E1,-1.783674061E-1,-4.663818777E-1,-3.909422457E-2,5.008546154E-1
4.787815453E1,-1.685938388E-1,-4.517215490E-1,-3.298575059E-2,4.832849057E-1
4.788055734E1,-1.600419879E-1,-4.321744442E-1,-2.565558441E-2,4.615694933E-1
4.788296083E1,-1.514901221E-1,-4.126273096E-1,-1.710372418E-2,4.398898624E-1
4.788536349E1,-1.429382563E-1,-3.918585181E-1,-1.099525020E-2,4.172593185E-1
4.788776547E1,-1.307213157E-1,-3.735330999E-1,-4.886778072E-3,3.957763506E-1
4.789016818E1,-1.221694499E-1,-3.515425920E-1,1.221694518E-3,3.721680549E-1
4.789257177E1,-1.148392856E-1,-3.319954872E-1,6.108472589E-3,3.513493681E-1
4.789497443E1,-1.062874198E-1,-3.112266660E-1,1.099525020E-2,3.290591873E-1
4.789737640E1,-1.014006436E-1,-2.880144715E-1,1.466033421E-2,3.056948670E-1
4.789977911E1,-9.773556143E-2,-2.684673667E-1,1.710372418E-2,2.862158352E-1
4.790218271E1,-9.040539712E-2,-2.452551723E-1,1.954711229E-2,2.621170062E-1
4.790458536E1,-8.674030751E-2,-2.244863659E-1,2.199050039E-2,2.416642124E-1
4.790698734E1,-8.307522535E-2,-2.049392611E-1,2.321219631E-2,2.223519729E-1
4.790939005E1,-8.063183725E-2,-1.829487532E-1,2.321219631E-2,2.012723169E-1
4.791179364E1,-8.063183725E-2,-1.634016484E-1,2.321219631E-2,1.836855953E-1
4.791419630E1,-7.941014320E-2,-1.450762302E-1,2.443389036E-2,1.671828293E-1
4.791659828E1,-8.063183725E-2,-1.267508119E-1,2.321219631E-2,1.520068010E-1
4.791900099E1,-7.941014320E-2,-1.096470803E-1,2.199050039E-2,1.371569727E-1
4.792140458E1,-8.063183725E-2,-9.132166207E-2,2.199050039E-2,1.237930582E-1
4.792380724E1,-8.185353130E-2,-7.788302749E-2,1.954711229E-2,1.146641014E-1
4.792620922E1,-8.185353130E-2,-6.322269142E-2,1.832541823E-2,1.050377563E-1
4.792861193E1,-8.185353130E-2,-5.344913527E-2,1.832541823E-2,9.946170922E-2
4.793101547E1,-8.185353130E-2,-4.611896724E-2,1.588202827E-2,9.528482853E-2
4.793341818E1,-7.696675509E-2,-4.123219103E-2,1.221694518E-2,8.816591584E-2
4.793582010E1,-7.696675509E-2,-4.245388508E-2,1.099525020E-2,8.858391092E-2
4.793822292E1,-7.330167294E-2,-4.611896724E-2,8.551862091E-3,8.702429971E-2
4.794062640E1,-6.963659078E-2,-5.222744122E-2,4.886778072E-3,8.718280216E-2
4.794302911E1,-6.719319522E-2,-6.077930331E-2,-1.221694518E-3,9.061203967E-2
4.794543104E1,-6.474980712E-2,-7.299624383E-2,-7.330167107E-3,9.785050069E-2
4.794783385E1,-6.352811307E-2,-8.276980370E-2,-1.221694518E-2,1.050519648E-1
4.795023734E1,-5.864133686E-2,-9.254335612E-2,-1.710372418E-2,1.108856011E-1
4.795264005E1,-6.108472496E-2,-1.010952219E-1,-2.443389036E-2,1.206175879E-1
4.795504198E1,-6.352811307E-2,-1.059819981E-1,-3.054236248E-2,1.272825243E-1
4.795744479E1,-6.108472496E-2,-1.120904684E-1,-3.787253052E-2,1.331538407E-1
4.795984828E1,-6.230641901E-2,-1.157555580E-1,-4.520269856E-2,1.390133915E-1
4.796225094E1,-6.597150117E-2,-1.157555580E-1,-4.886778072E-2,1.419142282E-1
4.796465292E1,-6.719319522E-2,-1.145338640E-1,-5.619794875E-2,1.441913344E-1
4.796705562E1,-6.719319522E-2,-1.108687744E-1,-6.230641901E-2,1.438363670E-1
4.796945922E1,-6.719319522E-2,-1.084253863E-1,-6.841489673E-2,1.447466337E-1
4.797186187E1,-6.963659078E-2,-1.035386100E-1,-7.330167294E-2,1.447156999E-1
4.797426385E1,-6.963659078E-2,-9.865183383E-2,-7.818844914E-2,1.438571259E-1
4.797666656E1,-6.963659078E-2,-9.254335612E-2,-8.063183725E-2,1.411205893E-1
4.797907016E1,-7.207997888E-2,-8.765657991E-2,-8.429691941E-2,1.413689145E-1
4.798147281E1,-7.452336699E-2,-8.521319181E-2,-8.796200156E-2,1.433608524E-1
4.798387479E1,-7.452336699E-2,-8.276980370E-2,-9.040539712E-2,1.434493237E-1
4.798627750E1,-7.696675509E-2,-7.910472155E-2,-9.284878522E-2,1.442301469E-1
4.798868109E1,-8.063183725E-2,-7.666133344E-2,-9.529217333E-2,1.464890833E-1
4.799108375E1,-8.429691941E-2,-7.421794534E-2,-9.895725548E-2,1.496890525E-1
4.799348573E1,-8.674030751E-2,-7.299624383E-2,-9.895725548E-2,1.504821284E-1
4.799588844E1,-9.040539712E-2,-7.299624383E-2,-1.014006436E-1,1.542195771E-1
4.799829203E1,-9.529217333E-2,-7.177454978E-2,-1.038440317E-1,1.581637355E-1
4.800069469E1,-1.001789495E-1,-7.055285573E-2,-1.075091213E-1,1.630084002E-1
4.800309666E1,-1.026223376E-1,-6.933116168E-2,-1.099525094E-1,1.656131290E-1
4.800549937E1,-1.075091213E-1,-7.177454978E-2,-1.123958975E-1,1.712969204E-1
4.800790297E1,-1.148392856E-1,-7.055285573E-2,-1.160609797E-1,1.778648868E-1
4.801030562E1,-1.197260618E-1,-7.177454978E-2,-1.197260618E-1,1.839028161E-1
4.801270755E1,-1.270562261E-1,-7.177454978E-2,-1.221694499E-1,1.903161714E-1
4.801511036E1,-1.307213157E-1,-7.055285573E-2,-1.270562261E-1,1.954713596E-1
4.801751385E1,-1.331647038E-1,-7.177454978E-2,-1.331647038E-1,2.015372489E-1
4.801991656E1,-1.392731816E-1,-7.299624383E-2,-1.380514801E-1,2.092455062E-1
4.802231849E1,-1.417165697E-1,-7.666133344E-2,-1.429382563E-1,2.153877695E-1
4.802472130E1,-1.441599578E-1,-7.910472155E-2,-1.478250325E-1,2.211151072E-1
4.802712479E1,-1.478250325E-1,-7.910472155E-2,-1.527118087E-1,2.267833629E-1
4.802952750E1,-1.466033459E-1,-8.276980370E-2,-1.588202864E-1,2.314460300E-1
4.803192943E1,-1.478250325E-1,-8.399149776E-2,-1.600419879E-1,2.334957169E-1
4.803433224E1,-1.466033459E-1,-8.643488586E-2,-1.649287641E-1,2.369916196E-1
4.803673573E1,-1.441599578E-1,-8.887827396E-2,-1.661504507E-1,2.372496855E-1
4.803913844E1,-1.429382563E-1,-9.009996802E-2,-1.661504507E-1,2.369711409E-1
4.804154036E1,-1.417165697E-1,-9.132166207E-2,-1.649287641E-1,2.358489544E-1
4.804394318E1,-1.392731816E-1,-9.620844573E-2,-1.637070626E-1,2.354847903E-1
4.804634666E1,-1.368297935E-1,-9.865183383E-2,-1.588202864E-1,2.316861240E-1
4.804874937E1,-1.307213157E-1,-1.035386100E-1,-1.539335102E-1,2.269445565E-1
4.805115130E1,-1.294996142E-1,-1.120904684E-1,-1.490467340E-1,2.270448240E-1
4.805355411E1,-1.270562261E-1,-1.206423342E-1,-1.429382563E-1,2.261176740E-1
4.805595760E1,-1.221694499E-1,-1.279724985E-1,-1.368297935E-1,2.236620827E-1
4.805836026E1,-1.221694499E-1,-1.401894391E-1,-1.294996142E-1,2.266023023E-1
4.806076224E1,-1.221694499E-1,-1.499630064E-1,-1.233911440E-1,2.294333284E-1
4.806316495E1,-1.197260618E-1,-1.585148573E-1,-1.172826737E-1,2.306870508E-1
4.806556854E1,-1.197260618E-1,-1.658450365E-1,-1.111742035E-1,2.328059482E-1
4.806797120E1,-1.209477559E-1,-1.707318127E-1,-1.050657257E-1,2.341292768E-1
4.807037318E1,-1.209477559E-1,-1.805053651E-1,-9.895725548E-2,2.387531883E-1
4.807277588E1,-1.233911440E-1,-1.890572309E-1,-9.529217333E-2,2.450481775E-1
4.807517948E1,-1.233911440E-1,-1.963873953E-1,-8.918370306E-2,2.484896705E-1
4.807758213E1,-1.246128380E-1,-2.061609477E-1,-8.551861346E-2,2.556249773E-1
4.807998411E1,-1.270562261E-1,-2.134911120E-1,-8.185353130E-2,2.615754960E-1
4.808238682E1,-1.282779276E-1,-2.232646793E-1,-7.941014320E-2,2.694593004E-1
4.808479042E1,-1.294996142E-1,-2.342599183E-1,-7.696675509E-2,2.785170386E-1
4.808719307E1,-1.294996142E-1,-2.440334857E-1,-7.452336699E-2,2.861402181E-1
4.808959505E1,-1.307213157E-1,-2.538070381E-1,-7.085828483E-2,2.941546727E-1
4.809199776E1,-1.294996142E-1,-2.599155009E-1,-6.841489673E-2,2.983401009E-1
4.809440135E1,-1.294996142E-1,-2.672456801E-1,-6.597150117E-2,3.042082224E-1
4.809680401E1,-1.282779276E-1,-2.709107697E-1,-6.474980712E-2,3.066600877E-1
4.809920594E1,-1.282779276E-1,-2.733541429E-1,-6.108472496E-2,3.080731371E-1
4.810160875E1,-1.246128380E-1,-2.757975459E-1,-5.864133686E-2,3.082717180E-1
4.810401224E1,-1.185043678E-1,-2.733541429E-1,-5.619794875E-2,3.031896800E-1
4.810641495E1,-1.160609797E-1,-2.733541429E-1,-5.375456065E-2,3.017982625E-1
4.810881687E1,-1.111742035E-1,-2.709107697E-1,-5.131116882E-2,2.972964593E-1
4.811121969E1,-1.014006436E-1,-2.684673667E-1,-4.886778072E-2,2.911097345E-1
4.811362318E1,-9.284878522E-2,-2.648022771E-1,-4.520269856E-2,2.842260136E-1
4.811602588E1,-8.796200156E-2,-2.586938143E-1,-4.398100078E-2,2.767564483E-1
4.811842781E1,-7.818844914E-2,-2.538070381E-1,-4.153761268E-2,2.688062860E-1
4.812083062E1,-6.963659078E-2,-2.476985604E-1,-3.909422457E-2,2.602540873E-1
4.812323411E1,-6.230641901E-2,-2.403683960E-1,-3.787253052E-2,2.511839649E-1
4.812563682E1,-5.375456065E-2,-2.318165302E-1,-3.542914242E-2,2.405902754E-1
4.812803875E1,-4.520269856E-2,-2.220429778E-1,-3.542914242E-2,2.293503697E-1
4.813044156E1,-3.665083647E-2,-2.098260373E-1,-3.176405653E-2,2.153583178E-1
4.813284505E1,-2.565558441E-2,-1.951656938E-1,-3.298575059E-2,1.995893704E-1
4.813524771E1,-1.710372418E-2,-1.792836636E-1,-2.932066843E-2,1.824688221E-1
4.813764969E1,-9.773556143E-3,-1.621799469E-1,-2.932066843E-2,1.650986347E-1
4.814005250E1,-4.886778072E-3,-1.438545287E-1,-2.809897438E-2,1.466545546E-1
4.814245599E1,2.443389036E-3,-1.243074164E-1,-2.687728032E-2,1.272033495E-1
4.814485865E1,7.330167107E-3,-1.059819981E-1,-2.443389036E-2,1.090088541E-1
4.814726062E1,1.221694518E-2,-8.521319181E-2,-2.443389036E-2,8.948495296E-2
4.814966333E1,1.588202827E-2,-6.688777357E-2,-2.199050039E-2,7.217891093E-2
4.815206693E1,2.076880634E-2,-4.611896724E-2,-2.199050039E-2,5.515328243E-2
4.815446958E1,2.076880634E-2,-2.779355086E-2,-1.954711229E-2,3.982354059E-2
4.815687156E1,2.321219631E-2,-1.191152167E-2,-1.832541823E-2,3.188277527E-2
4.815927427E1,2.687728032E-2,5.192201585E-3,-1.832541823E-2,3.294188987E-2
4.816167786E1,2.565558441E-2,1.618745178E-2,-1.710372418E-2,3.482499085E-2
4.816408052E1,2.809897438E-2,2.718270384E-2,-1.710372418E-2,4.267304922E-2
4.816648250E1,2.809897438E-2,3.573456407E-2,-1.710372418E-2,4.857004026E-2
4.816888521E1,2.809897438E-2,4.062134400E-2,-1.588202827E-2,5.188337664E-2
4.817128880E1,2.565558441E-2,4.184303805E-2,-1.466033421E-2,5.122474250E-2
4.817369146E1,2.076880634E-2,4.306473210E-2,-1.588202827E-2,5.038008823E-2
4.817609344E1,1.832541823E-2,4.184303805E-2,-1.710372418E-2,4.877702500E-2
4.817849615E1,1.221694518E-2,3.939964995E-2,-1.954711229E-2,4.564729745E-2
4.818089974E1,7.330167107E-3,3.939964995E-2,-2.076880634E-2,4.513764596E-2
4.818330240E1,3.665083554E-3,3.329117596E-2,-2.076880634E-2,3.940911761E-2
4.818570432E1,-7.330167107E-3,2.962609194E-2,-2.443389036E-2,3.909541753E-2
4.818810713E1,-1.588202827E-2,2.351761982E-2,-2.687728032E-2,3.908587291E-2
4.819051062E1,-2.443389036E-2,1.863084175E-2,-2.932066843E-2,4.247145935E-2
4.819291333E1,-3.542914242E-2,1.252236869E-2,-3.298575059E-2,5.000093591E-2
4.819531526E1,-4.398100078E-2,5.192201585E-3,-3.787253052E-2,5.827191395E-2
4.819771807E1,-5.131116882E-2,-2.137965523E-3,-4.153761268E-2,6.605134525E-2
4.820012156E1,-6.230641901E-2,-9.468132630E-3,-4.642439261E-2,7.827489773E-2
4.820252427E1,-7.085828483E-2,-1.679829881E-2,-5.131116882E-2,8.908375507E-2
4.820492620E1,-7.941014320E-2,-2.779355086E-2,-5.497625470E-2,1.005029397E-1
4.820732901E1,-8.551861346E-2,-3.390202299E-2,-6.108472496E-2,1.104270077E-1
4.820973250E1,-9.040539712E-2,-4.367557913E-2,-6.474980712E-2,1.194706222E-1
4.821213521E1,-9.651386738E-2,-5.100574717E-2,-6.963659078E-2,1.294826923E-1
4.821453713E1,-1.001789495E-1,-6.077930331E-2,-7.207997888E-2,1.375698695E-1
4.821693995E1,-1.062874198E-1,-6.933116168E-2,-7.696675509E-2,1.484173405E-1
4.821934344E1,-1.062874198E-1,-8.032641560E-2,-8.063183725E-2,1.557268179E-1
4.822174609E1,-1.087308154E-1,-9.254335612E-2,-8.429691941E-2,1.658090275E-1
4.822414807E1,-1.099525094E-1,-9.987352788E-2,-8.674030751E-2,1.720120834E-1
4.822655078E1,-1.087308154E-1,-1.096470803E-1,-8.918370306E-2,1.783216345E-1
4.822895437E1,-1.075091213E-1,-1.157555580E-1,-9.040539712E-2,1.820183952E-1
4.823135703E1,-1.062874198E-1,-1.206423342E-1,-9.407047927E-2,1.862816241E-1
4.823375901E1,-1.038440317E-1,-1.255291104E-1,-9.529217333E-2,1.887372215E-1
4.823616172E1,-1.062874198E-1,-1.267508119E-1,-9.529217333E-2,1.909014988E-1
4.823856531E1,-1.050657257E-1,-1.279724985E-1,-9.651386738E-2,1.916525338E-1
4.824096797E1,-1.050657257E-1,-1.255291104E-1,-9.651386738E-2,1.900297105E-1
4.824336995E1,-1.038440317E-1,-1.267508119E-1,-9.895725548E-2,1.914207138E-1
4.824577266E1,-1.014006436E-1,-1.243074164E-1,-9.895725548E-2,1.884859748E-1
4.824817625E1,-1.038440317E-1,-1.206423342E-1,-9.895725548E-2,1.874318386E-1
4.825057891E1,-1.001789495E-1,-1.169772521E-1,-9.895725548E-2,1.830629341E-1
4.825298088E1,-1.014006436E-1,-1.120904684E-1,-9.773556143E-2,1.799961211E-1
4.825538359E1,-9.773556143E-2,-1.072036922E-1,-9.651386738E-2,1.742406330E-1
4.825778713E1,-9.773556143E-2,-1.023169160E-1,-9.773556143E-2,1.719686926E-1
4.826018984E1,-9.529217333E-2,-1.010952219E-1,-9.529217333E-2,1.684679213E-1
4.826259177E1,-9.162709117E-2,-9.620844573E-2,-9.407047927E-2,1.627907981E-1
4.826499458E1,-9.284878522E-2,-9.254335612E-2,-9.284878522E-2,1.606426674E-1
4.826739807E1,-9.040539712E-2,-9.132166207E-2,-8.796200156E-2,1.557244217E-1
4.826980078E1,-9.040539712E-2,-8.765657991E-2,-8.429691941E-2,1.515347566E-1
4.827220271E1,-8.551861346E-2,-8.276980370E-2,-7.941014320E-2,1.430742622E-1
4.827460552E1,-8.307522535E-2,-8.032641560E-2,-7.452336699E-2,1.375047575E-1
4.827700901E1,-7.941014320E-2,-7.543963939E-2,-7.085828483E-2,1.304530818E-1
4.827941172E1,-7.574506104E-2,-6.810946763E-2,-6.597150117E-2,1.213608373E-1
4.828181364E1,-6.963659078E-2,-6.322269142E-2,-6.108472496E-2,1.121503772E-1
4.828421646E1,-6.230641901E-2,-5.711421743E-2,-5.619794875E-2,1.015004095E-1
4.828661995E1,-5.741964281E-2,-4.856235534E-2,-5.131116882E-2,9.103929801E-2
4.828902266E1,-5.375456065E-2,-3.756710514E-2,-4.642439261E-2,8.034963851E-2
4.829142458E1,-4.886778072E-2,-2.657185495E-2,-4.275930673E-2,7.016040037E-2
4.829382729E1,-4.275930673E-2,-1.557660475E-2,-3.909422457E-2,5.999456077E-2
4.829623088E1,-3.787253052E-2,-5.803049076E-3,-3.542914242E-2,5.218455786E-2
4.829863359E1,-3.542914242E-2,1.527118147E-3,-3.176405653E-2,4.760789335E-2
4.830103552E1,-2.932066843E-2,1.130067464E-2,-3.054236248E-2,4.382057451E-2
4.830343823E1,-2.565558441E-2,1.985253580E-2,-2.809897438E-2,4.291718246E-2
4.830584182E1,-2.076880634E-2,2.351761982E-2,-2.687728032E-2,4.131355657E-2
4.830824448E1,-1.710372418E-2,2.840439789E-2,-2.443389036E-2,4.118691781E-2
4.831064646E1,-1.221694518E-2,2.962609194E-2,-2.443389036E-2,4.029856165E-2
4.831304916E1,-6.108472589E-3,3.329117596E-2,-2.321219631E-2,4.104170917E-2
4.831545276E1,-2.443389036E-3,3.329117596E-2,-2.199050039E-2,3.997317418E-2
4.831785542E1,3.665083554E-3,3.329117596E-2,-2.321219631E-2,4.074973977E-2
4.832025740E1,8.551862091E-3,3.573456407E-2,-2.321219631E-2,4.346147112E-2
4.832266010E1,1.343864016E-2,3.817795217E-2,-2.443389036E-2,4.727756423E-2
4.832506370E1,1.710372418E-2,3.939964995E-2,-2.565558441E-2,5.003077861E-2
4.832746635E1,2.076880634E-2,4.184303805E-2,-2.809897438E-2,5.451362684E-2
4.832986833E1,2.199050039E-2,4.306473210E-2,-2.932066843E-2,5.654957874E-2
4.833227104E1,2.565558441E-2,4.672981426E-2,-3.054236248E-2,6.143875372E-2
4.833467463E1,2.687728032E-2,4.795150831E-2,-3.298575059E-2,6.410768354E-2
4.833707729E1,2.809897438E-2,5.039490014E-2,-3.420744836E-2,6.707717827E-2
4.833947922E1,2.565558441E-2,4.795150831E-2,-3.420744836E-2,6.424722317E-2
4.834188203E1,2.565558441E-2,4.795150831E-2,-3.665083647E-2,6.558078968E-2
4.834428552E1,2.565558441E-2,4.550812021E-2,-3.787253052E-2,6.452539488E-2
4.834668823E1,2.199050039E-2,4.184303805E-2,-3.787253052E-2,6.057021140E-2
4.834909016E1,1.954711229E-2,3.695625812E-2,-3.787253052E-2,5.641084276E-2
4.835149297E1,1.710372418E-2,3.206948191E-2,-3.787253052E-2,5.249111943E-2
4.835389646E1,1.343864016E-2,2.473931387E-2,-3.542914242E-2,4.525323008E-2
4.835629916E1,1.221694518E-2,1.740914769E-2,-3.420744836E-2,4.028004092E-2
4.835870109E1,9.773556143E-3,7.635590620E-3,-3.298575059E-2,3.524038004E-2
4.836110390E1,6.108472589E-3,-9.162708884E-4,-2.932066843E-2,2.996422178E-2
4.836350740E1,-0.000000000E0,-1.191152167E-2,-2.809897438E-2,3.051944805E-2
4.836591010E1,-3.665083554E-3,-2.046338283E-2,-2.321219631E-2,3.116069530E-2
4.836831203E1,-3.665083554E-3,-3.023693897E-2,-1.710372418E-2,3.493197241E-2
4.837071484E1,-1.099525020E-2,-4.123219103E-2,-1.221694518E-2,4.438741773E-2
4.837311833E1,-1.343864016E-2,-5.100574717E-2,-8.551862091E-3,5.343517230E-2
4.837552104E1,-1.832541823E-2,-5.955760926E-2,-3.665083554E-3,6.242085078E-2
4.837792297E1,-2.443389036E-2,-7.055285573E-2,1.221694518E-3,7.467404494E-2
4.838032568E1,-2.687728032E-2,-7.910472155E-2,3.665083554E-3,8.362641931E-2
4.838272927E1,-3.298575059E-2,-8.643488586E-2,6.108472589E-3,9.271657173E-2
4.838513193E1,-3.787253052E-2,-8.887827396E-2,9.773556143E-3,9.710406042E-2
4.838753391E1,-4.031591862E-2,-9.009996802E-2,1.099525020E-2,9.931904680E-2
4.838993661E1,-4.398100078E-2,-9.254335612E-2,1.343864016E-2,1.033402063E-1
