,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
2016-02-08 18:33:10.906222,0.98195458,4.53230524,8.63749123
2016-02-08 18:33:11.156222,0.96041918,4.52273369,8.62552738
2016-02-08 18:33:11.406222,0.95802635,4.53469801,8.608778
2016-02-08 18:33:11.656222,0.97238332,4.54426909,8.5896349
2016-02-08 18:33:11.906222,0.95563352,4.56341171,8.58724213
2016-02-08 18:33:12.156222,0.94606227,4.53948355,8.58245659
2016-02-08 18:33:12.406222,0.9269197,4.53709078,8.57049274
2016-02-08 18:33:12.656222,0.93649095,4.52991247,8.56092167
2016-02-08 18:33:12.906222,0.9317053,4.55144787,8.54177856
2016-02-08 18:33:13.156222,0.94366944,4.53230524,8.56092167
2016-02-08 18:33:13.406222,0.93888378,4.54187632,8.55134964
2016-02-08 18:33:13.656222,0.93888378,4.53469801,8.52024365
2016-02-08 18:33:13.906222,0.94366944,4.53948355,8.52502918
2016-02-08 18:33:14.156222,0.9484551,4.53948355,8.54177856
2016-02-08 18:33:14.406222,0.92452687,4.53230524,8.55613518
2016-02-08 18:33:14.656222,0.9317053,4.52273369,8.53460026
2016-02-08 18:33:14.906222,0.93409813,4.53469801,8.55613518
2016-02-08 18:33:15.156222,0.95802635,4.55384064,8.5393858
2016-02-08 18:33:15.406222,0.96520484,4.56101894,8.53699303
2016-02-08 18:33:15.656222,0.99152589,4.54426909,8.56092167
2016-02-08 18:33:15.906222,0.98674023,4.52034092,8.5393858
2016-02-08 18:33:16.156222,0.9843474,4.53709078,8.55613518
2016-02-08 18:33:16.406222,0.97238332,4.52512693,8.55852795
2016-02-08 18:33:16.656222,0.98674023,4.52273369,8.60159874
2016-02-08 18:33:16.906222,0.99870437,4.49611378,8.60638523
2016-02-08 18:33:17.156222,1.00348997,4.51076984,8.61356354
2016-02-08 18:33:17.406222,1.01306129,4.49372101,8.63031292
2016-02-08 18:33:17.656222,1.02741826,4.50119829,8.63509846
2016-02-08 18:33:17.906222,1.02981103,4.49611378,8.64945602
2016-02-08 18:33:18.156222,1.05373931,4.52273369,8.67338371
2016-02-08 18:33:18.406222,1.0633105,4.50598431,8.68295479
2016-02-08 18:33:18.656222,1.06809616,4.49132824,8.69491959
2016-02-08 18:33:18.906222,1.08006036,4.50359154,8.74277592
2016-02-08 18:33:19.156222,1.08723879,4.49372101,8.71884728
2016-02-08 18:33:19.406222,1.09441721,4.47457838,8.70449066
2016-02-08 18:33:19.656222,1.10877419,4.46022129,8.72841835
2016-02-08 18:33:19.906222,1.13509524,4.48654223,8.7092762
2016-02-08 18:33:20.156222,1.1398809,4.48654223,8.71645451
2016-02-08 18:33:20.406222,1.13748801,4.44825745,8.71645451
2016-02-08 18:33:20.656222,1.11595261,4.42672205,8.71166897
2016-02-08 18:33:20.906222,1.1183455,4.46261406,8.69731236
2016-02-08 18:33:21.156222,1.10159576,4.45782852,8.70449066
2016-02-08 18:33:21.406222,1.10877419,4.43629313,8.67816925
2016-02-08 18:33:21.656222,1.09920287,4.42432928,8.66381264
2016-02-08 18:33:21.906222,1.0968101,4.44347143,8.68056202
2016-02-08 18:33:22.156222,1.08484602,4.43150759,8.66620541
2016-02-08 18:33:22.406222,1.09202445,4.44347143,8.67338371
2016-02-08 18:33:22.656222,1.08484602,4.45304298,8.65663433
2016-02-08 18:33:22.906222,1.05134642,4.45065022,8.65184879
2016-02-08 18:33:23.156222,1.0226326,4.47697115,8.64227676
2016-02-08 18:33:23.406222,1.01545405,4.44586468,8.63509846
2016-02-08 18:33:23.656222,1.01545405,4.45065022,8.61117077
2016-02-08 18:33:23.906222,1.00348997,4.46022129,8.61117077
2016-02-08 18:33:24.156222,1.01306129,4.48175669,8.59442043
2016-02-08 18:33:24.406222,1.00827563,4.46261406,8.55852795
2016-02-08 18:33:24.656222,1.0010972,4.47218561,8.57049274
2016-02-08 18:33:24.906222,1.00588286,4.44107866,8.56331444
2016-02-08 18:33:25.156222,1.0010972,4.45782852,8.56331444
2016-02-08 18:33:25.406222,1.00827563,4.46261406,8.5896349
2016-02-08 18:33:25.656222,0.98195458,4.45782852,8.57288551
2016-02-08 18:33:25.906222,0.98674023,4.48175669,8.55374241
2016-02-08 18:33:26.156222,0.97238332,4.48175669,8.55374241
2016-02-08 18:33:26.406222,0.98195458,4.50837708,8.57049274
2016-02-08 18:33:26.656222,1.0010972,4.49132824,8.56092167
2016-02-08 18:33:26.906222,0.99391872,4.50359154,8.5465641
2016-02-08 18:33:27.156222,0.97716892,4.50837708,8.55374241
2016-02-08 18:33:27.406222,0.99391872,4.48654223,8.55374241
2016-02-08 18:33:27.656222,0.97956175,4.50359154,8.57767105
2016-02-08 18:33:27.906222,0.98674023,4.51316261,8.56092167
2016-02-08 18:33:28.156222,0.95563352,4.50837708,8.55613518
2016-02-08 18:33:28.406222,0.96281201,4.50359154,8.5465641
2016-02-08 18:33:28.656222,0.95563352,4.50119829,8.55374241
2016-02-08 18:33:28.906222,0.96520484,4.48175669,8.54895687
2016-02-08 18:33:29.156222,0.94366944,4.48893547,8.56570721
2016-02-08 18:33:29.406222,0.92931247,4.49372101,8.56809998
2016-02-08 18:33:29.656222,0.9101699,4.51794815,8.54895687
2016-02-08 18:33:29.906222,0.92452687,4.51555538,8.55374241
2016-02-08 18:33:30.156222,0.93888378,4.50598431,8.55852795
2016-02-08 18:33:30.406222,0.91256273,4.51794815,8.54895687
2016-02-08 18:33:30.656222,0.93649095,4.49850655,8.53699303
2016-02-08 18:33:30.906222,0.9269197,4.49611378,8.52024365
2016-02-08 18:33:31.156222,0.94366944,4.50119829,8.52502918
2016-02-08 18:33:31.406222,0.93649095,4.47936392,8.52981472
2016-02-08 18:33:31.656222,0.9101699,4.48175669,8.55134964
2016-02-08 18:33:31.906222,0.91974121,4.47457838,8.56092167
2016-02-08 18:33:32.156222,0.90777707,4.46500683,8.57288551
2016-02-08 18:33:32.406222,0.90777707,4.47218561,8.56570721
2016-02-08 18:33:32.656222,0.92213404,4.49372101,8.57049274
2016-02-08 18:33:32.906222,0.9101699,4.49132824,8.56809998
2016-02-08 18:33:33.156222,0.92452687,4.50598431,8.59920597
2016-02-08 18:33:33.406222,0.93409813,4.49132824,8.5968132
2016-02-08 18:33:33.656222,0.95324069,4.52512693,8.59442043
2016-02-08 18:33:33.906222,0.92931247,4.50359154,8.61117077
2016-02-08 18:33:34.156222,0.9269197,4.51794815,8.62552738
2016-02-08 18:33:34.406222,0.9269197,4.52034092,8.61595631
2016-02-08 18:33:34.656222,0.92931247,4.50359154,8.60159874
2016-02-08 18:33:34.906222,0.91974121,4.47457838,8.60399246
2016-02-08 18:33:35.156222,0.95084792,4.48175669,8.61595631
2016-02-08 18:33:35.406222,0.96759766,4.47457838,8.60638523
2016-02-08 18:33:35.656222,0.98195458,4.46979284,8.5896349
2016-02-08 18:33:35.906222,0.98674023,4.48654223,8.56331444
2016-02-08 18:33:36.156222,1.01545405,4.46261406,8.55852795
2016-02-08 18:33:36.406222,1.0010972,4.47697115,8.52742195
2016-02-08 18:33:36.656222,0.98913306,4.47218561,8.52263641
2016-02-08 18:33:36.906222,1.02741826,4.48175669,8.52263641
2016-02-08 18:33:37.156222,1.02981103,4.48414946,8.49392223
2016-02-08 18:33:37.406222,1.03938234,4.50359154,8.47717285
2016-02-08 18:33:37.656222,1.02023971,4.48175669,8.46012402
2016-02-08 18:33:37.906222,1.04895365,4.48893547,8.46251679
2016-02-08 18:33:38.156222,1.044168,4.48654223,8.45294476
2016-02-08 18:33:38.406222,1.07766748,4.48654223,8.41944599
2016-02-08 18:33:38.656222,1.07048905,4.47936392,8.41944599
2016-02-08 18:33:38.906222,1.02741826,4.48654223,8.40269566
2016-02-08 18:33:39.156222,1.05373931,4.48893547,8.40508843
2016-02-08 18:33:39.406222,1.03938234,4.48893547,8.42183876
2016-02-08 18:33:39.656222,1.03938234,4.48654223,8.43380261
2016-02-08 18:33:39.906222,1.04895365,4.48175669,8.44815922
2016-02-08 18:33:40.156222,1.04177511,4.45065022,8.44098091
2016-02-08 18:33:40.406222,1.03459668,4.46500683,8.47238636
2016-02-08 18:33:40.656222,1.01306129,4.46979284,8.49392223
2016-02-08 18:33:40.906222,1.00588286,4.43390036,8.54417133
2016-02-08 18:33:41.156222,1.01066852,4.42193604,8.58484936
2016-02-08 18:33:41.406222,0.97956175,4.41954327,8.62792015
2016-02-08 18:33:41.656222,0.96999049,4.41954327,8.6590271
2016-02-08 18:33:41.906222,0.98913306,4.41954327,8.66859818
2016-02-08 18:33:42.156222,0.96041918,4.39322233,8.69252682
2016-02-08 18:33:42.406222,0.96041918,4.39322233,8.72363281
2016-02-08 18:33:42.656222,0.9484551,4.38125849,8.78345394
2016-02-08 18:33:42.906222,0.9317053,4.38125849,8.79541779
2016-02-08 18:33:43.156222,0.93649095,4.39082956,8.85284519
2016-02-08 18:33:43.406222,0.90777707,4.39082956,8.85045242
2016-02-08 18:33:43.656222,0.91256273,4.35972309,8.8719883
2016-02-08 18:33:43.906222,0.91734839,4.35732985,8.89591599
2016-02-08 18:33:44.156222,0.91734839,4.36929417,8.86720276
2016-02-08 18:33:44.406222,0.92931247,4.3669014,8.88155937
2016-02-08 18:33:44.656222,0.91974121,4.35254431,8.8791666
2016-02-08 18:33:44.906222,0.9269197,4.345366,8.89113045
2016-02-08 18:33:45.156222,0.93409813,4.34775877,8.90070248
2016-02-08 18:33:45.406222,0.96999049,4.35254431,8.87677383
2016-02-08 18:33:45.656222,0.96759766,4.33579445,8.85045242
2016-02-08 18:33:45.906222,0.96999049,4.36211586,8.85284519
2016-02-08 18:33:46.156222,0.97477615,4.34775877,8.83131027
2016-02-08 18:33:46.406222,0.9484551,4.35254431,8.85284519
2016-02-08 18:33:46.656222,0.97716892,4.35732985,8.85523796
2016-02-08 18:33:46.906222,0.94127661,4.36211586,8.85763168
2016-02-08 18:33:47.156222,0.93649095,4.35015154,8.85763168
2016-02-08 18:33:47.406222,0.91974121,4.34775877,8.86720276
2016-02-08 18:33:47.656222,0.91256273,4.36450863,8.86480999
2016-02-08 18:33:47.906222,0.90777707,4.37647247,8.84805965
2016-02-08 18:33:48.156222,0.88145602,4.3956151,8.84805965
2016-02-08 18:33:48.406222,0.86949194,4.39322233,8.83848858
2016-02-08 18:33:48.656222,0.89820582,4.38604403,8.81456089
2016-02-08 18:33:48.906222,0.87427759,4.39800787,8.79781056
2016-02-08 18:33:49.156222,0.85992062,4.38365126,8.76909638
2016-02-08 18:33:49.406222,0.86470628,4.38125849,8.76670361
2016-02-08 18:33:49.656222,0.88384885,4.38125849,8.75234699
2016-02-08 18:33:49.906222,0.85752779,4.3956151,8.73559761
2016-02-08 18:33:50.156222,0.87427759,4.41236496,8.71645451
2016-02-08 18:33:50.406222,0.87906319,4.40279388,8.72124004
2016-02-08 18:33:50.656222,0.86231345,4.40518665,8.71166897
2016-02-08 18:33:50.906222,0.89102733,4.41954327,8.69013405
2016-02-08 18:33:51.156222,0.88384885,4.40279388,8.68774128
2016-02-08 18:33:51.406222,0.89102733,4.42193604,8.66859818
2016-02-08 18:33:51.656222,0.87188476,4.40997219,8.66141987
2016-02-08 18:33:51.906222,0.85513496,4.39322233,8.69970512
2016-02-08 18:33:52.156222,0.8527422,4.41954327,8.71166897
2016-02-08 18:33:52.406222,0.87427759,4.42193604,8.74995422
2016-02-08 18:33:52.656222,0.85034937,4.41475773,8.75713253
2016-02-08 18:33:52.906222,0.84795654,4.42672205,8.77388287
2016-02-08 18:33:53.156222,0.87188476,4.41954327,8.81216717
2016-02-08 18:33:53.406222,0.86231345,4.41475773,8.81456089
2016-02-08 18:33:53.656222,0.87188476,4.4171505,8.86480999
2016-02-08 18:33:53.906222,0.8527422,4.40279388,8.8719883
2016-02-08 18:33:54.156222,0.86470628,4.42193604,8.91984463
2016-02-08 18:33:54.406222,0.86949194,4.40997219,8.93420124
2016-02-08 18:33:54.656222,0.8527422,4.42672205,8.96052265
2016-02-08 18:33:54.906222,0.84795654,4.43150759,8.97009373
2016-02-08 18:33:55.156222,0.85034937,4.45304298,8.98684406
2016-02-08 18:33:55.406222,0.84317088,4.45543575,8.96291542
2016-02-08 18:33:55.656222,0.82402831,4.45065022,8.94616604
2016-02-08 18:33:55.906222,0.80488575,4.46261406,8.94137955
2016-02-08 18:33:56.156222,0.77138621,4.46740007,8.88395214
2016-02-08 18:33:56.406222,0.75702924,4.46022129,8.86959553
2016-02-08 18:33:56.656222,0.73310101,4.45543575,8.81934643
2016-02-08 18:33:56.906222,0.72592259,4.46261406,8.79541779
2016-02-08 18:33:57.156222,0.74267232,4.47218561,8.77148914
2016-02-08 18:33:57.406222,0.73070824,4.47936392,8.76191807
2016-02-08 18:33:57.656222,0.7187441,4.47457838,8.69491959
2016-02-08 18:33:57.906222,0.73788667,4.49611378,8.68295479
2016-02-08 18:33:58.156222,0.7402795,4.51555538,8.66859818
2016-02-08 18:33:58.406222,0.73310101,4.52512693,8.64227676
2016-02-08 18:33:58.656222,0.72113693,4.52034092,8.62552738
2016-02-08 18:33:58.906222,0.72831541,4.54187632,8.63031292
2016-02-08 18:33:59.156222,0.71156561,4.52991247,8.608778
2016-02-08 18:33:59.406222,0.68255264,4.51555538,8.608778
2016-02-08 18:33:59.656222,0.68255264,4.50119829,8.60399246
2016-02-08 18:33:59.906222,0.65623158,4.49132824,8.59202766
2016-02-08 18:34:00.156222,0.68015981,4.50359154,8.57767105
2016-02-08 18:34:00.406222,0.67298138,4.47936392,8.56570721
2016-02-08 18:34:00.656222,0.68255264,4.46740007,8.5465641
2016-02-08 18:34:00.906222,0.68524456,4.46979284,8.5465641
2016-02-08 18:34:01.156222,0.70438719,4.46979284,8.54417133
2016-02-08 18:34:01.406222,0.68763739,4.45304298,8.5465641
2016-02-08 18:34:01.656222,0.70199436,4.46500683,8.54417133
2016-02-08 18:34:01.906222,0.71156561,4.45304298,8.5465641
2016-02-08 18:34:02.156222,0.71635127,4.45304298,8.52981472
2016-02-08 18:34:02.406222,0.7187441,4.46500683,8.52263641
2016-02-08 18:34:02.656222,0.71395844,4.46022129,8.51785088
2016-02-08 18:34:02.906222,0.75942206,4.46740007,8.52263641
2016-02-08 18:34:03.156222,0.77138621,4.45304298,8.5393858
2016-02-08 18:34:03.406222,0.79531443,4.43390036,8.52981472
2016-02-08 18:34:03.656222,0.80488575,4.43868589,8.52024365
2016-02-08 18:34:03.906222,0.80967134,4.44347143,8.55613518
2016-02-08 18:34:04.156222,0.83838522,4.43629313,8.52981472
2016-02-08 18:34:04.406222,0.8359924,4.43868589,8.5465641
2016-02-08 18:34:04.656222,0.83359957,4.45304298,8.58724213
2016-02-08 18:34:04.906222,0.82402831,4.43390036,8.58006382
2016-02-08 18:34:05.156222,0.82881397,4.43150759,8.61834908
2016-02-08 18:34:05.406222,0.814457,4.43868589,8.62074184
2016-02-08 18:34:05.656222,0.81924266,4.45065022,8.65184879
2016-02-08 18:34:05.906222,0.78574312,4.44586468,8.64706326
2016-02-08 18:34:06.156222,0.78095752,4.42672205,8.66859818
2016-02-08 18:34:06.406222,0.76181489,4.42911482,8.68056202
2016-02-08 18:34:06.656222,0.75224364,4.4171505,8.71406174
2016-02-08 18:34:06.906222,0.72352976,4.4171505,8.7092762
2016-02-08 18:34:07.156222,0.70917279,4.4171505,8.72602558
2016-02-08 18:34:07.406222,0.71156561,4.40518665,8.71884728
2016-02-08 18:34:07.656222,0.70678002,4.40518665,8.71884728
2016-02-08 18:34:07.906222,0.73310101,4.40518665,8.71166897
2016-02-08 18:34:08.156222,0.7187441,4.4171505,8.69731236
2016-02-08 18:34:08.406222,0.74506515,4.41475773,8.68056202
2016-02-08 18:34:08.656222,0.76181489,4.3956151,8.68295479
2016-02-08 18:34:08.906222,0.76181489,4.40040064,8.68774128
2016-02-08 18:34:09.156222,0.79052877,4.38365126,8.67099094
2016-02-08 18:34:09.406222,0.7929216,4.40279388,8.66859818
2016-02-08 18:34:09.656222,0.79052877,4.38125849,8.63509846
2016-02-08 18:34:09.906222,0.814457,4.39082956,8.64945602
2016-02-08 18:34:10.156222,0.80249292,4.40997219,8.63749123
2016-02-08 18:34:10.406222,0.82402831,4.3956151,8.66381264
2016-02-08 18:34:10.656222,0.84795654,4.40997219,8.64945602
2016-02-08 18:34:10.906222,0.85513496,4.41475773,8.67338371
2016-02-08 18:34:11.156222,0.85752779,4.41475773,8.69013405
2016-02-08 18:34:11.406222,0.87906319,4.42193604,8.72602558
2016-02-08 18:34:11.656222,0.87427759,4.3956151,8.74756146
2016-02-08 18:34:11.906222,0.87427759,4.39322233,8.78345394
2016-02-08 18:34:12.156222,0.88624167,4.38365126,8.81695366
2016-02-08 18:34:12.406222,0.89820582,4.35493708,8.80259609
2016-02-08 18:34:12.656222,0.89342016,4.345366,8.8217392
2016-02-08 18:34:12.906222,0.87906319,4.345366,8.85284519
2016-02-08 18:34:13.156222,0.87667042,4.33818722,8.86959553
2016-02-08 18:34:13.406222,0.86470628,4.32143784,8.85763168
2016-02-08 18:34:13.656222,0.87906319,4.30708075,8.87438107
2016-02-08 18:34:13.906222,0.88384885,4.31186628,8.8791666
2016-02-08 18:34:14.156222,0.86949194,4.29511643,8.88155937
2016-02-08 18:34:14.406222,0.85992062,4.28075981,8.8719883
2016-02-08 18:34:14.656222,0.87188476,4.29033089,8.87677383
2016-02-08 18:34:14.906222,0.84077805,4.29033089,8.86959553
2016-02-08 18:34:15.156222,0.82642114,4.26879549,8.86720276
2016-02-08 18:34:15.406222,0.80488575,4.26879549,8.88634491
2016-02-08 18:34:15.656222,0.81684983,4.30708075,8.86002445
2016-02-08 18:34:15.906222,0.82163549,4.31665182,8.84566689
2016-02-08 18:34:16.156222,0.80249292,4.29750967,8.8289175
2016-02-08 18:34:16.406222,0.814457,4.33100891,8.80020332
2016-02-08 18:34:16.656222,0.80727851,4.32383061,8.78823948
2016-02-08 18:34:16.906222,0.82163549,4.32861614,8.76670361
2016-02-08 18:34:17.156222,0.84317088,4.29750967,8.76431084
2016-02-08 18:34:17.406222,0.82402831,4.31665182,8.74995422
2016-02-08 18:34:17.656222,0.81924266,4.32861614,8.72363281
2016-02-08 18:34:17.906222,0.82163549,4.34058046,8.72363281
2016-02-08 18:34:18.156222,0.7929216,4.31425905,8.70209789
2016-02-08 18:34:18.406222,0.82642114,4.32861614,8.67099094
2016-02-08 18:34:18.656222,0.81924266,4.33579445,8.66141987
2016-02-08 18:34:18.906222,0.80967134,4.33818722,8.66620541
2016-02-08 18:34:19.156222,0.80967134,4.33340168,8.64706326
2016-02-08 18:34:19.406222,0.79052877,4.34058046,8.65663433
2016-02-08 18:34:19.656222,0.78813595,4.34297323,8.66141987
2016-02-08 18:34:19.906222,0.81684983,4.35972309,8.64706326
2016-02-08 18:34:20.156222,0.80727851,4.345366,8.64227676
2016-02-08 18:34:20.406222,0.82163549,4.33340168,8.61595631
2016-02-08 18:34:20.656222,0.79770726,4.34297323,8.639884
2016-02-08 18:34:20.906222,0.82163549,4.35732985,8.62313461
2016-02-08 18:34:21.156222,0.81684983,4.36211586,8.63031292
2016-02-08 18:34:21.406222,0.81206417,4.33340168,8.64227676
2016-02-08 18:34:21.656222,0.81684983,4.33340168,8.64466953
2016-02-08 18:34:21.906222,0.82163549,4.33100891,8.65663433
2016-02-08 18:34:22.156222,0.82642114,4.35015154,8.66381264
2016-02-08 18:34:22.406222,0.83120674,4.345366,8.67099094
2016-02-08 18:34:22.656222,0.84795654,4.37168694,8.67338371
2016-02-08 18:34:22.906222,0.84795654,4.33340168,8.7092762
2016-02-08 18:34:23.156222,0.84317088,4.34058046,8.74277592
2016-02-08 18:34:23.406222,0.86470628,4.33340168,8.77388287
2016-02-08 18:34:23.656222,0.84795654,4.30947352,8.82652473
2016-02-08 18:34:23.906222,0.85752779,4.29033089,8.84327412
2016-02-08 18:34:24.156222,0.84317088,4.26879549,8.85045242
2016-02-08 18:34:24.406222,0.84556371,4.26640272,8.86480999
2016-02-08 18:34:24.656222,0.8527422,4.26400995,8.8719883
2016-02-08 18:34:24.906222,0.85513496,4.26161718,8.89591599
2016-02-08 18:34:25.156222,0.86949194,4.25443888,8.89352322
2016-02-08 18:34:25.406222,0.89102733,4.28315258,8.90309525
2016-02-08 18:34:25.656222,0.89102733,4.23768902,8.89352322
2016-02-08 18:34:25.906222,0.91734839,4.25204563,8.91027355
2016-02-08 18:34:26.156222,0.94606227,4.27118826,8.89591599
2016-02-08 18:34:26.406222,0.93888378,4.25443888,8.87677383
2016-02-08 18:34:26.656222,0.96520484,4.25922442,8.86480999
2016-02-08 18:34:26.906222,0.96520484,4.27118826,8.85763168
2016-02-08 18:34:27.156222,0.95324069,4.28554535,8.84566689
2016-02-08 18:34:27.406222,0.9484551,4.25443888,8.8217392
2016-02-08 18:34:27.656222,0.93888378,4.26400995,8.8097744
2016-02-08 18:34:27.906222,0.94366944,4.25443888,8.79781056
2016-02-08 18:34:28.156222,0.92452687,4.24726009,8.8097744
2016-02-08 18:34:28.406222,0.91495556,4.24486733,8.77148914
2016-02-08 18:34:28.656222,0.92452687,4.24726009,8.77148914
2016-02-08 18:34:28.906222,0.9317053,4.24486733,8.7595253
2016-02-08 18:34:29.156222,0.9101699,4.24965286,8.74756146
2016-02-08 18:34:29.406222,0.88145602,4.23529625,8.73320484
2016-02-08 18:34:29.656222,0.89102733,4.26400995,8.72841835
2016-02-08 18:34:29.906222,0.85752779,4.24726009,8.73081207
2016-02-08 18:34:30.156222,0.85752779,4.24965286,8.70449066
2016-02-08 18:34:30.406222,0.89342016,4.24965286,8.68774128
2016-02-08 18:34:30.656222,0.88384885,4.25922442,8.65184879
2016-02-08 18:34:30.906222,0.89342016,4.23529625,8.64706326
2016-02-08 18:34:31.156222,0.89102733,4.20658207,8.64945602
2016-02-08 18:34:31.406222,0.92931247,4.21376085,8.65424156
2016-02-08 18:34:31.656222,0.95084792,4.22811747,8.639884
2016-02-08 18:34:31.906222,0.96759766,4.23290348,8.64227676
2016-02-08 18:34:32.156222,0.96281201,4.23051024,8.65424156
2016-02-08 18:34:32.406222,0.98195458,4.24008179,8.639884
2016-02-08 18:34:32.656222,0.97716892,4.22811747,8.6590271
2016-02-08 18:34:32.906222,0.98195458,4.23290348,8.65663433
2016-02-08 18:34:33.156222,0.99391872,4.24486733,8.65424156
2016-02-08 18:34:33.406222,0.98913306,4.2257247,8.67816925
2016-02-08 18:34:33.656222,0.97716892,4.21615362,8.68056202
2016-02-08 18:34:33.906222,1.02023971,4.21615362,8.67816925
2016-02-08 18:34:34.156222,1.03220391,4.22093916,8.68534756
2016-02-08 18:34:34.406222,1.01066852,4.20897484,8.69970512
2016-02-08 18:34:34.656222,1.00588286,4.20179653,8.70449066
2016-02-08 18:34:34.906222,1.00827563,4.21136808,8.71166897
2016-02-08 18:34:35.156222,1.01545405,4.22333193,8.72363281
2016-02-08 18:34:35.406222,1.02023971,4.20658207,8.7595253
2016-02-08 18:34:35.656222,1.00348997,4.21136808,8.73559761
2016-02-08 18:34:35.906222,0.99870437,4.20897484,8.77148914
2016-02-08 18:34:36.156222,1.0010972,4.19222546,8.76191807
2016-02-08 18:34:36.406222,0.98674023,4.19461823,8.78584671
2016-02-08 18:34:36.656222,0.97956175,4.18983269,8.78345394
2016-02-08 18:34:36.906222,0.9843474,4.18983269,8.76670361
2016-02-08 18:34:37.156222,0.9843474,4.18983269,8.76909638
2016-02-08 18:34:37.406222,1.00348997,4.19940376,8.76431084
2016-02-08 18:34:37.656222,0.9843474,4.19222546,8.77148914
2016-02-08 18:34:37.906222,0.97956175,4.17786837,8.76670361
2016-02-08 18:34:38.156222,0.98913306,4.17308283,8.7595253
2016-02-08 18:34:38.406222,0.99870437,4.18983269,8.75473976
2016-02-08 18:34:38.656222,1.01066852,4.18743944,8.73799038
2016-02-08 18:34:38.906222,1.00827563,4.17786837,8.71645451
2016-02-08 18:34:39.156222,1.0226326,4.1754756,8.72363281
2016-02-08 18:34:39.406222,0.97716892,4.19461823,8.70449066
2016-02-08 18:34:39.656222,0.96281201,4.21136808,8.69491959
2016-02-08 18:34:39.906222,0.95084792,4.21136808,8.67099094
2016-02-08 18:34:40.156222,0.92931247,4.21854639,8.6590271
2016-02-08 18:34:40.406222,0.91256273,4.2257247,8.64466953
2016-02-08 18:34:40.656222,0.89342016,4.22333193,8.64706326
2016-02-08 18:34:40.906222,0.87906319,4.23529625,8.63031292
2016-02-08 18:34:41.156222,0.86949194,4.23529625,8.64945602
2016-02-08 18:34:41.406222,0.87427759,4.22811747,8.64706326
2016-02-08 18:34:41.656222,0.86709911,4.2257247,8.65184879
2016-02-08 18:34:41.906222,0.86231345,4.23529625,8.65424156
2016-02-08 18:34:42.156222,0.87188476,4.22333193,8.66859818
2016-02-08 18:34:42.406222,0.90538424,4.24247456,8.67338371
2016-02-08 18:34:42.656222,0.89581299,4.22333193,8.69731236
2016-02-08 18:34:42.906222,0.93649095,4.20897484,8.72841835
2016-02-08 18:34:43.156222,0.93409813,4.2257247,8.73320484
2016-02-08 18:34:43.406222,0.94366944,4.22093916,8.7595253
2016-02-08 18:34:43.656222,0.97716892,4.23290348,8.78106117
2016-02-08 18:34:43.906222,1.0010972,4.19940376,8.77388287
2016-02-08 18:34:44.156222,1.01306129,4.19701099,8.80259609
2016-02-08 18:34:44.406222,1.02023971,4.19461823,8.81456089
2016-02-08 18:34:44.656222,1.02981103,4.18026114,8.80738163
2016-02-08 18:34:44.906222,1.05134642,4.18026114,8.81216717
2016-02-08 18:34:45.156222,1.05373931,4.18504667,8.79781056
2016-02-08 18:34:45.406222,1.04177511,4.19222546,8.82413197
2016-02-08 18:34:45.656222,1.04656076,4.19461823,8.83609581
2016-02-08 18:34:45.906222,1.04895365,4.1826539,8.80738163
2016-02-08 18:34:46.156222,1.04177511,4.18983269,8.83370304
2016-02-08 18:34:46.406222,1.04177511,4.17308283,8.8289175
2016-02-08 18:34:46.656222,1.02023971,4.15154743,8.83131027
2016-02-08 18:34:46.906222,1.02981103,4.15872574,8.84566689
2016-02-08 18:34:47.156222,1.00827563,4.14915466,8.86002445
2016-02-08 18:34:47.406222,0.99152589,4.15872574,8.88634491
2016-02-08 18:34:47.656222,0.97477615,4.15872574,8.86241722
2016-02-08 18:34:47.906222,0.95802635,4.13719034,8.86480999
2016-02-08 18:34:48.156222,0.94366944,4.13719034,8.8719883
2016-02-08 18:34:48.406222,0.91256273,4.14197588,8.85284519
2016-02-08 18:34:48.656222,0.89342016,4.12522602,8.86959553
2016-02-08 18:34:48.906222,0.90538424,4.14676142,8.85523796
2016-02-08 18:34:49.156222,0.8886345,4.1324048,8.84566689
2016-02-08 18:34:49.406222,0.88145602,4.14676142,8.86002445
2016-02-08 18:34:49.656222,0.88624167,4.13001204,8.84805965
2016-02-08 18:34:49.906222,0.87906319,4.14197588,8.86480999
2016-02-08 18:34:50.156222,0.88145602,4.14676142,8.86959553
2016-02-08 18:34:50.406222,0.87188476,4.14197588,8.86959553
2016-02-08 18:34:50.656222,0.88384885,4.11086941,8.90070248
2016-02-08 18:34:50.906222,0.86949194,4.1324048,8.91505909
2016-02-08 18:34:51.156222,0.86949194,4.14676142,8.9222374
2016-02-08 18:34:51.406222,0.85513496,4.1324048,8.96291542
2016-02-08 18:34:51.656222,0.85034937,4.11804771,8.96291542
2016-02-08 18:34:51.906222,0.86470628,4.10369062,8.9796648
2016-02-08 18:34:52.156222,0.89102733,4.12044048,8.99641514
2016-02-08 18:34:52.406222,0.91256273,4.1324048,9.00359345
2016-02-08 18:34:52.656222,0.91256273,4.11565495,8.97727203
2016-02-08 18:34:52.906222,0.90777707,4.1324048,8.98205757
2016-02-08 18:34:53.156222,0.92213404,4.13001204,8.98684406
2016-02-08 18:34:53.406222,0.93409813,4.12283325,8.97487927
