Time (s),Illuminance (lx)
1.6226221733813212e+18,22.20000076
1.6226221735813043e+18,22.0
1.6226221737813174e+18,22.0
1.6226221739813023e+18,22.20000076
1.6226221741813187e+18,21.79999924
1.6226221743813053e+18,21.79999924
1.6226221745813174e+18,21.60000038
1.6226221747813207e+18,21.70000076
1.6226221749813207e+18,21.70000076
1.6226221751813038e+18,21.5
1.622622175381318e+18,22.29999924
1.6226221755813332e+18,21.79999924
1.6226221757813235e+18,21.79999924
1.6226221759813084e+18,21.79999924
1.6226221761813181e+18,21.70000076
1.6226221763813215e+18,21.5
1.6226221765813235e+18,20.89999962
1.6226221767813043e+18,20.79999924
1.622622176981303e+18,21.70000076
1.6226221771813174e+18,22.10000038
1.6226221773813235e+18,22.79999924
1.6226221775813033e+18,23.10000038
1.6226221777813194e+18,23.5
1.6226221779813217e+18,23.60000038
1.6226221781813192e+18,23.70000076
1.6226221783813117e+18,23.60000038
1.6226221785813181e+18,23.39999962
1.6226221787813212e+18,22.89999962
1.6226221789813243e+18,23.29999924
1.6226221791813043e+18,23.79999924
1.6226221793813033e+18,23.29999924
1.6226221795813184e+18,22.20000076
1.6226221797813514e+18,20.89999962
1.6226221799813036e+18,20.5
1.6226221801813176e+18,20.70000076
1.6226221803813222e+18,19.5
1.6226221805813215e+18,17.29999924
1.6226221807813133e+18,17.5
1.6226221809813033e+18,17.70000076
1.6226221811813176e+18,18.20000076
1.6226221813813212e+18,18.29999924
1.62262218158131e+18,18.79999924
1.622622181781305e+18,18.70000076
1.6226221819813207e+18,19.20000076
1.622622182181321e+18,22.10000038
1.6226221823813036e+18,23.10000038
1.6226221825813181e+18,23.29999924
1.6226221827813187e+18,23.5
1.6226221829813248e+18,23.70000076
1.6226221831813036e+18,23.89999962
1.6226221833813071e+18,24.0
1.6226221835813212e+18,24.0
1.62262218378132e+18,23.79999924
1.6226221839813338e+18,23.79999924
1.622622184181302e+18,23.29999924
1.6226221843813217e+18,23.20000076
1.622622184581322e+18,23.0
1.6226221847813322e+18,23.0
1.6226221849813028e+18,22.70000076
1.6226221851813174e+18,22.60000038
1.6226221853813204e+18,22.29999924
1.6226221855813204e+18,22.70000076
1.622622185781303e+18,22.39999962
1.6226221859813212e+18,22.29999924
1.6226221861813207e+18,22.20000076
1.622622186381319e+18,22.10000038
