"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.444497697E2,2.868655864E1,1.158769412E2,1.935589764E1,1.488641357E1,1.470000029E0,1.890000000E2,7.443694440E-1,3.790092468E0,3.207793951E0,3.100000000E1
1.454486292E2,2.868654927E1,1.158769397E2,1.909153288E1,1.462207031E1,1.230000019E0,1.893999939E2,7.450736162E-1,3.790092468E0,3.132534742E0,3.100000000E1
1.464472366E2,2.868654299E1,1.158769388E2,1.906393033E1,1.459448242E1,8.500000238E-1,1.891999969E2,7.453306977E-1,3.790092468E0,2.986283302E0,3.000000000E1
1.474471395E2,2.868654072E1,1.158769383E2,1.911171605E1,1.464227295E1,3.300000131E-1,1.886999969E2,7.456849095E-1,3.790092468E0,2.970883131E0,3.000000000E1
1.484485366E2,2.868654344E1,1.158769402E2,1.916860267E1,1.469915771E1,0.000000000E0,0.000000000E0,7.458915256E-1,3.790092468E0,3.999150276E0,2.900000000E1
1.494497528E2,2.868654394E1,1.158769381E2,1.886160339E1,1.439215088E1,0.000000000E0,0.000000000E0,7.461371406E-1,3.790092468E0,4.069938660E0,2.900000000E1
1.504510384E2,2.868654503E1,1.158769359E2,1.836472583E1,1.389526367E1,0.000000000E0,0.000000000E0,7.463904527E-1,3.798679590E0,4.151333332E0,2.700000000E1
1.514461412E2,2.868654590E1,1.158769335E2,1.816508951E1,1.369561768E1,0.000000000E0,0.000000000E0,7.466544994E-1,3.790789127E0,4.155206203E0,2.800000000E1
1.524494769E2,2.868654634E1,1.158769309E2,1.820080434E1,1.373132324E1,0.000000000E0,0.000000000E0,7.467871816E-1,3.790092468E0,4.177744389E0,2.900000000E1
1.534538578E2,2.868654636E1,1.158769295E2,1.810492227E1,1.363543701E1,0.000000000E0,0.000000000E0,7.468051462E-1,3.806218624E0,4.214312077E0,2.900000000E1
1.544524817E2,2.868654628E1,1.158769297E2,1.800873016E1,1.353924561E1,0.000000000E0,0.000000000E0,7.468422806E-1,3.804078341E0,4.218178749E0,2.900000000E1
1.554471183E2,2.868654626E1,1.158769293E2,1.774878252E1,1.327929688E1,0.000000000E0,0.000000000E0,7.468971180E-1,3.802232742E0,4.222011089E0,2.900000000E1
1.564530754E2,2.868654581E1,1.158769295E2,1.769079717E1,1.322131348E1,0.000000000E0,0.000000000E0,7.469378636E-1,3.814794779E0,4.259500504E0,2.900000000E1
1.574509851E2,2.868654561E1,1.158769299E2,1.746112027E1,1.299163818E1,0.000000000E0,0.000000000E0,7.469974086E-1,3.808982849E0,4.256072044E0,3.000000000E1
1.584500940E2,2.868654563E1,1.158769305E2,1.731255891E1,1.284307861E1,0.000000000E0,0.000000000E0,7.470152833E-1,3.790092468E0,4.052489758E0,2.900000000E1
1.594486507E2,2.868654557E1,1.158769306E2,1.729949671E1,1.283001709E1,0.000000000E0,0.000000000E0,7.470233078E-1,3.790092468E0,3.932721138E0,2.900000000E1
1.604537523E2,2.868654550E1,1.158769306E2,1.728393261E1,1.281445312E1,0.000000000E0,0.000000000E0,7.470431404E-1,3.790092468E0,3.699565172E0,2.900000000E1
1.614533178E2,2.868654535E1,1.158769307E2,1.732220090E1,1.285272217E1,0.000000000E0,0.000000000E0,7.470767828E-1,3.790092468E0,3.835499763E0,2.900000000E1
1.624510799E2,2.868654511E1,1.158769310E2,1.738897206E1,1.291949463E1,0.000000000E0,0.000000000E0,7.471004496E-1,3.790092468E0,3.768231869E0,3.000000000E1
1.634480098E2,2.868654495E1,1.158769311E2,1.743834857E1,1.296887207E1,0.000000000E0,0.000000000E0,7.471276294E-1,9.935046196E0,3.740511179E0,3.000000000E1
1.644545365E2,2.868654480E1,1.158769313E2,1.747264925E1,1.300317383E1,0.000000000E0,0.000000000E0,7.471563926E-1,9.935046196E0,3.621585369E0,3.100000000E1
1.654519027E2,2.868654456E1,1.158769314E2,1.753514825E1,1.306567383E1,0.000000000E0,0.000000000E0,7.471916144E-1,9.935046196E0,3.603690386E0,3.100000000E1
1.664516587E2,2.868654436E1,1.158769317E2,1.757042516E1,1.310095215E1,0.000000000E0,0.000000000E0,7.472165484E-1,9.935046196E0,3.632059813E0,3.100000000E1
1.674490654E2,2.868654421E1,1.158769319E2,1.760246763E1,1.313299561E1,0.000000000E0,0.000000000E0,7.472451821E-1,9.935046196E0,3.819089413E0,3.100000000E1
1.684511754E2,2.868654405E1,1.158769321E2,1.764812079E1,1.317864990E1,0.000000000E0,0.000000000E0,7.472672353E-1,9.935046196E0,3.909790754E0,3.200000000E1
1.694486926E2,2.868654393E1,1.158769323E2,1.768968485E1,1.322021484E1,0.000000000E0,0.000000000E0,7.472870646E-1,9.935046196E0,3.960710287E0,3.200000000E1
1.704517159E2,2.868654382E1,1.158769325E2,1.771702781E1,1.324755859E1,0.000000000E0,0.000000000E0,7.473100998E-1,9.935046196E0,3.961786270E0,3.100000000E1
1.714482661E2,2.868654366E1,1.158769326E2,1.776390191E1,1.329443359E1,0.000000000E0,0.000000000E0,7.473358286E-1,9.935046196E0,3.975910425E0,3.100000000E1
1.724506200E2,2.868654352E1,1.158769328E2,1.779643263E1,1.332696533E1,0.000000000E0,0.000000000E0,7.473652329E-1,9.935046196E0,3.979753256E0,3.100000000E1
1.734472330E2,2.868654336E1,1.158769331E2,1.784239093E1,1.337292480E1,0.000000000E0,0.000000000E0,7.473918537E-1,9.935046196E0,3.856585026E0,3.000000000E1
1.744511360E2,2.868654316E1,1.158769332E2,1.790196023E1,1.343249512E1,0.000000000E0,0.000000000E0,7.474160579E-1,9.935046196E0,3.854597330E0,3.100000000E1
1.754492817E2,2.868654302E1,1.158769334E2,1.793058476E1,1.346112061E1,0.000000000E0,0.000000000E0,7.474395236E-1,9.935046196E0,3.798193455E0,3.100000000E1
1.764505131E2,2.868654288E1,1.158769336E2,1.797135531E1,1.350189209E1,0.000000000E0,0.000000000E0,7.474597515E-1,9.935046196E0,3.743505478E0,3.100000000E1
1.774465898E2,2.868654270E1,1.158769336E2,1.803171849E1,1.356225586E1,0.000000000E0,0.000000000E0,7.474817954E-1,9.935046196E0,3.732295513E0,3.100000000E1
1.784497670E2,2.868654256E1,1.158769338E2,1.806107552E1,1.359161377E1,0.000000000E0,0.000000000E0,7.474898680E-1,9.935046196E0,3.756991148E0,3.200000000E1
1.794482596E2,2.868654251E1,1.158769338E2,1.806028175E1,1.359082031E1,0.000000000E0,0.000000000E0,7.474933435E-1,9.935046196E0,3.801892281E0,3.200000000E1
1.804516636E2,2.868654248E1,1.158769339E2,1.806174648E1,1.359228516E1,0.000000000E0,0.000000000E0,7.474977913E-1,9.935046196E0,3.757779837E0,3.200000000E1
1.814464530E2,2.868654244E1,1.158769339E2,1.806528640E1,1.359582520E1,0.000000000E0,0.000000000E0,7.475088133E-1,9.935046196E0,3.710860729E0,3.200000000E1
1.824500053E2,2.868654237E1,1.158769339E2,1.808017855E1,1.361071777E1,0.000000000E0,0.000000000E0,7.475334337E-1,9.935046196E0,3.745612621E0,3.200000000E1
1.834467564E2,2.868654216E1,1.158769340E2,1.813547557E1,1.366601562E1,0.000000000E0,0.000000000E0,7.475520342E-1,9.935046196E0,3.875902891E0,3.100000000E1
1.844497109E2,2.868654203E1,1.158769341E2,1.815933959E1,1.368988037E1,0.000000000E0,0.000000000E0,7.475721128E-1,9.935046196E0,3.978166342E0,3.100000000E1
1.854458746E2,2.868654189E1,1.158769343E2,1.819571576E1,1.372625732E1,0.000000000E0,0.000000000E0,7.475892353E-1,9.935046196E0,4.019851685E0,3.000000000E1
1.864553771E2,2.868654177E1,1.158769344E2,1.822037330E1,1.375091553E1,0.000000000E0,0.000000000E0,7.476097692E-1,9.935046196E0,3.945999622E0,3.000000000E1
1.874465172E2,2.868654165E1,1.158769345E2,1.824448137E1,1.377502441E1,0.000000000E0,0.000000000E0,7.476207911E-1,9.935046196E0,3.965224981E0,3.000000000E1
1.884544684E2,2.868654158E1,1.158769346E2,1.825351414E1,1.378405762E1,0.000000000E0,0.000000000E0,7.476354638E-1,9.935046196E0,3.901298761E0,3.000000000E1
1.894472515E2,2.868654149E1,1.158769347E2,1.827273963E1,1.380328369E1,0.000000000E0,0.000000000E0,7.476389393E-1,9.935046196E0,3.793934822E0,3.000000000E1
1.904498520E2,2.868654146E1,1.158769347E2,1.828940217E1,1.381994629E1,0.000000000E0,0.000000000E0,7.476458904E-1,9.935046196E0,3.686758995E0,3.100000000E1
1.914471219E2,2.868654152E1,1.158769347E2,1.827444867E1,1.380499268E1,0.000000000E0,0.000000000E0,7.476499477E-1,9.935046196E0,3.659085035E0,3.100000000E1
1.924505061E2,2.868654151E1,1.158769348E2,1.828342069E1,1.381396484E1,0.000000000E0,0.000000000E0,7.476615410E-1,9.935046196E0,3.787507772E0,3.100000000E1
1.934481832E2,2.868654142E1,1.158769348E2,1.833639877E1,1.386694336E1,0.000000000E0,0.000000000E0,7.476660322E-1,9.935046196E0,3.678806305E0,3.100000000E1
1.944479820E2,2.868654140E1,1.158769349E2,1.835251187E1,1.388305664E1,0.000000000E0,0.000000000E0,7.476660322E-1,9.935046196E0,3.749876499E0,3.200000000E1
1.954502134E2,2.868654140E1,1.158769349E2,1.837063932E1,1.390118408E1,0.000000000E0,0.000000000E0,7.476727689E-1,9.935046196E0,3.801311970E0,3.200000000E1
1.964505353E2,2.868654143E1,1.158769348E2,1.838791253E1,1.391845703E1,0.000000000E0,0.000000000E0,7.476795056E-1,9.935046196E0,3.605327368E0,3.200000000E1
1.974458245E2,2.868654146E1,1.158769348E2,1.839761738E1,1.392816162E1,0.000000000E0,0.000000000E0,7.476875781E-1,9.935046196E0,3.508711815E0,3.200000000E1
1.984510178E2,2.868654151E1,1.158769347E2,1.840701712E1,1.393756104E1,0.000000000E0,0.000000000E0,7.476949292E-1,9.935046196E0,3.406272888E0,3.200000000E1
1.994449146E2,2.868654155E1,1.158769346E2,1.841659993E1,1.394714355E1,0.000000000E0,0.000000000E0,7.477022803E-1,9.935046196E0,3.371613026E0,3.200000000E1
2.004526844E2,2.868654159E1,1.158769346E2,1.842520618E1,1.395574951E1,0.000000000E0,0.000000000E0,7.477045258E-1,9.935046196E0,3.401653767E0,3.000000000E1
2.014478734E2,2.868654160E1,1.158769346E2,1.844400510E1,1.397454834E1,0.000000000E0,0.000000000E0,7.477067714E-1,9.935046196E0,3.551782608E0,3.000000000E1
2.024481827E2,2.868654161E1,1.158769345E2,1.846207159E1,1.399261475E1,0.000000000E0,0.000000000E0,7.477067714E-1,9.935046196E0,3.665763140E0,3.000000000E1
2.034490610E2,2.868654161E1,1.158769345E2,1.848428839E1,1.401483154E1,0.000000000E0,0.000000000E0,7.477091998E-1,9.935046196E0,3.856602192E0,3.000000000E1
2.044512163E2,2.868654163E1,1.158769345E2,1.849832656E1,1.402886963E1,0.000000000E0,0.000000000E0,7.477114454E-1,9.935046196E0,3.853991508E0,3.000000000E1
2.054472209E2,2.868654162E1,1.158769346E2,1.852805059E1,1.405859375E1,0.000000000E0,0.000000000E0,7.477153099E-1,9.935046196E0,3.846447706E0,2.900000000E1
2.064542188E2,2.868654165E1,1.158769345E2,1.853476460E1,1.406530762E1,0.000000000E0,0.000000000E0,7.477164218E-1,9.935046196E0,3.908651590E0,3.100000000E1
2.074511814E2,2.868654166E1,1.158769345E2,1.853354393E1,1.406408691E1,0.000000000E0,0.000000000E0,7.477223385E-1,9.935046196E0,4.022856712E0,3.100000000E1
2.084509298E2,2.868654170E1,1.158769345E2,1.854068527E1,1.407122803E1,0.000000000E0,0.000000000E0,7.477276627E-1,9.935046196E0,4.017217636E0,3.200000000E1
2.094503141E2,2.868654174E1,1.158769345E2,1.854770452E1,1.407824707E1,0.000000000E0,0.000000000E0,7.477305891E-1,9.935046196E0,4.003633976E0,3.200000000E1
2.104489534E2,2.868654174E1,1.158769345E2,1.854739925E1,1.407794189E1,0.000000000E0,0.000000000E0,7.477328346E-1,9.935046196E0,4.073071480E0,3.200000000E1
2.114571251E2,2.868654173E1,1.158769345E2,1.854709399E1,1.407763672E1,0.000000000E0,0.000000000E0,7.477339466E-1,9.935046196E0,4.025220871E0,3.200000000E1
2.124530573E2,2.868654172E1,1.158769345E2,1.854575119E1,1.407629395E1,0.000000000E0,0.000000000E0,7.477350585E-1,9.935046196E0,3.814104795E0,2.900000000E1
2.134484497E2,2.868654173E1,1.158769345E2,1.854392016E1,1.407446289E1,0.000000000E0,0.000000000E0,7.477360340E-1,9.935046196E0,3.907664776E0,3.000000000E1
2.144536368E2,2.868654173E1,1.158769345E2,1.854453054E1,1.407507324E1,0.000000000E0,0.000000000E0,7.477360340E-1,9.935046196E0,3.787150145E0,3.000000000E1
2.154513974E2,2.868654173E1,1.158769345E2,1.854300466E1,1.407354736E1,0.000000000E0,0.000000000E0,7.477404715E-1,9.935046196E0,3.628287554E0,3.000000000E1
2.164557882E2,2.868654176E1,1.158769345E2,1.854800972E1,1.407855225E1,0.000000000E0,0.000000000E0,7.477414470E-1,9.935046196E0,3.458006620E0,3.000000000E1
2.174482608E2,2.868654176E1,1.158769345E2,1.854703319E1,1.407757568E1,0.000000000E0,0.000000000E0,7.477480479E-1,9.935046196E0,3.235041857E0,3.100000000E1
2.184517134E2,2.868654180E1,1.158769344E2,1.855472388E1,1.408526611E1,0.000000000E0,0.000000000E0,7.477495270E-1,9.935046196E0,3.081427336E0,3.100000000E1
2.194469922E2,2.868654179E1,1.158769344E2,1.855368622E1,1.408422852E1,0.000000000E0,0.000000000E0,7.477517509E-1,9.935046196E0,2.921570301E0,3.100000000E1
2.204506537E2,2.868654177E1,1.158769344E2,1.855075648E1,1.408129883E1,0.000000000E0,0.000000000E0,7.477528629E-1,9.935046196E0,2.748879910E0,3.100000000E1
2.214458891E2,2.868654176E1,1.158769344E2,1.854538536E1,1.407592773E1,0.000000000E0,0.000000000E0,7.477539748E-1,9.935046196E0,2.500000000E0,3.100000000E1
2.224478376E2,2.868654175E1,1.158769344E2,1.854269978E1,1.407324219E1,0.000000000E0,0.000000000E0,7.477607671E-1,9.935046196E0,2.560254812E0,3.200000000E1
2.234480556E2,2.868654170E1,1.158769345E2,1.854831476E1,1.407885742E1,0.000000000E0,0.000000000E0,7.477659006E-1,9.935046196E0,3.408475637E0,3.100000000E1
2.244523932E2,2.868654167E1,1.158769345E2,1.855008457E1,1.408062744E1,0.000000000E0,0.000000000E0,7.477791566E-1,9.935046196E0,3.720730782E0,3.200000000E1
2.255389781E2,2.868654160E1,1.158769346E2,1.856717389E1,1.409771729E1,0.000000000E0,0.000000000E0,7.477930946E-1,9.935046196E0,3.707028389E0,3.200000000E1
2.264495397E2,2.868654152E1,1.158769347E2,1.859024463E1,1.412078857E1,0.000000000E0,0.000000000E0,7.478085846E-1,9.935046196E0,3.754834890E0,3.200000000E1
2.274485135E2,2.868654144E1,1.158769348E2,1.861008044E1,1.414062500E1,0.000000000E0,0.000000000E0,7.478167337E-1,9.935046196E0,3.885042906E0,3.300000000E1
2.284541904E2,2.868654140E1,1.158769349E2,1.861563431E1,1.414617920E1,0.000000000E0,0.000000000E0,7.478316131E-1,9.935046196E0,4.022155285E0,3.300000000E1
2.294456594E2,2.868654133E1,1.158769350E2,1.863931537E1,1.416986084E1,0.000000000E0,0.000000000E0,7.478367466E-1,9.935046196E0,4.086138725E0,3.300000000E1
2.304474944E2,2.868654130E1,1.158769351E2,1.863791135E1,1.416845703E1,0.000000000E0,0.000000000E0,7.478418800E-1,9.935046196E0,3.982947588E0,3.300000000E1
2.314440846E2,2.868654127E1,1.158769351E2,1.863748390E1,1.416802979E1,0.000000000E0,0.000000000E0,7.478441039E-1,9.935046196E0,3.961985350E0,3.200000000E1
2.324539425E2,2.868654129E1,1.158769351E2,1.864035261E1,1.417089844E1,0.000000000E0,0.000000000E0,7.478463495E-1,9.935046196E0,3.958838940E0,3.200000000E1
2.334449473E2,2.868654128E1,1.158769352E2,1.864242772E1,1.417297363E1,0.000000000E0,0.000000000E0,7.482385223E-1,9.935046196E0,3.979458809E0,3.000000000E1
2.344514058E2,2.868653779E1,1.158769346E2,1.868563265E1,1.421618652E1,3.199999928E-1,1.908000031E2,7.490429759E-1,9.935046196E0,4.063788414E0,3.000000000E1
2.354535506E2,2.868653075E1,1.158769327E2,1.905884879E1,1.458941650E1,7.200000286E-1,1.891999969E2,7.499203174E-1,9.935046196E0,3.949316263E0,3.000000000E1
2.364511999E2,2.868652286E1,1.158769326E2,1.904088265E1,1.457147217E1,9.700000286E-1,1.895000000E2,7.510632190E-1,9.935046196E0,4.029135227E0,3.000000000E1
2.374498876E2,2.868651260E1,1.158769319E2,1.937685476E1,1.490747070E1,1.210000038E0,1.868000031E2,7.532656349E-1,9.935046196E0,4.095294952E0,3.000000000E1
2.384493529E2,2.868649297E1,1.158769289E2,2.026688493E1,1.579754639E1,2.170000076E0,1.885000000E2,7.563905178E-1,9.935046196E0,4.114775181E0,3.000000000E1
2.394439566E2,2.868646500E1,1.158769258E2,2.055886974E1,1.608959961E1,3.099999905E0,1.871000061E2,7.600391986E-1,9.935046196E0,3.895558119E0,3.100000000E1
2.404522603E2,2.868643236E1,1.158769220E2,2.133723292E1,1.686804199E1,3.589999914E0,1.861999969E2,7.637603658E-1,9.935046196E0,3.644630909E0,3.200000000E1
2.414453883E2,2.868639914E1,1.158769174E2,2.161480336E1,1.714569092E1,3.579999924E0,1.881999969E2,7.669883958E-1,9.935046196E0,3.473093987E0,3.200000000E1
2.424523227E2,2.868637057E1,1.158769115E2,2.110576944E1,1.663671875E1,3.309999943E0,1.873000031E2,7.703595039E-1,9.935046196E0,3.244758606E0,3.200000000E1
2.434490533E2,2.868634043E1,1.158769078E2,2.129106063E1,1.682208252E1,3.470000029E0,1.788999939E2,7.737897706E-1,9.935046196E0,3.061512709E0,3.200000000E1
2.444532929E2,2.868630982E1,1.158769121E2,2.206775671E1,1.759887695E1,3.299999952E0,1.605000000E2,7.763330345E-1,9.935046196E0,3.066846371E0,3.200000000E1
2.454480278E2,2.868629110E1,1.158769271E2,2.157937812E1,1.711059570E1,2.519999981E0,1.215000000E2,7.782776008E-1,3.790092468E0,2.673086166E0,3.100000000E1
2.464532799E2,2.868628704E1,1.158769465E2,2.105294105E1,1.658422852E1,2.029999971E0,8.640000153E1,7.801895909E-1,3.790092468E0,2.745862961E0,3.100000000E1
2.474545516E2,2.868629569E1,1.158769634E2,2.089172008E1,1.642303467E1,2.180000067E0,4.620000076E1,7.826952422E-1,3.790092468E0,3.018429756E0,3.000000000E1
2.484505722E2,2.868631587E1,1.158769749E2,1.993275731E1,1.546405029E1,2.529999971E0,1.400000000E1,7.871786501E-1,3.790092468E0,3.173757076E0,3.200000000E1
2.494510446E2,2.868635595E1,1.158769799E2,2.043108366E1,1.596228027E1,4.349999905E0,3.400000095E0,7.939827261E-1,3.790092468E0,3.460548401E0,3.200000000E1
2.504476159E2,2.868641605E1,1.158769930E2,2.009869171E1,1.562976074E1,5.500000000E0,6.300000191E0,8.013390502E-1,3.790092468E0,3.554723740E0,3.300000000E1
2.514474962E2,2.868648157E1,1.158770034E2,2.045614224E1,1.598706055E1,7.110000134E0,7.199999809E0,8.084329380E-1,3.790092468E0,3.924095631E0,3.300000000E1
2.524505243E2,2.868654473E1,1.158770137E2,2.052031286E1,1.605108643E1,7.130000114E0,7.300000191E0,8.176886431E-1,3.898899794E0,3.967691660E0,3.300000000E1
2.534513271E2,2.868662594E1,1.158770345E2,2.046652080E1,1.599713135E1,8.810000420E0,9.199999809E0,8.266856105E-1,3.824551821E0,4.119501114E0,3.400000000E1
2.544551846E2,2.868670537E1,1.158770521E2,2.017622237E1,1.570666504E1,9.359999657E0,9.699999809E0,8.365558682E-1,3.792395353E0,4.099312305E0,3.000000000E1
2.554545322E2,2.868679279E1,1.158770696E2,2.023775287E1,1.576800537E1,9.800000191E0,8.899999619E0,8.468890666E-1,3.790092468E0,3.950651646E0,3.200000000E1
2.564517150E2,2.868688364E1,1.158770919E2,2.058980596E1,1.611987305E1,1.051000023E1,8.699999809E0,8.574118539E-1,3.790092468E0,3.475124359E0,3.200000000E1
2.574514745E2,2.868697643E1,1.158771131E2,2.033560554E1,1.586547852E1,1.069999981E1,1.010000038E1,8.682147125E-1,3.790092468E0,3.292970657E0,3.100000000E1
2.584604994E2,2.868707238E1,1.158771304E2,2.073584439E1,1.626550293E1,1.088000011E1,1.060000038E1,8.780408540E-1,3.790092468E0,3.157781124E0,3.000000000E1
2.594480131E2,2.868715946E1,1.158771476E2,2.039973114E1,1.592919922E1,1.022999954E1,1.119999981E1,8.893605258E-1,3.790092468E0,3.285319328E0,2.900000000E1
2.604532655E2,2.868725905E1,1.158771716E2,2.082632712E1,1.635559082E1,1.128999996E1,1.169999981E1,9.007283056E-1,3.790092468E0,3.363316536E0,2.800000000E1
2.614510002E2,2.868735976E1,1.158771917E2,2.129047495E1,1.681951904E1,1.135000038E1,1.150000000E1,9.124739376E-1,3.790092468E0,3.186926603E0,2.500000000E1
2.624504930E2,2.868746380E1,1.158772125E2,2.115532549E1,1.668414307E1,1.140999985E1,1.160000038E1,9.242849842E-1,3.790092468E0,2.909698248E0,2.400000000E1
2.634474347E2,2.868756727E1,1.158772399E2,2.087623375E1,1.640484619E1,1.165999985E1,1.219999981E1,9.350517213E-1,3.790092468E0,2.856905699E0,2.300000000E1
2.644507039E2,2.868766171E1,1.158772642E2,2.112019728E1,1.664862061E1,1.136999989E1,1.219999981E1,9.463671173E-1,3.790092468E0,2.599105597E0,2.300000000E1
2.654529571E2,2.868776127E1,1.158772882E2,2.096506724E1,1.649328613E1,1.122999954E1,1.289999962E1,9.578810159E-1,3.790092468E0,2.500000000E0,2.300000000E1
2.664599374E2,2.868786187E1,1.158773162E2,2.237810440E1,1.790612793E1,1.127000046E1,1.350000000E1,9.694247124E-1,3.801458359E0,2.500000000E0,2.200000000E1
2.674534144E2,2.868796358E1,1.158773399E2,2.260988308E1,1.813769531E1,1.131999969E1,1.530000019E1,9.805894078E-1,3.798196316E0,2.500000000E0,1.400000000E1
2.684530026E2,2.868806138E1,1.158773658E2,2.305825800E1,1.858587646E1,1.126000023E1,1.560000038E1,9.918373496E-1,3.797552109E0,2.500000000E0,1.900000000E1
2.694539229E2,2.868815871E1,1.158773972E2,2.314992554E1,1.867736816E1,1.139000034E1,1.839999962E1,1.003373594E0,3.817528725E0,2.500000000E0,1.500000000E1
2.704491720E2,2.868825674E1,1.158774359E2,2.281206854E1,1.833935547E1,1.156000042E1,2.160000038E1,1.015438500E0,3.804761887E0,2.500000000E0,2.200000000E1
2.714534918E2,2.868835782E1,1.158774809E2,2.182405468E1,1.735119629E1,1.211999989E1,2.389999962E1,1.027458558E0,3.794940948E0,2.500000000E0,2.300000000E1
2.724467360E2,2.868845590E1,1.158775327E2,2.170753276E1,1.723455811E1,1.206000042E1,2.589999962E1,1.039778180E0,3.809950829E0,2.500000000E0,2.200000000E1
2.734525609E2,2.868855286E1,1.158775938E2,2.166147523E1,1.718841553E1,1.202999973E1,2.889999962E1,1.051552031E0,3.841429710E0,2.500000000E0,2.100000000E1
2.744554399E2,2.868864509E1,1.158776531E2,2.195275135E1,1.747961426E1,1.180000019E1,3.070000076E1,1.063944112E0,3.834413290E0,2.500000000E0,2.200000000E1
2.754627580E2,2.868874058E1,1.158777186E2,2.238586346E1,1.791265869E1,1.186999989E1,3.329999924E1,1.075816293E0,3.846979141E0,2.584326982E0,2.000000000E1
2.764452975E2,2.868881776E1,1.158778027E2,2.189394168E1,1.742077637E1,1.193000031E1,3.809999847E1,1.087841745E0,3.798054218E0,2.603414774E0,2.100000000E1
2.774526972E2,2.868890386E1,1.158778773E2,2.167630436E1,1.720312500E1,1.173999977E1,3.850000000E1,1.100104163E0,3.795030594E0,2.500000000E0,1.400000000E1
2.784508892E2,2.868898818E1,1.158779583E2,2.150307629E1,1.702990723E1,1.181000042E1,4.029999924E1,1.112811083E0,3.795290709E0,2.500000000E0,1.900000000E1
2.794530907E2,2.868908518E1,1.158780272E2,2.183742752E1,1.736419678E1,1.205000019E1,3.979999924E1,1.124784687E0,3.795826912E0,2.500000000E0,1.600000000E1
2.804581633E2,2.868916942E1,1.158781037E2,2.306558019E1,1.859234619E1,1.202999973E1,4.100000000E1,1.136680550E0,3.796203136E0,2.518510342E0,2.300000000E1
2.814510487E2,2.868925187E1,1.158781814E2,2.376711276E1,1.929388428E1,1.196000004E1,4.390000153E1,1.148567181E0,3.793965816E0,2.500000000E0,2.600000000E1
2.824505989E2,2.868932923E1,1.158782655E2,2.392753520E1,1.945434570E1,1.185000038E1,4.640000153E1,1.160205839E0,3.799987316E0,2.519131899E0,2.700000000E1
2.834544662E2,2.868940150E1,1.158783518E2,2.450706522E1,2.003393555E1,1.190999985E1,4.829999924E1,1.171783634E0,3.797535896E0,2.500000000E0,2.900000000E1
2.844469714E2,2.868947105E1,1.158784401E2,2.489859328E1,2.042553711E1,1.177999973E1,4.940000153E1,1.183545048E0,3.795202494E0,2.500000000E0,2.100000000E1
2.854517289E2,2.868953702E1,1.158785344E2,2.504290111E1,2.056994629E1,1.182999992E1,5.220000076E1,1.195294843E0,3.795080185E0,2.500000000E0,2.600000000E1
2.864474756E2,2.868960158E1,1.158786297E2,2.492505566E1,2.045220947E1,1.186999989E1,5.370000076E1,1.207346257E0,3.801659584E0,2.500000000E0,2.100000000E1
2.874524571E2,2.868966235E1,1.158787320E2,2.490654392E1,2.043383789E1,1.203999996E1,5.550000000E1,1.219466718E0,3.795200109E0,2.500000000E0,2.300000000E1
2.884485332E2,2.868972033E1,1.158788372E2,2.494581589E1,2.047326660E1,1.227999973E1,5.900000000E1,1.231592554E0,3.826534748E0,2.500000000E0,2.200000000E1
2.894512123E2,2.868977430E1,1.158789453E2,2.507564441E1,2.060327148E1,1.234000015E1,6.050000000E1,1.243871746E0,3.794958115E0,2.500000000E0,2.100000000E1
2.904493263E2,2.868982665E1,1.158790561E2,2.541444427E1,2.094226074E1,1.234000015E1,6.600000000E1,1.256215382E0,3.800390482E0,2.500000000E0,2.100000000E1
2.914540647E2,2.868988045E1,1.158791668E2,2.573017733E1,2.125817871E1,1.230000019E1,6.559999847E1,1.268244338E0,3.796468258E0,2.500000000E0,2.300000000E1
2.924532010E2,2.868993126E1,1.158792757E2,2.649836118E1,2.202655029E1,1.200000000E1,6.519999695E1,1.281047341E0,3.833334208E0,2.500000000E0,2.400000000E1
2.934543713E2,2.868998988E1,1.158793886E2,2.704243326E1,2.257080078E1,1.246000004E1,6.400000000E1,1.293567607E0,3.795056105E0,2.500000000E0,2.500000000E1
2.944503608E2,2.869004377E1,1.158795013E2,2.704718636E1,2.257574463E1,1.256000042E1,6.450000000E1,1.305712694E0,3.794630766E0,2.500000000E0,3.000000000E1
2.954542697E2,2.869009429E1,1.158796117E2,2.753167340E1,2.306042480E1,1.210999966E1,6.440000153E1,1.317715271E0,3.803549051E0,2.500000000E0,2.700000000E1
2.964529650E2,2.869014456E1,1.158797206E2,2.772405001E1,2.325299072E1,1.182999992E1,6.370000076E1,1.329587923E0,3.806577444E0,2.500000000E0,2.200000000E1
2.974543760E2,2.869019462E1,1.158798281E2,2.818620560E1,2.371533203E1,1.172999954E1,6.140000153E1,1.341644439E0,3.801494122E0,2.500000000E0,2.400000000E1
2.984627622E2,2.869024548E1,1.158799373E2,2.848649319E1,2.401580811E1,1.197000027E1,6.200000000E1,1.353630139E0,3.793941259E0,2.500000000E0,2.800000000E1
2.994614034E2,2.869029627E1,1.158800457E2,2.878959055E1,2.431909180E1,1.202000046E1,6.229999924E1,NaN,3.797779083E0,2.500000000E0,2.600000000E1
