,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
2/8/16 19:22,0.32362926,3.517150164,9.135498047
2/8/16 19:22,0.318843603,3.509971619,9.123533249
2/8/16 19:22,0.314057976,3.502793312,9.097212791
2/8/16 19:22,0.304486692,3.493221998,9.058927536
2/8/16 19:22,0.285344094,3.50757885,9.039784431
2/8/16 19:22,0.285344094,3.52193594,9.015557289
2/8/16 19:22,0.263808698,3.517150164,9.008378983
2/8/16 19:22,0.266201526,3.50757885,8.979664803
2/8/16 19:22,0.251844585,3.505186081,8.953344345
2/8/16 19:22,0.237487644,3.493221998,8.950951576
2/8/16 19:22,0.223130718,3.52193594,8.903095245
2/8/16 19:22,0.220737889,3.500400543,8.905488014
2/8/16 19:22,0.215952247,3.488436222,8.879166603
2/8/16 19:22,0.199202478,3.512364626,8.867202759
2/8/16 19:22,0.213559419,3.50757885,8.845666885
2/8/16 19:23,0.230309174,3.512364626,8.831310272
2/8/16 19:23,0.208773777,3.483650684,8.826524734
2/8/16 19:23,0.206380948,3.490829229,8.826524734
2/8/16 19:23,0.201595306,3.502793312,8.833703041
2/8/16 19:23,0.220737889,3.500400543,8.816953659
2/8/16 19:23,0.22791636,3.517150164,8.804988861
2/8/16 19:23,0.247058943,3.50757885,8.812167168
2/8/16 19:23,0.22791636,3.509971619,8.843274117
2/8/16 19:23,0.242273286,3.500400543,8.840881348
2/8/16 19:23,0.215952247,3.543471336,8.845666885
2/8/16 19:23,0.203988135,3.541078329,8.862417221
2/8/16 19:23,0.201595306,3.545864105,8.874381065
2/8/16 19:23,0.172881439,3.555435419,8.895915985
2/8/16 19:23,0.168095797,3.562613726,8.917451859
2/8/16 19:23,0.158524498,3.565006733,8.948558807
2/8/16 19:23,0.139381915,3.584149122,8.965308189
2/8/16 19:23,0.132203445,3.57218504,9.010771751
2/8/16 19:23,0.098404832,3.596113443,9.003593445
2/8/16 19:23,0.064905316,3.588934898,9.046963692
2/8/16 19:23,0.08165507,3.596113443,9.078069687
2/8/16 19:23,0.069690958,3.605684519,9.085248947
2/8/16 19:23,0.072083779,3.608077526,9.101998329
2/8/16 19:23,0.067298137,3.610470295,9.104391098
2/8/16 19:23,0.052941199,3.608077526,9.12831974
2/8/16 19:23,0.088833541,3.615255833,9.14985466
2/8/16 19:23,0.091226362,3.610470295,9.145069122
2/8/16 19:23,0.096012011,3.612863064,9.157032967
2/8/16 19:23,0.096012011,3.605684519,9.164211273
2/8/16 19:23,0.100797653,3.61764884,9.168996811
2/8/16 19:23,0.112761766,3.598506212,9.164211273
2/8/16 19:23,0.141774744,3.588934898,9.190532684
2/8/16 19:23,0.122333057,3.584149122,9.166604042
2/8/16 19:23,0.144167557,3.569792271,9.17856884
2/8/16 19:23,0.182452723,3.560220957,9.157032967
2/8/16 19:23,0.194416836,3.57218504,9.164211273
2/8/16 19:23,0.196809664,3.562613726,9.142676353
2/8/16 19:23,0.184845552,3.543471336,9.130712509
2/8/16 19:23,0.206380948,3.536292791,9.101998329
2/8/16 19:23,0.194416836,3.531507015,9.12831974
2/8/16 19:23,0.194416836,3.52193594,9.078069687
2/8/16 19:23,0.165702969,3.52193594,9.068498611
2/8/16 19:23,0.177667081,3.512364626,9.063713074
2/8/16 19:23,0.16331014,3.524328709,9.082855225
2/8/16 19:23,0.172881439,3.524328709,9.07089138
2/8/16 19:23,0.151346028,3.526721478,9.046963692
2/8/16 19:23,0.144167557,3.536292791,9.039784431
2/8/16 19:23,0.177667081,3.533900023,9.0421772
2/8/16 19:23,0.141774744,3.553042412,9.054141998
2/8/16 19:23,0.127417803,3.53868556,9.051749229
2/8/16 19:23,0.132203445,3.562613726,9.025128365
2/8/16 19:23,0.107976124,3.545864105,9.039784431
2/8/16 19:23,0.096012011,3.550649643,9.0421772
2/8/16 19:23,0.107976124,3.545864105,9.066105843
2/8/16 19:23,0.076869428,3.576970816,9.058927536
2/8/16 19:23,0.06011967,3.576970816,9.078069687
2/8/16 19:23,0.076869428,3.555435419,9.092427254
2/8/16 19:23,0.06011967,3.57218504,9.094820023
2/8/16 19:23,0.067298137,3.579363585,9.101998329
2/8/16 19:23,0.048155557,3.543471336,9.125926018
2/8/16 19:23,0.021834506,3.579363585,9.137890816
2/8/16 19:23,0.03379862,3.588934898,9.145069122
2/8/16 19:23,0.019441685,3.58654213,9.159425735
2/8/16 19:23,0.019441685,3.584149122,9.190532684
2/8/16 19:23,0.009870393,3.593720436,9.221639633
2/8/16 19:23,0.014656039,3.596113443,9.240781784
2/8/16 19:23,0.040977087,3.608077526,9.245567322
2/8/16 19:23,0.038584266,3.61764884,9.245567322
2/8/16 19:23,0.062512495,3.615255833,9.286245346
2/8/16 19:23,0.076869428,3.643969774,9.288638115
2/8/16 19:23,0.074476607,3.605684519,9.281459808
2/8/16 19:23,0.088833541,3.610470295,9.276674271
2/8/16 19:23,0.08644072,3.591327667,9.283852577
2/8/16 19:23,0.08165507,3.58654213,9.305388451
2/8/16 19:23,0.08165507,3.569792271,9.283852577
2/8/16 19:23,0.088833541,3.574577808,9.288638115
2/8/16 19:23,0.105583303,3.574577808,9.271888733
2/8/16 19:23,0.119940236,3.553042412,9.276674271
2/8/16 19:23,0.119940236,3.541078329,9.240781784
2/8/16 19:23,0.110368945,3.548256874,9.233603477
2/8/16 19:23,0.127417803,3.53868556,9.22881794
2/8/16 19:23,0.119940236,3.526721478,9.204889297
2/8/16 19:23,0.125024989,3.548256874,9.190532684
2/8/16 19:23,0.129810631,3.531507015,9.190532684
2/8/16 19:23,0.146560386,3.526721478,9.164211273
2/8/16 19:23,0.122333057,3.53868556,9.12831974
2/8/16 19:23,0.139381915,3.550649643,9.145069122
2/8/16 19:23,0.18005991,3.545864105,9.118747711
2/8/16 19:23,0.175274253,3.536292791,9.097212791
2/8/16 19:23,0.182452723,3.557828188,9.097212791
2/8/16 19:23,0.182452723,3.526721478,9.094820023
2/8/16 19:23,0.199202478,3.531507015,9.082855225
2/8/16 19:23,0.182452723,3.517150164,9.068498611
2/8/16 19:23,0.194416836,3.533900023,9.056534767
2/8/16 19:23,0.187238365,3.505186081,9.025128365
2/8/16 19:23,0.199202478,3.524328709,9.027522087
2/8/16 19:23,0.194416836,3.495614767,9.017950058
2/8/16 19:23,0.203988135,3.488436222,8.991629601
2/8/16 19:23,0.22791636,3.490829229,8.977272034
2/8/16 19:23,0.192024022,3.490829229,9.010771751
2/8/16 19:23,0.206380948,3.471686602,8.989236832
2/8/16 19:23,0.223130718,3.469293833,9.001200676
2/8/16 19:23,0.215952247,3.502793312,8.998807907
2/8/16 19:23,0.22791636,3.490829229,9.020342827
2/8/16 19:23,0.22791636,3.493221998,9.008378983
2/8/16 19:23,0.215952247,3.466900826,9.022735596
2/8/16 19:23,0.239880472,3.493221998,9.034998894
2/8/16 19:23,0.239880472,3.483650684,9.051749229
2/8/16 19:23,0.237487644,3.462115288,9.039784431
2/8/16 19:23,0.232702002,3.478864908,9.051749229
2/8/16 19:23,0.254237413,3.466900826,9.056534767
2/8/16 19:23,0.273379982,3.459722519,9.080462456
2/8/16 19:23,0.247058943,3.457329512,9.066105843
2/8/16 19:23,0.247058943,3.450151205,9.051749229
2/8/16 19:23,0.244666114,3.481257915,9.054141998
2/8/16 19:23,0.254237413,3.459722519,9.073284149
2/8/16 19:23,0.249451757,3.464508057,9.078069687
2/8/16 19:23,0.211166605,3.476472139,9.066105843
2/8/16 19:23,0.254237413,3.493221998,9.07089138
2/8/16 19:23,0.251844585,3.469293833,9.049356461
2/8/16 19:23,0.259023041,3.500400543,9.07089138
2/8/16 19:23,0.278165638,3.490829229,9.054141998
2/8/16 19:23,0.304486692,3.498007536,9.056534767
2/8/16 19:23,0.311665148,3.50757885,9.0421772
2/8/16 19:23,0.285344094,3.541078329,9.066105843
2/8/16 19:23,0.306879491,3.531507015,9.07089138
2/8/16 19:23,0.297308207,3.53868556,9.082855225
2/8/16 19:23,0.294915378,3.550649643,9.07089138
