"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.423391220E-1,5.238341689E-1,-1.004060879E-1,9.261842370E-1
7.473271430E-1,4.087857008E-1,6.905521154E-1,7.370999455E-1
7.524395390E-1,3.672404289E-1,1.390962839E0,4.590661526E-1
7.574401120E-1,3.890783489E-1,1.878853559E0,9.368077666E-2
7.625495390E-1,3.991983235E-1,2.064742088E0,-3.132498860E-1
7.675553720E-1,2.830846012E-1,1.875657797E0,-7.052668929E-1
7.726221950E-1,3.541085497E-2,1.347819686E0,-1.024845839E0
7.776737580E-1,-2.564713359E-1,6.788341999E-1,-1.221386909E0
7.827640180E-1,-4.780461788E-1,1.035918817E-1,-1.287965894E0
7.877918310E-1,-6.298461556E-1,-2.506082356E-1,-1.267193317E0
7.928495390E-1,-8.130714893E-1,-4.194524884E-1,-1.201679587E0
7.979078200E-1,-1.088442087E0,-5.760462284E-1,-1.093555450E0
8.029838100E-1,-1.340376973E0,-8.034799695E-1,-9.252437353E-1
8.080229240E-1,-1.508688569E0,-1.134776831E0,-6.930163503E-1
8.131025080E-1,-1.723339200E0,-1.585916042E0,-4.187109768E-1
8.181354760E-1,-2.077539444E0,-2.074872017E0,-1.390793025E-1
8.232200600E-1,-2.491926908E0,-2.382733107E0,1.304323524E-1
8.282509450E-1,-2.822691441E0,-2.357699394E0,3.573334813E-1
8.333011540E-1,-3.016569376E0,-2.021075964E0,5.187209249E-1
8.383662580E-1,-3.095398903E0,-1.510814905E0,6.034093499E-1
8.434440180E-1,-3.122562885E0,-1.045294642E0,6.071377993E-1
8.484833930E-1,-3.155586243E0,-7.933599949E-1,5.879630446E-1
8.535844870E-1,-3.202990532E0,-8.002842069E-1,5.858325362E-1
8.585994350E-1,-3.289809227E0,-9.622042179E-1,6.098009348E-1
8.636661010E-1,-3.470371485E0,-1.139570594E0,6.572051644E-1
8.687172470E-1,-3.747339964E0,-1.266869545E0,7.083378434E-1
8.738205810E-1,-4.057331562E0,-1.337709665E0,7.291104198E-1
8.788340180E-1,-4.373182297E0,-1.421332836E0,6.854346395E-1
8.839051640E-1,-4.745491982E0,-1.650897145E0,6.002135873E-1
8.889476120E-1,-5.252557278E0,-2.143048763E0,5.357651711E-1
8.940430290E-1,-5.901302814E0,-2.733737469E0,5.373630524E-1
8.990655290E-1,-6.490925789E0,-3.256781816E0,5.549398661E-1
9.041444870E-1,-6.787069321E0,-3.682354689E0,5.203188062E-1
9.091842260E-1,-6.853116035E0,-3.831491470E0,4.569356143E-1
9.142441220E-1,-6.880812645E0,-3.453322887E0,4.127271771E-1
9.193110490E-1,-6.878149509E0,-2.742792130E0,3.525398076E-1
9.243385490E-1,-6.728480339E0,-2.273010969E0,1.783692092E-1
9.294295910E-1,-6.508502960E0,-2.266619205E0,-7.409822941E-2
9.344477680E-1,-6.404107094E0,-2.418419361E0,-2.855530381E-1
9.395205810E-1,-6.500513554E0,-2.396581411E0,-3.409467340E-1
9.445909450E-1,-6.714098930E0,-2.172876120E0,-2.509319782E-1
9.496503200E-1,-6.838202477E0,-1.714280248E0,-7.143507153E-2
9.547073510E-1,-6.683206081E0,-9.877705574E-1,1.330955178E-1
9.597809970E-1,-6.326343060E0,-2.511408627E-1,2.737103105E-1
9.647925080E-1,-6.036591530E0,4.766554385E-2,2.816997766E-1
9.698870390E-1,-5.975338459E0,-1.062650308E-1,2.135229111E-1
9.749389140E-1,-6.050972462E0,-4.775093496E-1,1.480092108E-1
9.799989140E-1,-6.041917801E0,-1.122526407E0,-3.415085003E-2
9.850257890E-1,-5.888519764E0,-1.819208622E0,-2.940751612E-1
9.901136010E-1,-5.596637249E0,-2.326806784E0,-5.300309658E-1
9.951864660E-1,-5.224328041E0,-2.685800552E0,-7.148542404E-1
1.000267664E0,-4.830713272E0,-2.861568928E0,-7.830311060E-1
1.005293862E0,-4.387031078E0,-2.792859554E0,-6.972773671E-1
1.010361674E0,-3.900738001E0,-2.575545788E0,-5.342921019E-1
1.015383133E0,-3.377161026E0,-2.378472090E0,-3.872856796E-1
1.020471987E0,-2.828550339E0,-2.302305698E0,-3.185762167E-1
1.025514018E0,-2.335333109E0,-2.356634140E0,-3.808941245E-1
1.030596570E0,-1.923076034E0,-2.425876379E0,-5.039320588E-1
1.035630216E0,-1.519341111E0,-2.402440548E0,-6.173825860E-1
1.040699070E0,-1.091637969E0,-2.259695292E0,-7.372247577E-1
1.045747664E0,-6.431619525E-1,-1.968345642E0,-8.554690480E-1
1.050833706E0,-1.952186972E-1,-1.658353925E0,-9.311026931E-1
1.055859122E0,2.037224919E-1,-1.438909531E0,-9.161890149E-1
1.060932924E0,4.908109903E-1,-1.273261070E0,-8.352289796E-1
1.065974591E0,6.708406210E-1,-1.054349542E0,-6.962121725E-1
1.071057404E0,8.151838183E-1,-7.369010448E-1,-5.065952539E-1
1.076094383E0,9.739080667E-1,-4.375619590E-1,-2.578561902E-1
1.081216779E0,1.145948172E0,-2.282377034E-1,1.059021708E-2
1.086209383E0,1.281236649E0,-8.602502942E-2,2.428176552E-1
1.091289018E0,1.362729311E0,-5.246922374E-2,4.244450927E-1
1.096327664E0,1.414927125E0,-1.392882019E-1,5.091335177E-1
1.101434591E0,1.448482990E0,-2.633913755E-1,5.128619671E-1
1.106441779E0,1.488430381E0,-3.640587926E-1,4.782408774E-1
1.111517195E0,1.546487212E0,-4.141261876E-1,4.020745754E-1
1.116560112E0,1.632240891E0,-3.555366993E-1,2.747755647E-1
1.121599643E0,1.752083063E0,-1.595281959E-1,9.155024588E-2
1.126671883E0,1.915068388E0,1.488655806E-1,-1.353508979E-1
1.131799122E0,2.133447170E0,5.265015364E-1,-3.840899169E-1
1.136776883E0,2.393903971E0,9.297037125E-1,-6.312310696E-1
1.141828549E0,2.660752535E0,1.321188092E0,-8.714479804E-1
1.146907768E0,2.906828403E0,1.693497777E0,-1.095153332E0
1.151972039E0,3.116685390E0,2.046632767E0,-1.297020793E0
1.157018758E0,3.300443411E0,2.348634958E0,-1.479180813E0
1.162087351E0,3.464493990E0,2.583525419E0,-1.599555492E0
1.167136414E0,3.580075026E0,2.720944405E0,-1.640035510E0
1.172251726E0,3.591260195E0,2.739586592E0,-1.604349256E0
1.177256154E0,3.399512768E0,2.621342182E0,-1.487170219E0
1.182289956E0,2.962754726E0,2.354493856E0,-1.298618555E0
1.187379070E0,2.351826191E0,1.951824069E0,-1.079706907E0
1.192448654E0,1.746224165E0,1.501217604E0,-8.469468951E-1
1.197484331E0,1.198145986E0,1.192823887E0,-5.982078910E-1
1.202587456E0,6.010658145E-1,1.064459562E0,-3.595888615E-1
1.207602508E0,-8.496392518E-2,1.095352292E0,-1.827551126E-1
1.212676935E0,-7.896357179E-1,1.270588160E0,-9.220770746E-2
1.217718966E0,-1.435185432E0,1.417594433E0,-6.344559044E-2
1.222783706E0,-1.948642373E0,1.370190263E0,-7.463086396E-2
1.227833393E0,-2.325745821E0,1.128908038E0,-1.065887585E-1
1.232912195E0,-2.633607149E0,9.222468734E-1,-1.028603390E-1
1.237950841E0,-2.765699625E0,1.072449088E0,-6.238032877E-2
