"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
5.398690509E1,1.152919865E1,4.014829254E1,1.100264740E1
5.399690509E1,1.276116085E1,3.986057281E1,1.026280212E1
5.400690509E1,1.152772522E1,4.060210419E1,1.177117920E1
5.401690509E1,1.122253418E1,3.940657806E1,1.100360870E1
5.402690509E1,1.199049664E1,3.943446350E1,1.210574341E1
5.403690509E1,1.245137215E1,4.002879333E1,1.195555878E1
5.404690509E1,1.060433197E1,4.073782349E1,1.190140533E1
5.405690509E1,1.060791206E1,3.924288177E1,1.052592468E1
5.406690509E1,1.245193100E1,4.074498749E1,1.055439758E1
5.407690509E1,1.137492275E1,3.971763229E1,1.193238068E1
5.408690509E1,1.137600327E1,4.042687988E1,1.006702423E1
5.409690509E1,1.153095627E1,3.911180115E1,1.070516968E1
5.410690509E1,1.352954388E1,4.133012390E1,9.181549072E0
5.411690509E1,1.276197433E1,4.013917542E1,9.176246643E0
5.412690509E1,1.322383976E1,4.100978851E1,7.784767151E0
5.413690509E1,1.291564560E1,4.101206970E1,8.241371155E0
5.414690509E1,1.399295616E1,4.044340515E1,8.584281921E0
5.415690509E1,1.414535427E1,4.162269592E1,8.419654846E0
5.416690509E1,1.522358990E1,4.075226593E1,8.301788330E0
5.417690509E1,1.522084332E1,4.151247406E1,9.840560913E0
5.418690509E1,1.444917297E1,4.182341766E1,1.167493439E1
5.419690509E1,1.522016621E1,4.050840759E1,1.170934296E1
5.420690509E1,1.475651455E1,4.081938553E1,1.324185181E1
5.421690509E1,1.383426762E1,3.949259186E1,1.416286469E1
5.422690509E1,1.383279419E1,3.994640350E1,1.493139648E1
5.423690509E1,1.598167419E1,4.163533020E1,1.728675079E1
5.424690509E1,1.413561344E1,3.900259399E1,2.052137756E1
5.425690509E1,1.536388493E1,4.079018021E1,2.053122711E1
5.426690509E1,1.690273094E1,4.008342743E1,2.104197693E1
5.427690509E1,1.474583054E1,3.951438141E1,2.455450439E1
5.428690509E1,1.351638794E1,3.933440018E1,2.359741974E1
5.429690509E1,1.551445198E1,3.880986023E1,2.597466278E1
5.430690509E1,1.659132385E1,3.781286621E1,2.725111389E1
5.431690509E1,1.874223518E1,3.701436996E1,3.087343597E1
5.432690509E1,1.643401718E1,3.597528458E1,3.268523407E1
5.433690509E1,1.766732407E1,3.407764435E1,3.273788452E1
5.434690509E1,1.551439762E1,3.360041809E1,3.253509521E1
5.435690509E1,1.628317451E1,3.115709305E1,3.598731995E1
5.436690509E1,1.782219315E1,3.044802856E1,3.634334564E1
5.437690509E1,1.720636559E1,2.841896820E1,3.929204559E1
5.438690509E1,1.982082748E1,2.600829315E1,4.309934235E1
5.439690509E1,1.982082748E1,2.600829315E1,4.309934235E1
5.440690509E1,1.982781219E1,2.027092361E1,4.393977356E1
5.441690509E1,1.982781219E1,2.027092361E1,4.393977356E1
5.442690509E1,1.721333313E1,1.819530487E1,4.575595856E1
5.443690509E1,1.936961746E1,1.558852005E1,4.676836395E1
5.444690509E1,1.660185051E1,1.335852432E1,4.827298737E1
5.445690509E1,1.891246796E1,1.089222336E1,4.866854858E1
5.446690509E1,2.091905785E1,4.754554749E0,5.033718109E1
5.447690509E1,1.953482628E1,5.019096375E0,4.968062592E1
5.448690509E1,2.061847115E1,3.137168884E-1,4.945254517E1
5.449690509E1,2.015989113E1,-2.337394714E0,5.009089661E1
5.450690509E1,2.108748817E1,-5.423599243E0,4.984017944E1
5.451690509E1,2.124264908E1,-6.017860413E0,4.938662720E1
5.452690509E1,2.062940216E1,-7.936561584E0,4.985788727E1
5.453690509E1,2.047971344E1,-1.059920502E1,4.942070770E1
5.454690509E1,1.848099899E1,-1.122383118E1,4.906868744E1
5.455690509E1,1.986666679E1,-1.266532898E1,4.989366913E1
5.456690509E1,1.802380371E1,-1.476169586E1,4.956258392E1
5.457690509E1,2.017761612E1,-1.530938721E1,5.024155426E1
5.458690509E1,2.018103981E1,-1.781534576E1,5.027066040E1
5.459690509E1,1.771875000E1,-1.668267822E1,4.957723999E1
5.460690509E1,1.941131973E1,-1.680673218E1,4.946601105E1
5.461690509E1,1.648637581E1,-1.696838379E1,5.140706635E1
5.462690509E1,1.741044426E1,-1.610003662E1,4.940805817E1
5.463690509E1,1.648759460E1,-1.698459625E1,5.032393646E1
5.464690509E1,1.633405876E1,-1.583313751E1,4.860437775E1
5.465690509E1,1.464202785E1,-1.672937012E1,4.950125122E1
5.466690509E1,1.325841904E1,-1.792040253E1,5.009968567E1
5.467690509E1,1.402758121E1,-1.689538574E1,4.886882782E1
5.468690509E1,1.279653645E1,-1.777767181E1,5.024131012E1
5.469690509E1,1.387203312E1,-1.701965332E1,5.056880951E1
5.470690509E1,1.294803715E1,-1.644171143E1,5.069390106E1
5.471690509E1,1.217793179E1,-1.615161133E1,5.113567352E1
5.472690509E1,1.033700752E1,-1.841856384E1,4.925896454E1
5.473690509E1,1.033317280E1,-1.648603058E1,5.031983948E1
5.474690509E1,1.048489380E1,-1.631080627E1,5.202399445E1
5.475690509E1,1.094623661E1,-1.543324280E1,5.109671783E1
5.476690509E1,1.125454044E1,-1.601589203E1,5.126589966E1
5.477690509E1,1.033342838E1,-1.692362213E1,5.063444519E1
5.478690509E1,1.048649597E1,-1.560850525E1,4.969443512E1
5.479690509E1,9.719815254E0,-1.782436371E1,5.016532135E1
5.480690509E1,1.048798847E1,-1.707564545E1,5.017575836E1
5.481690509E1,1.064098167E1,-1.720682526E1,5.110966492E1
5.482690509E1,1.094846058E1,-1.618650818E1,5.002214813E1
5.483690509E1,9.868514061E0,-1.543800354E1,5.184378815E1
5.484690509E1,8.486708641E0,-1.607412720E1,5.011437988E1
5.485690509E1,1.033141422E1,-1.544953156E1,5.061732483E1
5.486690509E1,1.125393677E1,-1.557366943E1,5.126076508E1
5.487690509E1,9.872614861E0,-1.693989563E1,5.000411224E1
5.488690509E1,9.102621078E0,-1.723017120E1,5.107167053E1
5.489690509E1,9.716179848E0,-1.603923798E1,5.122790527E1
5.490690509E1,6.026421547E0,-1.728381348E1,5.053148651E1
5.491690509E1,7.100096703E0,-1.606734467E1,5.193698120E1
5.492690509E1,6.486812592E0,-1.595938873E1,4.990854645E1
5.493690509E1,6.027428627E0,-1.802085876E1,5.054004669E1
5.494690509E1,8.025227547E0,-1.622622681E1,5.025942230E1
5.495690509E1,5.568520546E0,-1.893083954E1,4.930105591E1
5.496690509E1,6.490236282E0,-1.846534729E1,4.993764496E1
5.497690509E1,4.797462940E0,-1.819388580E1,5.004716492E1
5.498690509E1,5.565489769E0,-1.758794403E1,5.036877441E1
5.499690509E1,6.795473099E0,-1.842824554E1,5.211151123E1
5.500690509E1,6.026768684E0,-1.728844452E1,5.022201538E1
5.501690509E1,6.646636009E0,-2.008914185E1,4.965081024E1
5.502690509E1,4.798936844E0,-1.864769745E1,4.927863312E1
5.503690509E1,4.487538338E0,-1.730020905E1,5.095768738E1
5.504690509E1,5.102589607E0,-1.757641602E1,5.159524536E1
5.505690509E1,4.336211205E0,-1.863848877E1,5.035036469E1
5.506690509E1,3.867690086E0,-1.551284027E1,5.277874756E1
5.507690509E1,6.638991356E0,-1.636917114E1,5.192900848E1
5.508690509E1,5.257534027E0,-1.700993347E1,4.989012909E1
5.509690509E1,5.103047371E0,-1.816142273E1,5.191156006E1
5.510690509E1,4.792555809E0,-1.610236359E1,5.187998962E1
5.511690509E1,6.636629105E0,-1.489044952E1,5.222135925E1
5.512690509E1,4.487812996E0,-1.875113678E1,5.252214050E1
5.513690509E1,4.482375145E0,-1.477108765E1,5.247591400E1
5.514690509E1,5.715214729E0,-1.695196533E1,5.330565643E1
5.515690509E1,4.328978539E0,-1.434510040E1,5.153858948E1
5.516690509E1,6.788039207E0,-1.398744202E1,5.329801178E1
5.517690509E1,4.173082352E0,-1.446472168E1,5.354802704E1
5.518690509E1,5.558577538E0,-1.315409088E1,5.109107971E1
5.519690509E1,4.018806934E0,-1.214558411E1,5.104109955E1
5.520690509E1,3.402702570E0,-1.272370148E1,5.242535400E1
5.521690509E1,3.557646513E0,-1.215721893E1,5.072024536E1
5.522690509E1,3.555495024E0,-9.957664490E0,4.992089844E1
5.523690509E1,2.018260479E0,-1.043018341E1,4.942383575E1
5.524690509E1,2.784831524E0,-1.038376617E1,5.176383209E1
5.525690509E1,2.013637066E0,-8.921348572E0,5.172771454E1
5.526690509E1,2.321199417E0,-8.336303711E0,5.110952759E1
5.527690509E1,2.475090504E0,-8.624153137E0,5.142622375E1
5.528690509E1,2.475090504E0,-8.624153137E0,5.142622375E1
5.529690509E1,2.012629986E0,-8.184303284E0,5.171915436E1
5.530690509E1,2.012629986E0,-8.184303284E0,5.171915436E1
5.531690509E1,2.318049908E0,-7.281272888E0,5.264488220E1
5.532690509E1,3.856218338E0,-6.242286682E0,5.158775330E1
5.533690509E1,1.854738235E0,-5.093353271E0,5.152466583E1
5.534690509E1,2.006441116E0,-3.904808044E0,5.197897339E1
5.535690509E1,2.315495491E0,-4.786911011E0,5.184210968E1
5.536690509E1,3.391551495E0,-3.312690735E0,5.076844788E1
5.537690509E1,2.468104839E0,-2.886779785E0,5.058578491E1
5.538690509E1,1.235081792E0,-1.571830750E0,5.100418091E1
5.539690509E1,3.539052248E0,8.263664246E-1,5.134324646E1
5.540690509E1,2.308391094E0,6.625938416E-1,5.146929169E1
5.541690509E1,3.067919612E-1,1.523651123E0,5.187383270E1
5.542690509E1,1.229240775E0,2.703037262E0,5.095452881E1
5.543690509E1,3.076024294E0,2.431594849E0,5.069407654E1
5.544690509E1,1.995509624E0,4.345466614E0,5.157363129E1
5.545690509E1,1.535905838E0,3.444751740E0,5.095356750E1
5.546690509E1,2.457091093E0,5.798767090E0,4.971111298E1
5.547690509E1,1.531474590E0,6.687747955E0,5.091590881E1
5.548690509E1,1.378828764E0,6.814289093E0,4.967253113E1
5.549690509E1,2.605772734E0,9.198463440E0,5.013973236E1
5.550690509E1,2.297633648E0,8.910556793E0,5.090922546E1
5.551690509E1,1.991618752E0,9.318004608E0,4.888495636E1
5.552690509E1,1.985640287E0,1.156851578E1,5.148973846E1
5.553690509E1,1.219307303E0,1.209783554E1,4.821449280E1
5.554690509E1,1.373253226E0,1.151980209E1,4.884407806E1
5.555690509E1,1.217897415E0,1.312969589E1,4.820250702E1
5.556690509E1,4.467028975E-1,1.459211349E1,4.816638947E1
5.557690509E1,9.064716101E-1,1.462228012E1,4.972512054E1
5.558690509E1,1.061964750E0,1.503673553E1,4.771225739E1
5.559690509E1,1.368492484E0,1.650391388E1,4.692906952E1
5.560690509E1,2.443587065E0,1.755674744E1,4.725315094E1
5.561690509E1,1.520753860E0,1.840866470E1,4.598220825E1
5.562690509E1,1.060801983E0,1.751257324E1,4.567162323E1
5.563690509E1,1.826814651E0,1.959260941E1,4.597611237E1
5.564690509E1,1.519142509E0,1.958794022E1,4.596851349E1
5.565690509E1,1.673125029E0,1.973304749E1,4.566114044E1
5.566690509E1,1.674132109E0,1.899600220E1,4.566970062E1
5.567690509E1,1.828343511E0,1.884861755E1,4.552047729E1
5.568690509E1,1.209575176E0,2.134523010E1,4.547617340E1
5.569690509E1,1.979076028E0,2.149736404E1,4.502925110E1
5.570690509E1,2.591701269E0,2.212181473E1,4.673966980E1
5.571690509E1,1.515837431E0,2.238176346E1,4.547178650E1
5.572690509E1,1.979524612E0,2.004412079E1,4.643898010E1
5.573690509E1,1.979597807E0,2.149041748E1,4.456505585E1
5.574690509E1,1.516780376E0,2.381647491E1,4.282419586E1
5.575690509E1,3.978652000E0,2.124215698E1,4.570101166E1
5.576690509E1,2.837665081E-1,2.324985886E1,4.558585358E1
5.577690509E1,1.055162311E0,2.438984680E1,4.218701935E1
5.578690509E1,1.054759502E0,2.468466568E1,4.218359375E1
5.579690509E1,1.363127470E0,2.468006897E1,4.157226562E1
5.580690509E1,1.670717239E0,2.512001419E1,4.111051941E1
5.581690509E1,-6.372541189E-1,2.552490234E1,4.089366913E1
5.582690509E1,1.212816238E0,2.347298050E1,3.988009644E1
5.583690509E1,2.440501690E0,2.468946075E1,4.113465881E1
5.584690509E1,7.472430468E-1,2.569100952E1,4.077141571E1
