"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.245130058E2,6.503960490E-1,-1.583493710E0,1.756696820E0
3.245229618E2,5.529520512E-1,-1.817913890E0,1.695073962E0
3.245329178E2,2.936546206E-1,-1.919645071E0,1.491192698E0
3.245428728E2,-8.561281115E-2,-1.877825737E0,1.187009335E0
3.245528288E2,-4.825939238E-1,-1.706027985E0,8.102179170E-1
3.245627838E2,-8.060862422E-1,-1.439661860E0,4.121369123E-1
3.245727398E2,-9.890981317E-1,-1.141625047E0,5.190830678E-2
3.245826948E2,-1.001350760E0,-8.663314581E-1,-2.234279215E-1
3.245926508E2,-8.645468354E-1,-6.519215703E-1,-3.999889493E-1
3.246026058E2,-6.326739192E-1,-5.043329000E-1,-4.818556011E-1
3.246125618E2,-3.433115184E-1,-4.264850020E-1,-4.648000002E-1
3.246225178E2,-2.456093580E-2,-4.209770560E-1,-3.537680209E-1
3.246324728E2,3.188872039E-1,-4.482569098E-1,-1.391330957E-1
3.246424288E2,6.755127311E-1,-4.748888016E-1,1.444046050E-1
3.246523838E2,1.026523948E0,-4.771266878E-1,4.373039603E-1
3.246623398E2,1.324290991E0,-4.848914146E-1,6.713411808E-1
3.246722948E2,1.562537909E0,-4.892190099E-1,7.604113221E-1
3.246822508E2,1.753968358E0,-5.301872492E-1,6.426221132E-1
3.246922058E2,1.901014328E0,-6.209863424E-1,3.763865232E-1
3.247021618E2,1.946173072E0,-6.790187955E-1,-5.155897886E-2
3.247121168E2,1.823056698E0,-8.056398034E-1,-6.096228957E-1
3.247220728E2,1.539486051E0,-1.081578135E0,-1.109574914E0
3.247320288E2,1.130250812E0,-1.141921282E0,-1.435143709E0
3.247419838E2,7.388794422E-1,-9.683954716E-1,-1.577313423E0
3.247519398E2,4.973686039E-1,-3.138569295E-1,-1.641685009E0
3.247618948E2,2.418755740E-1,1.228251815E0,-1.812649846E0
3.247718508E2,7.610175759E-2,3.111853600E0,-2.006389141E0
3.247818058E2,1.672093123E-1,4.448219776E0,-2.092227936E0
3.247917618E2,3.939009905E-1,4.724266052E0,-2.128362417E0
3.248017178E2,5.206605196E-1,3.982701540E0,-2.034477472E0
3.248116728E2,4.359078407E-1,2.636022329E0,-1.801903844E0
3.248216288E2,1.793117374E-1,1.304191232E0,-1.467933059E0
3.248315838E2,-5.562378094E-2,2.504817545E-1,-1.107528687E0
3.248415398E2,-9.660796076E-2,-5.755892396E-1,-6.930427551E-1
3.248514948E2,8.796774596E-2,-1.200279236E0,-1.761612892E-1
3.248614508E2,4.053720534E-1,-1.608170509E0,4.437208772E-1
3.248714058E2,7.432523370E-1,-1.746759057E0,1.045765877E0
3.248813618E2,1.006228089E0,-1.681405902E0,1.462797999E0
3.248913178E2,1.106891513E0,-1.407875419E0,1.568190098E0
3.249012732E2,1.020704985E0,-8.283356428E-1,1.379979372E0
3.249112292E2,8.051039577E-1,-8.202933706E-3,1.039311528E0
3.249211842E2,5.946862698E-1,8.430235386E-1,7.096896172E-1
3.249311402E2,5.297015309E-1,1.643061519E0,5.115313530E-1
3.249410952E2,6.409353614E-1,2.287476063E0,4.825170338E-1
3.249510512E2,8.951944709E-1,2.645275116E0,6.718255281E-1
3.249610072E2,1.185236216E0,2.636703730E0,1.110705733E0
3.249709622E2,1.319839239E0,2.189175844E0,1.728625059E0
3.249809182E2,1.086343884E0,1.146601558E0,2.370993853E0
3.249908732E2,3.670737743E-1,-4.507509172E-1,2.723978758E0
3.250008292E2,-7.416622043E-1,-2.179708242E0,2.593155384E0
3.250107842E2,-2.033029556E0,-3.731835365E0,2.220582247E0
3.250207402E2,-3.273088932E0,-4.849966049E0,2.060355186E0
3.250306962E2,-4.223567486E0,-5.639877796E0,2.217345953E0
3.250406512E2,-4.760017395E0,-6.352440834E0,2.520467043E0
3.250506072E2,-4.903473377E0,-7.005492687E0,2.783811569E0
3.250605622E2,-4.734385967E0,-7.495798588E0,2.876510382E0
3.250705182E2,-4.281791210E0,-7.830453396E0,2.779661655E0
3.250804732E2,-3.591297388E0,-8.133167267E0,2.465525150E0
3.250904292E2,-2.744314909E0,-8.398234367E0,1.930659771E0
3.251003852E2,-1.805515289E0,-8.605129242E0,1.327551007E0
3.251103402E2,-8.687213659E-1,-8.741529465E0,7.980368137E-1
3.251202962E2,-4.730372690E-3,-8.827178001E0,4.566816092E-1
3.251302512E2,6.945276260E-1,-8.582199097E0,2.535235882E-1
3.251402072E2,1.106691241E0,-7.810977459E0,5.293214694E-2
3.251501622E2,1.189325333E0,-6.428552628E0,-1.534104794E-1
3.251601182E2,9.593228102E-1,-4.687413216E0,-2.175162286E-1
3.251700732E2,5.536491871E-1,-3.184406519E0,-7.323434204E-2
3.251800292E2,1.054527760E-1,-2.211642027E0,1.263085902E-1
3.251899852E2,-3.191945851E-1,-1.775406241E0,3.273694217E-1
3.251999402E2,-6.551797986E-1,-1.669577003E0,5.246539712E-1
3.252098962E2,-8.465487361E-1,-1.727987528E0,6.377426982E-1
3.252198512E2,-8.887294531E-1,-1.824370027E0,6.699983478E-1
3.252298072E2,-7.847637534E-1,-1.758786082E0,6.884254217E-1
3.252397632E2,-5.096219182E-1,-1.541342020E0,6.853483915E-1
3.252497182E2,-1.132971123E-1,-1.317210674E0,6.206310987E-1
3.252596742E2,3.437892199E-1,-1.132963300E0,5.019510388E-1
3.252696292E2,7.620683312E-1,-1.039373279E0,3.612261117E-1
3.252795852E2,1.084397674E0,-1.071850181E0,2.861971259E-1
3.252895402E2,1.289449930E0,-1.231778860E0,2.843710780E-1
3.252994962E2,1.360974193E0,-1.446153283E0,3.242961168E-1
3.253094522E2,1.281196833E0,-1.614430785E0,3.585769534E-1
3.253194072E2,1.068254709E0,-1.728466749E0,3.635461628E-1
3.253293632E2,7.656665444E-1,-1.826183915E0,3.160840571E-1
3.253393182E2,4.421601295E-1,-1.900878668E0,2.064789981E-1
3.253492742E2,1.797405630E-1,-1.928273439E0,8.738686889E-2
3.253592292E2,4.291880131E-2,-1.948496342E0,1.747436449E-2
3.253691852E2,2.704279125E-2,-1.940257311E0,-1.619283482E-2
3.253791412E2,8.375693113E-2,-1.822529078E0,-4.504312575E-2
3.253890962E2,1.718020141E-1,-1.603325009E0,-6.503112614E-2
3.253990522E2,2.574609816E-1,-1.325469613E0,-7.429093122E-2
3.254090072E2,3.123262227E-1,-1.070681572E0,-6.803376973E-2
3.254189632E2,3.266798556E-1,-7.144742012E-1,-5.023932457E-2
3.254289182E2,2.754363716E-1,-1.461708695E-1,-1.503875107E-2
3.254388742E2,1.333013177E-1,3.129727542E-1,6.327655911E-2
3.254488302E2,-8.997941017E-2,3.548185229E-1,1.866999716E-1
3.254587852E2,-3.864302337E-1,-1.033905894E-1,3.169216216E-1
3.254687412E2,-6.778849363E-1,-8.364292979E-1,3.678342402E-1
3.254786962E2,-8.940420151E-1,-1.703519344E0,2.764915526E-1
3.254886522E2,-9.756972790E-1,-2.479535341E0,-1.347577083E-3
3.254986082E2,-9.005939960E-1,-2.953552485E0,-4.403955042E-1
3.255085632E2,-6.642767191E-1,-3.077233315E0,-9.001913071E-1
3.255185192E2,-2.893757820E-1,-2.699919462E0,-1.238242984E0
3.255284742E2,1.648214012E-1,-2.005549908E0,-1.355457425E0
3.255384302E2,5.680980086E-1,-9.659677744E-1,-1.286585689E0
3.255483862E2,6.878270507E-1,7.338876128E-1,-9.674697518E-1
3.255583412E2,3.894086778E-1,2.381183147E0,-2.866121233E-1
3.255682972E2,-2.268852890E-1,3.199731112E0,6.495774984E-1
3.255782522E2,-8.793677688E-1,3.197101116E0,1.520555377E0
3.255882082E2,-1.284029007E0,2.726930380E0,2.066436291E0
3.255981632E2,-1.395352364E0,2.040859938E0,2.224292755E0
3.256081192E2,-1.277052045E0,1.261708617E0,1.997884870E0
3.256180752E2,-1.047264218E0,5.395855904E-1,1.471832275E0
3.256280302E2,-7.957314849E-1,1.337454766E-1,7.475342155E-1
3.256379862E2,-6.165236235E-1,2.662225664E-1,-4.823691770E-2
3.256479412E2,-5.609022379E-1,6.724512577E-1,-7.662622929E-1
3.256578972E2,-5.917576551E-1,1.142845869E0,-1.246283054E0
3.256678532E2,-6.037978530E-1,1.419860601E0,-1.431662679E0
3.256778082E2,-5.275784135E-1,1.359789848E0,-1.386172652E0
3.256877642E2,-3.623239398E-1,1.048462629E0,-1.226559877E0
3.256977192E2,-1.107636169E-1,6.355519891E-1,-1.019984365E0
3.257076752E2,1.917514205E-1,2.113701999E-1,-8.215788603E-1
3.257176302E2,5.002903342E-1,-1.188258231E-1,-6.125015616E-1
3.257275862E2,7.545464635E-1,-3.091339767E-1,-3.034866452E-1
3.257375422E2,8.838325143E-1,-2.629169524E-1,1.444325149E-1
3.257474972E2,8.590770364E-1,-6.453795731E-2,6.483342648E-1
3.257574532E2,6.740190387E-1,2.350500822E-1,1.075846195E0
3.257674082E2,3.870575726E-1,4.329276681E-1,1.275203705E0
3.257773642E2,9.445419163E-2,3.902310729E-1,1.147815943E0
3.257873202E2,-9.027418494E-2,1.566973031E-1,7.372973561E-1
3.257972752E2,-1.099110022E-1,-1.547482014E-1,2.079200894E-1
3.258072312E2,-2.686133981E-2,-4.352714121E-1,-2.359448373E-1
3.258171862E2,2.001269162E-2,-6.982854009E-1,-4.324512482E-1
3.258271422E2,-5.024719983E-2,-9.753987789E-1,-3.568477631E-1
3.258370982E2,-2.178684175E-1,-1.191912174E0,-1.000718772E-1
3.258470532E2,-3.062422872E-1,-1.286572456E0,1.299030930E-1
3.258570092E2,-9.987128526E-2,-1.329595566E0,1.661138386E-1
3.258669642E2,4.192807078E-1,-1.350256920E0,-3.150648996E-2
3.258769202E2,1.024980545E0,-1.276198626E0,-3.240118623E-1
3.258868762E2,1.435098648E0,-1.039748669E0,-5.641913414E-1
3.258968304E2,1.504679084E0,-5.652258992E-1,-6.598746777E-1
3.259067864E2,1.221534729E0,5.785870180E-2,-6.030939221E-1
3.259167414E2,6.361958385E-1,6.715964079E-1,-4.531682730E-1
3.259266974E2,-1.332147419E-1,1.057892561E0,-2.019715905E-1
3.259366534E2,-9.026333690E-1,1.133430719E0,1.831358820E-1
3.259466084E2,-1.511523604E0,9.215359688E-1,6.318941116E-1
3.259565644E2,-1.847782373E0,4.639050066E-1,1.028611541E0
3.259665194E2,-1.892275929E0,-1.122230813E-1,1.244338393E0
3.259764754E2,-1.722455740E0,-6.058378220E-1,1.178308725E0
3.259864314E2,-1.378978014E0,-8.156765699E-1,8.507580757E-1
3.259963864E2,-8.944952488E-1,-5.599561334E-1,3.039548695E-1
3.260063424E2,-3.349699676E-1,-9.305841289E-3,-3.602339029E-1
3.260162974E2,1.995187253E-1,6.314120889E-1,-9.560837150E-1
3.260262534E2,6.625082493E-1,1.250554204E0,-1.317768216E0
3.260362094E2,1.019240856E0,1.615903616E0,-1.391269803E0
3.260461644E2,1.259362698E0,1.718444824E0,-1.229665041E0
3.260561204E2,1.380081177E0,1.620962620E0,-9.500756860E-1
3.260660754E2,1.368905902E0,1.269160509E0,-6.396691203E-1
3.260760314E2,1.206454396E0,7.340545654E-1,-3.709526658E-1
3.260859874E2,8.985327482E-1,1.720584184E-1,-1.708742231E-1
3.260959424E2,5.087777972E-1,-2.758288085E-1,-1.073355321E-2
3.261058984E2,1.016376764E-1,-6.294064522E-1,1.244624481E-1
3.261158534E2,-2.712429464E-1,-9.305723906E-1,2.134567797E-1
3.261258094E2,-5.672461987E-1,-1.153175712E0,2.351502925E-1
3.261357654E2,-7.550600767E-1,-1.220956087E0,1.753615290E-1
3.261457204E2,-8.001083136E-1,-1.085433960E0,1.418379042E-2
3.261556764E2,-7.183122635E-1,-9.049824476E-1,-2.283630669E-1
3.261656314E2,-5.295680165E-1,-8.042124510E-1,-4.466519058E-1
3.261755874E2,-2.422049642E-1,-7.880854011E-1,-5.613484383E-1
3.261855434E2,1.124377996E-1,-7.823132873E-1,-5.737568140E-1
3.261954984E2,4.946101904E-1,-7.572529316E-1,-5.435874462E-1
3.262054544E2,8.319574594E-1,-7.469931245E-1,-5.313349366E-1
3.262154094E2,1.116038918E0,-9.210501313E-1,-5.585234165E-1
3.262253654E2,1.385322690E0,-1.294880152E0,-6.268109679E-1
3.262353214E2,1.648830771E0,-1.784551024E0,-7.001003623E-1
3.262452764E2,1.816926122E0,-2.188829184E0,-7.894036770E-1
3.262552324E2,1.769686103E0,-2.274582863E0,-8.900282979E-1
3.262651874E2,1.453494668E0,-1.988365173E0,-9.696146250E-1
3.262751434E2,9.276961088E-1,-1.402719259E0,-1.017484903E0
3.262850994E2,2.425581962E-1,-4.506054521E-1,-9.336577058E-1
3.262950544E2,-6.174063087E-1,7.493755221E-1,-5.452907681E-1
3.263050104E2,-1.637543797E0,1.596276164E0,1.311505437E-1
3.263149654E2,-2.608169556E0,1.553377509E0,8.387726545E-1
3.263249214E2,-3.305804729E0,7.718694210E-1,1.358714104E0
3.263348774E2,-3.679627419E0,-2.494805008E-1,1.619243383E0
3.263448324E2,-3.749513626E0,-1.216130733E0,1.601932406E0
3.263547884E2,-3.535475254E0,-1.876780272E0,1.347090960E0
3.263647444E2,-3.058795214E0,-2.068231106E0,8.708429933E-1
3.263746994E2,-2.356616974E0,-1.672642827E0,1.608858258E-1
3.263846554E2,-1.473078012E0,-6.989588737E-1,-6.834437847E-1
3.263946104E2,-4.797964394E-1,4.583390653E-1,-1.388649106E0
3.264045664E2,5.227701664E-1,1.412726641E0,-1.692973375E0
3.264145224E2,1.416278005E0,1.905074239E0,-1.524724126E0
3.264244774E2,2.114516020E0,1.955700159E0,-1.038010120E0
3.264344334E2,2.546112537E0,1.713265181E0,-4.969872832E-1
3.264443884E2,2.709234715E0,1.263654947E0,-1.030047238E-1
3.264543444E2,2.627621889E0,7.369440198E-1,6.928954273E-2
3.264643004E2,2.348262787E0,3.206364810E-1,5.166693032E-2
3.264742554E2,1.952940702E0,6.333062798E-2,-8.431886882E-2
3.264842114E2,1.529585004E0,1.181095932E-2,-2.421507984E-1
3.264941674E2,1.158445239E0,1.101159528E-1,-3.381817043E-1
3.265041224E2,9.158523083E-1,2.205808759E-1,-3.274137378E-1
3.265140784E2,8.204994202E-1,2.165328711E-1,-2.247408926E-1
3.265240334E2,8.094666600E-1,5.781865492E-2,-1.196950898E-1
3.265339894E2,8.223451972E-1,-2.088378072E-1,-8.936355263E-2
3.265439454E2,8.670997024E-1,-4.870856702E-1,-1.513168514E-1
3.265539004E2,9.553027749E-1,-6.539268494E-1,-2.713103592E-1
3.265638564E2,1.068045616E0,-7.012645006E-1,-3.976203799E-1
3.265738124E2,1.193526864E0,-6.553039551E-1,-4.724767804E-1
3.265837674E2,1.300119281E0,-4.736963809E-1,-4.633621275E-1
3.265937234E2,1.379975557E0,-1.283954531E-1,-3.485447168E-1
3.266036784E2,1.455615878E0,2.469042838E-1,-1.499846578E-1
3.266136344E2,1.558212519E0,2.955040336E-1,1.610711962E-2
3.266235904E2,1.664909005E0,1.182171032E-1,2.220944874E-2
3.266335454E2,1.684417367E0,-5.491020903E-2,-1.363213360E-1
3.266435014E2,1.500297427E0,-1.042512059E-1,-2.902651429E-1
3.266534574E2,1.045424461E0,2.221934795E-1,-3.410827816E-1
3.266634124E2,3.425956070E-1,9.469048381E-1,-1.863735914E-1
3.266733684E2,-5.478370786E-1,1.653344035E0,2.579905689E-1
3.266833234E2,-1.485045791E0,1.702663422E0,8.685151935E-1
3.266932794E2,-2.262237310E0,1.090811253E0,1.329713225E0
3.267032354E2,-2.810586452E0,2.441995144E-1,1.486004710E0
3.267131904E2,-3.163813114E0,-5.211719275E-1,1.373843908E0
3.267231464E2,-3.325389862E0,-9.844598174E-1,1.122084141E0
3.267331024E2,-3.304263592E0,-1.036363482E0,8.479762077E-1
3.267430574E2,-3.054244518E0,-7.421857119E-1,6.473258734E-1
3.267530134E2,-2.574712276E0,-2.146058381E-1,4.944484830E-1
3.267629684E2,-1.891662121E0,3.305667937E-1,3.799303770E-1
3.267729244E2,-1.098792076E0,7.134670615E-1,3.352119029E-1
3.267828804E2,-3.363496661E-1,9.360188246E-1,3.801162243E-1
3.267928354E2,2.567110062E-1,9.912607670E-1,4.917010665E-1
3.268027914E2,5.966266990E-1,9.240891337E-1,6.200968027E-1
3.268127474E2,6.878349185E-1,7.890982628E-1,7.145303488E-1
3.268227024E2,5.972127914E-1,6.267098188E-1,7.546324730E-1
3.268326584E2,3.927289546E-1,4.318180680E-1,7.495173216E-1
3.268426134E2,1.599639207E-1,2.133993059E-1,6.921519637E-1
3.268525694E2,-6.633605808E-2,4.331759363E-2,5.808275342E-1
3.268625254E2,-2.526657581E-1,-4.364033416E-2,4.515105486E-1
3.268724804E2,-3.722579479E-1,-9.649582952E-2,3.515232503E-1
3.268824364E2,-4.046289623E-1,-1.514360607E-1,3.006513119E-1
3.268923924E2,-3.341172338E-1,-2.566543519E-1,2.678810954E-1
3.269023467E2,-1.697254330E-1,-4.088234901E-1,2.265810519E-1
3.269123027E2,7.351306081E-2,-5.277482867E-1,1.217563599E-1
3.269222587E2,3.764572740E-1,-6.185050011E-1,-5.820338801E-2
3.269322137E2,6.800072789E-1,-6.768718958E-1,-2.513986826E-1
3.269421697E2,9.153044224E-1,-6.336806417E-1,-3.444260359E-1
3.269521247E2,1.015057683E0,-6.130629778E-1,-3.094930649E-1
3.269620807E2,9.695070386E-1,-6.526303291E-1,-2.072141469E-1
3.269720367E2,8.492704034E-1,-7.402994633E-1,-6.081299856E-2
3.269819917E2,7.625805140E-1,-8.607969284E-1,1.189703420E-1
3.269919477E2,7.321591973E-1,-1.160196900E0,2.606696784E-1
3.270019037E2,7.567567825E-1,-1.524029374E0,2.171162665E-1
3.270118587E2,8.329501152E-1,-1.694619775E0,-2.456214651E-2
3.270218147E2,9.310470819E-1,-1.594178319E0,-3.655011058E-1
3.270317697E2,9.874587059E-1,-1.181104183E0,-6.844881773E-1
3.270417257E2,8.898004293E-1,-3.573178649E-1,-8.325568438E-1
3.270516817E2,5.760049820E-1,9.440413713E-1,-6.115165949E-1
3.270616367E2,-4.226027429E-2,2.229132175E0,7.056435943E-2
3.270715927E2,-8.970209956E-1,2.777930260E0,9.375409484E-1
3.270815487E2,-1.683574915E0,2.513115883E0,1.548804045E0
3.270915037E2,-2.215410709E0,1.748627782E0,1.752778649E0
3.271014597E2,-2.531943798E0,8.597481847E-1,1.635968328E0
3.271114157E2,-2.673023701E0,1.840999722E-1,1.267605186E0
3.271213707E2,-2.596183300E0,-2.246856987E-1,7.678347826E-1
3.271313267E2,-2.276106119E0,-3.383779228E-1,2.238300592E-1
3.271412827E2,-1.695751429E0,-1.747320741E-1,-2.703659832E-1
3.271512377E2,-8.644757867E-1,8.332849294E-2,-6.417685747E-1
3.271611937E2,1.346386820E-1,2.142615616E-1,-8.541430235E-1
3.271711497E2,1.140510559E0,2.932602465E-1,-8.873728514E-1
3.271811047E2,1.976115108E0,3.477286696E-1,-7.527632713E-1
3.271910607E2,2.505365849E0,4.248508811E-1,-4.917582870E-1
3.272010157E2,2.704508543E0,5.310248733E-1,-1.609474123E-1
3.272109717E2,2.574997663E0,5.437082052E-1,1.825481653E-1
3.272209277E2,2.165400028E0,4.802030027E-1,4.759436250E-1
3.272308827E2,1.568955779E0,3.960852027E-1,7.054964304E-1
3.272408387E2,8.963355422E-1,2.977592945E-1,8.224632740E-1
3.272507947E2,2.825888097E-1,1.430123150E-1,8.023449183E-1
3.272607497E2,-1.641758382E-1,-9.355723858E-2,6.708936095E-1
3.272707057E2,-4.054803550E-1,-3.487919569E-1,4.936410487E-1
3.272806617E2,-4.541909099E-1,-5.140978098E-1,3.232614994E-1
3.272906167E2,-3.661696911E-1,-5.762985945E-1,2.265107036E-1
3.273005727E2,-2.015198767E-1,-5.192286372E-1,2.726178467E-1
3.273105287E2,-1.634123549E-2,-3.107460141E-1,4.597712159E-1
3.273204837E2,1.539134532E-1,-3.788970411E-2,7.228978276E-1
3.273304397E2,2.780761421E-1,1.726510227E-1,9.732099771E-1
3.273403957E2,3.555620313E-1,1.353103518E-1,1.107277393E0
3.273503507E2,4.153082073E-1,-1.712612957E-1,1.063646197E0
3.273603067E2,5.129501224E-1,-7.219032645E-1,8.641935587E-1
3.273702617E2,6.926325560E-1,-1.274093628E0,5.686388612E-1
3.273802177E2,8.447118998E-1,-1.521233559E0,2.342659980E-1
3.273901737E2,8.302623630E-1,-1.478677392E0,-8.526246250E-2
3.274001287E2,6.274201274E-1,-1.181373358E0,-2.984131873E-1
3.274100847E2,2.716747820E-1,-5.759694576E-1,-4.211670756E-1
3.274200407E2,-3.094057143E-1,5.804316401E-1,-3.930592239E-1
3.274299957E2,-1.304471374E0,1.988107443E0,-2.456856193E-3
3.274399517E2,-2.669517994E0,2.800201893E0,8.424075842E-1
3.274499077E2,-3.849767208E0,2.521585226E0,1.691262245E0
3.274598627E2,-4.487270355E0,1.682384968E0,2.089627743E0
3.274698187E2,-4.620059967E0,7.948926687E-1,2.094012022E0
3.274797747E2,-4.435980320E0,6.684023887E-2,1.859428167E0
3.274897297E2,-3.982885599E0,-5.649420023E-1,1.448081970E0
3.274996857E2,-3.283691168E0,-9.156970382E-1,8.925232887E-1
3.275096417E2,-2.353399277E0,-7.769721746E-1,2.340963632E-1
3.275195967E2,-1.217253804E0,-2.916876674E-1,-4.132683873E-1
3.275295527E2,5.415926874E-2,2.879402936E-1,-9.333355427E-1
3.275395087E2,1.320348740E0,6.632962227E-1,-1.270831108E0
3.275494637E2,2.417996883E0,7.360423803E-1,-1.379492164E0
3.275594197E2,3.200235844E0,6.359125972E-1,-1.227767229E0
3.275693757E2,3.609519482E0,5.074667335E-1,-8.873013258E-1
3.275793307E2,3.658198595E0,3.750328422E-1,-4.920563996E-1
3.275892867E2,3.399648905E0,1.992058903E-1,-1.443386525E-1
3.275992427E2,2.905843973E0,7.505397499E-2,1.139022931E-1
3.276091977E2,2.301348925E0,7.483586669E-2,2.557592988E-1
3.276191537E2,1.718383789E0,1.185872704E-1,2.665338516E-1
3.276291097E2,1.246041536E0,1.772377938E-1,1.577634215E-1
3.276390647E2,9.408620000E-1,2.234858423E-1,-1.513674576E-2
3.276490207E2,8.104920387E-1,3.039785624E-1,-2.134509087E-1
3.276589767E2,8.507370949E-1,4.692528248E-1,-3.890993297E-1
3.276689317E2,1.057029724E0,7.673894763E-1,-4.770925641E-1
3.276788877E2,1.426081419E0,1.131259203E0,-4.598141313E-1
3.276888437E2,1.950818419E0,1.451591969E0,-3.716097176E-1
3.276987987E2,2.631771326E0,1.673128605E0,-2.508646846E-1
3.277087547E2,3.396473885E0,1.803811550E0,-1.131286472E-1
3.277187097E2,4.088873863E0,1.923961163E0,2.479415387E-2
3.277286657E2,4.578528404E0,2.191747904E0,1.299056560E-1
3.277386217E2,4.756841660E0,2.509255171E0,2.264481783E-1
3.277485777E2,4.518419743E0,2.689084053E0,2.253501564E-1
3.277585327E2,3.882851124E0,2.702418327E0,-2.245591581E-2
3.277684887E2,2.955276966E0,2.529988766E0,-5.534263253E-1
3.277784447E2,1.938660026E0,2.375089169E0,-1.168315530E0
3.277883997E2,9.877062440E-1,2.571384668E0,-1.734507084E0
3.277983557E2,1.005783081E-1,3.364763737E0,-2.098695755E0
3.278083107E2,-7.633634210E-1,4.775662899E0,-2.056034327E0
3.278182667E2,-1.423967361E0,5.889850140E0,-1.867025018E0
3.278282227E2,-1.692943692E0,6.239665985E0,-1.772621512E0
3.278381777E2,-1.509946942E0,5.826618671E0,-1.760962009E0
3.278481337E2,-8.817878366E-1,5.128738403E0,-1.732911944E0
3.278580897E2,6.419502199E-2,4.543786049E0,-1.662446141E0
3.278680457E2,1.122485876E0,4.062486649E0,-1.621478438E0
3.278780007E2,2.147669554E0,3.657064915E0,-1.620988727E0
3.278879567E2,3.024038315E0,3.354238987E0,-1.636338115E0
3.278979128E2,3.657985687E0,2.978973627E0,-1.620058894E0
3.279078678E2,3.980308056E0,2.465617418E0,-1.560824871E0
3.279178238E2,3.962879896E0,2.014271021E0,-1.447376966E0
3.279277798E2,3.650496244E0,1.747807145E0,-1.295601845E0
3.279377348E2,3.143768787E0,1.605866551E0,-1.144089460E0
3.279476908E2,2.573720694E0,1.499489427E0,-1.029498935E0
3.279576468E2,2.023929834E0,1.389388084E0,-9.520339370E-1
3.279676018E2,1.498883486E0,1.242800713E0,-8.991342783E-1
3.279775578E2,1.007845283E0,1.063768983E0,-8.622219563E-1
3.279875138E2,5.535597205E-1,8.516590595E-1,-8.671179414E-1
3.279974688E2,1.482684612E-1,6.277324557E-1,-8.960889578E-1
3.280074248E2,-1.891998649E-1,4.257650077E-1,-9.445406795E-1
3.280173808E2,-4.282041192E-1,2.987427115E-1,-9.749156237E-1
3.280273358E2,-5.260675550E-1,2.284285873E-1,-9.571192861E-1
3.280372918E2,-4.928182065E-1,2.277355343E-1,-8.881959915E-1
3.280472478E2,-3.447879851E-1,3.012323976E-1,-7.604340315E-1
3.280572028E2,-1.176566258E-1,4.141415060E-1,-5.627688766E-1
3.280671588E2,1.415722966E-1,5.007360578E-1,-3.357708752E-1
3.280771148E2,3.900001943E-1,5.376679897E-1,-1.231440008E-1
3.280870698E2,5.756150484E-1,5.430417061E-1,2.016388997E-2
3.280970258E2,6.657310724E-1,5.688059330E-1,7.081224769E-2
3.281069818E2,7.200803161E-1,5.624439120E-1,3.732752427E-2
3.281169368E2,8.097853661E-1,4.672195911E-1,-9.461294115E-2
3.281268928E2,9.659008980E-1,1.885965019E-1,-2.882812023E-1
3.281368488E2,1.184586167E0,-4.457614198E-2,-4.846957922E-1
3.281468038E2,1.426758051E0,-8.718299121E-2,-6.718087196E-1
3.281567598E2,1.659786105E0,-2.537583560E-2,-8.958745599E-1
3.281667158E2,1.852918267E0,1.808532327E-1,-1.213132381E0
3.281766708E2,1.911785841E0,6.657473445E-1,-1.651000500E0
3.281866268E2,1.809090137E0,1.309856534E0,-2.267789602E0
3.281965828E2,1.547650933E0,2.033768654E0,-3.042563915E0
3.282065378E2,1.196922660E0,2.844502687E0,-3.850476027E0
3.282164938E2,8.633463979E-1,3.518697739E0,-4.529334545E0
3.282264498E2,6.623954177E-1,3.767209768E0,-4.943930626E0
3.282364048E2,6.732459068E-1,3.576961756E0,-5.105638981E0
3.282463608E2,9.208993912E-1,3.161562681E0,-5.145130634E0
3.282563168E2,1.350112200E0,2.677221775E0,-4.970013142E0
3.282662728E2,1.873028874E0,2.192350864E0,-4.534800529E0
3.282762278E2,2.408254862E0,1.591730475E0,-3.892426014E0
3.282861838E2,2.880404234E0,9.608478546E-1,-3.139554739E0
3.282961398E2,3.186476469E0,4.797080755E-1,-2.384245157E0
3.283060948E2,3.226593256E0,2.917315364E-1,-1.707950234E0
3.283160508E2,2.972484827E0,3.927526474E-1,-1.198966622E0
3.283260068E2,2.471506357E0,5.534659028E-1,-9.203575850E-1
3.283359618E2,1.832105994E0,6.722050309E-1,-8.680528402E-1
3.283459178E2,1.087827802E0,6.397911906E-1,-9.682524204E-1
3.283558738E2,3.201523125E-1,3.273470402E-1,-1.119354963E0
3.283658288E2,-3.802862167E-1,-1.805971265E-1,-1.244897127E0
3.283757848E2,-9.343352914E-1,-6.673633456E-1,-1.292627215E0
3.283857408E2,-1.323846579E0,-1.021635056E0,-1.278123260E0
3.283956958E2,-1.600453496E0,-1.293835878E0,-1.206898212E0
3.284056518E2,-1.820804715E0,-1.527987719E0,-1.075805783E0
3.284156078E2,-2.025407314E0,-1.703116179E0,-9.029355645E-1
3.284255628E2,-2.233166933E0,-1.811942816E0,-7.113472223E-1
3.284355188E2,-2.442007780E0,-1.854645491E0,-5.128461123E-1
3.284454748E2,-2.608314991E0,-1.865469456E0,-3.446922898E-1
