"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.757507804E1,-2.047676325E0,-8.681344390E-1,-2.318875074E0
8.758503104E1,-1.775490642E0,-9.437335730E-1,-2.242218733E0
8.759498504E1,-1.423079848E0,-9.139488339E-1,-2.143325806E0
8.760493904E1,-1.030618310E0,-7.995018959E-1,-2.001395702E0
8.761489204E1,-6.328846812E-1,-6.397883892E-1,-1.786331773E0
8.762484604E1,-2.775473595E-1,-4.707080424E-1,-1.498676538E0
8.763480004E1,-1.860298961E-2,-3.016100526E-1,-1.169208050E0
8.764475404E1,1.204004362E-1,-1.535620242E-1,-8.474428058E-1
8.765470704E1,1.594467461E-1,-9.191789478E-2,-5.689644814E-1
8.766466104E1,1.270504594E-1,-1.174813136E-1,-3.402722180E-1
8.767461496E1,5.845834687E-2,-1.694683433E-1,-1.732832342E-1
8.768456896E1,-3.545749560E-2,-2.315000296E-1,-7.526478916E-2
8.769452196E1,-1.087195873E-1,-3.445905149E-1,-2.524042875E-2
8.770447596E1,-1.376460344E-1,-4.898369312E-1,-1.579308417E-3
8.771442996E1,-1.110763773E-1,-6.216149926E-1,1.226409897E-2
8.772438396E1,-5.871330202E-2,-7.381575704E-1,3.002152592E-2
8.773433696E1,-1.548697986E-2,-8.296027184E-1,6.748121977E-2
8.774429096E1,-1.132152975E-2,-8.732804060E-1,1.263519824E-1
8.775424496E1,-5.786952749E-2,-8.617818952E-1,1.949552596E-1
8.776419796E1,-1.376304030E-1,-8.240523338E-1,2.967231870E-1
8.777415196E1,-2.415843308E-1,-7.452005148E-1,4.225169718E-1
8.778410596E1,-3.433232307E-1,-6.250781417E-1,5.500408411E-1
8.779405996E1,-4.245407581E-1,-5.276716948E-1,6.571328044E-1
8.780401296E1,-4.796354175E-1,-4.837676287E-1,7.467463017E-1
8.781396696E1,-5.106616020E-1,-4.449202120E-1,8.358113170E-1
8.782392096E1,-5.145830512E-1,-3.846435547E-1,9.135412574E-1
8.783387496E1,-5.156792998E-1,-2.902714014E-1,9.758626223E-1
8.784382796E1,-5.348297954E-1,-1.524453759E-1,1.024065018E0
8.785378196E1,-5.903345346E-1,-4.249233752E-2,1.080114007E0
8.786373596E1,-6.646737456E-1,-5.236014724E-2,1.136838436E0
8.787368996E1,-6.957893968E-1,-1.670766920E-1,1.162011385E0
8.788364296E1,-6.451962590E-1,-2.671439052E-1,1.118907571E0
8.789359696E1,-4.901793301E-1,-2.444512248E-1,1.012932539E0
8.790355096E1,-2.822604775E-1,-1.013489291E-1,9.157601595E-1
8.791350496E1,-7.658116519E-2,9.002743661E-2,9.228637218E-1
8.792345796E1,9.594799578E-2,2.718310654E-1,1.063991070E0
8.793341196E1,2.203753293E-1,4.448529184E-1,1.280025482E0
8.794336596E1,2.922788262E-1,5.969362259E-1,1.506887674E0
8.795331896E1,3.237759769E-1,7.350567579E-1,1.706461668E0
8.796327296E1,3.262327313E-1,8.283140063E-1,1.858495951E0
8.797322696E1,3.157986701E-1,8.722995520E-1,1.958715081E0
8.798318096E1,3.000490069E-1,8.517998457E-1,2.027806997E0
8.799313396E1,2.808366418E-1,7.328097224E-1,2.063842297E0
8.800308796E1,2.590509355E-1,5.331411362E-1,2.079680443E0
8.801304196E1,2.452234179E-1,2.901047766E-1,2.084602356E0
8.802299596E1,2.384496629E-1,2.778022736E-2,2.070242167E0
8.803294896E1,2.599253356E-1,-2.325467318E-1,2.041014910E0
8.804290296E1,3.024384677E-1,-4.569734335E-1,2.007355928E0
8.805285696E1,3.781702518E-1,-6.341440082E-1,1.989832640E0
8.806281096E1,4.801054001E-1,-7.418267727E-1,1.998377919E0
8.807276396E1,5.952346325E-1,-8.047118783E-1,2.055199146E0
8.808271796E1,7.254024744E-1,-8.238909245E-1,2.142458439E0
8.809267196E1,8.731107712E-1,-7.939445376E-1,2.232913494E0
8.810262596E1,1.043468356E0,-7.244967818E-1,2.292540789E0
8.811257896E1,1.226243615E0,-6.084513068E-1,2.309595108E0
8.812253296E1,1.419803500E0,-4.615694582E-1,2.287571192E0
8.813248696E1,1.614600539E0,-2.961611450E-1,2.232489586E0
8.814243996E1,1.808402658E0,-1.611468792E-1,2.178009033E0
8.815239396E1,1.982182741E0,-5.840732530E-2,2.118403435E0
8.816234796E1,2.127537727E0,6.587387063E-3,2.046609640E0
8.817230196E1,2.219324350E0,4.680602252E-2,1.951704502E0
8.818225496E1,2.264433384E0,7.666271925E-2,1.838652492E0
8.819220896E1,2.260185480E0,1.030490100E-1,1.694349051E0
8.820216296E1,2.216185331E0,1.254840046E-1,1.543564320E0
8.821211696E1,2.134643793E0,1.215601340E-1,1.397736311E0
8.822206996E1,2.005333900E0,1.080166325E-1,1.269909382E0
8.823202396E1,1.836101294E0,8.824588358E-2,1.145202160E0
8.824197796E1,1.619461417E0,4.891525209E-2,1.006776929E0
8.825193196E1,1.363044977E0,-3.767303377E-2,8.323841691E-1
8.826188496E1,1.074507475E0,-1.255988926E-1,6.301154494E-1
8.827183896E1,7.919138670E-1,-1.939653158E-1,3.964674175E-1
8.828179296E1,5.354838967E-1,-2.498296499E-1,1.191851944E-1
8.829174696E1,3.363881111E-1,-2.925583124E-1,-1.784467101E-1
8.830169996E1,1.843264103E-1,-3.096989691E-1,-4.984825253E-1
8.831165396E1,6.371061504E-2,-3.162996471E-1,-8.436795473E-1
8.832160796E1,-4.767050222E-2,-3.183114231E-1,-1.170539379E0
8.833156196E1,-1.531598717E-1,-2.770839930E-1,-1.478839636E0
8.834151496E1,-2.325985134E-1,-2.026366442E-1,-1.767506599E0
8.835146896E1,-2.453278899E-1,-1.162433922E-1,-2.039364576E0
8.836142296E1,-1.856456548E-1,-3.134416416E-3,-2.298993349E0
8.837137596E1,-5.502890050E-2,1.727511883E-1,-2.502985716E0
8.838132996E1,9.819181263E-2,3.678173423E-1,-2.619392872E0
8.839128396E1,2.281076908E-1,4.655167758E-1,-2.637021065E0
8.840123796E1,2.785261273E-1,4.782216251E-1,-2.620072126E0
8.841119096E1,2.867721915E-1,5.568213463E-1,-2.660368681E0
8.842114496E1,3.179444969E-1,7.018882632E-1,-2.739108324E0
8.843109896E1,3.943203986E-1,8.255399466E-1,-2.786030054E0
8.844105296E1,4.916008711E-1,9.050089121E-1,-2.756163597E0
8.845100596E1,5.760606527E-1,9.328062534E-1,-2.663193226E0
8.846095996E1,5.870683193E-1,9.144054055E-1,-2.547924280E0
8.847091396E1,4.889043272E-1,8.606727123E-1,-2.408207655E0
8.848086796E1,2.730135620E-1,7.398336530E-1,-2.261817455E0
8.849082096E1,-3.988008201E-2,5.524840951E-1,-2.156642675E0
8.850077496E1,-4.097287059E-1,3.152227700E-1,-2.133014202E0
8.851072896E1,-7.934573889E-1,5.923559144E-2,-2.193127155E0
8.852068296E1,-1.140804410E0,-2.049063146E-1,-2.303274393E0
8.853063596E1,-1.416519165E0,-4.814398587E-1,-2.424687862E0
8.854058996E1,-1.601833463E0,-7.577960491E-1,-2.506922245E0
8.855054396E1,-1.700831532E0,-9.819685221E-1,-2.519289732E0
8.856049796E1,-1.707581043E0,-1.123619676E0,-2.457910538E0
8.857045096E1,-1.627783060E0,-1.189269900E0,-2.337525845E0
8.858040496E1,-1.469995022E0,-1.196361661E0,-2.163380384E0
8.859035896E1,-1.247617602E0,-1.184989214E0,-1.942339420E0
8.860031196E1,-9.943778515E-1,-1.163149714E0,-1.704604864E0
8.861026596E1,-7.433619499E-1,-1.119790673E0,-1.482485771E0
8.862021996E1,-5.193008780E-1,-1.032320142E0,-1.273254752E0
8.863017396E1,-3.308790624E-1,-8.925582170E-1,-1.078758955E0
8.864012696E1,-1.998494267E-1,-7.202705741E-1,-8.795645237E-1
8.865008096E1,-1.591023356E-1,-5.222775340E-1,-6.623111367E-1
8.866003496E1,-1.968478411E-1,-3.182604909E-1,-4.612595141E-1
8.866998896E1,-3.051499724E-1,-1.655957997E-1,-2.901146710E-1
8.867994179E1,-4.305760562E-1,-9.047415107E-2,-1.391139776E-1
8.868989579E1,-5.453498960E-1,-7.451847196E-2,3.167601302E-3
8.869984979E1,-6.279376745E-1,-1.116352230E-1,1.321226507E-1
8.870980379E1,-6.796318889E-1,-2.401134521E-1,2.414220572E-1
8.871975679E1,-7.081311941E-1,-4.347228706E-1,3.408213556E-1
8.872971079E1,-7.532998919E-1,-6.325832009E-1,4.346255958E-1
8.873966479E1,-8.304519653E-1,-8.265209794E-1,4.949927926E-1
8.874961779E1,-9.375568032E-1,-9.935353994E-1,5.482243896E-1
8.875957179E1,-1.056565642E0,-1.073621392E0,5.940976143E-1
8.876952579E1,-1.178964972E0,-1.066694260E0,6.271890998E-1
8.877947979E1,-1.303076506E0,-9.560236931E-1,6.520878077E-1
8.878943279E1,-1.437233448E0,-8.025583625E-1,6.606919765E-1
8.879938679E1,-1.557151794E0,-6.512522101E-1,6.755188704E-1
8.880934079E1,-1.649242997E0,-5.420938134E-1,7.139992714E-1
8.881929479E1,-1.681912780E0,-4.948255718E-1,7.761489749E-1
8.882924779E1,-1.645452738E0,-5.060351491E-1,8.690524101E-1
8.883920179E1,-1.514512539E0,-5.792789459E-1,9.749604464E-1
8.884915579E1,-1.329691291E0,-6.629554629E-1,1.057886004E0
8.885910979E1,-1.157003164E0,-6.697561145E-1,1.133837461E0
8.886906279E1,-1.057301641E0,-5.998536944E-1,1.205385804E0
8.887901679E1,-1.045634866E0,-5.772889853E-1,1.258254886E0
8.888897079E1,-1.020731449E0,-6.600896716E-1,1.234826088E0
8.889892379E1,-8.788334727E-1,-7.306532860E-1,1.096110582E0
8.890887779E1,-5.847671032E-1,-6.732500792E-1,9.199486375E-1
8.891883179E1,-2.083652467E-1,-4.475250542E-1,7.959154248E-1
8.892878579E1,1.875207722E-1,-1.678500921E-1,7.914758325E-1
8.893873879E1,5.576607585E-1,4.543103278E-2,9.167045951E-1
8.894869279E1,8.785038590E-1,2.061600685E-1,1.139721274E0
8.895864679E1,1.153694034E0,3.843314052E-1,1.365048885E0
8.896860079E1,1.376361966E0,5.660837293E-1,1.537105322E0
8.897855379E1,1.550059199E0,7.329275608E-1,1.657589078E0
8.898850779E1,1.656143785E0,8.620254397E-1,1.742942333E0
8.899846179E1,1.686470509E0,9.428371787E-1,1.824977875E0
8.900841479E1,1.632207036E0,9.528037310E-1,1.903934598E0
8.901836879E1,1.514147758E0,8.750839233E-1,1.993881822E0
8.902832279E1,1.372651339E0,7.230219841E-1,2.084590912E0
8.903827679E1,1.252757192E0,5.012160540E-1,2.157509804E0
8.904822979E1,1.189089179E0,2.592785656E-1,2.193736315E0
8.905818379E1,1.172157645E0,3.754215315E-2,2.200183630E0
8.906813779E1,1.184421539E0,-1.293181777E-1,2.187638521E0
8.907809179E1,1.200817227E0,-2.574433684E-1,2.169063807E0
8.908804479E1,1.212560296E0,-3.716468513E-1,2.167606592E0
8.909799879E1,1.231675148E0,-4.612795115E-1,2.184788704E0
8.910795279E1,1.267934918E0,-5.029309988E-1,2.206094265E0
8.911790579E1,1.329056025E0,-4.938528240E-1,2.218655109E0
8.912785979E1,1.403628349E0,-4.593930244E-1,2.215093851E0
8.913781379E1,1.486606359E0,-4.227244854E-1,2.215864182E0
8.914776779E1,1.564406633E0,-3.879862726E-1,2.221135139E0
8.915772079E1,1.637669921E0,-3.483267426E-1,2.214854240E0
8.916767479E1,1.696533561E0,-3.034352362E-1,2.186913013E0
8.917762879E1,1.730457187E0,-2.392773032E-1,2.138431072E0
8.918758179E1,1.739357471E0,-1.755971909E-1,2.065045357E0
8.919753579E1,1.726271987E0,-1.338694543E-1,1.988423228E0
8.920748979E1,1.701515317E0,-1.107232422E-1,1.916106462E0
8.921744379E1,1.661256075E0,-8.387325704E-2,1.831723690E0
8.922739679E1,1.595787644E0,-4.641770944E-2,1.740175009E0
8.923735079E1,1.504292130E0,-1.378360204E-2,1.643860459E0
8.924730479E1,1.372617722E0,-4.861122929E-3,1.539240837E0
8.925725779E1,1.204215169E0,1.890296116E-4,1.417426825E0
8.926721179E1,9.993985891E-1,2.618055418E-2,1.260202050E0
8.927716579E1,7.700884342E-1,4.997163638E-2,1.062123537E0
8.928711979E1,5.263344646E-1,1.300058793E-2,8.322077394E-1
8.929707279E1,2.877610624E-1,-7.401287556E-2,5.578299761E-1
8.930702679E1,7.496561855E-2,-1.697854549E-1,2.493779808E-1
8.931698079E1,-1.013614833E-1,-2.255160958E-1,-9.623400867E-2
8.932693379E1,-2.405489832E-1,-2.216919214E-1,-4.674969912E-1
8.933688779E1,-3.587962687E-1,-1.743252128E-1,-8.421451449E-1
8.934684179E1,-4.648604393E-1,-1.003955975E-1,-1.191746831E0
8.935679579E1,-5.690845847E-1,-1.155680791E-2,-1.500162721E0
8.936674879E1,-6.509044766E-1,8.937894553E-2,-1.778053641E0
8.937670279E1,-6.685841680E-1,2.013997436E-1,-2.043014765E0
8.938665679E1,-6.186253428E-1,3.341750801E-1,-2.290007353E0
8.939660979E1,-5.292406082E-1,4.555992484E-1,-2.510179281E0
8.940656379E1,-4.591229856E-1,4.939398468E-1,-2.686949253E0
8.941651779E1,-4.582199156E-1,4.304785430E-1,-2.866615057E0
8.942647179E1,-4.825833142E-1,4.065631032E-1,-3.097810984E0
8.943642479E1,-4.494882226E-1,4.654567838E-1,-3.385234356E0
8.944637879E1,-3.219504356E-1,5.588127971E-1,-3.653894901E0
8.945633279E1,-1.105761454E-1,6.528993845E-1,-3.829852581E0
8.946628579E1,1.338346452E-1,7.337067723E-1,-3.871129990E0
8.947623979E1,3.559182882E-1,7.530533075E-1,-3.779886007E0
8.948619379E1,4.914948046E-1,7.167540193E-1,-3.603343010E0
8.949614779E1,5.105534196E-1,6.106901765E-1,-3.394225597E0
8.950610079E1,4.058007002E-1,4.464127123E-1,-3.194764376E0
8.951605479E1,1.976712048E-1,2.260127068E-1,-3.046306133E0
8.952600879E1,-7.060614973E-2,-2.195041254E-2,-2.978706598E0
8.953596179E1,-3.385585248E-1,-2.698539793E-1,-2.998275280E0
8.954591579E1,-5.605961680E-1,-4.737285972E-1,-3.079613209E0
8.955586979E1,-7.170702219E-1,-5.998460650E-1,-3.156013966E0
8.956582379E1,-8.172104359E-1,-6.532701254E-1,-3.193346739E0
8.957577679E1,-8.509846330E-1,-6.496016383E-1,-3.152436256E0
8.958573079E1,-8.071449399E-1,-6.180033684E-1,-3.030776501E0
8.959568479E1,-6.888380051E-1,-5.772578120E-1,-2.853920698E0
8.960563779E1,-5.007749796E-1,-5.358903408E-1,-2.630910397E0
8.961559179E1,-2.837598324E-1,-4.946736693E-1,-2.401147604E0
8.962554579E1,-7.704352587E-2,-4.344751537E-1,-2.176830053E0
8.963549879E1,8.753477037E-2,-3.812066019E-1,-1.955703855E0
8.964545279E1,1.901780963E-1,-3.292964101E-1,-1.725908518E0
8.965540679E1,2.232010216E-1,-3.067460954E-1,-1.481472373E0
8.966536079E1,1.865183562E-1,-3.197302520E-1,-1.235687375E0
8.967531379E1,8.696992695E-2,-3.484830856E-1,-9.900030494E-1
8.968526779E1,-6.651262939E-2,-3.787593246E-1,-7.749207616E-1
8.969522179E1,-2.483519316E-1,-4.202095866E-1,-5.939970613E-1
8.970517479E1,-4.228419662E-1,-4.773006439E-1,-4.504738748E-1
8.971512879E1,-5.608900785E-1,-5.445507765E-1,-3.306060433E-1
8.972508279E1,-6.477706432E-1,-5.939338207E-1,-2.233606428E-1
8.973503579E1,-6.832674146E-1,-6.169592142E-1,-1.210286841E-1
8.974498979E1,-6.841912270E-1,-6.436392069E-1,-4.109796137E-2
8.975494379E1,-6.693654060E-1,-6.654731035E-1,4.915150627E-2
8.976489779E1,-6.581398249E-1,-6.918405294E-1,1.455064118E-1
8.977485079E1,-6.665660143E-1,-7.271069288E-1,2.272249907E-1
8.978480479E1,-6.882153153E-1,-7.435941696E-1,2.882252932E-1
8.979475879E1,-7.368707061E-1,-7.043921351E-1,3.381968439E-1
8.980471179E1,-8.028186560E-1,-6.115615964E-1,3.738347590E-1
8.981466579E1,-8.789483309E-1,-4.986979067E-1,4.104558825E-1
8.982461979E1,-9.501618147E-1,-3.906865418E-1,4.537492096E-1
8.983457279E1,-1.015882969E0,-2.886906564E-1,5.011209249E-1
8.984452679E1,-1.064227700E0,-2.026473582E-1,5.651938319E-1
8.985448079E1,-1.085152626E0,-1.729706973E-1,6.550600529E-1
8.986443479E1,-1.103517294E0,-1.815282404E-1,7.567783594E-1
8.987438779E1,-1.113187432E0,-2.277655154E-1,8.839145303E-1
8.988434179E1,-1.123782754E0,-2.592183352E-1,1.038668036E0
8.989429579E1,-1.166386604E0,-2.252113372E-1,1.197865963E0
8.990424879E1,-1.253412843E0,-2.214316279E-1,1.329794526E0
8.991420279E1,-1.352649450E0,-3.544991612E-1,1.433958411E0
8.992415679E1,-1.370165348E0,-5.670406818E-1,1.462769389E0
8.993410979E1,-1.237193704E0,-7.123014331E-1,1.360612988E0
8.994406379E1,-9.523293376E-1,-6.690513492E-1,1.224651933E0
8.995401779E1,-5.656820536E-1,-4.318348169E-1,1.132801056E0
8.996397179E1,-1.387569308E-1,-1.326144785E-1,1.146987081E0
8.997392479E1,2.590881884E-1,1.164960116E-1,1.301450729E0
8.998387879E1,5.747821331E-1,3.573529422E-1,1.572722316E0
8.999383279E1,7.971705198E-1,6.112336516E-1,1.864725947E0
9.000378579E1,9.313179255E-1,8.398512602E-1,2.088694811E0
9.001373979E1,1.003616333E0,9.772192240E-1,2.246692419E0
9.002369379E1,9.989937544E-1,1.028033495E0,2.334493399E0
9.003364679E1,9.186201096E-1,9.950559735E-1,2.347744465E0
9.004360079E1,7.760617137E-1,8.560044169E-1,2.327703476E0
9.005355479E1,5.896380544E-1,6.349399090E-1,2.296304941E0
9.006350879E1,4.050814211E-1,3.268668056E-1,2.259714603E0
9.007346179E1,2.601804435E-1,-4.148401786E-3,2.205867529E0
9.008341579E1,1.630814672E-1,-3.303613365E-1,2.136574030E0
9.009336979E1,1.327432692E-1,-5.921910405E-1,2.063521385E0
9.010332279E1,1.611301899E-1,-8.036506176E-1,2.021119595E0
9.011327679E1,2.370744795E-1,-9.704148769E-1,2.018496513E0
9.012323079E1,3.381128013E-1,-1.083660007E0,2.070871353E0
9.013318379E1,4.639644623E-1,-1.149823308E0,2.160384178E0
9.014313779E1,6.124303341E-1,-1.168000102E0,2.254889965E0
9.015309179E1,7.806830406E-1,-1.160456181E0,2.326655149E0
9.016304479E1,9.557039738E-1,-1.131468177E0,2.357964993E0
9.017299879E1,1.135517240E0,-1.069147229E0,2.350848198E0
9.018295279E1,1.311179161E0,-9.608752131E-1,2.294485331E0
9.019290679E1,1.481886744E0,-8.208714724E-1,2.201217890E0
9.020285979E1,1.656858921E0,-6.513424516E-1,2.112127542E0
9.021281379E1,1.837986350E0,-4.558645785E-1,2.039576530E0
9.022276779E1,2.022147894E0,-2.692551613E-1,1.981526494E0
9.023272079E1,2.191317797E0,-1.375333369E-1,1.949583173E0
9.024267479E1,2.325414896E0,-7.222337276E-2,1.924996614E0
9.025262879E1,2.402462721E0,-3.235558793E-2,1.881370902E0
9.026258179E1,2.420261383E0,-1.899829879E-2,1.804022193E0
9.027253579E1,2.384083748E0,-1.037140843E-3,1.693525314E0
9.028248979E1,2.290905714E0,2.855072916E-2,1.551965475E0
9.029244379E1,2.141730309E0,8.157932758E-2,1.376770735E0
9.030239679E1,1.945789218E0,1.184101775E-1,1.179734588E0
9.031235079E1,1.732635617E0,1.457733661E-1,9.771081805E-1
9.032230479E1,1.514945269E0,1.622470319E-1,7.702287436E-1
9.033225779E1,1.306012630E0,1.695504785E-1,5.451915860E-1
9.034221179E1,1.109178424E0,1.729288995E-1,2.961321175E-1
9.035216579E1,9.264829159E-1,1.927790344E-1,3.189514950E-2
9.036211879E1,7.616044283E-1,2.139118016E-1,-2.412215024E-1
9.037207279E1,6.176071167E-1,2.206839472E-1,-5.187695026E-1
9.038202679E1,4.756630957E-1,2.213911861E-1,-7.888681293E-1
9.039197979E1,3.142121434E-1,2.243281305E-1,-1.067564487E0
9.040193379E1,1.345622540E-1,2.432328314E-1,-1.343484044E0
9.041188779E1,-2.968553826E-2,2.814611495E-1,-1.629050016E0
9.042184179E1,-1.308478117E-1,3.925348520E-1,-1.937814236E0
9.043179479E1,-1.487969756E-1,5.539431572E-1,-2.228521585E0
9.044174879E1,-9.693158418E-2,6.673808694E-1,-2.419403076E0
9.045170279E1,-2.574049495E-2,6.725439429E-1,-2.507803917E0
9.046165579E1,2.577956021E-2,5.933211446E-1,-2.584764719E0
9.047160979E1,5.460987240E-2,5.265312195E-1,-2.716514826E0
9.048156379E1,8.906279504E-2,5.145251751E-1,-2.894993544E0
9.049151679E1,1.470193118E-1,5.042240620E-1,-3.050607443E0
9.050147079E1,2.288733721E-1,4.720149338E-1,-3.150400877E0
9.051142479E1,3.101048470E-1,4.318065345E-1,-3.200346708E0
9.052137779E1,3.728663623E-1,4.242189825E-1,-3.204246998E0
9.053133179E1,3.866881728E-1,4.414967895E-1,-3.132918119E0
9.054128579E1,3.390132487E-1,4.331177175E-1,-2.995558739E0
9.055123979E1,2.329275459E-1,3.937883973E-1,-2.826811552E0
9.056119279E1,4.052897170E-2,2.934701443E-1,-2.669669867E0
9.057114679E1,-2.362515032E-1,1.338711530E-1,-2.553057909E0
9.058110079E1,-5.813699365E-1,-5.649478734E-2,-2.494954348E0
9.059105379E1,-9.592903256E-1,-2.788258493E-1,-2.484802008E0
9.060100779E1,-1.329813361E0,-5.284718871E-1,-2.486932755E0
9.061096179E1,-1.650089860E0,-7.731232047E-1,-2.467966795E0
9.062091479E1,-1.905601978E0,-1.006467104E0,-2.416480780E0
9.063086879E1,-2.087567329E0,-1.224443078E0,-2.310281754E0
9.064082279E1,-2.187836885E0,-1.409073710E0,-2.157752752E0
9.065077579E1,-2.211687803E0,-1.539174914E0,-1.988181829E0
9.066072979E1,-2.157651663E0,-1.628123403E0,-1.815060973E0
9.067068379E1,-2.040868521E0,-1.662258744E0,-1.650738358E0
9.068063904E1,-1.869684458E0,-1.620853901E0,-1.512437463E0
9.069059204E1,-1.664626598E0,-1.498095751E0,-1.392515063E0
9.070054604E1,-1.422832251E0,-1.308928013E0,-1.272286296E0
9.071050004E1,-1.157926321E0,-1.085172892E0,-1.131739736E0
9.072045304E1,-8.838432431E-1,-8.460402489E-1,-9.794957638E-1
9.073040704E1,-6.351769567E-1,-5.915116072E-1,-8.289390206E-1
9.074036104E1,-4.212663174E-1,-3.408630192E-1,-6.979895830E-1
9.075031404E1,-2.601629198E-1,-1.268729568E-1,-6.184452176E-1
9.076026804E1,-1.369328499E-1,2.590807527E-2,-5.761635303E-1
9.077022204E1,-4.161912203E-2,9.560646117E-2,-5.631548166E-1
9.078017504E1,1.659650169E-2,9.676151723E-2,-5.750022531E-1
9.079012904E1,2.541742288E-2,2.679814771E-2,-5.904496312E-1
9.080008304E1,-2.138876542E-2,-8.822675049E-2,-5.853845477E-1
9.081003604E1,-1.109407470E-1,-2.178960741E-1,-5.546447635E-1
9.081999004E1,-2.205419838E-1,-3.245051205E-1,-4.988096952E-1
9.082994404E1,-3.336735964E-1,-3.721927404E-1,-4.359649718E-1
9.083989804E1,-4.498604536E-1,-3.681665957E-1,-3.606389463E-1
9.084985104E1,-5.614730120E-1,-3.419512212E-1,-2.657299936E-1
9.085980504E1,-6.639809012E-1,-2.814955413E-1,-1.388877630E-1
9.086975904E1,-7.597316504E-1,-2.379254252E-1,1.458968036E-2
9.087971204E1,-8.606810570E-1,-2.261575162E-1,1.933635473E-1
9.088966604E1,-9.522508979E-1,-2.854005992E-1,3.739927113E-1
9.089962004E1,-1.041702151E0,-4.096049964E-1,5.296741724E-1
9.090957304E1,-1.118273377E0,-5.734013915E-1,6.474737525E-1
9.091952704E1,-1.164837360E0,-7.570157051E-1,7.223011255E-1
9.092948104E1,-1.183709860E0,-9.002820849E-1,7.762938142E-1
9.093943404E1,-1.209857225E0,-9.273126721E-1,8.324592113E-1
9.094938804E1,-1.264980674E0,-8.830349445E-1,9.031448364E-1
9.095934204E1,-1.327262640E0,-9.013932943E-1,9.718619585E-1
9.096929504E1,-1.319090486E0,-9.796955585E-1,9.837796092E-1
9.097924904E1,-1.174713492E0,-9.909629226E-1,9.463660717E-1
9.098920304E1,-8.968653679E-1,-8.425478935E-1,9.040098190E-1
9.099915604E1,-5.519993305E-1,-5.853902698E-1,9.045304656E-1
9.100911004E1,-2.229285389E-1,-3.239285648E-1,9.791836739E-1
9.101906404E1,2.375531942E-2,-1.269519180E-1,1.131239891E0
9.102901704E1,1.588162035E-1,2.665282786E-2,1.302177072E0
9.103897104E1,1.983852684E-1,2.069562972E-1,1.436719894E0
9.104892504E1,1.745598316E-1,4.009843469E-1,1.467916131E0
9.105887904E1,1.114121974E-1,5.937116742E-1,1.366889358E0
9.106883204E1,2.043249086E-2,7.302702665E-1,1.188611150E0
9.107878604E1,-6.749197841E-2,7.985237837E-1,1.041190147E0
9.108874004E1,-1.292035282E-1,7.919660211E-1,9.762331247E-1
9.109869304E1,-1.513353437E-1,6.739351153E-1,1.010465145E0
9.110864704E1,-1.409463435E-1,4.638694525E-1,1.117060542E0
9.111860104E1,-9.935857356E-2,1.977644861E-1,1.265403390E0
9.112855404E1,-4.047022015E-2,-1.079946384E-1,1.426037788E0
9.113850804E1,2.398968861E-2,-4.334623516E-1,1.581573963E0
9.114846204E1,7.885053754E-2,-7.088118792E-1,1.706652522E0
9.115841504E1,1.378029287E-1,-8.951457143E-1,1.791651726E0
9.116836904E1,1.822385639E-1,-1.017807126E0,1.844137788E0
9.117832304E1,2.273369431E-1,-1.080212355E0,1.888530612E0
9.118827604E1,2.852569520E-1,-1.090489984E0,1.934966803E0
9.119823004E1,3.892909288E-1,-1.066164136E0,1.988373160E0
9.120818404E1,5.503048301E-1,-1.005810738E0,2.033624172E0
9.121813704E1,7.567555308E-1,-9.068849087E-1,2.078224659E0
9.122809104E1,1.003919601E0,-7.875813842E-1,2.110829830E0
9.123804504E1,1.262651086E0,-6.631707549E-1,2.133844852E0
9.124799904E1,1.507038236E0,-5.297437310E-1,2.148511887E0
9.125795204E1,1.718870997E0,-3.869013786E-1,2.160417318E0
9.126790604E1,1.895548820E0,-2.529686093E-1,2.156588793E0
9.127786004E1,2.030468702E0,-1.704335362E-1,2.132595778E0
9.128781304E1,2.112050533E0,-1.281950027E-1,2.067617178E0
9.129776704E1,2.134166002E0,-9.151717275E-2,1.927105665E0
9.130772104E1,2.097872019E0,-5.327072367E-2,1.746716142E0
9.131767404E1,2.020836592E0,-3.251609951E-2,1.575530529E0
9.132762804E1,1.924456596E0,-3.423437104E-2,1.397088051E0
9.133758204E1,1.823488235E0,-6.787012517E-2,1.195048451E0
9.134753504E1,1.718379974E0,-1.473335326E-1,9.673205018E-1
9.135748904E1,1.608573794E0,-2.304524183E-1,7.124097347E-1
9.136744304E1,1.506024837E0,-2.683199346E-1,4.470025301E-1
9.137739604E1,1.409653902E0,-2.409804314E-1,2.000781000E-1
9.138735004E1,1.324419618E0,-1.770355403E-1,-1.859405637E-2
9.139730404E1,1.226321697E0,-9.773097187E-2,-2.025714219E-1
9.140725704E1,1.112628698E0,-1.405684743E-2,-3.853476048E-1
9.141721104E1,9.802696705E-1,7.676198334E-2,-5.841847062E-1
9.142716504E1,8.394477963E-1,1.638452262E-1,-8.144788742E-1
9.143711804E1,7.117123008E-1,2.169203460E-1,-1.078516126E0
9.144707204E1,6.222425699E-1,2.365515530E-1,-1.396867990E0
9.145702604E1,5.915738940E-1,2.941097915E-1,-1.732460976E0
9.146697904E1,6.205512285E-1,4.146953225E-1,-2.030144691E0
9.147693304E1,6.436832547E-1,5.287011862E-1,-2.216259480E0
9.148688704E1,6.148484349E-1,5.806866288E-1,-2.320133924E0
