"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
9.329365750E-1,-1.963317275E0,-5.476877689E-1,-1.550305367E0
9.379922000E-1,-2.204066992E0,-4.496835470E-1,-1.605699062E0
9.430501690E-1,-2.426707029E0,-2.430223823E-1,-1.691985488E0
9.481080850E-1,-2.642955542E0,-4.275285453E-2,-1.809164405E0
9.531672000E-1,-2.835768223E0,-7.599157281E-3,-1.906103492E0
9.582236580E-1,-2.963067293E0,-1.982813179E-1,-1.958833933E0
9.633198560E-1,-2.999286175E0,-5.439593792E-1,-1.979606628E0
9.683408980E-1,-2.958273411E0,-9.178668261E-1,-2.007836342E0
9.734062620E-1,-2.891694546E0,-1.230521679E0,-2.037131071E0
9.784585540E-1,-2.832572222E0,-1.441443801E0,-2.062697172E0
9.835145960E-1,-2.795288086E0,-1.530925989E0,-2.068556070E0
9.886086580E-1,-2.780907154E0,-1.457955360E0,-2.045120478E0
9.936669390E-1,-2.768656492E0,-1.214542627E0,-1.994520426E0
9.987258980E-1,-2.740427017E0,-8.401026130E-1,-1.923147678E0
1.003748137E0,-2.699947119E0,-3.831045628E-1,-1.833132982E0
1.008803814E0,-2.655206203E0,7.975244522E-2,-1.728736997E0
1.013901366E0,-2.595018625E0,5.015968084E-1,-1.592916012E0
1.018959491E0,-2.484764099E0,9.085274935E-1,-1.356427431E0
1.024016366E0,-2.336692095E0,1.309066534E0,-1.040576935E0
1.029035794E0,-2.215252161E0,1.688300371E0,-7.268567681E-1
1.034118554E0,-2.176370144E0,2.004683733E0,-4.887703657E-1
1.039159804E0,-2.192348957E0,2.269401550E0,-3.002187312E-1
1.044201002E0,-2.196610212E0,2.477128029E0,-1.223197058E-1
1.049242252E0,-2.182761669E0,2.679527998E0,1.243611798E-2
1.054283450E0,-2.142281532E0,2.656625032E0,4.173086584E-2
1.059324700E0,-2.008591175E0,2.283782721E0,-8.237233013E-2
1.064468085E0,-1.826963544E0,1.728780508E0,-4.142019153E-1
1.069509335E0,-1.686881423E0,1.199877143E0,-7.662714720E-1
1.074550533E0,-1.612312913E0,8.302305937E-1,-1.002760053E0
1.079591783E0,-1.645868778E0,6.603210568E-1,-1.158821106E0
1.084632981E0,-1.783820391E0,7.689778805E-1,-1.271206379E0
1.089674231E0,-1.969176173E0,1.061925530E0,-1.345774889E0
1.094815585E0,-2.144944906E0,1.371384501E0,-1.405429602E0
1.099856835E0,-2.242949009E0,1.573784590E0,-1.477867603E0
