"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.761679817E2,-8.918903046E0,-2.562970276E0,-1.360071716E0
3.761779377E2,-8.320148163E0,-1.477128296E0,-1.167871399E0
3.761878937E2,-7.827672272E0,-4.607418823E-1,-9.765692139E-1
3.761978497E2,-7.515271912E0,4.080514526E-1,-8.029302979E-1
3.762078067E2,-7.206464081E0,1.020727386E0,-6.539900208E-1
3.762177627E2,-6.876550140E0,1.399888916E0,-4.926255798E-1
3.762277187E2,-6.490203552E0,1.598376160E0,-3.841012573E-1
3.762376747E2,-6.064937897E0,1.658700714E0,-2.784210205E-1
3.762476307E2,-5.617069244E0,1.575174408E0,-2.025288391E-1
3.762575867E2,-5.321583710E0,1.445843353E0,-2.146536255E-1
3.762675427E2,-5.161117401E0,1.380279694E0,-2.586621094E-1
3.762774997E2,-5.086273041E0,1.266965332E0,-3.709286499E-1
3.762874557E2,-5.166506195E0,1.119971008E0,-4.671784973E-1
3.762974117E2,-5.331912231E0,1.072819061E0,-5.960604858E-1
3.763073677E2,-5.612279205E0,9.494755554E-1,-6.932084656E-1
3.763173237E2,-5.960904236E0,6.843768311E-1,-7.961943054E-1
3.763272797E2,-6.354735260E0,2.209405518E-1,-9.401948547E-1
3.763372367E2,-6.962321777E0,-3.971241760E-1,-1.205443268E0
3.763471927E2,-7.588020630E0,-1.027014313E0,-1.535357208E0
3.763571487E2,-8.187074890E0,-1.594035187E0,-1.853595428E0
3.763671047E2,-8.674311676E0,-2.001487885E0,-2.229164429E0
3.763770607E2,-9.206006012E0,-2.202370148E0,-2.669249268E0
3.763870167E2,-9.797126770E0,-2.275867310E0,-3.057691498E0
3.763969727E2,-1.059227325E1,-2.292333069E0,-3.384312286E0
3.764069297E2,-1.148980682E1,-2.305056610E0,-3.629951477E0
3.764168857E2,-1.243015137E1,-2.351460114E0,-3.672014008E0
3.764268417E2,-1.329535217E1,-2.446961517E0,-3.501817932E0
3.764367977E2,-1.400592453E1,-2.546953583E0,-3.224594421E0
3.764467537E2,-1.470631805E1,-2.744542694E0,-2.882555695E0
3.764567097E2,-1.530297729E1,-2.915187836E0,-2.474653931E0
3.764666667E2,-1.565309921E1,-2.908152466E0,-2.081122284E0
3.764766227E2,-1.593720840E1,-2.749482422E0,-1.765279083E0
3.764865787E2,-1.643716873E1,-2.554438019E0,-1.615590363E0
3.764965347E2,-1.709624817E1,-2.669698334E0,-1.625320129E0
3.765064907E2,-1.743469437E1,-3.045117645E0,-1.533411255E0
3.765164467E2,-1.713696350E1,-3.293451233E0,-1.272354126E0
3.765264027E2,-1.657278671E1,-3.075504456E0,-1.020877075E0
3.765363597E2,-1.605246872E1,-2.335593109E0,-1.029259644E0
3.765463157E2,-1.575099564E1,-1.558558960E0,-1.299298096E0
3.765562717E2,-1.571132813E1,-1.156794434E0,-1.780846710E0
3.765662277E2,-1.576327011E1,-8.981323242E-1,-2.345322876E0
3.765761837E2,-1.578841782E1,-8.782237244E-1,-2.782863007E0
3.765861397E2,-1.588122482E1,-1.218316498E0,-3.057392120E0
3.765960967E2,-1.593616058E1,-1.891766052E0,-3.206482086E0
3.766060527E2,-1.584021011E1,-2.622845764E0,-3.002007294E0
3.766160087E2,-1.566223022E1,-3.221750336E0,-2.572700043E0
3.766259647E2,-1.536315216E1,-3.589685211E0,-2.031275940E0
3.766359207E2,-1.497530869E1,-3.842808838E0,-1.358574829E0
3.766458767E2,-1.447070801E1,-3.903133392E0,-6.834786987E-1
3.766558327E2,-1.369172791E1,-3.738176422E0,-1.341210938E-1
3.766657897E2,-1.281889297E1,-3.398981781E0,2.344125366E-1
3.766757457E2,-1.196132629E1,-2.901416473E0,5.517526245E-1
3.766857017E2,-1.110375961E1,-2.333347778E0,8.416996765E-1
3.766956577E2,-1.037687119E1,-1.794318695E0,9.964778137E-1
3.767056137E2,-9.845027161E0,-1.396296387E0,1.122515717E0
3.767155697E2,-9.399553528E0,-1.122815094E0,1.219514008E0
3.767255267E2,-9.004375305E0,-9.307644653E-1,1.240171051E0
3.767354827E2,-8.701405334E0,-8.857081604E-1,1.234183502E0
3.767454387E2,-8.402626648E0,-1.020278320E0,1.225651245E0
3.767553947E2,-8.092770996E0,-1.236428833E0,1.216819611E0
3.767653507E2,-7.752229156E0,-1.444346466E0,1.147064667E0
3.767753067E2,-7.420219574E0,-1.594334564E0,1.049317932E0
3.767852637E2,-7.180268555E0,-1.765129395E0,9.352551270E-1
3.767952197E2,-6.991660767E0,-1.990410919E0,8.472381592E-1
3.768051757E2,-6.815327454E0,-2.273472290E0,7.331753540E-1
3.768151317E2,-6.633755035E0,-2.574047241E0,6.360273743E-1
3.768250877E2,-6.492748260E0,-2.850522308E0,5.586383057E-1
3.768350437E2,-6.447093201E0,-3.170407104E0,5.117857361E-1
3.768449997E2,-6.448141022E0,-3.539838867E0,5.336402893E-1
3.768549567E2,-6.403533783E0,-3.857777710E0,5.824388123E-1
3.768649127E2,-6.353537750E0,-4.154311066E0,5.754034424E-1
3.768748687E2,-6.283633118E0,-4.423451385E0,4.875361633E-1
3.768848247E2,-6.257287903E0,-4.749024353E0,3.362008667E-1
3.768947807E2,-6.241271210E0,-5.140310669E0,1.636097717E-1
3.769047367E2,-6.187982025E0,-5.490432587E0,7.978408813E-2
3.769146937E2,-6.145021362E0,-5.894592133E0,1.243913269E-1
3.769246497E2,-6.170618134E0,-6.300547943E0,2.302212524E-1
3.769346057E2,-6.377188568E0,-6.787635040E0,3.921844482E-1
3.769445614E2,-6.657555542E0,-7.301516418E0,5.556445312E-1
3.769545174E2,-6.891968079E0,-7.708969116E0,7.845185852E-1
3.769644734E2,-7.016958160E0,-7.907606049E0,1.062490540E0
3.769744304E2,-7.095245361E0,-7.855364685E0,1.413959656E0
3.769843864E2,-7.358847198E0,-7.493716736E0,1.734892273E0
3.769943424E2,-8.150251465E0,-7.264543304E0,1.785786438E0
3.770042984E2,-9.327702942E0,-7.294181671E0,1.603465576E0
3.770142544E2,-1.031609756E1,-7.327861633E0,1.408271484E0
3.770242104E2,-1.046833099E1,-7.308701477E0,1.482367401E0
3.770341674E2,-1.011102402E1,-7.017407227E0,1.707349548E0
3.770441234E2,-9.932894440E0,-6.540498962E0,1.855691071E0
3.770540794E2,-1.015488281E1,-6.257736969E0,1.932182007E0
3.770640354E2,-1.067160828E1,-6.206094360E0,2.003284149E0
3.770739914E2,-1.123608444E1,-5.993087311E0,2.048190765E0
3.770839474E2,-1.186357956E1,-5.587281189E0,1.885778503E0
3.770939044E2,-1.257070908E1,-5.218298492E0,1.435065765E0
3.771038604E2,-1.337663315E1,-5.170697479E0,6.735992432E-1
3.771138164E2,-1.422626633E1,-5.453908539E0,-3.118016052E-1
3.771237724E2,-1.483295471E1,-5.755381622E0,-1.174757080E0
3.771337284E2,-1.511930923E1,-5.909860382E0,-1.779798889E0
3.771436844E2,-1.513158371E1,-5.760920105E0,-2.034269714E0
3.771536414E2,-1.477622269E1,-5.218897247E0,-2.012564850E0
3.771635974E2,-1.416534302E1,-4.346062317E0,-1.863624573E0
3.771735534E2,-1.347288300E1,-3.275189209E0,-1.558109894E0
3.771835094E2,-1.265692978E1,-2.221230927E0,-1.193917236E0
3.771934654E2,-1.178828613E1,-1.265318756E0,-8.541238403E-1
3.772034214E2,-1.094778397E1,-3.643423462E-1,-5.456153870E-1
3.772133784E2,-1.015802628E1,3.887416077E-1,-3.185375977E-1
3.772233344E2,-9.484876099E0,9.629475403E-1,-1.354682922E-1
3.772332904E2,-8.878786469E0,1.425186310E0,-1.047821045E-2
3.772432464E2,-8.324339447E0,1.774709473E0,9.325607300E-2
3.772532024E2,-7.823930054E0,2.063908081E0,6.945556641E-2
3.772631584E2,-7.334747314E0,2.278561707E0,-2.844085693E-2
3.772731154E2,-6.860084381E0,2.317480774E0,-1.833686829E-1
3.772830714E2,-6.486161957E0,2.126627655E0,-3.743714905E-1
3.772930274E2,-6.290818176E0,1.845811615E0,-6.036946106E-1
3.773029834E2,-6.336173859E0,1.557062073E0,-8.295748901E-1
3.773129394E2,-6.561605072E0,1.209933929E0,-1.039588165E0
3.773228954E2,-6.838529205E0,8.379574585E-1,-1.131497040E0
3.773328524E2,-7.201524353E0,3.239263916E-1,-1.182690582E0
3.773428084E2,-7.508984985E0,-1.553768921E-1,-1.228046265E0
3.773527644E2,-7.843539276E0,-5.774990845E-1,-1.375938721E0
3.773627204E2,-8.248596954E0,-9.984237671E-1,-1.626367950E0
3.773726764E2,-8.696016541E0,-1.389261017E0,-1.962868195E0
3.773826324E2,-9.096433868E0,-1.522483978E0,-2.316582642E0
3.773925884E2,-9.363478546E0,-1.348994751E0,-2.572849731E0
3.774025454E2,-9.715696106E0,-1.107247467E0,-2.723286896E0
3.774125014E2,-1.027089157E1,-9.261241150E-1,-2.838996277E0
3.774224574E2,-1.106349335E1,-8.310717773E-1,-2.905308380E0
3.774324134E2,-1.185025726E1,-8.337661743E-1,-2.947670288E0
3.774423694E2,-1.254496262E1,-9.633966064E-1,-2.942730560E0
3.774523254E2,-1.314356781E1,-1.182241516E0,-2.879412231E0
3.774622824E2,-1.356673782E1,-1.418899384E0,-2.714455261E0
3.774722384E2,-1.389635239E1,-1.606459351E0,-2.556833038E0
3.774821944E2,-1.417806656E1,-1.713337097E0,-2.438878326E0
3.774921504E2,-1.437700287E1,-1.707050171E0,-2.266287231E0
3.775021064E2,-1.460842163E1,-1.672023010E0,-2.071841583E0
3.775120634E2,-1.512080612E1,-1.919159088E0,-1.991458740E0
3.775220194E2,-1.569516174E1,-2.521356812E0,-1.895059204E0
3.775319754E2,-1.588436829E1,-3.197051697E0,-1.578617249E0
3.775419314E2,-1.554113205E1,-3.399879913E0,-1.098116455E0
3.775518874E2,-1.504940460E1,-2.855312347E0,-5.978567505E-1
3.775618434E2,-1.473820175E1,-2.062111816E0,-4.334985352E-1
3.775718004E2,-1.475167374E1,-1.544039154E0,-6.089337158E-1
3.775817564E2,-1.495165787E1,-1.223854980E0,-9.383985901E-1
3.775917124E2,-1.535761368E1,-1.125210114E0,-1.396296387E0
3.776016684E2,-1.584440140E1,-1.372196503E0,-1.932182007E0
3.776116244E2,-1.618644012E1,-1.895508270E0,-2.268382874E0
3.776215804E2,-1.627430740E1,-2.566413116E0,-2.317181396E0
3.776315374E2,-1.618150040E1,-3.052302704E0,-2.077978821E0
3.776414934E2,-1.586550751E1,-3.352727966E0,-1.581161957E0
3.776514494E2,-1.529564255E1,-3.496279449E0,-9.553134155E-1
3.776614054E2,-1.460033844E1,-3.595373383E0,-2.333647156E-1
3.776713614E2,-1.372765320E1,-3.635340271E0,4.239184570E-1
3.776813174E2,-1.272488846E1,-3.392245789E0,1.020727386E0
3.776912744E2,-1.169038971E1,-2.973566437E0,1.557960205E0
3.777012304E2,-1.103295685E1,-2.602188721E0,1.853894806E0
3.777111864E2,-1.059870987E1,-2.315534821E0,1.976040802E0
3.777211424E2,-1.008767258E1,-2.004781036E0,2.010020142E0
3.777310984E2,-9.552834778E0,-1.716330872E0,1.928439789E0
3.777410554E2,-9.008416901E0,-1.493444366E0,1.803300018E0
3.777510114E2,-8.541238403E0,-1.367705841E0,1.653760986E0
3.777609674E2,-8.204738159E0,-1.283880157E0,1.488055573E0
3.777709234E2,-7.907755737E0,-1.281934204E0,1.390907593E0
3.777808794E2,-7.579188995E0,-1.420096893E0,1.331331482E0
3.777908354E2,-7.292385406E0,-1.641486511E0,1.269210663E0
3.778007924E2,-7.114255829E0,-1.948498077E0,1.208287354E0
3.778107484E2,-6.994804230E0,-2.274370422E0,1.134640503E0
3.778207044E2,-6.897805939E0,-2.636916504E0,1.088985443E0
3.778306604E2,-6.746171265E0,-2.994073792E0,1.012494507E0
3.778406164E2,-6.581513672E0,-3.256029053E0,8.997789001E-1
3.778505724E2,-6.453829193E0,-3.485950928E0,6.412664795E-1
3.778605294E2,-6.394103394E0,-3.701802063E0,2.020797729E-1
3.778704854E2,-6.408024445E0,-3.954776001E0,-2.086660767E-1
3.778804414E2,-6.503076782E0,-4.288132782E0,-4.755610657E-1
3.778903974E2,-6.616091766E0,-4.658612366E0,-6.545887756E-1
3.779003534E2,-6.687642975E0,-5.010680237E0,-7.692503357E-1
3.779103094E2,-6.766528931E0,-5.410798187E0,-7.658074951E-1
3.779202664E2,-6.896758118E0,-5.824537811E0,-6.586303711E-1
3.779302224E2,-7.126530304E0,-6.197412415E0,-4.349954224E-1
3.779401790E2,-7.455097046E0,-6.533014526E0,-1.942959595E-1
3.779501350E2,-7.840545502E0,-6.834936676E0,3.787124634E-2
3.779600910E2,-8.167315979E0,-7.046147461E0,2.336640930E-1
3.779700480E2,-8.429570618E0,-7.112758942E0,4.397854614E-1
3.779800040E2,-8.504864044E0,-7.071893921E0,7.291337585E-1
3.779899600E2,-8.361761627E0,-6.884483643E0,1.086590424E0
3.779999160E2,-8.304580536E0,-6.614445190E0,1.438658295E0
3.780098720E2,-8.641529846E0,-6.386169891E0,1.569935303E0
3.780198280E2,-9.482780457E0,-6.381080475E0,1.407972107E0
3.780297850E2,-1.035890854E1,-6.711742859E0,1.117126923E0
3.780397410E2,-1.054242691E1,-7.168892212E0,9.598040771E-1
3.780496970E2,-1.019754410E1,-7.279961243E0,9.738748169E-1
3.780596530E2,-9.968071289E0,-7.094945984E0,1.096769257E0
3.780696090E2,-9.970615997E0,-6.899602203E0,1.299747162E0
3.780795650E2,-1.013976425E1,-6.577771454E0,1.612297211E0
3.780895220E2,-1.052416489E1,-6.004313965E0,1.905836792E0
3.780994780E2,-1.097442856E1,-5.271138611E0,2.020198975E0
3.781094340E2,-1.158276352E1,-4.662354584E0,1.829196167E0
3.781193900E2,-1.240874588E1,-4.288581848E0,1.302291870E0
3.781293460E2,-1.323981766E1,-4.282594299E0,5.134323120E-1
3.781393030E2,-1.388796982E1,-4.655618591E0,-2.859054565E-1
3.781492590E2,-1.428898590E1,-4.983436890E0,-9.352551270E-1
3.781592150E2,-1.423315201E1,-4.949607239E0,-1.297352142E0
3.781691710E2,-1.382001114E1,-4.531676331E0,-1.396296387E0
3.781791270E2,-1.320089859E1,-3.809727631E0,-1.269659729E0
3.781890830E2,-1.254586075E1,-3.007994843E0,-9.669891357E-1
3.781990400E2,-1.192135941E1,-2.200424194E0,-5.845344543E-1
3.782089960E2,-1.117650833E1,-1.438957672E0,-2.324665833E-1
3.782189520E2,-1.033974838E1,-6.298901367E-1,1.380130005E-1
3.782289080E2,-9.673184509E0,6.421646118E-2,3.134481812E-1
3.782388640E2,-9.156608734E0,7.203021240E-1,3.646417236E-1
3.782488210E2,-8.601413269E0,1.320553894E0,3.848497009E-1
3.782587770E2,-8.058492279E0,1.767823792E0,3.126997375E-1
3.782687330E2,-7.549850006E0,2.038161621E0,2.038760376E-1
3.782786890E2,-7.081773376E0,2.196681976E0,-8.981323242E-4
3.782886450E2,-6.637347565E0,2.261048126E0,-2.561174011E-1
3.782986010E2,-6.271208954E0,2.220332794E0,-5.164260864E-1
3.783085580E2,-6.062542877E0,1.973047028E0,-7.026388550E-1
3.783185140E2,-5.984704742E0,1.651365967E0,-7.813751221E-1
3.783284700E2,-5.968837738E0,1.293609924E0,-8.476872253E-1
3.783384260E2,-6.084247742E0,8.635542297E-1,-9.487271118E-1
3.783483820E2,-6.439159698E0,4.451742554E-1,-1.069974976E0
3.783583380E2,-6.955585785E0,-2.709365845E-2,-1.206940155E0
3.783682950E2,-7.544610901E0,-4.520599365E-1,-1.323098602E0
3.783782510E2,-8.049061890E0,-8.458909607E-1,-1.427132263E0
3.783882070E2,-8.513246613E0,-1.219963074E0,-1.562450867E0
3.783981630E2,-8.940308533E0,-1.513951721E0,-1.679208069E0
3.784081190E2,-9.440268860E0,-1.659149780E0,-1.807491302E0
3.784180760E2,-1.014006363E1,-1.735341339E0,-1.988764343E0
3.784280320E2,-1.099643280E1,-1.632355499E0,-2.137105865E0
3.784379880E2,-1.181732574E1,-1.502575378E0,-2.195634155E0
3.784479440E2,-1.251128265E1,-1.467997284E0,-2.299069061E0
3.784579000E2,-1.308024948E1,-1.479972382E0,-2.392474823E0
3.784678570E2,-1.346135696E1,-1.525926819E0,-2.402204590E0
3.784778130E2,-1.367466339E1,-1.700314178E0,-2.317031708E0
3.784877690E2,-1.380459320E1,-1.906435547E0,-2.111509094E0
3.784977250E2,-1.393691803E1,-1.997446289E0,-1.879341888E0
3.785076810E2,-1.422940979E1,-1.970652008E0,-1.708547058E0
3.785176370E2,-1.479762817E1,-2.067350922E0,-1.715582428E0
3.785275940E2,-1.563199310E1,-2.571352844E0,-1.911974030E0
3.785375500E2,-1.625769196E1,-3.389850769E0,-1.990261230E0
3.785475060E2,-1.624092682E1,-3.795207825E0,-1.650916901E0
3.785574620E2,-1.568618042E1,-3.222049713E0,-1.128203888E0
3.785674180E2,-1.506048157E1,-1.881886597E0,-7.572752380E-1
3.785773750E2,-1.465587296E1,-5.975573730E-1,-6.176156616E-1
3.785873310E2,-1.463581467E1,3.519181824E-1,-9.174421692E-1
3.785972870E2,-1.483624786E1,9.074130249E-1,-1.436263275E0
3.786072430E2,-1.514969604E1,9.333091736E-1,-2.020797729E0
3.786171990E2,-1.544593002E1,4.593946838E-1,-2.377505951E0
3.786271550E2,-1.543649963E1,-4.534071350E-1,-2.531236267E0
3.786371120E2,-1.513203278E1,-1.360071716E0,-2.387834473E0
3.786470680E2,-1.490345810E1,-2.111958160E0,-2.013163605E0
3.786570240E2,-1.466560272E1,-2.828069000E0,-1.506766663E0
3.786669800E2,-1.427850769E1,-3.253484344E0,-8.297245789E-1
3.786769360E2,-1.374561584E1,-3.293151855E0,-9.235794067E-2
3.786868930E2,-1.304671921E1,-3.052602081E0,5.586383057E-1
3.786968490E2,-1.226908630E1,-2.768043823E0,9.958790588E-1
3.787068050E2,-1.147094604E1,-2.449655914E0,1.247954865E0
3.787167610E2,-1.081321381E1,-2.090402985E0,1.276545410E0
3.787267170E2,-1.030801437E1,-1.778451691E0,1.187630310E0
3.787366730E2,-9.758507080E0,-1.519190826E0,1.087189178E0
3.787466300E2,-9.186845856E0,-1.316961365E0,9.819580078E-1
3.787565860E2,-8.622369690E0,-1.169368286E0,9.758207703E-1
3.787665420E2,-8.218210144E0,-1.115630035E0,1.022373962E0
3.787764980E2,-7.942034454E0,-1.154698792E0,1.073717194E0
3.787864540E2,-7.757917328E0,-1.233135681E0,1.156345367E0
3.787964110E2,-7.655530243E0,-1.364113312E0,1.159488831E0
3.788063670E2,-7.620353394E0,-1.590292969E0,1.171164551E0
3.788163230E2,-7.483388214E0,-1.887574768E0,1.251996460E0
3.788262790E2,-7.311096497E0,-2.158511353E0,1.249451752E0
3.788362350E2,-7.251071320E0,-2.417173462E0,1.087937622E0
3.788461910E2,-7.246281281E0,-2.669249268E0,8.369096375E-1
3.788561480E2,-7.243736572E0,-2.919528809E0,5.683680725E-1
3.788661040E2,-7.308102722E0,-3.310964813E0,2.977308655E-1
3.788760600E2,-7.338339844E0,-3.781137085E0,4.999603271E-2
3.788860160E2,-7.285499725E0,-4.187991028E0,-1.297801208E-1
3.788959720E2,-7.221133575E0,-4.613705750E0,-1.375639343E-1
3.789059290E2,-7.171287231E0,-5.052443390E0,-6.915618896E-2
3.789158850E2,-7.184160461E0,-5.484295349E0,1.272354126E-2
3.789258410E2,-7.163204041E0,-5.898783417E0,1.014889526E-1
3.789357970E2,-7.218888245E0,-6.216422882E0,1.462458801E-1
3.789457523E2,-7.398664398E0,-6.496191101E0,1.782792664E-1
3.789557093E2,-7.717351685E0,-6.782096558E0,1.920506287E-1
3.789656653E2,-7.980654144E0,-7.106322327E0,2.059716797E-1
3.789756213E2,-8.205336914E0,-7.246281281E0,3.638932800E-1
3.789855773E2,-8.173153839E0,-7.189998322E0,5.912704468E-1
3.789955333E2,-7.988288269E0,-6.835685120E0,8.598120117E-1
3.790054893E2,-7.889942780E0,-6.362818451E0,1.183738403E0
3.790154463E2,-8.336613922E0,-6.068530426E0,1.212478638E0
3.790254023E2,-9.337732086E0,-6.177054749E0,1.000818787E0
3.790353583E2,-1.029050079E1,-6.523584137E0,7.146139526E-1
3.790453143E2,-1.034887939E1,-6.818919983E0,6.471043396E-1
3.790552703E2,-9.560468903E0,-6.673272858E0,9.581575012E-1
3.790652273E2,-9.160500641E0,-6.216123505E0,1.222358093E0
3.790751833E2,-9.428144073E0,-5.945785675E0,1.423539734E0
3.790851393E2,-1.001851639E1,-5.830375671E0,1.710193634E0
3.790950953E2,-1.069600754E1,-5.491031342E0,1.919159088E0
3.791050513E2,-1.130030090E1,-4.930746460E0,1.814376984E0
3.791150083E2,-1.201701050E1,-4.499044189E0,1.421743469E0
3.791249643E2,-1.289703049E1,-4.399950256E0,8.192463684E-1
3.791349203E2,-1.365026413E1,-4.616400146E0,2.344125366E-1
3.791448763E2,-1.412657364E1,-4.908143463E0,-2.070195007E-1
3.791548323E2,-1.428075302E1,-4.973557434E0,-4.177812195E-1
3.791647883E2,-1.414019531E1,-4.644841003E0,-4.908293152E-1
3.791747453E2,-1.362990646E1,-4.054618378E0,-4.285588074E-1
3.791847013E2,-1.279105087E1,-3.275189209E0,-2.974314880E-1
3.791946573E2,-1.184621567E1,-2.405797119E0,-2.035766602E-1
3.792046133E2,-1.087234085E1,-1.543141022E0,-1.839674377E-1
3.792145693E2,-9.850266266E0,-8.243357849E-1,-8.427474976E-2
3.792245263E2,-8.972940674E0,-2.125579834E-1,-4.490661621E-3
3.792344823E2,-8.204289093E0,3.076103210E-1,6.107299805E-2
3.792444383E2,-7.517068176E0,7.188052368E-1,4.909790039E-2
3.792543943E2,-6.914720764E0,1.011746063E0,-8.382568359E-3
3.792643503E2,-6.413862305E0,1.181493073E0,-4.999603271E-2
3.792743073E2,-5.976322174E0,1.225202179E0,-1.221459961E-1
3.792842633E2,-5.573360138E0,1.217568054E0,-1.666035461E-1
3.792942193E2,-5.254972229E0,1.180594940E0,-2.005828857E-1
3.793041753E2,-4.975054321E0,1.155596924E0,-2.004331970E-1
3.793141313E2,-4.793631592E0,1.074315948E0,-2.242337036E-1
3.793240873E2,-4.724176025E0,8.993298340E-1,-3.053649902E-1
3.793340443E2,-4.854704590E0,5.444178772E-1,-4.614903259E-1
3.793440003E2,-5.074896698E0,1.880090332E-1,-6.361770630E-1
3.793539563E2,-5.494324493E0,-1.516346741E-1,-8.644523621E-1
3.793639123E2,-6.125861206E0,-6.391708374E-1,-1.112037506E0
3.793738683E2,-6.866371307E0,-1.158141632E0,-1.286724243E0
3.793838253E2,-7.560477905E0,-1.440753937E0,-1.392105103E0
3.793937813E2,-8.164771271E0,-1.516047363E0,-1.562001801E0
3.794037373E2,-8.808582458E0,-1.495240631E0,-1.843266907E0
3.794136933E2,-9.561965790E0,-1.426982574E0,-2.149979095E0
3.794236493E2,-1.037223083E1,-1.251397705E0,-2.367925873E0
3.794336063E2,-1.115929413E1,-1.155297546E0,-2.540217590E0
3.794435623E2,-1.203407501E1,-1.308728485E0,-2.636168060E0
3.794535183E2,-1.282712585E1,-1.632505188E0,-2.576891327E0
3.794634743E2,-1.344279556E1,-2.024689636E0,-2.429148560E0
3.794734303E2,-1.387883881E1,-2.326013031E0,-2.178120575E0
3.794833863E2,-1.417342621E1,-2.509681091E0,-1.889371033E0
3.794933433E2,-1.448283279E1,-2.609373779E0,-1.627864838E0
3.795032993E2,-1.490615250E1,-2.656226349E0,-1.460662537E0
3.795132553E2,-1.540311905E1,-2.646945648E0,-1.458866272E0
3.795232113E2,-1.615620300E1,-2.800526276E0,-1.657652893E0
3.795331673E2,-1.692575272E1,-3.241209869E0,-1.813478851E0
3.795431243E2,-1.713831070E1,-3.821103973E0,-1.714085541E0
3.795530803E2,-1.678474594E1,-4.017495575E0,-1.360820160E0
3.795630363E2,-1.635019958E1,-3.481460266E0,-8.490344238E-1
3.795729923E2,-1.597807343E1,-2.478246460E0,-4.608915710E-1
3.795829483E2,-1.572210571E1,-1.426982574E0,-3.336561584E-1
3.795929053E2,-1.564232162E1,-5.653742981E-1,-5.312452698E-1
3.796028613E2,-1.568797668E1,-3.083587646E-2,-9.550140381E-1
3.796128173E2,-1.580099167E1,-3.727249146E-2,-1.477727051E0
3.796227733E2,-1.594514191E1,-5.469625854E-1,-1.949845276E0
3.796327293E2,-1.592448486E1,-1.438358917E0,-2.180665283E0
3.796426853E2,-1.566372711E1,-2.427052917E0,-2.050585785E0
3.796526423E2,-1.530671951E1,-3.243455200E0,-1.722767487E0
3.796625983E2,-1.488429794E1,-3.720812531E0,-1.199904785E0
3.796725543E2,-1.430605042E1,-3.875291290E0,-5.369334412E-1
3.796825103E2,-1.360371094E1,-3.602857819E0,8.008346558E-2
3.796924663E2,-1.282937119E1,-3.103795624E0,5.536985779E-1
3.797024233E2,-1.197839081E1,-2.635269928E0,9.183403015E-1
3.797123793E2,-1.116662888E1,-2.155367889E0,1.162183228E0
3.797223353E2,-1.041339523E1,-1.616039429E0,1.325792999E0
3.797322913E2,-9.721234589E0,-1.216669922E0,1.436712341E0
3.797422473E2,-9.171727295E0,-9.620494080E-1,1.459315338E0
3.797522043E2,-8.715625763E0,-7.688012695E-1,1.378333740E0
3.797621603E2,-8.312214661E0,-6.626719666E-1,1.282532959E0
3.797721163E2,-8.015381927E0,-7.210505676E-1,1.251248016E0
3.797820723E2,-7.806117096E0,-8.643026733E-1,1.294957123E0
3.797920283E2,-7.552095337E0,-1.012494507E0,1.382525024E0
3.798019843E2,-7.305108948E0,-1.168170776E0,1.387464752E0
3.798119413E2,-7.022496643E0,-1.340612183E0,1.338815918E0
3.798218973E2,-6.778504028E0,-1.459764404E0,1.212778015E0
3.798318533E2,-6.574927368E0,-1.493743744E0,9.572593689E-1
3.798418093E2,-6.447093201E0,-1.619033203E0,6.785389709E-1
3.798517653E2,-6.419550476E0,-1.895358582E0,4.227209473E-1
3.798617223E2,-6.364015961E0,-2.176473999E0,2.631527710E-1
3.798716783E2,-6.350094910E0,-2.548300781E0,1.519340515E-1
3.798816343E2,-6.381379852E0,-2.960992584E0,6.900650024E-2
3.798915903E2,-6.426136780E0,-3.475921783E0,-1.451980591E-2
3.799015463E2,-6.372548218E0,-4.002377014E0,-1.320254517E-1
3.799115023E2,-6.293213196E0,-4.437222748E0,-2.203417969E-1
3.799214593E2,-6.223308563E0,-4.831053772E0,-3.315605164E-1
3.799314153E2,-6.154002686E0,-5.154680786E0,-3.722758484E-1
3.799413724E2,-6.145769806E0,-5.420378265E0,-3.159928894E-1
3.799513284E2,-6.330335999E0,-5.640270996E0,-2.353106689E-1
3.799612844E2,-6.587351532E0,-5.669759674E0,-1.621128845E-1
3.799712414E2,-6.927893372E0,-5.689368896E0,-2.948867798E-2
3.799811974E2,-7.425308990E0,-5.848038940E0,1.133143616E-1
3.799911534E2,-7.906857605E0,-6.046675873E0,2.371069336E-1
3.800011094E2,-8.096213837E0,-6.089187469E0,4.032614136E-1
3.800110654E2,-8.177345123E0,-6.051166534E0,6.060896301E-1
3.800210224E2,-8.636440430E0,-5.932164001E0,5.818400574E-1
3.800309784E2,-9.545500031E0,-5.890550537E0,3.043171692E-1
3.800409344E2,-1.061427750E1,-6.268215179E0,-2.993774414E-3
3.800508904E2,-1.106229584E1,-6.783294067E0,-1.338217163E-1
3.800608464E2,-1.072220306E1,-6.821614380E0,-5.598358154E-2
3.800708024E2,-1.029065048E1,-6.385122070E0,1.922003174E-1
3.800807594E2,-1.033166519E1,-5.826334076E0,5.692662048E-1
3.800907154E2,-1.077983322E1,-5.137167206E0,1.073118439E0
3.801006714E2,-1.143442200E1,-4.298610992E0,1.365909576E0
3.801106274E2,-1.221205490E1,-3.407813416E0,1.262025604E0
3.801205834E2,-1.344399307E1,-2.628234558E0,5.424719238E-1
