"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.626171454E1,-7.985444183E0,-8.241860962E-1,4.843927002E-1
4.627166754E1,-8.496631165E0,-1.064137115E0,5.897735596E-2
4.628162054E1,-9.036857758E0,-1.141376495E0,-4.086502075E-1
4.629157454E1,-9.623038788E0,-1.346000977E0,-7.158114624E-1
4.630152754E1,-1.025008484E1,-1.599573669E0,-8.655001831E-1
4.631148054E1,-1.092263626E1,-1.791175232E0,-9.449848938E-1
4.632143454E1,-1.171463928E1,-1.988315277E0,-1.034199371E0
4.633138754E1,-1.265453476E1,-2.206262054E0,-1.083147583E0
4.634134154E1,-1.360820160E1,-2.506986694E0,-9.225315857E-1
4.635129454E1,-1.425006683E1,-2.817291412E0,-4.164340210E-1
4.636124754E1,-1.456950256E1,-3.029699707E0,1.017883301E-1
4.637120154E1,-1.467862564E1,-3.061733093E0,6.300398254E-1
4.638115454E1,-1.479553253E1,-2.885399780E0,1.035845947E0
4.639110854E1,-1.526765076E1,-2.718796234E0,1.300196228E0
4.640106154E1,-1.587793167E1,-3.030897217E0,1.538800049E0
4.641101454E1,-1.616563339E1,-3.682492218E0,1.812730408E0
4.642096854E1,-1.578602280E1,-3.950734406E0,2.277064819E0
4.643092154E1,-1.498758316E1,-3.429368591E0,2.830164642E0
4.644087554E1,-1.444121933E1,-2.515968018E0,3.141517181E0
4.645082854E1,-1.453148163E1,-1.991608429E0,3.018622742E0
4.646078154E1,-1.488115448E1,-2.132166138E0,2.638114014E0
4.647073554E1,-1.514655258E1,-2.529589691E0,2.057471466E0
4.648068854E1,-1.507095978E1,-3.032094727E0,1.601519623E0
4.649064254E1,-1.473011856E1,-3.461551666E0,1.255888367E0
4.650059554E1,-1.453986420E1,-3.750600586E0,9.214837646E-1
4.651054854E1,-1.452145248E1,-4.040996704E0,7.234455872E-1
4.652050254E1,-1.436592590E1,-4.140839081E0,9.539662170E-1
4.653045554E1,-1.427117294E1,-4.228556671E0,1.402283936E0
4.654040854E1,-1.390488464E1,-4.377496948E0,2.030078430E0
4.655036254E1,-1.325568466E1,-4.462969208E0,2.716550903E0
4.656031554E1,-1.253223907E1,-4.229604492E0,3.379971313E0
4.657026954E1,-1.182061890E1,-3.922143860E0,3.882476349E0
4.658022254E1,-1.115166000E1,-3.633244629E0,4.241579590E0
4.659017554E1,-1.042312500E1,-3.243305511E0,4.417014771E0
4.660012954E1,-9.784403229E0,-2.870281219E0,4.297263794E0
4.661008254E1,-9.167386322E0,-2.573448486E0,3.822451172E0
4.662003654E1,-8.720864868E0,-2.394720154E0,3.207080841E0
4.662998942E1,-8.460556183E0,-2.305056610E0,2.631078644E0
4.663994242E1,-8.312064972E0,-2.258653107E0,2.244582367E0
4.664989642E1,-8.179141388E0,-2.193837891E0,2.082319794E0
4.665984942E1,-7.971972198E0,-2.219135284E0,1.963167572E0
4.666980342E1,-7.756121063E0,-2.426005096E0,1.958227844E0
4.667975642E1,-7.592511292E0,-2.700534210E0,2.078876953E0
4.668970942E1,-7.487579498E0,-2.865790558E0,2.079326019E0
4.669966342E1,-7.425159302E0,-2.972069550E0,2.000739441E0
4.670961642E1,-7.463479614E0,-3.191363525E0,1.853745117E0
4.671957042E1,-7.595355377E0,-3.451073456E0,1.698667603E0
4.672952342E1,-7.872878265E0,-3.681145020E0,1.645378418E0
4.673947642E1,-8.116272125E0,-3.821852417E0,1.765578461E0
4.674943042E1,-8.287665710E0,-4.065096588E0,1.902693329E0
4.675938342E1,-8.302634583E0,-4.483626251E0,2.022144928E0
4.676933642E1,-8.190966797E0,-4.945415955E0,2.162253571E0
4.677929042E1,-8.041427765E0,-5.353467407E0,2.199526062E0
4.678924342E1,-7.865842896E0,-5.632187805E0,2.124232635E0
4.679919742E1,-7.751331024E0,-5.911057892E0,2.126477966E0
4.680915042E1,-7.607779541E0,-6.227350159E0,2.105820923E0
4.681910342E1,-7.432793427E0,-6.518943787E0,1.912123718E0
4.682905742E1,-7.198530579E0,-6.611301727E0,1.777403870E0
4.683901042E1,-7.047045593E0,-6.536906433E0,1.634600830E0
4.684896442E1,-7.140750732E0,-6.425837402E0,1.322499847E0
4.685891742E1,-7.355554047E0,-6.325995026E0,9.304650879E-1
4.686887042E1,-7.518714752E0,-6.391408997E0,5.857319641E-1
4.687882442E1,-7.401807861E0,-6.436465302E0,6.538403320E-1
4.688877742E1,-7.080126801E0,-6.193969574E0,1.143472137E0
4.689873042E1,-7.013365631E0,-5.780679016E0,1.712139587E0
4.690868442E1,-7.497758331E0,-5.862558746E0,2.031275940E0
4.691863742E1,-8.214617615E0,-6.505322113E0,2.028282166E0
4.692859142E1,-8.629255371E0,-6.877148895E0,1.838925934E0
4.693854442E1,-8.431366882E0,-6.436914368E0,1.658401337E0
4.694849742E1,-7.949967957E0,-5.494324493E0,1.512604523E0
4.695845142E1,-7.833959198E0,-4.683760071E0,1.547032928E0
4.696840442E1,-8.186176758E0,-4.274211731E0,1.818568268E0
4.697835842E1,-8.803493042E0,-4.191284180E0,1.965712280E0
4.698831142E1,-9.369466095E0,-4.295018463E0,1.818119202E0
4.699826442E1,-9.629475403E0,-4.606670380E0,1.558708649E0
4.700821842E1,-9.655521240E0,-5.240602112E0,1.246607666E0
4.701817142E1,-9.740993500E0,-6.115981750E0,1.055305481E0
4.702812442E1,-9.908345490E0,-6.939569092E0,1.042132874E0
4.703807842E1,-1.030591873E1,-7.476053467E0,1.137783966E0
4.704803142E1,-1.091111023E1,-7.489375763E0,1.443298645E0
4.705798542E1,-1.151749924E1,-6.998546448E0,1.892664185E0
4.706793842E1,-1.173394913E1,-6.205645294E0,2.136656799E0
4.707789142E1,-1.141316620E1,-5.363496552E0,2.109563141E0
4.708784542E1,-1.073073532E1,-4.546046448E0,2.083217926E0
4.709779842E1,-9.985734558E0,-3.802692261E0,2.118694153E0
4.710775242E1,-9.268426208E0,-3.210523682E0,2.352058868E0
4.711770542E1,-8.618328094E0,-2.750380554E0,2.480192413E0
4.712765842E1,-8.098908234E0,-2.399510193E0,2.501897278E0
4.713761242E1,-7.694748688E0,-2.071691895E0,2.516716461E0
4.714756542E1,-7.457641754E0,-1.664538574E0,2.378104706E0
4.715751942E1,-7.360344086E0,-1.152154083E0,2.187850342E0
4.716747242E1,-7.312892761E0,-5.361849976E-1,1.951342163E0
4.717742542E1,-7.217391357E0,1.411564636E-1,1.556313629E0
4.718737942E1,-7.064858551E0,5.313949585E-1,1.349593506E0
4.719733242E1,-6.718029785E0,5.348377991E-1,1.295406189E0
4.720728542E1,-6.550528107E0,5.833369446E-1,1.203197937E0
4.721723942E1,-6.509962463E0,4.559518433E-1,1.333876190E0
4.722719242E1,-6.565646667E0,-1.850152588E-1,1.333277435E0
4.723714642E1,-6.743327179E0,-8.909472656E-1,1.243464203E0
4.724709942E1,-6.950346680E0,-1.430874481E0,1.091679840E0
4.725705242E1,-7.251520386E0,-1.848805389E0,1.005758514E0
4.726700642E1,-7.723189545E0,-1.992805939E0,9.987231445E-1
4.727695942E1,-8.287516022E0,-2.025587769E0,8.893006897E-1
4.728691342E1,-8.953780518E0,-1.949994965E0,7.235952759E-1
4.729686642E1,-9.564959564E0,-1.929786987E0,6.057902527E-1
4.730681942E1,-1.013347733E1,-2.011666718E0,4.918771362E-1
4.731677342E1,-1.075363770E1,-2.260449371E0,5.680686951E-1
4.732672642E1,-1.142559036E1,-2.751877441E0,9.041198730E-1
4.733667942E1,-1.214529373E1,-3.157533875E0,1.206790466E0
4.734663342E1,-1.273671387E1,-3.309617615E0,1.392853546E0
4.735658642E1,-1.339579330E1,-3.468587036E0,1.119372253E0
4.736654042E1,-1.372750351E1,-3.823199615E0,7.779322815E-1
4.737649342E1,-1.382075958E1,-4.192631378E0,6.923103333E-1
4.738644642E1,-1.400547546E1,-4.668940887E0,4.272116089E-1
4.739640042E1,-1.384096756E1,-4.790188751E0,7.048841858E-1
4.740635342E1,-1.403391632E1,-5.042264557E0,9.722282410E-1
4.741630742E1,-1.442475357E1,-5.698799286E0,1.208287354E0
4.742626042E1,-1.451052521E1,-6.296506348E0,1.627116394E0
4.743621342E1,-1.448926941E1,-6.133345642E0,2.186802521E0
4.744616742E1,-1.439466614E1,-5.141657867E0,2.819985809E0
4.745612042E1,-1.452788910E1,-3.860472107E0,3.313060455E0
4.746607342E1,-1.473251358E1,-2.918181610E0,3.278482361E0
4.747602742E1,-1.483370316E1,-1.917512512E0,3.089275818E0
4.748598042E1,-1.498698441E1,-1.774260406E0,2.912343750E0
4.749593442E1,-1.477173203E1,-2.062411194E0,2.829865265E0
4.750588742E1,-1.432625839E1,-2.756966858E0,2.618205414E0
4.751584042E1,-1.406774597E1,-3.591032410E0,2.371817780E0
4.752579442E1,-1.411399979E1,-4.190685425E0,2.368524628E0
4.753574742E1,-1.408735519E1,-4.799319763E0,2.503992920E0
4.754570042E1,-1.381222733E1,-5.266348572E0,2.732567596E0
4.755565442E1,-1.340208023E1,-5.274581451E0,3.100951538E0
4.756560742E1,-1.286948776E1,-4.974605255E0,3.491040344E0
4.757556142E1,-1.230082031E1,-4.486769714E0,3.769311676E0
4.758551442E1,-1.162707138E1,-4.037254486E0,3.813619537E0
4.759546742E1,-1.088521408E1,-3.697161713E0,3.792663116E0
4.760542142E1,-1.015218842E1,-3.481759644E0,3.692221985E0
4.761537442E1,-9.668095093E0,-3.350931702E0,3.616030426E0
4.762532842E1,-9.410630493E0,-3.320095825E0,3.430266724E0
4.763528117E1,-9.228609009E0,-3.203338623E0,3.181783447E0
4.764523417E1,-9.146579590E0,-2.946023712E0,2.889141998E0
4.765518817E1,-8.983568573E0,-2.674488373E0,2.533331909E0
4.766514117E1,-8.688981171E0,-2.370620270E0,2.237996063E0
4.767509417E1,-8.296048279E0,-2.282603302E0,1.998643799E0
4.768504817E1,-7.919132080E0,-2.394121399E0,1.872755585E0
4.769500117E1,-7.644602966E0,-2.639910278E0,1.899699554E0
4.770495517E1,-7.397167511E0,-2.971620483E0,2.049987030E0
4.771490817E1,-7.164551239E0,-3.235222321E0,2.243235168E0
4.772486117E1,-6.976392517E0,-3.472928009E0,2.364632721E0
4.773481517E1,-6.923103333E0,-3.758234711E0,2.450703735E0
4.774476817E1,-6.835685120E0,-4.056115265E0,2.415826263E0
4.775472217E1,-6.743177490E0,-4.317172394E0,2.197430420E0
4.776467517E1,-6.717580719E0,-4.488715668E0,1.952689362E0
4.777462817E1,-6.731052704E0,-4.560865631E0,1.863474884E0
4.778458217E1,-6.817572784E0,-4.681514740E0,1.815424805E0
4.779453517E1,-6.861132202E0,-5.002297668E0,1.843266907E0
4.780448817E1,-6.850653992E0,-5.359904022E0,1.820214844E0
4.781444217E1,-6.801406403E0,-5.711971893E0,1.751956787E0
4.782439517E1,-6.632258148E0,-6.142776031E0,1.641486511E0
4.783434917E1,-6.439758453E0,-6.466702423E0,1.531315613E0
4.784430217E1,-6.269562378E0,-6.716083832E0,1.464853821E0
4.785425517E1,-6.130202179E0,-6.869814148E0,1.353186035E0
4.786420917E1,-6.288123779E0,-6.798861694E0,1.146016846E0
4.787416217E1,-6.530619507E0,-6.779102783E0,1.053060150E0
4.788411517E1,-6.697522430E0,-6.776408386E0,1.082249451E0
4.789406917E1,-6.706354065E0,-6.696025543E0,1.347198486E0
4.790402217E1,-6.636299744E0,-6.539900208E0,1.780846710E0
4.791397617E1,-6.841373291E0,-6.274053040E0,2.189496918E0
4.792392917E1,-7.631580048E0,-6.129154358E0,2.331252136E0
4.793388217E1,-8.591683502E0,-6.202950897E0,2.245630188E0
4.794383617E1,-9.162895660E0,-6.397695923E0,2.296973419E0
4.795378917E1,-8.850046234E0,-6.230044556E0,2.387834473E0
4.796374217E1,-8.282276917E0,-5.693260803E0,2.445764008E0
4.797369617E1,-8.038433990E0,-5.259163513E0,2.312840424E0
4.798364917E1,-8.387358398E0,-5.231171722E0,2.283351746E0
4.799360317E1,-8.886121216E0,-5.301974487E0,2.202669525E0
4.800355617E1,-9.379195862E0,-5.252876587E0,1.753154297E0
4.801350917E1,-9.867779846E0,-5.422623596E0,1.275347900E0
4.802346317E1,-1.047641418E1,-5.948180695E0,9.313632202E-1
4.803341617E1,-1.119252502E1,-6.697672119E0,7.207511902E-1
4.804337017E1,-1.180639847E1,-7.172185364E0,7.114704895E-1
4.805332317E1,-1.230860413E1,-7.010671234E0,9.187893677E-1
4.806327617E1,-1.245185623E1,-6.635251923E0,1.229842529E0
4.807323017E1,-1.242805573E1,-5.936954041E0,1.395547943E0
4.808318317E1,-1.195982941E1,-4.952002258E0,1.488055573E0
4.809313617E1,-1.138727005E1,-3.975433044E0,1.547182617E0
4.810309017E1,-1.051248917E1,-3.179238739E0,1.755399628E0
4.811304317E1,-9.462422791E0,-2.639910278E0,1.840273132E0
4.812299717E1,-8.340655518E0,-2.301164703E0,1.853745117E0
4.813295017E1,-7.491022339E0,-2.010020142E0,1.933379517E0
4.814290317E1,-6.932084656E0,-1.705253906E0,1.997895355E0
4.815285717E1,-6.684349823E0,-1.391656036E0,1.967358856E0
4.816281017E1,-6.711144104E0,-9.822573853E-1,1.819017334E0
4.817276417E1,-6.716383209E0,-5.728587341E-1,1.566193085E0
4.818271717E1,-6.569837952E0,-2.594105530E-1,1.300196228E0
4.819267017E1,-6.383625183E0,-5.239105225E-3,9.810598755E-1
4.820262417E1,-6.357130280E0,3.264710999E-1,5.206173706E-1
4.821257717E1,-6.494544525E0,4.849914551E-1,1.857637024E-1
4.822253017E1,-6.615493011E0,4.176315308E-1,-2.140548706E-2
4.823248417E1,-6.945556641E0,5.852828979E-2,3.382965088E-2
4.824243717E1,-7.232958984E0,-4.275109863E-1,2.562670898E-1
4.825239117E1,-7.555687866E0,-7.607180786E-1,3.484753418E-1
4.826234417E1,-8.022566986E0,-9.556127930E-1,2.356100464E-1
4.827229717E1,-8.453670502E0,-9.657916260E-1,8.966354370E-2
4.828225117E1,-8.812624054E0,-9.842033386E-1,-1.926493835E-1
4.829220417E1,-9.292675781E0,-1.131796417E0,-5.812413025E-1
4.830215717E1,-9.794731750E0,-1.282233582E0,-7.123686218E-1
4.831211117E1,-1.037986496E1,-1.367406464E0,-4.761598206E-1
4.832206417E1,-1.084315155E1,-1.420995026E0,-1.323248291E-1
4.833201817E1,-1.122919876E1,-1.535955963E0,1.008901978E-1
4.834197117E1,-1.160970749E1,-1.780397644E0,9.849517822E-2
4.835192417E1,-1.199276093E1,-2.114353180E0,-3.308120728E-2
4.836187817E1,-1.235635483E1,-2.394869843E0,-2.348616028E-1
4.837183117E1,-1.278566208E1,-2.584375763E0,-3.769161987E-1
4.838178417E1,-1.319580917E1,-2.826123047E0,-2.809657288E-1
4.839173817E1,-1.352018463E1,-3.167263641E0,-1.323248291E-1
4.840169117E1,-1.380713791E1,-3.396586761E0,-8.083190918E-3
4.841164517E1,-1.407642792E1,-3.462449799E0,1.047821045E-3
4.842159817E1,-1.445813416E1,-3.539389801E0,-2.261796570E-1
4.843155117E1,-1.511122604E1,-4.025728455E0,-4.821473694E-1
4.844150517E1,-1.554846680E1,-4.689148865E0,-5.248086548E-1
4.845145817E1,-1.554652084E1,-4.937931519E0,-4.387376404E-1
4.846141217E1,-1.548275345E1,-4.501738586E0,-3.847000122E-1
4.847136517E1,-1.539817932E1,-3.423231354E0,-6.691085815E-2
4.848131817E1,-1.546434174E1,-2.523452454E0,2.365081787E-2
4.849127217E1,-1.556178909E1,-2.086660767E0,-5.209167480E-2
4.850122517E1,-1.556463318E1,-1.871109009E0,3.457809448E-2
4.851117817E1,-1.551972656E1,-1.972897339E0,1.814227295E-1
4.852113217E1,-1.529803757E1,-2.322420502E0,4.415817261E-1
4.853108517E1,-1.500464767E1,-2.894979858E0,8.129594421E-1
4.854103917E1,-1.481035172E1,-3.726949768E0,1.066981201E0
4.855099217E1,-1.464554443E1,-4.614154816E0,1.355730743E0
4.856094517E1,-1.440439590E1,-5.167104950E0,1.747017059E0
4.857089917E1,-1.400068542E1,-5.273982697E0,2.210303650E0
4.858085217E1,-1.359263397E1,-5.233866119E0,2.687361603E0
4.859080517E1,-1.320179672E1,-5.052742767E0,2.985990601E0
4.860075917E1,-1.269480103E1,-4.616250458E0,3.154390411E0
4.861071217E1,-1.200174225E1,-4.144431610E0,3.291954346E0
4.862066617E1,-1.120614670E1,-3.768563232E0,3.396287384E0
4.863061917E1,-1.037911652E1,-3.457061005E0,3.488345947E0
4.864057221E1,-9.613907776E0,-3.128943329E0,3.461551666E0
4.865052621E1,-9.007668457E0,-2.798580322E0,3.373534698E0
4.866047921E1,-8.601263580E0,-2.614762573E0,3.287164307E0
4.867043321E1,-8.322842560E0,-2.552941132E0,3.215313721E0
4.868038621E1,-8.107141113E0,-2.601140900E0,3.131188660E0
4.869033921E1,-7.874524841E0,-2.772833862E0,3.105891266E0
4.870029321E1,-7.605234833E0,-3.050506439E0,3.035537567E0
4.871024621E1,-7.313192139E0,-3.284918976E0,2.881956940E0
4.872019921E1,-7.037016449E0,-3.381168823E0,2.666105804E0
4.873015321E1,-6.827302551E0,-3.420237579E0,2.387834473E0
4.874010621E1,-6.669231262E0,-3.477119293E0,2.092648315E0
4.875006021E1,-6.447093201E0,-3.549418945E0,1.876198425E0
4.876001321E1,-6.359525299E0,-3.739074554E0,1.704505463E0
4.876996621E1,-6.307134247E0,-3.878285065E0,1.609153748E0
4.877992021E1,-6.300547943E0,-3.845952301E0,1.491199036E0
4.878987321E1,-6.324198761E0,-3.847598877E0,1.433269501E0
4.879982721E1,-6.317612457E0,-4.014202423E0,1.504371643E0
4.880978021E1,-6.200106812E0,-4.343667297E0,1.507664795E0
4.881973321E1,-6.033652954E0,-4.662504272E0,1.460662537E0
4.882968721E1,-5.861810303E0,-4.856800232E0,1.319805450E0
4.883964021E1,-5.782774658E0,-5.000052338E0,1.076411591E0
4.884959321E1,-5.678291931E0,-5.114713898E0,9.295669556E-1
4.885954721E1,-5.521567841E0,-5.155429230E0,7.214996338E-1
4.886950021E1,-5.348377991E0,-5.273833008E0,5.294490051E-1
4.887945421E1,-5.180726624E0,-5.527705078E0,3.912863159E-1
4.888940721E1,-5.260810089E0,-5.934708710E0,2.896476746E-1
4.889936021E1,-5.431604919E0,-6.358926544E0,2.365081787E-1
4.890931421E1,-5.565426636E0,-6.587201843E0,2.567161560E-1
4.891926721E1,-5.606441345E0,-6.643784180E0,5.450166321E-1
4.892922021E1,-5.798941040E0,-6.499334564E0,8.698411560E-1
4.893917421E1,-6.416407013E0,-6.363716583E0,1.076860657E0
4.894912721E1,-7.297624512E0,-6.563850403E0,1.167272644E0
4.895908121E1,-8.008047180E0,-6.954687653E0,1.078656921E0
4.896903421E1,-8.358917542E0,-7.131769409E0,9.768685913E-1
4.897898721E1,-8.575816498E0,-7.118147736E0,1.003513184E0
4.898894121E1,-8.953630829E0,-6.909481659E0,1.219813385E0
4.899889421E1,-9.463470612E0,-6.504723358E0,1.562001801E0
4.900884821E1,-1.011192215E1,-6.021228790E0,1.797611847E0
4.901880121E1,-1.080108902E1,-5.469027100E0,1.951342163E0
4.902875421E1,-1.134341125E1,-5.002447357E0,1.984573059E0
4.903870821E1,-1.214244965E1,-4.892875214E0,1.558259583E0
4.904866121E1,-1.315090256E1,-5.392087097E0,5.001100159E-1
4.905861421E1,-1.432386337E1,-6.222111053E0,-6.590794373E-1
4.906856821E1,-1.531270706E1,-6.861132202E0,-1.055604858E0
4.907852121E1,-1.575144470E1,-6.824608154E0,-1.526675262E0
4.908847521E1,-1.516256927E1,-5.961952057E0,-1.238374786E0
4.909842821E1,-1.473311234E1,-5.097350006E0,-7.804769897E-1
4.910838121E1,-1.424063644E1,-4.448299713E0,-2.128573608E-1
4.911833521E1,-1.359203522E1,-3.624712372E0,3.791615295E-1
4.912828821E1,-1.282727554E1,-2.693199463E0,9.015751648E-1
4.913824121E1,-1.186911804E1,-1.739832001E0,1.433718567E0
4.914819521E1,-1.089569229E1,-9.199868774E-1,1.849853210E0
4.915814821E1,-1.005968079E1,-8.472381592E-2,1.991608429E0
4.916810221E1,-9.535470886E0,7.876620483E-1,1.796264648E0
4.917805521E1,-9.066945190E0,1.521885223E0,1.455423431E0
4.918800821E1,-8.509953461E0,2.002984772E0,1.046174469E0
4.919796221E1,-7.958799591E0,2.264341278E0,6.872209167E-1
4.920791521E1,-7.279362488E0,2.162852325E0,5.180726624E-1
4.921786921E1,-6.611301727E0,1.880240021E0,3.829037476E-1
4.922782221E1,-6.178401947E0,1.517095184E0,2.499801636E-1
4.923777521E1,-6.059100037E0,1.066681824E0,3.094065857E-1
4.924772921E1,-6.170169067E0,6.349795532E-1,6.352789307E-1
4.925768221E1,-6.418802032E0,2.306703186E-1,8.482859802E-1
4.926763521E1,-6.866371307E0,-2.957849121E-1,8.412506104E-1
4.927758921E1,-7.433392181E0,-9.581575012E-1,9.303153992E-1
4.928754221E1,-7.861651611E0,-1.516047363E0,1.028361511E0
4.929749621E1,-8.108638000E0,-1.941762085E0,7.541317749E-1
4.930744921E1,-8.258027344E0,-2.420915680E0,4.364923096E-1
4.931740221E1,-8.367599487E0,-2.813249817E0,3.050656128E-1
4.932735621E1,-8.506660309E0,-2.817441101E0,3.442840576E-1
4.933730921E1,-8.792266388E0,-2.650388489E0,3.772155762E-1
4.934726321E1,-9.258546753E0,-2.667453003E0,3.264710999E-1
4.935721621E1,-9.710157623E0,-2.972967682E0,2.697390747E-1
4.936716921E1,-1.006087830E1,-3.369193726E0,2.034269714E-1
4.937712321E1,-1.043315414E1,-3.641776886E0,1.619631958E-1
4.938707621E1,-1.074675201E1,-3.782933350E0,2.725831604E-1
4.939702921E1,-1.116528168E1,-3.850293274E0,3.159928894E-1
4.940698321E1,-1.164802780E1,-3.808530121E0,4.234693909E-1
4.941693621E1,-1.212748077E1,-3.718267822E0,6.277944946E-1
4.942689021E1,-1.241922409E1,-3.668571167E0,7.426057434E-1
4.943684321E1,-1.280242722E1,-3.624712372E0,8.232879639E-1
4.944679621E1,-1.330358505E1,-4.012106781E0,9.434880066E-1
4.945675021E1,-1.362811020E1,-4.818479919E0,1.021326141E0
4.946670321E1,-1.367286713E1,-5.503305817E0,1.155596924E0
4.947665721E1,-1.368349503E1,-5.575605469E0,1.307530975E0
4.948661021E1,-1.389335861E1,-5.118306427E0,1.411414948E0
4.949656321E1,-1.425335999E1,-4.443509674E0,1.406175842E0
4.950651721E1,-1.461635513E1,-3.823049927E0,1.333576813E0
4.951647021E1,-1.469104980E1,-3.377875671E0,1.245559845E0
4.952642421E1,-1.476469666E1,-3.061134338E0,1.006506958E0
4.953637721E1,-1.484043915E1,-3.064427490E0,8.884025574E-1
4.954633021E1,-1.484642670E1,-3.379073181E0,1.021326141E0
4.955628421E1,-1.461410980E1,-3.670217743E0,1.340013428E0
4.956623721E1,-1.430784668E1,-3.947291565E0,1.721869354E0
4.957619021E1,-1.400532578E1,-4.198169861E0,2.200573883E0
4.958614421E1,-1.364996475E1,-4.228406982E0,2.781815186E0
4.959609721E1,-1.303234909E1,-4.032763824E0,3.385809174E0
4.960605121E1,-1.234692444E1,-3.606600037E0,3.768563232E0
4.961600421E1,-1.174188263E1,-3.179538116E0,3.997287598E0
4.962595721E1,-1.122216339E1,-2.767295380E0,4.058210907E0
4.963591158E1,-1.049527496E1,-2.297721863E0,4.073030090E0
4.964586458E1,-9.828860779E0,-1.958527222E0,3.828887787E0
4.965581758E1,-9.164691925E0,-1.748064880E0,3.515738983E0
4.966577158E1,-8.718769226E0,-1.541045380E0,3.154091034E0
4.967572458E1,-8.334518280E0,-1.405577087E0,2.869532776E0
4.968567858E1,-8.003257141E0,-1.372645569E0,2.684218140E0
4.969563158E1,-7.663763123E0,-1.495240631E0,2.624642029E0
4.970558458E1,-7.360643463E0,-1.736688538E0,2.649490356E0
4.971553858E1,-7.076534271E0,-2.026336212E0,2.692151642E0
4.972549158E1,-6.861281891E0,-2.281256104E0,2.688858490E0
4.973544558E1,-6.702312469E0,-2.484383698E0,2.543361053E0
4.974539858E1,-6.655160522E0,-2.564916229E0,2.301164703E0
4.975535158E1,-6.777456207E0,-2.539469147E0,2.120640106E0
4.976530558E1,-6.941215668E0,-2.512974243E0,1.988764343E0
4.977525858E1,-7.142097931E0,-2.584076385E0,1.941013641E0
4.978521158E1,-7.256759491E0,-2.871179352E0,1.900148621E0
4.979516558E1,-7.302863617E0,-3.285218353E0,1.720522156E0
4.980511858E1,-7.324718170E0,-3.873195648E0,1.551373901E0
4.981507258E1,-7.219786377E0,-4.387825470E0,1.300345917E0
4.982502558E1,-7.207511902E0,-4.722978516E0,9.690847778E-1
4.983497858E1,-7.161856842E0,-4.971910858E0,9.033714294E-1
4.984493258E1,-7.156468048E0,-4.918921051E0,9.083111572E-1
4.985488558E1,-7.232360229E0,-4.797074432E0,9.153465271E-1
4.986483958E1,-7.277416534E0,-4.964875488E0,8.349636841E-1
4.987479258E1,-7.319029999E0,-5.066214752E0,6.671626282E-1
4.988474558E1,-7.303612061E0,-5.403912506E0,4.867877197E-1
4.989469958E1,-7.241940308E0,-5.860313416E0,3.710783386E-1
4.990465258E1,-7.279811554E0,-6.267915802E0,3.462300110E-1
4.991460658E1,-7.333250427E0,-6.611451416E0,4.565505981E-1
4.992455958E1,-7.354805603E0,-6.741530914E0,6.628216553E-1
4.993451258E1,-7.327262878E0,-6.670428772E0,1.042132874E0
4.994446658E1,-7.463928680E0,-6.363417206E0,1.480122070E0
4.995441958E1,-7.998467102E0,-6.165678406E0,1.656156006E0
4.996437258E1,-8.729546814E0,-6.461014252E0,1.731000366E0
4.997432658E1,-9.261839905E0,-6.941365356E0,1.812730408E0
4.998427958E1,-9.314979401E0,-7.109316101E0,1.927092590E0
4.999423358E1,-9.181307373E0,-6.720125427E0,2.074386292E0
5.000418658E1,-9.176217957E0,-6.145021362E0,2.249372406E0
5.001413958E1,-9.429640961E0,-5.818101196E0,2.377505951E0
5.002409358E1,-1.001911514E1,-5.589227142E0,2.351609802E0
5.003404658E1,-1.054691757E1,-5.360652466E0,2.265239410E0
5.004400058E1,-1.117321518E1,-5.156177673E0,1.851948853E0
5.005395358E1,-1.192225754E1,-5.464686127E0,1.201701050E0
5.006390658E1,-1.240665024E1,-6.302194519E0,5.126838684E-1
5.007386058E1,-1.239078323E1,-6.708150330E0,8.756790161E-2
5.008381358E1,-1.207958038E1,-6.370003510E0,-8.502319336E-2
5.009376758E1,-1.165266815E1,-5.786965942E0,1.930984497E-2
5.010372058E1,-1.132934052E1,-5.256469116E0,3.778143311E-1
5.011367358E1,-1.099493591E1,-4.774172058E0,7.972421265E-1
5.012362758E1,-1.053673874E1,-4.236639862E0,1.208886108E0
5.013358058E1,-9.900711365E0,-3.672163696E0,1.614093475E0
5.014353358E1,-9.135652313E0,-3.115022278E0,1.930535431E0
5.015348758E1,-8.409063263E0,-2.590962067E0,2.098186798E0
5.016344058E1,-7.865842896E0,-2.054477692E0,2.126328278E0
5.017339458E1,-7.421117706E0,-1.577120361E0,2.086960144E0
5.018334758E1,-7.046596527E0,-1.090033264E0,2.009271698E0
5.019330058E1,-6.718628540E0,-7.610174561E-1,2.046394501E0
5.020325458E1,-6.359375610E0,-5.565426636E-1,2.038011932E0
5.021320758E1,-6.008355560E0,-3.649411011E-1,1.938169556E0
5.022316158E1,-5.688021698E0,-1.492396545E-1,1.850451965E0
5.023311458E1,-5.452261963E0,2.080673218E-2,1.798360291E0
5.024306758E1,-5.314698029E0,1.850152588E-1,1.583257599E0
5.025302158E1,-5.385051727E0,3.362008667E-1,1.313219147E0
5.026297458E1,-5.409001923E0,2.203417969E-1,1.072519684E0
5.027292858E1,-5.459447021E0,-1.901046753E-2,8.701405334E-1
5.028288158E1,-5.644312592E0,-3.379971313E-1,8.065228271E-1
