,acc_Acceleration x (m/s^2),acc_Acceleration y (m/s^2),acc_Acceleration z (m/s^2),gyr_Gyroscope x (rad/s),gyr_Gyroscope y (rad/s),gyr_Gyroscope z (rad/s),lux_Illuminance (lx),loc_Latitude (°),loc_Longitude (°),loc_Height (m),loc_Velocity (m/s),loc_Direction (°),loc_Horizontal Accuracy (m),loc_Vertical Accuracy (m),mag_Magnetic field x (µT),mag_Magnetic field y (µT),mag_Magnetic field z (µT)
2021-06-02 08:20:40.558970112,-0.7682657535893269,4.487244197951923,8.844795639711538,0.15139908063447885,-0.02267182993983654,-0.08570510158454327,230.6999969,,,,,,,,9.93226387024,-54.34026290919999,-11.623183745600002
2021-06-02 08:20:40.808970112,-0.6326197423057691,4.813286419067308,8.35332374385577,0.16728404594967114,0.09833466137425001,0.025113751118480767,219.3999939,28.70679966,115.9058064,59.61016959,0.0,0.0,10.71863747,13.31023216,10.14112781576,-54.5354627988,-9.11437587808
2021-06-02 08:20:41.058970112,-0.8154089594067307,4.844999941490385,8.430285206221154,-0.14840651652688652,-0.033925517132528844,-0.016601536474206733,198.2999954,,,,,,,,10.1562557212,-54.5349751276,-8.42775985716
2021-06-02 08:20:41.308970112,-0.7047783047080866,4.561973865230769,8.72569809501923,-0.04097962793445384,-0.05564583541690385,-0.04716592506638462,212.5,,,,,,,,10.486631927600001,-53.9474227904,-10.673535843520002
2021-06-02 08:20:41.558970112,-0.6933146073259616,4.616755728519231,8.605962111375,0.09656232327083653,0.029626092023040382,-0.016045019397875,213.0,,,,,,,,10.883375778800003,-54.0274551392,-10.24799976388
2021-06-02 08:20:41.808970112,-0.7543143285317307,4.817143123923076,8.43535553498077,0.06615945647042308,0.011006997829110576,0.022773149492456735,206.1000061,28.70679854,115.9058095,61.30424895,0.0,0.0,9.830276489,11.59781647,10.8487277228,-54.1504309088,-9.175863914479999
2021-06-02 08:20:42.058970112,-0.8507481474305716,4.866801852304762,8.463573274085714,0.03004458107837308,-0.0021379672442596153,-0.03985631543689423,197.55000305,,,,,,,,11.2166797636,-54.089918823999994,-8.8049838258
2021-06-02 08:20:42.308970112,-0.8028121284086538,4.912709336971154,8.448300379923078,0.027429391702423072,-0.008281679582070194,0.02947778558782692,194.0,,,,,,,,11.185935744800002,-54.3178144836,-8.22035966864
2021-06-02 08:20:42.558970112,-0.79551861940875,5.035059653798077,8.304006241875,0.02045310435509615,-0.004099724147627878,-0.03757298104111058,191.5,,,,,,,,11.244007796800002,-54.3251350404,-7.490799903799999
2021-06-02 08:20:42.808970112,-0.7871379892490384,4.97939489898077,8.380769206951923,-0.024475005279580773,0.0036063480706778842,-0.022084477995548076,186.1999969,28.70678707,115.9058252,65.00509722,0.0,0.0,8.343667984,9.174780846,11.4621437836,-54.3334310916,-7.49811988824
2021-06-02 08:20:43.058970112,-0.9472126490839423,5.04572670735577,8.376820545942307,-0.018720413204576923,0.013567856548894232,-0.04701321376792788,188.5500031,,,,,,,,11.374791756,-54.15872650200001,-7.766519851679999
2021-06-02 08:20:43.308970112,-0.694893524051923,4.772430126490384,8.464037775990384,-0.06208469489879807,-0.04778705172005097,-0.009045238324288461,191.8999939,,,,,,,,11.9369677732,-53.9200953672,-8.635159759559999
2021-06-02 08:20:43.558970112,-0.811442970651923,4.858902449855769,8.443063204048077,-0.0016945137538807709,-0.03436015814718462,-0.018616157563379806,197.1999969,,,,,,,,12.127287750399999,-53.73514282239999,-9.07923984524
2021-06-02 08:20:43.808970112,-0.7166273748615384,4.7026097225,8.556785565115385,-0.06069349250904762,-0.030267481781598098,-0.027005266594399994,197.6999969,28.70676163,115.9058471,70.2365278,0.0,0.0,7.75633049,7.916380405,12.394711648,-53.465767059600005,-9.94104782124
2021-06-02 08:20:44.058970112,-0.7125319706740385,4.644974942442308,8.60058682698077,-0.02103311536920192,-0.022201948153043268,-0.0065122779531730755,205.0999985,,,,,,,,12.5874717716,-53.3784153748,-10.3621918108
2021-06-02 08:20:44.308970112,-0.6602579928384616,4.573874734894231,8.619913467932692,-0.04884428684067307,-0.024116719791897112,-0.0034521681127355768,209.3000031,,,,,,,,12.60455185,-53.38768661600001,-10.858975753599998
2021-06-02 08:20:44.558970112,-0.5919705165115384,4.539443392,8.655897892423077,0.020152086016459618,-0.019370906223525962,0.005695857001971154,213.8999939,,,,,,,,12.601135788,-53.31351119999999,-11.249375839600003
2021-06-02 08:20:44.808970112,-0.5494519013596155,4.573638906855769,8.617615553028847,0.010080448068048078,-0.010760309420606731,0.002364096319923077,213.6999969,28.70676532,115.9058435,70.15940065,0.0,0.0,7.960260868,7.52660656,12.431311722,-53.235430604,-11.173247795199998
2021-06-02 08:20:45.058970112,-0.5151212209692307,4.560049877721155,8.636479166778845,-0.020256341188930767,-0.003853036539860577,0.0004772243700384615,213.2999954,,,,,,,,12.3786077124,-53.473574829600004,-10.920951844
2021-06-02 08:20:45.308970112,-0.5326331194769232,4.5420691829519235,8.66866725225,-0.029548267588142305,-0.036298423538295196,-0.005469726054096154,215.5,,,,,,,,12.235623703200002,-53.510175019200005,-11.503135756799999
2021-06-02 08:20:45.558970112,-0.23919598555567306,4.347031102730769,8.792587839673077,0.01776302699801731,-0.042171955067701924,-0.028235533394475962,218.6999969,,,,,,,,12.1858477776,-53.05975067120001,-12.52256775
2021-06-02 08:20:45.808970112,-0.4402879942182692,4.703156168644231,8.892629128221156,0.5693683800484616,0.07802399059223844,-0.23228641713846157,222.5,28.70675611,115.905861,71.42513027,0.0,0.0,9.258153915,7.970524311,13.086695671599998,-52.82941513080001,-10.488583735959999
2021-06-02 08:20:46.058970112,-0.9147276710825714,5.806648476952382,7.499339748552381,0.1585530417199365,-0.15094975470278846,0.07941454860076923,162.9500046,,,,,,,,15.1489836884,-52.565895080800004,-2.5917679453199995
2021-06-02 08:20:46.308970112,0.05698196483932692,5.019328007336539,8.269655411086537,-0.5304386142980769,-0.2660004858175,0.07496681707999517,124.1999969,,,,,,,,12.634807662399998,-52.449750976,-6.18491186152
2021-06-02 08:20:46.558970112,1.1524345725865384,4.209757291346154,8.507574503221154,-0.4813828815057692,-0.20838114461442306,-0.3233599252555673,151.6000061,,,,,,,,12.0028477456,-51.0267427072,-15.016735725599998
2021-06-02 08:20:46.808970112,0.3940622266192308,3.6989443050288457,9.051487244134616,-0.3721117054544231,-0.23791325991701923,-0.7134813448557692,160.8999939,28.70675785,115.905861,71.64028402,0.0,0.0,8.115491867,7.460059643,14.460415763599999,-45.50697540200001,-26.293439636
2021-06-02 08:20:47.058970112,-0.44369891745278844,3.258679325778846,9.587982773961539,0.1036619541334596,-0.036110470803836524,-0.24326845317447116,112.450000785,,,,,,,,14.681967697200001,-37.88051117,-28.8027354428
2021-06-02 08:20:47.308970112,-0.6411729306879038,3.7818533251442306,9.023803004874999,0.11029757501647117,0.1059350110641904,-0.1292441198724952,64.59999847,,,,,,,,16.835023575999998,-35.651815338,-24.363399429599998
2021-06-02 08:20:47.558970112,-1.1798226203086537,4.104427090048077,8.579951588846153,-0.01558835248655769,0.13479754366548077,0.42544337061826926,57.5,,,,,,,,17.668527565199998,-35.684511566400005,-23.279551543600004
2021-06-02 08:20:47.808970112,-0.8618417941408654,3.5897717727980765,9.145054642971154,-0.3176449371297142,-0.1183109330946019,0.8623868885628573,71.0,28.70674937,115.9058654,72.54063768,0.0,0.0,7.706256866,7.231703281,12.850503731200002,-39.921326903600004,-29.745551223199996
2021-06-02 08:20:48.058970112,1.8775116021451923,2.7464340879615388,9.613912729259615,0.4796957069633596,0.231064722891625,0.8081979112538461,178.29999924999998,,,,,,,,7.872415895760001,-49.061079254,-29.148727417199996
2021-06-02 08:20:48.308970112,1.6035593077153847,3.092639861211538,8.984062579961538,0.06063099610939422,0.13900299258924614,-0.06928858027080288,231.8999939,,,,,,,,4.50277598388,-54.001590882,-18.867543411200003
2021-06-02 08:20:48.558970112,0.9179005745807692,3.693203836711538,9.059726916807692,0.0952099425221346,0.020075730155673075,0.09817313935005768,217.8000031,,,,,,,,5.28357591628,-53.3232711792,-16.224535712399998
2021-06-02 08:20:48.808970112,0.9291600653692308,4.010948827644231,8.810712337528845,-0.0012451889696538459,-0.06781579275235577,-0.05436540578541346,212.1999969,28.70673995,115.905876,74.0171419,0.0,0.0,7.221952915,6.700885773,4.312455921280001,-53.27007873560001,-14.6580557628
2021-06-02 08:20:49.058970112,0.6739189429884616,3.953164476644231,8.805305490144232,-0.08028236336475579,0.06245913238587981,-0.11424605798814423,221.25,,,,,,,,4.73799186716,-53.342303466800004,-14.908887672
2021-06-02 08:20:49.308970112,0.2738890367081731,3.750597071211539,9.085282976759617,-0.06173815661650001,-0.002466883061755772,-0.09988527404110578,248.8000031,,,,,,,,6.40353586196,-53.44429504399999,-15.246583747199999
2021-06-02 08:20:49.558970112,0.4140503501076923,3.587554399884615,8.874199784711537,-0.006541645659971154,0.010090726670391348,-0.03580651561658654,264.1000061,,,,,,,,7.110647888199999,-54.1201747136,-15.004047736
2021-06-02 08:20:49.808970112,0.3300944849009616,3.6378496725000002,9.093099896750001,-0.032693543946880774,0.015071481268094232,-0.015578073681067308,268.7999878,28.70673423,115.9058849,75.15363489,0.0,0.0,6.860067844,6.394386768,7.629391822720001,-54.5930471796,-15.171919556000002
2021-06-02 08:20:50.058970112,0.34541534299238097,3.6350821563523805,9.096651404228572,-0.014707322607630772,0.007600349670934616,-0.018074324468966344,272.75,,,,,,,,7.91682386388,-54.420783386800004,-15.933687552399999
2021-06-02 08:20:50.308970112,0.22667105371188462,3.598184033105769,9.074032104942308,-0.024030085204434615,0.00048162943929038545,-0.005753124263745194,277.5,,,,,,,,8.28282382972,-54.215823059600005,-16.3582478336
2021-06-02 08:20:50.558970112,0.03262809201967309,3.6202026056250003,8.964894083807692,0.009067263750590384,0.016821793900108652,-0.0049646024811875,277.7999878,,,,,,,,8.34138385768,-54.285118713600006,-16.3699597168
2021-06-02 08:20:50.808970112,0.35534566499202885,3.6602047337596155,9.042105702230769,-0.12996215946400963,-0.11642513829165672,0.09455210658586538,276.0,28.70673295,115.9058878,75.37536307,0.0,0.0,6.622014523,6.082772255,7.559119796719999,-54.2729185488,-17.0214394756
2021-06-02 08:20:51.058970112,1.012353791614423,3.288120806144231,9.19669303526923,0.057114218288961544,-0.10413771081393462,-0.014680891927067306,248.50000765,,,,,,,,5.062999916,-54.05917511039999,-19.1769355016
2021-06-02 08:20:51.308970112,0.8131886955528846,3.635986048423077,8.980712046971153,0.19218047597163462,0.042371654798620186,-0.14514670639048077,220.0,,,,,,,,5.08447191244,-54.923422851999995,-18.691375426799997
2021-06-02 08:20:51.558970112,0.15575204682498076,4.103377353730769,8.47160451226923,0.43663097680656726,0.1283131656666346,-0.03159372531057693,213.1000061,,,,,,,,7.024271888720001,-57.2594790648,-14.3379277428
2021-06-02 08:20:51.808970112,0.7446740137846153,4.353545248528847,9.126702941509617,-0.3382770306670571,-0.11311000493921428,0.14210634229438573,190.3999939,28.70672721,115.9058957,75.94929793,0.0,0.0,6.273652077,5.741497993,6.130743904239999,-56.171726683200006,-15.627223739200002
2021-06-02 08:20:52.058970112,0.7045367173874999,4.203752260942308,8.754665081326921,0.03994735516634424,-0.009221444215002884,-0.03918526451982211,176.5999985,,,,,,,,5.16059993748,-55.116670684400006,-17.191751632
2021-06-02 08:20:52.308970112,0.7397790866355769,4.0475745613942316,8.963755240798077,-0.08798550041169423,-0.03799000065652115,-0.0008751566411153848,183.0,,,,,,,,5.74375993736,-55.017118836,-17.3537676236
2021-06-02 08:20:52.558970112,0.7593559393509616,4.021745282894231,8.793577203375,-0.015403336069496155,0.0039117719291298075,0.03192264278340385,184.3000031,,,,,,,,5.6085839462000004,-54.998574829599995,-17.6729196176
2021-06-02 08:20:52.808970112,0.8589773115048077,3.903291945326923,8.889994731326924,-0.008575355625676923,0.024621843503055765,0.007755998278822115,183.8999939,28.70672579,115.9058943,75.93947172,0.0,0.0,6.09960413,5.691413403,5.061535892559999,-54.78239105319999,-18.068199614
2021-06-02 08:20:53.058970112,0.7302308013798078,3.929940867865384,8.92946194693269,0.0003436014894346159,0.005192201827075,-0.00524800027479327,180.4500046,,,,,,,,5.18060789108,-54.554982604799996,-18.3478237908
