,acc_Acceleration x (m/s^2),acc_Acceleration y (m/s^2),acc_Acceleration z (m/s^2),gyr_Gyroscope x (rad/s),gyr_Gyroscope y (rad/s),gyr_Gyroscope z (rad/s),lux_Illuminance (lx),loc_Latitude (°),loc_Longitude (°),loc_Velocity (m/s),mag_Magnetic field x (µT),mag_Magnetic field y (µT),mag_Magnetic field z (µT),labelbike,labeldance,labeldesk,labelrun,labelsit,labelwalki,labelwalko
2021-06-05 08:40:13.316535552,0.042692837089111105,-0.42804627978484855,9.942391751939393,0.00041426718715204094,-6.916055603469388e-05,4.2036448969387725e-05,,,,,-42.3135549928,-29.717589111999995,-53.4856161496,0,0,1,0,0,0,0
2021-06-05 08:40:13.566535552,0.04358811089474748,-0.43153061590808095,9.93636667850505,0.00027295676711306126,6.929705193877503e-06,-0.00017536425017551023,,,,,-42.159534148000006,-29.625082091599996,-53.7614315796,0,0,1,0,0,0,0
2021-06-05 08:40:13.816535552,0.039619850992060605,-0.4274413630848485,9.941907776727273,0.00021621516444640004,3.062639389399996e-05,-0.00032906658364800003,,52.33440045,4.86769831,0.0,-42.171652526399996,-29.778296814,-53.7413851932,0,0,1,0,0,0,0
2021-06-05 08:40:14.066535552,0.0429224542207551,-0.43450237050714285,9.942102831255104,1.2075903908571421e-05,0.0001265000818061225,0.0002268270852897959,,,,,-42.091535338,-29.6571517944,-54.000802917200005,0,0,1,0,0,0,0
2021-06-05 08:40:14.316535552,0.040757099787969694,-0.4290625486131313,9.94681966189899,-0.000327069172539,-0.000246342113258,6.508096119199998e-05,,,,,-42.0978755188,-29.585283204000003,-53.921313172400005,0,0,1,0,0,0,0
2021-06-05 08:40:14.566535552,0.04525768516016161,-0.4332969793757577,9.944061231151514,0.0005664477429055102,6.929667183673449e-06,-0.00017536425491020412,,,,,-42.1893310552,-29.951086424,-54.2350711068,0,0,1,0,0,0,0
2021-06-05 08:40:14.816535552,0.042475063391595964,-0.4261105415838384,9.94403709069697,-0.000497511336527,-8.655257521999999e-05,-0.000190582299846,,52.33440045,4.86769819,0.0,-42.3254339592,-29.671379394400002,-53.9321664432,0,0,1,0,0,0,0
2021-06-05 08:40:15.066535552,0.042063714880212114,-0.4310708762393939,9.945851846222224,0.00010990623711816325,0.0001373701272795918,-0.00038189494777551023,,,,,-42.110153503199996,-29.7016363516,-53.802649841999994,0,0,1,0,0,0,0
2021-06-05 08:40:15.316535552,0.03841000915770708,-0.4307079270030303,9.944714575090911,-0.00041185548448061224,0.00020259033356530612,-0.00037102489280816325,,,,,-42.128454589600004,-29.848771058,-53.7642587276,0,0,1,0,0,0,0
2021-06-05 08:40:15.566535552,0.043539719147909085,-0.4325952734646465,9.945851903979797,0.0004931836854682001,6.258422507999998e-05,-0.000339719193278,,,,,-41.8882208248,-29.6574047844,-54.21860138,0,0,1,0,0,0,0
2021-06-05 08:40:15.816535552,0.04541571043038775,-0.4318624543306122,9.939242859336735,-8.575437228102039e-05,0.0001047600478530612,-0.000762346180412245,,52.33440037,4.86769776,0.0,-42.1355059816,-29.431670838000006,-53.472117614000005,0,0,1,0,0,0,0
2021-06-05 08:40:16.066535552,0.042305685655545454,-0.4308289108868688,9.946118017626263,0.00023752043955220002,-5.4594678788e-05,-0.00017992967628000002,,,,,-42.122201537600006,-29.531604004000002,-54.25064300600001,0,0,1,0,0,0,0
2021-06-05 08:40:16.316535552,0.044338215481383836,-0.4251668678999999,9.946940672545454,0.00020773652748224487,-0.00015612083428163267,-0.00012101407153265307,,,,,-42.2637963864,-29.625499266400002,-54.0797421256,0,0,1,0,0,0,0
2021-06-05 08:40:16.566535552,0.04320096668631314,-0.4312644504575758,9.944956509747474,1.381511339080002e-05,-0.00015046842393200003,-0.00047820349108999995,,,,,-42.245612182,-29.853105773600007,-53.5442623896,0,0,1,0,0,0,0
2021-06-05 08:40:16.816535552,0.04298319419228283,-0.42983684244949494,9.944206526848484,6.642607899244903e-05,-0.0003300414192142858,-0.00022971444664489796,,52.33440029,4.8676972,0.0,-41.9688735968,-29.5572363288,-53.751285095200004,0,0,1,0,0,0,0
2021-06-05 08:40:17.066535552,0.04240247577184848,-0.4289173637343434,9.93839926669697,-0.0001292345446410204,0.00015911020873673467,-0.00014275414109591832,,,,,-42.0054568472,-29.6201870724,-53.980516662,0,0,1,0,0,0,0
2021-06-05 08:40:17.316535552,0.03879148315434694,-0.43264465216734693,9.945109435500001,-0.0002844586875122,-4.394213667200004e-05,-0.000350371844832,,,,,-42.362398835200004,-29.619243773999997,-53.9584530636,0,0,1,0,0,0,0
2021-06-05 08:40:17.566535552,0.04559644424523233,-0.4263041157888888,9.939923614020202,0.0006968881744804082,8.301994746530612e-05,-9.927400791836736e-05,,,,,-42.0240505984,-29.3871139524,-54.15082183799999,0,0,1,0,0,0,0
2021-06-05 08:40:17.816535552,0.0430315907560101,-0.43644255460808085,9.94439997818182,0.0001949098892692,0.00013715268112999998,-0.00010536122132200003,,52.33440022,4.86769664,0.0,-42.19664154,-29.6347500616,-53.58271759080001,0,0,1,0,0,0,0
2021-06-05 08:40:18.066535552,0.0386277804469798,-0.4355472738747475,9.944037158090909,0.0003599170595657143,-0.00019960098766938774,-0.00032754479529387755,,,,,-42.036774902400005,-29.566995849599998,-53.5485702512,0,0,1,0,0,0,0
2021-06-05 08:40:18.316535552,0.04591100143694949,-0.43992688650202016,9.94619063179798,0.0001309940638282,-0.00016112111506800007,-0.0005953824391800002,,,,,-42.313259429999995,-29.7736224368,-53.6830575568,0,0,1,0,0,0,0
2021-06-05 08:40:18.566535552,0.043491329208040407,-0.43467619141919195,9.943964466949495,-0.0003901154030369387,2.8669786610204114e-05,0.00018334693550408162,,,,,-42.288864440400005,-29.498249816799998,-53.8280227656,0,0,1,0,0,0,0
2021-06-05 08:40:18.816535552,0.045886807369393934,-0.4367087197464647,9.948513416353535,0.0001425163402510204,-9.090061850204082e-05,-0.00021884437858163267,,52.33440009,4.86769583,0.0,-42.11644210760001,-29.5783709712,-53.835188904,0,0,1,0,0,0,0
2021-06-05 08:40:19.066535552,0.04473128428277551,-0.4380955878561224,9.94694266027551,0.0006210153317032001,-0.00021438419819,-6.275068620599999e-05,,,,,-41.9988912956,-30.071333008400003,-53.78941253719999,0,0,1,0,0,0,0
2021-06-05 08:40:19.316535552,0.043951068261858586,-0.43542629149292933,9.944279015666668,0.00022947665171816332,-0.0003843915990530612,-9.927400909795916e-05,,,,,-41.882277527199996,-29.758720092800004,-53.9015621948,0,0,1,0,0,0,0
2021-06-05 08:40:19.566535552,0.04337035044284848,-0.4382815087141414,9.942004560272727,0.00021621516911980005,-0.00028895266351200004,-0.00047820346312599997,,,,,-42.1344158932,-29.9440393072,-53.8190206916,0,0,1,0,0,0,0
2021-06-05 08:40:19.816535552,0.044797956341616166,-0.436732917130303,9.94035917340404,6.642607899877554e-05,-3.655047666122448e-05,-0.0003601548734877551,,52.33439992,4.86769491,0.0,-42.147399292399996,-29.414203491600002,-53.86881134120001,0,0,1,0,0,0,0
2021-06-05 08:40:20.066535552,0.044314016597666664,-0.44174164232929297,9.944206420787879,0.000514488983897,-0.000267647420958,-0.000275803386468,,,,,-41.759438781600004,-29.857984923999997,-53.56306548960001,0,0,1,0,0,0,0
2021-06-05 08:40:20.316535552,0.042571857120444444,-0.43915259055454553,9.944980785171717,-0.0002922851411993878,-0.0003300414287244898,7.46465794285714e-05,,,,,-42.3010304252,-29.691349182,-53.71465850879999,0,0,1,0,0,0,0
2021-06-05 08:40:20.566535552,0.04373329155396969,-0.4374830147868687,9.941883462878787,0.00025121669994081637,-0.00015612085327346934,-0.0003927649694693878,,,,,-42.547214507999996,-29.746577150000004,-53.6149026496,0,0,1,0,0,0,0
2021-06-05 08:40:20.816535552,0.04707787839762245,-0.4393911024142857,9.944767144285715,0.0004505731398521999,-0.000416784305072,-0.00022254020441800004,,52.33439974,4.86769395,0.0,-42.4978434752,-30.060342102,-53.350038147199996,0,0,1,0,0,0,0
2021-06-05 08:40:21.066535552,0.0466611018089495,-0.4382573104292929,9.943528946020203,0.0004903575149067347,-0.00015612082478775512,0.00024856713708571425,,,,,-42.2641703796,-29.556840819599998,-53.8267300416,0,0,1,0,0,0,0
2021-06-05 08:40:21.316535552,0.04436241015097979,-0.43874124535454545,9.944666178585857,-0.00010336381840479994,-0.0004061317350440001,-0.00011601385309000008,,,,,-42.1776049808,-29.7058129892,-54.014757996,0,0,1,0,0,0,0
2021-06-05 08:40:21.566535552,0.041991129668252525,-0.44256433242424237,9.944061211818182,6.642611700102042e-05,9.388999290408161e-05,-0.00026232454738571426,,,,,-41.992993164,-29.454193420399996,-54.328802185200004,0,0,1,0,0,0,0
2021-06-05 08:40:21.816535552,0.041845953826171726,-0.4387170512888888,9.944206449717173,0.0004903574958967348,5.0409839579591855e-05,-0.0002297144359265306,,52.33439952,4.86769268,0.0,-42.2272793576,-29.3648513792,-54.03851532080001,0,0,1,0,0,0,0
2021-06-05 08:40:22.066535552,0.045475461868050494,-0.4395155422050505,9.94517431358586,3.1625014002000232e-06,-4.394204356599999e-05,-0.000424940290396,,,,,-41.9619250492,-29.834027710400004,-54.1255331416,0,0,1,0,0,0,0
2021-06-05 08:40:22.316535552,0.03724856629526263,-0.4382573086181818,9.942924066070706,7.729612922775514e-05,0.00010476001936734693,-1.2313730867346931e-05,,,,,-41.827112122399996,-29.535023498800005,-53.983257140800006,0,0,1,0,0,0,0
2021-06-05 08:40:22.566535552,0.045024609688051026,-0.43677563023163263,9.946771543969387,0.0003120888863096,-0.00031025795263400004,0.00012899674707999992,,,,,-41.863992004400004,-29.709787292,-53.802622986,0,0,1,0,0,0,0
2021-06-05 08:40:22.816535552,0.042862214223828285,-0.44495980757575765,9.944037090595959,0.00010990625139061227,-0.0001778609442183674,-0.00013188410749183675,,52.33439941,4.86769229,0.0,-41.9751588448,-29.300851745200003,-53.952505798800004,0,0,1,0,0,0,0
2021-06-05 08:40:23.066535552,0.0427412282340606,-0.44145128311616155,9.945029162414139,0.0002375204488984,-0.00023568950590400006,-0.000201234949042,,,,,-41.8505630492,-30.1066348264,-54.323893737999995,0,0,1,0,0,0,0
2021-06-05 08:40:23.316535552,0.04128942104307071,-0.44137869248181827,9.947327777676767,0.00031643690140061226,-0.0003191714022489796,-2.3183747865306096e-05,,,,,-42.14706527759999,-29.5286419684,-54.028434142799995,0,0,1,0,0,0,0
2021-06-05 08:40:23.566535552,0.04184594780513132,-0.4414270848353536,9.938931571040403,-1.2058996345918323e-05,-0.0003029852463775511,-6.218000354081634e-05,,,,,-41.931064299999996,-29.8521746836,-54.18645965479999,0,0,1,0,0,0,0
2021-06-05 08:40:23.816535552,0.044773756253747486,-0.4379911467979798,9.945077491636365,0.000247340823978,-1.9807254442000007e-05,3.445461388600003e-05,,52.33439936,4.86769193,0.0,-42.202652282399995,-29.578843384400002,-53.7816110224,0,0,1,0,0,0,0
2021-06-05 08:40:24.066535552,0.038047054801040404,-0.4436289887858586,9.943286934323233,-0.00010397872055510202,3.867360469387755e-05,-3.554840215918365e-05,,,,,-42.0977981564,-29.6268356324,-53.93940216119999,0,0,1,0,0,0,0
2021-06-05 08:40:24.316535552,0.04394909131255102,-0.443253198755102,9.945256028918367,0.00022603556283200003,0.00013998230682800002,-9.337699977599994e-05,,,,,-42.160139618,-29.3970361328,-53.4978927616,0,0,1,0,0,0,0
2021-06-05 08:40:24.566535552,0.043951064649353534,-0.4431692506373737,9.938955740474748,-0.00019093897270408165,-9.176687202653062e-05,0.0003231627977408164,,,,,-42.066918030400004,-29.7089163216,-53.937683410400005,0,0,1,0,0,0,0
2021-06-05 08:40:24.816535552,0.04767736581838384,-0.44031403552626264,9.94551306048485,0.00011950918357800001,-0.00037134425595800004,-0.00011468227141599998,,52.33439939,4.86769185,0.0,-41.87611846960001,-29.787645874799995,-53.87011993359999,0,0,1,0,0,0,0
2021-06-05 08:40:25.066535552,0.04138620634251514,-0.44217718641010095,9.944327479737375,0.00020038227464285716,9.302374405306126e-05,0.00026881259420204087,,,,,-42.017831268,-29.8105075076,-53.6814767456,0,0,1,0,0,0,0
2021-06-05 08:40:25.316535552,0.0418459459989899,-0.4378701626090909,9.946698709030303,-0.0002561592324142857,0.00025607426573469387,-0.00031816934439183675,,,,,-41.9689338684,-29.417483826399998,-53.870527037600006,0,0,1,0,0,0,0
2021-06-05 08:40:25.566535552,0.04288640768843435,-0.43581344022121216,9.940093030858586,6.624602250399997e-05,0.000289119189814,0.00011967570166600005,,,,,-42.0731982424,-29.5915475464,-53.9701516724,0,0,1,0,0,0,0
2021-06-05 08:40:25.816535552,0.040394141818727275,-0.4425643330313131,9.948997459010101,0.00018951222916734696,-0.000287427609722449,0.00030142271398571433,,52.33439951,4.86769213,0.0,-42.4667127996,-29.7810516356,-54.027270202,0,0,1,0,0,0,0
2021-06-05 08:40:26.066535552,0.0470045525202449,-0.43347573705918363,9.946087097632653,-6.158557956599998e-05,5.476122138200002e-05,0.00022620205531600002,,,,,-42.2331509396,-29.750768432799997,-53.811334534000004,0,0,1,0,0,0,0
2021-06-05 08:40:26.316535552,0.04683047533014142,-0.4337567169272727,9.939028393151517,-0.0002996393655408163,0.0003865146973408164,1.8801769334693917e-05,,,,,-41.913417511999995,-29.4763476564,-53.9179885868,0,0,1,0,0,0,0
2021-06-05 08:40:26.566535552,0.039450468439333336,-0.4286753983868687,9.94754563919192,-0.00016811194481999996,-1.9807225340000015e-05,-2.9461172027999987e-05,,,,,-42.1962767024,-29.651173096800004,-53.89204681439999,0,0,1,0,0,0,0
2021-06-05 08:40:26.816535552,0.04535447347075757,-0.42865119979595956,9.948005387262626,-0.0002670292635959184,4.954358242653058e-05,-0.00011163865630000003,,52.33439943,4.86769178,0.0,-42.1843151856,-29.588503723199995,-53.657231750399994,0,0,1,0,0,0,0
2021-06-05 08:40:27.066535552,0.038410006749222216,-0.43015140054545453,9.943649947030304,0.00011342197976530616,-0.0002548174246142857,0.00011663208472653062,,,,,-42.2268846132,-29.6132391364,-54.08515533360001,0,0,1,0,0,0,0
2021-06-05 08:40:27.316535552,0.04569323556660605,-0.43312759983434346,9.946916464535354,-6.158556561799996e-05,0.00031042442420400006,-0.000189250713504,,,,,-41.9936482232,-29.5496759032,-53.61579620280001,0,0,1,0,0,0,0
2021-06-05 08:40:27.566535552,0.041113632066040816,-0.43205800470102035,9.950071393275511,-0.00020180904186122448,-0.00013524706463061224,-6.815852786734691e-05,,,,,-42.21443161,-29.800253296,-53.98362884560001,0,0,1,0,0,0,0
2021-06-05 08:40:27.816535552,0.04474956158487878,-0.4338776993,9.938399228141416,-0.00040246990167600006,1.4980637560000243e-06,-0.00023186125565199998,,52.33439945,4.86769176,0.0,-42.153672637999996,-29.586367186799997,-53.545062561200005,0,0,1,0,0,0,0
2021-06-05 08:40:28.066535552,0.040999061532020195,-0.4320145505292929,9.946118056131313,-0.0003757296399102041,1.6933457900000013e-05,8.402197922244899e-05,,,,,-42.141355286,-29.568955993999992,-53.5759146128,0,0,1,0,0,0,0
2021-06-05 08:40:28.316535552,0.04196693560154545,-0.4380395427545454,9.950037859969697,0.00018342503343399998,0.00019324549937600003,0.00010902307455400002,,,,,-42.2891929624,-29.632815245999996,-53.3621804812,0,0,1,0,0,0,0
2021-06-05 08:40:28.566535552,0.04441080671438385,-0.4277559217868687,9.94977169811111,9.168192922448979e-05,7.128367213877552e-05,0.00013837217208979594,,,,,-42.030318604,-29.5535711672,-53.8395230104,0,0,1,0,0,0,0
2021-06-05 08:40:28.816535552,0.043684899807828276,-0.4362247833090909,9.949360404424242,-0.0003213794576653062,-3.741671841632652e-05,0.00017098228473061224,,52.33439948,4.86769189,0.0,-42.036375733599996,-29.769143066799998,-53.65765167279999,0,0,1,0,0,0,0
2021-06-05 08:40:29.066535552,0.04044254139245455,-0.4317241877040405,9.946722907333333,-0.000306596180952,0.00017194016249999998,0.00039664423668600004,,,,,-42.2396183776,-29.596168212,-53.7204263316,0,0,1,0,0,0,0
2021-06-05 08:40:29.316535552,0.044022419622734676,-0.43293797514285715,9.947773690122448,0.00024386243513061225,-0.0002765574918081632,-2.938302577550982e-06,,,,,-42.356138458000004,-29.7421398928,-53.9011599724,0,0,1,0,0,0,0
2021-06-05 08:40:29.566535552,0.04484634628227273,-0.43063533516464647,9.940746259323234,-4.028031372599999e-05,-0.000147638863416,-1.880855418399999e-05,,,,,-41.8271447756,-29.580896606399996,-53.896058654,0,0,1,0,0,0,0
2021-06-05 08:40:29.816535552,0.04157978416736364,-0.434651996449495,9.951489641323233,0.0001242920465979592,0.0002452042927857143,-0.00025294913098367343,,52.33439934,4.86769105,0.0,-42.171734618,-29.603536682799994,-53.885797423999996,0,0,1,0,0,0,0
2021-06-05 08:40:30.066535552,0.04404785356118181,-0.43230491064040416,9.951368640222224,0.000119509234764,9.737178563000003e-05,-0.00023186126612000001,,,,,-42.1717605576,-29.4295190448,-54.0797177116,0,0,1,0,0,0,0
2021-06-05 08:40:30.316535552,0.04092647090134343,-0.4325226819353536,9.950424965020202,-4.962853953061221e-05,-0.00018959718863265307,-1.3808336148979554e-05,,,,,-42.31336181719999,-29.639118957600004,-53.75890594519999,0,0,1,0,0,0,0
2021-06-05 08:40:30.566535552,0.04044253838194951,-0.4298368409404041,9.946892353050503,9.168193636734695e-05,-0.00012437694668367347,0.00023620247916734697,,,,,-41.8394813532,-29.864352722,-53.5154574588,0,0,1,0,0,0,0
2021-06-05 08:40:30.816535552,0.0405635255759899,-0.4311192700969697,9.950836364676768,-1.897503854999997e-05,-0.000126333560334,9.837044051000003e-05,,52.33439927,4.86769065,0.0,-42.208654174399996,-29.8646160896,-53.56178070039999,0,0,1,0,0,0,0
2021-06-05 08:40:31.066535552,0.03766707072467347,-0.43122692102551025,9.945940513989797,-0.00023441913319591836,-0.00014611707921224491,0.00011663208710816328,,,,,-42.178031768000004,-29.6132934572,-53.7434561152,0,0,1,0,0,0,0
2021-06-05 08:40:31.316535552,0.043467129721747474,-0.42555401602424253,9.940044672818182,0.00016211974318600006,-4.1112502818e-05,2.3801999576000013e-05,,,,,-42.0237052904,-29.930102844399997,-53.785473938,0,0,1,0,0,0,0
2021-06-05 08:40:31.566535552,0.04266864001113131,-0.42494909842222217,9.941351206656567,0.00042865304183265304,-0.00010263689377959183,-1.3808321930612233e-05,,,,,-42.030571898,-29.498094482399996,-53.6792172244,0,0,1,0,0,0,0
2021-06-05 08:40:31.816535552,0.038966532909747484,-0.42940130107575764,9.944787285545456,-0.00018941722465599996,-0.00014763884829,0.000322075782976,,52.33439919,4.86769018,0.0,-42.1168307508,-29.7237084964,-53.30112579279999,0,0,1,0,0,0,0
2021-06-05 08:40:32.066535552,0.04095066617264646,-0.4337325207535354,9.941956144434343,8.081187781632651e-05,0.00019085407016938773,1.880177292040816e-05,,,,,-42.0857807924,-29.674898986800002,-53.616637878,0,0,1,0,0,0,0
2021-06-05 08:40:32.316535552,0.04160398184637373,-0.430828908779798,9.943456428212121,0.00022212234417551022,0.00016911402912448981,-3.5548398581632664e-05,,,,,-42.116477814,-29.346313781199996,-54.091687926800006,0,0,1,0,0,0,0
2021-06-05 08:40:32.566535552,0.04477375805985859,-0.4254330333484848,9.95122362390909,-8.322376569999991e-06,4.410857331200001e-05,0.00024750734324000006,,,,,-42.1035177608,-29.829535827199997,-54.07957916200001,0,0,1,0,0,0,0
2021-06-05 08:40:32.816535552,0.04617346671167347,-0.4319846739591838,9.944131685806123,0.0002656025070918367,0.00033216453536938774,0.0002035923902469388,,52.33439911,4.86768962,0.0,-42.1222502136,-29.7509390256,-53.9323825072,0,0,1,0,0,0,0
2021-06-05 08:40:33.066535552,0.04208791496761618,-0.4313612372626263,9.944254856030303,-0.00013615403209999997,1.4980149040000031e-06,1.3149372484000028e-05,,,,,-42.104266509999995,-29.391167601999996,-53.94848236079999,0,0,1,0,0,0,0
2021-06-05 08:40:33.316535552,0.04402365708578788,-0.4325710742777778,9.943964524757577,4.721627238775567e-06,0.00020172414414285715,0.00036664294047551027,,,,,-42.177808227599996,-29.732053833200002,-53.797790832400004,0,0,1,0,0,0,0
2021-06-05 08:40:33.566535552,0.04496732745585859,-0.4315064188242424,9.94357728480808,6.624605038000003e-05,0.00022520333640800008,-0.00017859810851799998,,,,,-42.4674772636,-29.556680908000004,-53.6151181028,0,0,1,0,0,0,0
2021-06-05 08:40:33.816535552,0.04116843746165656,-0.4314822214444444,9.953377039757576,0.00012429201222448986,-0.0001243770036918367,-0.00039425959852857137,,52.33439907,4.86768948,0.0,-42.0856770332,-29.711019287200003,-53.66574310199999,0,0,1,0,0,0,0
2021-06-05 08:40:34.066535552,0.04211211084071718,-0.4312402539808082,9.943117555969698,4.7216307999999735e-06,-9.176688156122445e-05,8.402197802040816e-05,,,,,-41.888832091599994,-29.6203253172,-53.711419981599995,0,0,1,0,0,0,0
2021-06-05 08:40:34.316535552,0.04339453969318182,-0.42925611891111115,9.949336196464646,0.00017277238657000004,0.00011867700143600002,0.00027946524432600003,,,,,-42.1776832576,-29.6931875608,-53.9591934184,0,0,1,0,0,0,0
2021-06-05 08:40:34.566535552,0.041186954293989796,-0.4247737937428572,9.944620589816326,-1.7018437542857132e-05,0.000310424428932653,0.0001275021230816327,,,,,-41.9620626832,-29.8727053836,-53.9517501828,0,0,1,0,0,0,0
2021-06-05 08:40:34.816535552,0.04223310044348486,-0.4310950736181819,9.948126349858585,-0.00039181729084,0.00019324547372800006,0.00016228626127800003,,52.334399100000006,4.86768962,0.0,-42.2694979848,-30.1063159172,-53.8885971068,0,0,1,0,0,0,0
2021-06-05 08:40:35.066535552,0.043273556112171714,-0.430949891760606,9.947763404424242,0.0001677722023510204,0.00010389383829387754,-0.00018772890924285713,,,,,-42.0606622308,-29.849132995199998,-53.855427552399995,0,0,1,0,0,0,0
2021-06-05 08:40:35.316535552,0.04262024766275758,-0.4326920578606061,9.952917349373736,-0.00030659619372399997,0.00019324549703600002,-9.337700324999997e-05,,,,,-42.1660261532,-29.528054503999996,-53.57700042720001,0,0,1,0,0,0,0
2021-06-05 08:40:35.566535552,0.04576582258430303,-0.42840923233939393,9.946045451707072,4.820176279591838e-05,-1.567662982653058e-05,6.228191558571432e-05,,,,,-42.0120343012,-29.759350891199997,-53.4219161992,0,0,1,0,0,0,0
2021-06-05 08:40:35.816535552,0.04545126599527273,-0.4280220866212121,9.948682871767677,-4.962854901836734e-05,0.0003104244930938776,0.0005731736095367347,,52.33439909,4.86768958,0.0,-42.1468446356,-29.595262145599996,-54.145278016,0,0,1,0,0,0,0
2021-06-05 08:40:36.066535552,0.041846932805438775,-0.4347712528377552,9.947944874551021,1.2982835702000017e-05,0.00033172969354800007,-0.00010402963503399998,,,,,-42.226959381200004,-29.953805235999997,-53.592157897999996,0,0,1,0,0,0,0
2021-06-05 08:40:36.316535552,0.04288640588252525,-0.43329697516161614,9.946456764737375,4.820177108367351e-05,-0.0001026369377673468,-2.4678378046938758e-05,,,,,-42.0927500908,-29.287838134799998,-53.36128814719999,0,0,1,0,0,0,0
2021-06-05 08:40:36.566535552,0.04283802075791919,-0.42949808758080815,9.94752144090909,1.2982855534000003e-05,-8.372304848199999e-05,2.380197632000004e-05,,,,,-41.8644367992,-29.709660950400004,-53.400250549599996,0,0,1,0,0,0,0
2021-06-05 08:40:36.816535552,0.0394504672350202,-0.4321355332030302,9.945561437979798,-0.0003431195129693877,-0.0001895971910265306,0.00012750214326122448,,52.334399100000006,4.86768974,0.0,-42.1348498536,-29.776161499600004,-53.635257873200004,0,0,1,0,0,0,0
2021-06-05 08:40:37.066535552,0.04637073808261616,-0.4263283137757576,9.942657971737374,0.00011950922196400002,3.3455922951999994e-05,-0.00011468227841599997,,,,,-42.183959806800004,-29.743752441599998,-53.78542755079999,0,0,1,0,0,0,0
2021-06-05 08:40:37.316535552,0.041821752533424246,-0.426642869760606,9.947811685474747,0.00012429203475714288,0.00020172408833469386,0.0002035923795428571,,,,,-42.0423426824,-29.655942688000003,-53.968640441199994,0,0,1,0,0,0,0
2021-06-05 08:40:37.566535552,0.04699985547575757,-0.4303207770777778,9.952215541565657,-8.223866285918366e-05,-8.089689070816326e-05,-6.81585231265306e-05,,,,,-42.134676970399994,-29.8132073976,-53.7462539672,0,0,1,0,0,0,0
2021-06-05 08:40:37.816535552,0.04196915699604081,-0.43389128057040816,9.945231651795918,-0.00047703834374600003,6.5413840318e-05,8.771779242600004e-05,,52.33439914,4.86768992,0.0,-42.6395350644,-29.6087799068,-53.77355804400001,0,0,1,0,0,0,0
2021-06-05 08:40:38.066535552,0.046152969803676766,-0.43518432373030297,9.945198434777778,4.721636720408186e-06,0.00020172409543061227,0.00021446242503265315,,,,,-42.177521819599995,-29.741655579199996,-54.045293884,0,0,1,0,0,0,0
2021-06-05 08:40:38.316535552,0.04278962118517172,-0.4347003878929292,9.940818825191919,0.00015146711373,-0.000136986294522,-0.00010402963037399994,,,,,-42.31966430600001,-29.7298468016,-53.5103884888,0,0,1,0,0,0,0
2021-06-05 08:40:38.566535552,0.04170076774840403,-0.42990943307676777,9.939536480040404,0.00038517288729591836,1.693347453673472e-05,-2.938301406122433e-06,,,,,-42.23924194399999,-29.971680602799996,-53.5922555544,0,0,1,0,0,0,0
2021-06-05 08:40:38.816535552,0.04153139181831313,-0.42920772716666666,9.940407598878789,-8.289085125999996e-05,1.4980137200000137e-06,-0.00017859807244800002,,52.33439916,4.86769002,0.0,-42.251734160800005,-29.6162640384,-53.8690670772,0,0,1,0,0,0,0
2021-06-05 08:40:39.066535552,0.04007958342369697,-0.42591696796969697,9.943674145343435,-0.00031050941104285713,0.0002125941028836735,-0.00019859894877142858,,,,,-42.3437828056,-29.707872008799995,-53.987915343999994,0,0,1,0,0,0,0
2021-06-05 08:40:39.316535552,0.03579675488975757,-0.43424065155050506,9.944859755222222,0.00021125231772040813,0.00022346421487346943,0.0003231627953959184,,,,,-42.0304234308,-29.6969015512,-53.565478820399996,0,0,1,0,0,0,0
2021-06-05 08:40:39.566535552,0.0387670355187551,-0.4254337743887755,9.947553761234692,-0.00034920668005600003,9.737178333000004e-05,0.00011967569584400004,,,,,-42.12236282199999,-29.6683920284,-53.933341980799995,0,0,1,0,0,0,0
2021-06-05 08:40:39.816535552,0.040515130818151515,-0.43486976443131303,9.952336532919192,-3.8758483391836715e-05,0.00017998403658163266,0.0002579425748714286,,52.33439918,4.86769006,0.0,-41.8767410276,-29.651996154400003,-53.47550933919999,0,0,1,0,0,0,0
2021-06-05 08:40:40.066535552,0.04213630731610101,-0.4379911461878789,9.94575507237374,-0.00010419612287599999,-8.372307174600004e-05,-0.00021055598515999998,,,,,-42.128240813599994,-29.510057372400002,-54.381042175599994,0,0,1,0,0,0,0
2021-06-05 08:40:40.316535552,0.04465277146857577,-0.4380637356161616,9.942149769222222,3.733173988571431e-05,0.0002995544084285714,-1.3808326644897986e-05,,,,,-42.2634172056,-29.72317627,-54.3014608764,0,0,1,0,0,0,0
2021-06-05 08:40:40.566535552,0.03845840391533333,-0.441330298630303,9.94285143268687,-6.148414683673483e-06,0.00031042446460408167,0.00017098227880000004,,,,,-41.9196684252,-29.654598084,-53.6065512096,0,0,1,0,0,0,0
2021-06-05 08:40:40.816535552,0.04278962058250505,-0.4383299001565657,9.944303252565657,0.000151467121882,0.00036368761906200003,-0.00012533489386199996,,52.33439915,4.86768971,0.0,-42.1163217144,-29.585749206,-53.9341488648,0,0,1,0,0,0,0
2021-06-05 08:40:41.066535552,0.041918541446494956,-0.43673291561414146,9.94362571989899,-0.00011484877312244896,-9.176682575918361e-05,5.141187608775515e-05,,,,,-42.196273040799994,-29.5991259764,-53.9607431032,0,0,1,0,0,0,0
