"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.946897229E2,1.617462921E1,3.388039398E1,-8.464294434E0
2.946997229E2,1.663450813E1,3.333018494E1,-6.279785156E0
2.947097229E2,1.540330696E1,3.418669891E1,-6.939384460E0
2.947197229E2,1.462828636E1,3.570007324E1,-3.571380615E0
2.947297229E2,1.447360802E1,3.556423187E1,-2.645065308E0
2.947397229E2,1.354828548E1,3.673876190E1,-2.062622070E0
2.947497229E2,1.247078133E1,3.557325745E1,-6.398773193E-2
2.947597229E2,1.170119858E1,3.585640717E1,-8.641052246E-2
2.947697229E2,1.308375454E1,3.619307709E1,1.336959839E0
2.947797229E2,1.461948776E1,3.726450348E1,2.446098328E0
2.947897229E2,1.308267403E1,3.548382950E1,3.202316284E0
2.947997229E2,1.400531578E1,3.564756012E1,3.378135681E0
2.948097229E2,1.307931423E1,3.581802368E1,5.829360962E0
2.948197229E2,1.354410934E1,3.404454041E1,5.087638855E0
2.948297229E2,1.277351952E1,3.506472778E1,5.056655884E0
2.948397229E2,1.292838955E1,3.418492126E1,5.225463867E0
2.948497229E2,1.307945156E1,3.509255981E1,6.611587524E0
2.948597229E2,1.154524708E1,3.327714539E1,5.046806335E0
2.948697229E2,1.139002895E1,3.416157532E1,5.187469482E0
2.948797229E2,1.277431583E1,3.360684967E1,6.156913757E0
2.948897229E2,1.216017056E1,3.459463501E1,3.808731079E0
2.948997229E2,1.215814781E1,3.520048523E1,4.885009766E0
2.949097229E2,1.231450081E1,3.473511124E1,3.191879272E0
2.949197229E2,1.324103355E1,3.267612457E1,2.619712830E0
2.949297229E2,1.247070885E1,3.412696075E1,1.809928894E0
2.949397229E2,1.323756313E1,3.634050751E1,1.184310913E0
2.949497229E2,1.201160908E1,3.423262024E1,-5.241851807E-1
2.949597229E2,1.155001736E1,3.466089630E1,-1.004913330E0
2.949697229E2,1.124046898E1,3.540485382E1,-2.474060059E-1
2.949797229E2,1.216527939E1,3.510551453E1,-1.459053040E0
2.949897229E2,1.200951195E1,3.614199066E1,-1.010635376E0
2.949997229E2,1.293981552E1,3.157242203E1,-1.863166809E0
2.950097229E2,1.247488308E1,3.407137299E1,-1.903671265E0
2.950197229E2,1.124356365E1,3.464001465E1,-2.095649719E0
2.950297229E2,1.355049133E1,3.424901962E1,-9.503860474E-1
2.950397229E2,1.077970219E1,3.423015976E1,5.285568237E-1
2.950497229E2,1.077695560E1,3.499036789E1,2.067329407E0
2.950597229E2,1.062738514E1,3.261559296E1,1.162521362E0
2.950697229E2,1.062724781E1,3.334105682E1,3.802947998E-1
2.950797229E2,1.170106220E1,3.383205414E1,2.568023682E0
2.950897229E2,1.093579006E1,3.333414459E1,-3.857727051E-1
2.950997229E2,8.163619041E0,3.420205307E1,1.237632751E0
2.951097229E2,8.934282303E0,3.462815857E1,-6.053085327E-1
2.951197229E2,8.935408592E0,3.417898178E1,-1.064369202E0
2.951297229E2,9.091240883E0,3.372055817E1,-2.293304443E0
2.951397229E2,8.169066429E0,3.384006500E1,-3.246208191E0
2.951497229E2,9.556969643E0,3.251354599E1,-4.589210510E0
2.951597229E2,7.556358337E0,3.365088654E1,-5.425964355E0
