"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.237775848E2,5.233230759E1,4.861910210E0,1.596957355E1,3.630000114E0,1.898000031E2,1.072000027E1,6.000000000E0
1.247775846E2,5.233227500E1,4.861903130E0,1.505326392E1,3.640000105E0,1.818000031E2,9.648000717E0,6.000000000E0
1.257775847E2,5.233224337E1,4.861903510E0,1.519543158E1,3.630000114E0,1.783999939E2,9.648000717E0,4.000000000E0
1.267775843E2,5.233221296E1,4.861907480E0,1.474373095E1,3.599999905E0,1.670000000E2,9.648000717E0,4.000000000E0
1.277775847E2,5.233218191E1,4.861916090E0,1.480710775E1,3.589999914E0,1.690000000E2,9.648000717E0,6.000000000E0
1.287775846E2,5.233214916E1,4.861924270E0,1.455010837E1,3.630000114E0,1.763999939E2,9.648000717E0,4.000000000E0
1.297775845E2,5.233211689E1,4.861932860E0,1.391157915E1,3.619999886E0,1.721999969E2,9.648000717E0,4.000000000E0
1.307775848E2,5.233208389E1,4.861935360E0,1.418124854E1,3.609999895E0,1.788000031E2,9.648000717E0,4.000000000E0
1.317775841E2,5.233205330E1,4.861933840E0,1.323662459E1,3.589999914E0,1.853000031E2,9.648000717E0,4.000000000E0
1.327775840E2,5.233202284E1,4.861926960E0,1.373200020E1,3.589999914E0,1.828999939E2,1.072000027E1,6.000000000E0
1.337775848E2,5.233199126E1,4.861919720E0,1.323475928E1,3.609999895E0,1.753000031E2,1.072000027E1,6.000000000E0
1.347775846E2,5.233196183E1,4.861919280E0,1.431449060E1,3.579999924E0,1.693999939E2,1.072000027E1,6.000000000E0
1.357775839E2,5.233193023E1,4.861924830E0,1.483672719E1,3.630000114E0,1.646999969E2,1.072000027E1,6.000000000E0
1.367775849E2,5.233189917E1,4.861933980E0,1.510841727E1,3.609999895E0,1.675000000E2,1.072000027E1,6.000000000E0
1.377775846E2,5.233186645E1,4.861937260E0,1.517856357E1,3.640000105E0,1.703999939E2,1.179199982E1,6.000000000E0
1.387775837E2,5.233183324E1,4.861937350E0,1.515929086E1,3.640000105E0,1.753999939E2,1.179199982E1,6.000000000E0
1.397775838E2,5.233179871E1,4.861930160E0,1.483685051E1,3.680000067E0,1.798000031E2,1.179199982E1,6.000000000E0
1.407775840E2,5.233176538E1,4.861926440E0,1.447059059E1,3.660000086E0,1.770000000E2,1.179199982E1,6.000000000E0
1.417775835E2,5.233173373E1,4.861923770E0,1.416170668E1,3.630000114E0,1.850000000E2,1.179199982E1,6.000000000E0
1.427775848E2,5.233170164E1,4.861918230E0,1.422006905E1,3.630000114E0,1.845000000E2,1.072000027E1,6.000000000E0
1.437775845E2,5.233166836E1,4.861913210E0,1.456010728E1,3.660000086E0,1.836999969E2,1.072000027E1,6.000000000E0
1.447775849E2,5.233163489E1,4.861906440E0,1.434899679E1,3.670000076E0,1.848000031E2,1.072000027E1,6.000000000E0
1.457775848E2,5.233160244E1,4.861901360E0,1.252741506E1,3.670000076E0,1.785000000E2,1.072000027E1,6.000000000E0
1.467775847E2,5.233156797E1,4.861899090E0,1.256160603E1,3.700000048E0,1.748000031E2,9.648000717E0,6.000000000E0
1.477775839E2,5.233153418E1,4.861900620E0,1.236081477E1,3.690000057E0,1.753999939E2,9.648000717E0,4.000000000E0
1.487775836E2,5.233149624E1,4.861899800E0,1.283909348E1,3.740000010E0,1.768000031E2,9.648000717E0,6.000000000E0
1.497775841E2,5.233146148E1,4.861901880E0,1.342480020E1,3.710000038E0,1.773000031E2,9.648000717E0,6.000000000E0
1.507775839E2,5.233142592E1,4.861902390E0,1.338098829E1,3.740000010E0,1.783000031E2,9.648000717E0,4.000000000E0
1.517775850E2,5.233138757E1,4.861907660E0,1.229286366E1,3.759999990E0,1.758999939E2,9.648000717E0,4.000000000E0
1.527775849E2,5.233135244E1,4.861914980E0,1.105313340E1,3.750000000E0,1.748000031E2,9.648000717E0,4.000000000E0
1.537775793E2,5.233131919E1,4.861921730E0,1.092613739E1,3.759999990E0,1.738999939E2,9.648000717E0,4.000000000E0
1.547775843E2,5.233129168E1,4.861937600E0,1.096193542E1,3.720000029E0,1.626999969E2,9.648000717E0,4.000000000E0
1.557775848E2,5.233126767E1,4.861965730E0,1.080670534E1,3.710000038E0,1.480000000E2,9.648000717E0,4.000000000E0
1.567775843E2,5.233124201E1,4.861995850E0,1.040348824E1,3.700000048E0,1.618000031E2,9.648000717E0,4.000000000E0
1.577775845E2,5.233121354E1,4.862023560E0,1.095040009E1,3.740000010E0,1.645000000E2,1.072000027E1,6.000000000E0
1.587775846E2,5.233118162E1,4.862028910E0,1.121256531E1,3.720000029E0,1.696000061E2,1.072000027E1,6.000000000E0
1.597775839E2,5.233114684E1,4.862024390E0,1.128404703E1,3.720000029E0,1.760000000E2,1.179199982E1,6.000000000E0
1.607775840E2,5.233111292E1,4.862006490E0,1.088134019E1,3.710000038E0,1.855000000E2,1.179199982E1,6.000000000E0
1.617775845E2,5.233108035E1,4.861989910E0,1.016583082E1,3.680000067E0,1.845000000E2,1.072000027E1,6.000000000E0
1.627775839E2,5.233104700E1,4.861977330E0,1.030823280E1,3.680000067E0,1.751000061E2,1.072000027E1,6.000000000E0
1.637775845E2,5.233101393E1,4.861969500E0,1.087934883E1,3.680000067E0,1.728000031E2,1.072000027E1,6.000000000E0
1.647775845E2,5.233098107E1,4.861960470E0,9.527246690E0,3.680000067E0,1.623000031E2,1.072000027E1,6.000000000E0
1.657775841E2,5.233094990E1,4.861952220E0,1.060770353E1,3.559999943E0,1.706000061E2,1.072000027E1,6.000000000E0
1.667775843E2,5.233092034E1,4.861953920E0,1.085332945E1,3.569999933E0,1.716000061E2,1.072000027E1,6.000000000E0
1.677775845E2,5.233088959E1,4.861952620E0,1.110157649E1,3.569999933E0,1.791000061E2,9.648000717E0,6.000000000E0
1.687775845E2,5.233086229E1,4.861949920E0,1.113376313E1,3.470000029E0,1.785000000E2,9.648000717E0,6.000000000E0
1.697775845E2,5.233083493E1,4.861953000E0,9.751463241E0,3.500000000E0,1.770000000E2,9.648000717E0,6.000000000E0
1.707775841E2,5.233080609E1,4.861959510E0,1.063875552E1,3.519999981E0,1.756000061E2,1.072000027E1,6.000000000E0
1.717775846E2,5.233077611E1,4.861967930E0,1.017448479E1,3.579999924E0,1.716000061E2,1.072000027E1,6.000000000E0
1.727775845E2,5.233074670E1,4.861974130E0,1.046234981E1,3.559999943E0,1.771999969E2,1.072000027E1,6.000000000E0
1.737775845E2,5.233071801E1,4.861981990E0,1.043075880E1,3.529999971E0,1.731000061E2,9.648000717E0,6.000000000E0
1.747775838E2,5.233068910E1,4.861982520E0,1.033190254E1,3.539999962E0,1.798000031E2,9.648000717E0,4.000000000E0
1.757775840E2,5.233066204E1,4.861983740E0,9.762590291E0,3.500000000E0,1.765000000E2,9.648000717E0,4.000000000E0
1.767775846E2,5.233063516E1,4.861983220E0,1.093528170E1,3.470000029E0,1.831999969E2,9.648000717E0,4.000000000E0
1.777775846E2,5.233060799E1,4.861978550E0,1.106359777E1,3.480000019E0,1.815000000E2,9.648000717E0,4.000000000E0
1.787775846E2,5.233058110E1,4.861969000E0,1.077498029E1,3.460000038E0,1.871000061E2,9.648000717E0,4.000000000E0
1.797775845E2,5.233055238E1,4.861953820E0,1.051449422E1,3.490000010E0,1.943999939E2,9.648000717E0,4.000000000E0
1.807775848E2,5.233052387E1,4.861942820E0,1.068992393E1,3.460000038E0,1.856999969E2,9.648000717E0,4.000000000E0
1.817775844E2,5.233049460E1,4.861937410E0,1.134759454E1,3.470000029E0,1.816000061E2,9.648000717E0,4.000000000E0
1.827775843E2,5.233046524E1,4.861934690E0,1.109749067E1,3.460000038E0,1.808999939E2,9.648000717E0,4.000000000E0
1.837775846E2,5.233043512E1,4.861934300E0,1.085306334E1,3.480000019E0,1.773999939E2,9.648000717E0,4.000000000E0
1.847775844E2,5.233040455E1,4.861937580E0,1.080016579E1,3.480000019E0,1.746999969E2,9.648000717E0,4.000000000E0
1.857775845E2,5.233037461E1,4.861944220E0,1.150062798E1,3.440000057E0,1.730000000E2,9.648000717E0,4.000000000E0
1.867775841E2,5.233034573E1,4.861950460E0,1.090171400E1,3.430000067E0,1.738999939E2,9.648000717E0,4.000000000E0
1.877775837E2,5.233031280E1,4.861956670E0,1.190374644E1,3.490000010E0,1.691999969E2,9.648000717E0,6.000000000E0
1.887775848E2,5.233027977E1,4.861962650E0,1.245198224E1,3.509999990E0,1.758000031E2,1.072000027E1,6.000000000E0
1.897775839E2,5.233024670E1,4.861972530E0,1.228861131E1,3.519999981E0,1.735000000E2,1.072000027E1,6.000000000E0
1.907775840E2,5.233021506E1,4.861979000E0,1.189532102E1,3.509999990E0,1.761999969E2,1.072000027E1,6.000000000E0
1.917775850E2,5.233018420E1,4.861979450E0,1.177229205E1,3.490000010E0,1.770000000E2,1.072000027E1,6.000000000E0
1.927775846E2,5.233015290E1,4.861985510E0,1.145700493E1,3.500000000E0,1.726999969E2,1.072000027E1,6.000000000E0
1.937775840E2,5.233012356E1,4.861987850E0,1.103728728E1,3.480000019E0,1.821999969E2,1.072000027E1,6.000000000E0
1.947775848E2,5.233009140E1,4.861983880E0,1.068531109E1,3.500000000E0,1.761000061E2,1.072000027E1,6.000000000E0
1.957775846E2,5.233006011E1,4.861971910E0,1.006392237E1,3.509999990E0,1.921999969E2,1.072000027E1,6.000000000E0
1.967775845E2,5.233002783E1,4.861962980E0,1.020144513E1,3.539999962E0,1.808999939E2,1.072000027E1,6.000000000E0
1.977775841E2,5.232999753E1,4.861963880E0,9.804613497E0,3.519999981E0,1.725000000E2,1.072000027E1,6.000000000E0
1.987775846E2,5.232996440E1,4.861971530E0,9.286199710E0,3.539999962E0,1.638000031E2,1.072000027E1,6.000000000E0
