"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.705168077E0,-4.138878632E1,-2.999896240E1,-5.467890167E1
1.715168077E0,-4.308240509E1,-2.986101532E1,-5.363927460E1
1.725168077E0,-4.308362198E1,-2.984480286E1,-5.255612946E1
1.735168077E0,-4.384817123E1,-3.049707794E1,-5.597241974E1
1.745168077E0,-4.154700851E1,-2.791672516E1,-5.331406403E1
1.755168077E0,-4.231431198E1,-2.867702484E1,-5.409816742E1
1.765168077E0,-4.292713165E1,-3.103564453E1,-5.346704865E1
1.775168077E0,-4.415860748E1,-2.872820282E1,-5.569109344E1
1.785168077E0,-4.231483459E1,-2.867007446E1,-5.363396454E1
1.795168077E0,-4.308161545E1,-2.943732452E1,-5.488227081E1
1.805168077E0,-4.185179901E1,-2.940706635E1,-5.407820892E1
1.815168077E0,-4.108201599E1,-2.983761597E1,-5.405406952E1
1.825168077E0,-4.231396484E1,-2.868165588E1,-5.440763092E1
1.835168077E0,-4.385193253E1,-2.986805725E1,-5.334879303E1
1.845168077E0,-4.308470917E1,-2.867248535E1,-5.303403473E1
1.855168077E0,-4.246463394E1,-3.075234985E1,-5.469693756E1
1.865168077E0,-4.139072037E1,-2.896015930E1,-5.422669220E1
1.875168077E0,-4.339278793E1,-2.838233185E1,-5.304505157E1
1.885168077E0,-4.231471634E1,-2.838220215E1,-5.410158539E1
1.895168077E0,-4.093002701E1,-2.923175049E1,-5.312873077E1
1.905168077E0,-4.293043518E1,-2.824182892E1,-5.396376801E1
1.915168077E0,-4.262159348E1,-2.984474945E1,-5.300893402E1
1.925168077E0,-4.231531906E1,-2.793997955E1,-5.410672760E1
1.935168077E0,-4.292900848E1,-3.028701782E1,-5.270194244E1
1.945168077E0,-4.139118576E1,-2.924338531E1,-5.344959259E1
1.955168077E0,-4.169906998E1,-2.996888733E1,-5.236550140E1
1.965168077E0,-4.262037659E1,-2.986096191E1,-5.409206390E1
1.975168077E0,-4.185253143E1,-3.012094879E1,-5.252231598E1
1.985168077E0,-4.154277039E1,-3.014407349E1,-5.437151337E1
1.995168077E0,-4.292995071E1,-2.897192383E1,-5.349102020E1
2.005168077E0,-4.154675293E1,-2.835431671E1,-5.299945831E1
2.015168077E0,-4.262070465E1,-3.086966705E1,-5.253275299E1
2.025168077E0,-4.154586411E1,-2.937923431E1,-5.252327728E1
2.035168077E0,-4.292954636E1,-2.926673126E1,-5.348758698E1
2.045168077E0,-4.385628891E1,-2.792858124E1,-5.182372284E1
2.055168077E0,-4.138668442E1,-3.104009247E1,-5.528583527E1
2.065168077E0,-4.215843582E1,-3.029387665E1,-5.392081451E1
2.075168077E0,-4.169606018E1,-3.029845428E1,-5.468308258E1
2.085168077E0,-4.385328674E1,-2.912638092E1,-5.304788971E1
2.095168077E0,-4.400460815E1,-2.959642792E1,-5.474863434E1
2.105168077E0,-4.108348846E1,-2.938381195E1,-5.328554535E1
2.115168077E0,-4.323803711E1,-2.955001068E1,-5.240863800E1
2.125168077E0,-4.323803711E1,-2.955001068E1,-5.240863800E1
2.135168077E0,-4.308248520E1,-2.942574310E1,-5.410860443E1
2.145168077E0,-4.308248520E1,-2.942574310E1,-5.410860443E1
