"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.398757204E2,5.232750879E1,4.868532130E0,1.023803046E1,2.170000076E0,3.488999939E2,1.286400032E1,1.200000000E1
1.408757206E2,5.232752560E1,4.868526310E0,1.022975002E1,2.170000076E0,3.480000000E2,1.286400032E1,1.200000000E1
1.418757211E2,5.232754316E1,4.868523720E0,9.563147270E0,2.160000086E0,3.547999878E2,1.179199982E1,8.000000000E0
1.428757198E2,5.232756148E1,4.868524390E0,9.886964936E0,2.160000086E0,1.299999952E0,1.179199982E1,8.000000000E0
1.438757205E2,5.232757934E1,4.868523900E0,1.033999272E1,2.170000076E0,3.590000000E2,1.072000027E1,8.000000000E0
1.448757205E2,5.232759641E1,4.868519330E0,1.017271677E1,2.170000076E0,3.522000122E2,1.072000027E1,8.000000000E0
1.458757210E2,5.232761237E1,4.868520700E0,1.108924391E1,2.160000086E0,3.565000000E2,1.072000027E1,6.000000000E0
1.468757206E2,5.232762769E1,4.868519430E0,7.311188575E0,2.109999895E0,3.531000061E2,1.072000027E1,6.000000000E0
1.478757204E2,5.232763886E1,4.868517880E0,7.499679971E0,2.109999895E0,3.531000061E2,1.072000027E1,6.000000000E0
1.488757208E2,5.232765035E1,4.868523470E0,7.957829213E0,2.099999905E0,1.600000024E0,1.072000027E1,6.000000000E0
1.498757208E2,5.232766109E1,4.868527490E0,6.801840761E0,2.109999895E0,2.000000000E0,9.648000717E0,6.000000000E0
1.508757207E2,5.232767246E1,4.868532820E0,7.502909608E0,2.109999895E0,6.099999905E0,9.648000717E0,6.000000000E0
1.518757199E2,5.232768434E1,4.868535860E0,7.588621420E0,2.099999905E0,3.099999905E0,9.648000717E0,6.000000000E0
1.528757205E2,5.232769997E1,4.868534410E0,7.037800302E0,2.099999905E0,3.582999878E2,9.648000717E0,6.000000000E0
1.538757205E2,5.232771082E1,4.868532370E0,5.335238722E0,2.109999895E0,3.452000122E2,9.648000717E0,6.000000000E0
1.548757201E2,5.232772291E1,4.868525460E0,4.619126302E0,2.099999905E0,3.381000061E2,9.648000717E0,6.000000000E0
1.558757205E2,5.232773152E1,4.868507280E0,6.930895617E0,2.059999943E0,3.232000122E2,1.072000027E1,6.000000000E0
1.568757202E2,5.232774170E1,4.868489590E0,6.898246035E0,2.049999952E0,3.132000122E2,1.072000027E1,6.000000000E0
1.578757205E2,5.232775144E1,4.868469690E0,6.843682951E0,2.039999962E0,3.086000061E2,1.072000027E1,6.000000000E0
1.588757204E2,5.232776469E1,4.868456590E0,6.786260036E0,2.019999981E0,3.287999878E2,1.072000027E1,6.000000000E0
1.598757204E2,5.232777690E1,4.868446180E0,6.752640904E0,1.990000010E0,3.323999939E2,1.072000027E1,6.000000000E0
1.608757208E2,5.232778958E1,4.868429380E0,6.724939195E0,1.950000048E0,3.208999939E2,1.072000027E1,6.000000000E0
1.618757206E2,5.232780375E1,4.868416810E0,6.697180962E0,1.899999976E0,3.315000000E2,1.179199982E1,6.000000000E0
1.628757206E2,5.232781030E1,4.868420030E0,6.910265748E0,1.870000005E0,1.679999924E1,1.072000027E1,6.000000000E0
1.638757209E2,5.232780451E1,4.868427020E0,6.868940790E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.648757205E2,5.232780451E1,4.868427020E0,6.861311396E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.658757204E2,5.232780451E1,4.868427020E0,6.859053095E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.668757209E2,5.232779448E1,4.868415380E0,6.893089953E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.678757208E2,5.232779333E1,4.868416050E0,7.348594089E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.688757209E2,5.232779702E1,4.868420270E0,7.439849249E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.698757205E2,5.232779720E1,4.868422450E0,7.403840004E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.708757202E2,5.232779732E1,4.868423730E0,7.412813072E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.718757199E2,5.232779739E1,4.868424370E0,7.412813536E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.728757201E2,5.232779742E1,4.868424690E0,7.412874796E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.738757206E2,5.232779745E1,4.868424930E0,7.412936010E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.748757196E2,5.232779745E1,4.868425000E0,7.412997085E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.758757198E2,5.232779746E1,4.868425010E0,7.413119175E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.768757206E2,5.232779746E1,4.868425020E0,7.413119181E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.778757208E2,5.232779746E1,4.868425030E0,7.413180222E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.788757205E2,5.232779746E1,4.868425030E0,7.413180222E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.798757200E2,5.232779746E1,4.868425030E0,7.413180222E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.808757210E2,5.232779746E1,4.868425040E0,7.413180228E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.818757208E2,5.232779746E1,4.868425040E0,7.413302298E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.828757208E2,5.232779746E1,4.868425040E0,7.413424368E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.838757206E2,5.232779746E1,4.868425040E0,7.413485403E0,0.000000000E0,0.000000000E0,9.648000717E0,6.000000000E0
1.848757201E2,5.232779747E1,4.868425050E0,7.413485423E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.858757205E2,5.232779747E1,4.868425050E0,7.413607493E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.868757202E2,5.232779746E1,4.868425050E0,7.413668515E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.878757208E2,5.232779746E1,4.868425050E0,7.413668515E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.888757208E2,5.232779746E1,4.868425050E0,7.413729550E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.898757207E2,5.232779746E1,4.868425050E0,7.413729550E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.908757201E2,5.232779746E1,4.868425050E0,7.413790585E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.918757205E2,5.232779746E1,4.868425050E0,7.413851620E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.928757205E2,5.232779746E1,4.868425050E0,7.413851620E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.938757206E2,5.232779746E1,4.868425050E0,7.413851620E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.948757206E2,5.232779746E1,4.868425050E0,7.413790585E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.958757205E2,5.232779746E1,4.868425050E0,7.414156796E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.968757205E2,5.232779746E1,4.868425050E0,7.414217831E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.978757205E2,5.232779746E1,4.868425050E0,7.414156796E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.988757208E2,5.232779746E1,4.868425050E0,7.414339901E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
1.998757208E2,5.232779746E1,4.868425060E0,7.414339907E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
2.008757204E2,5.232779746E1,4.868425060E0,7.414339907E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
2.018757204E2,5.232779745E1,4.868425270E0,7.394564622E0,0.000000000E0,0.000000000E0,1.072000027E1,6.000000000E0
2.028757209E2,5.232781636E1,4.868437400E0,7.186773449E0,1.700000048E0,5.000000000E-1,1.072000027E1,6.000000000E0
2.038757208E2,5.232783867E1,4.868462250E0,6.199575377E0,1.690000057E0,3.523999939E2,9.648000717E0,6.000000000E0
2.048757203E2,5.232785424E1,4.868460320E0,5.281871575E0,1.690000057E0,3.518999939E2,9.648000717E0,6.000000000E0
2.058757208E2,5.232786819E1,4.868445380E0,4.679587754E0,1.690000057E0,3.382000122E2,9.648000717E0,6.000000000E0
2.068757205E2,5.232788353E1,4.868443660E0,5.043011679E0,1.659999967E0,3.483999939E2,9.648000717E0,6.000000000E0
2.078757206E2,5.232789744E1,4.868439300E0,4.385680130E0,1.340000033E0,3.448999939E2,9.648000717E0,6.000000000E0
2.088757206E2,5.232790436E1,4.868432380E0,4.265568730E0,0.000000000E0,0.000000000E0,9.648000717E0,6.000000000E0
2.098757205E2,5.232790594E1,4.868430130E0,4.173040372E0,0.000000000E0,0.000000000E0,9.648000717E0,6.000000000E0
2.108757209E2,5.232791531E1,4.868431110E0,4.147907632E0,1.740000010E0,4.199999809E0,9.648000717E0,6.000000000E0
2.118757209E2,5.232793064E1,4.868436920E0,3.344526759E0,1.720000029E0,1.939999962E1,9.648000717E0,4.000000000E0
2.128757200E2,5.232794495E1,4.868442790E0,3.854682083E0,1.710000038E0,1.389999962E1,9.648000717E0,4.000000000E0
2.138757210E2,5.232796229E1,4.868441970E0,4.056610311E0,1.769999981E0,5.599999905E0,9.648000717E0,6.000000000E0
2.148757209E2,5.232797872E1,4.868439050E0,3.703055104E0,1.820000052E0,3.593999939E2,9.648000717E0,4.000000000E0
