"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.787929910E0,-1.169934750E0,1.482575536E0,7.237550616E-2
1.792987722E0,-1.241307497E0,1.485238791E0,1.006049886E-1
1.798045535E0,-1.258884192E0,1.510272384E0,1.245734170E-1
1.803103400E0,-1.238111615E0,1.546491265E0,1.522702575E-1
1.808161316E0,-1.208816886E0,1.585373521E0,1.986092180E-1
1.813219129E0,-1.181119919E0,1.601352453E0,2.609271407E-1
1.818276993E0,-1.150227427E0,1.555546165E0,3.227124214E-1
1.823334806E0,-1.112410545E0,1.469259739E0,3.685187399E-1
1.828392618E0,-1.072995782E0,1.386169195E0,4.052703381E-1
1.833450483E0,-1.035711527E0,1.305209160E0,4.377608895E-1
1.838477618E0,-1.003753662E0,1.230640769E0,4.574682415E-1
1.843535483E0,-9.776546955E-1,1.181638598E0,4.713166952E-1
1.848593295E0,-9.685999751E-1,1.160333395E0,4.803714156E-1
1.853651160E0,-9.712631106E-1,1.160333395E0,4.920893013E-1
1.858708972E0,-9.749915600E-1,1.168322802E0,4.936872125E-1
1.863766785E0,-9.792525768E-1,1.174714446E0,4.856977463E-1
1.868842462E0,-9.739263058E-1,1.164061785E0,4.782408774E-1
1.873900275E0,-9.494252205E-1,1.129440665E0,4.654577374E-1
1.878958139E0,-9.121409655E-1,1.091091156E0,4.462830126E-1
1.884015952E0,-8.668673038E-1,1.060731173E0,4.228471816E-1
1.889073816E0,-8.205283284E-1,1.050078630E0,3.988787532E-1
1.894131629E0,-7.752546072E-1,1.077242732E0,3.759756088E-1
1.899201056E0,-7.289156914E-1,1.128908038E0,3.669208586E-1
1.904258868E0,-6.815114617E-1,1.177377582E0,3.674535155E-1
1.909316681E0,-6.394335032E-1,1.205607057E0,3.765082359E-1
1.914374545E0,-6.010839939E-1,1.225314379E0,3.866282403E-1
1.919432358E0,-5.707240105E-1,1.240228176E0,4.026072025E-1
1.924490222E0,-5.462229848E-1,1.245021820E0,4.239124656E-1
1.929519650E0,-5.265156031E-1,1.240228176E0,4.441524446E-1
1.934577462E0,-5.158629417E-1,1.235967040E0,4.665229917E-1
1.939635327E0,-5.004166365E-1,1.239162803E0,4.787735045E-1
1.944693139E0,-4.881661832E-1,1.242891192E0,4.936872125E-1
1.949750952E0,-4.801766872E-1,1.242358565E0,5.070030093E-1
1.954808816E0,-4.684588015E-1,1.243423939E0,5.203188062E-1
1.959877983E0,-4.588714242E-1,1.248750210E0,5.346998572E-1
1.964935795E0,-4.482187927E-1,1.251413465E0,5.490809679E-1
1.969993660E0,-4.349029958E-1,1.250880718E0,5.538746119E-1
1.975051525E0,-4.237177372E-1,1.250348091E0,5.586683154E-1
1.980109337E0,-4.146629870E-1,1.256206989E0,5.682556629E-1
1.985167150E0,-4.024124444E-1,1.253011346E0,5.810388327E-1
1.990196889E0,-3.832376897E-1,1.225847006E0,5.884956717E-1
1.995254754E0,-3.667261302E-1,1.190160751E0,5.970177650E-1
2.000312618E0,-3.496819139E-1,1.158735514E0,6.082029939E-1
2.005370431E0,-3.353008628E-1,1.139028072E0,6.252472401E-1
2.010428243E0,-3.283766508E-1,1.126777530E0,6.486830711E-1
