"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.244242767E0,1.921631455E0,-1.072202682E0,4.435415864E-1
1.249303392E0,1.736808181E0,-1.123335361E0,4.307584465E-1
1.254355267E0,1.577018619E0,-1.131857395E0,4.126489460E-1
1.259452663E0,1.451850176E0,-1.105758429E0,3.945394754E-1
1.264471726E0,1.347454429E0,-1.042907953E0,3.620489538E-1
1.269541986E0,1.245189071E0,-9.113479257E-1,3.050573468E-1
1.274583705E0,1.132803798E0,-6.966972351E-1,2.198362499E-1
1.279650892E0,1.007635355E0,-4.175983071E-1,1.053204387E-1
1.284701361E0,8.569005132E-1,-8.843185753E-2,-1.878276095E-2
1.289772403E0,6.790015101E-1,2.199619412E-1,-1.034712046E-1
1.294817246E0,4.867213964E-1,4.127746224E-1,-1.066669896E-1
1.299885163E0,2.816581726E-1,4.665704370E-1,-6.532229483E-3
1.304933236E0,6.381177902E-2,4.047851562E-1,1.516593993E-1
1.310008496E0,-1.598935425E-1,2.865408957E-1,2.917415500E-1
1.315049538E0,-3.750768006E-1,1.475240141E-1,3.492657840E-1
1.320106361E0,-5.513778329E-1,2.874713577E-2,3.066552281E-1
1.325166673E0,-6.919926405E-1,-3.729920089E-2,1.745625585E-1
1.330239278E0,-8.091716170E-1,-4.049499705E-2,-1.984802447E-2
1.335278340E0,-9.268832803E-1,6.909233052E-3,-1.876270324E-1
1.340358913E0,-1.059508443E0,6.549872458E-2,-2.797723114E-1
1.345395059E0,-1.216634989E0,1.102397889E-1,-3.394270837E-1
1.350468392E0,-1.388142228E0,1.507198215E-1,-3.980165720E-1
1.355508965E0,-1.554323435E0,1.896019280E-1,-4.305071235E-1
1.360593705E0,-1.698133945E0,2.146356255E-1,-4.422250092E-1
1.365628392E0,-1.819041491E0,2.375387847E-1,-4.459534287E-1
1.370676361E0,-1.922371984E0,2.753556371E-1,-4.534102678E-1
1.375737298E0,-2.011321783E0,3.318146169E-1,-4.656608105E-1
1.380818757E0,-2.080031395E0,4.090462029E-1,-4.731176496E-1
1.385855632E0,-2.137022734E0,4.868104160E-1,-4.704544842E-1
1.390998809E0,-2.179100752E0,5.411389470E-1,-4.480839670E-1
1.396042871E0,-2.201471329E0,5.432693958E-1,-4.076039493E-1
1.401086934E0,-2.218515396E0,4.804188609E-1,-3.511449993E-1
1.406130944E0,-2.233961821E0,3.824146092E-1,-2.893596888E-1
1.411175007E0,-2.242483854E0,2.934651077E-1,-2.350312471E-1
1.416219069E0,-2.231298685E0,2.439303845E-1,-1.902901977E-1
1.421253601E0,-2.183894396E0,2.252882570E-1,-1.604628116E-1
1.426297611E0,-2.108793259E0,2.103745788E-1,-1.428859532E-1
1.431341726E0,-2.011321783E0,1.512524486E-1,-1.226459444E-1
1.436385736E0,-1.897338271E0,1.596397348E-2,-9.654699266E-2
1.441429851E0,-1.788681507E0,-1.693918705E-1,-7.524172217E-2
1.446473913E0,-1.694405556E0,-3.281161487E-1,-6.831750274E-2
1.451613496E0,-1.615043402E0,-4.197288156E-1,-7.630698383E-2
1.456657507E0,-1.550062418E0,-4.287835360E-1,-9.228593856E-2
1.461701621E0,-1.495733976E0,-4.000214338E-1,-1.199827865E-1
1.466745632E0,-1.464841247E0,-4.197288156E-1,-1.625933349E-1
1.471789642E0,-1.468569756E0,-5.283856988E-1,-2.286396772E-1
1.476833757E0,-1.506386518E0,-7.217309475E-1,-3.197197020E-1
1.481952923E0,-1.561780334E0,-9.145436883E-1,-4.251807928E-1
1.486996934E0,-1.626228690E0,-1.032787919E0,-5.354356170E-1
1.492041048E0,-1.686948776E0,-1.063680530E0,-6.323745847E-1
1.497085059E0,-1.738614082E0,-1.040244699E0,-7.010840178E-1
1.502129121E0,-1.790812016E0,-1.014145851E0,-7.516840696E-1
1.507173184E0,-1.843009830E0,-1.024265766E0,-7.815114856E-1
1.512338705E0,-1.894142509E0,-1.078061700E0,-7.868377566E-1
1.517382715E0,-1.938883662E0,-1.155825853E0,-7.660651207E-1
1.522426830E0,-1.977233052E0,-1.226665854E0,-7.229219675E-1
1.527470840E0,-1.992146850E0,-1.236785889E0,-6.685935259E-1
1.532514903E0,-1.977765679E0,-1.156358480E0,-5.982861519E-1
1.537558965E0,-1.926100373E0,-9.965689778E-1,-5.199892521E-1
1.542654694E0,-1.855260372E0,-7.957667708E-1,-4.443555176E-1
1.547698705E0,-1.781757116E0,-6.354446411E-1,-3.783091903E-1
1.552742819E0,-1.726896167E0,-5.635393858E-1,-3.234481215E-1
1.557786830E0,-1.715178132E0,-5.795183182E-1,-2.792396843E-1
1.562830892E0,-1.763115048E0,-6.402383447E-1,-2.515428364E-1
1.567874955E0,-1.863782525E0,-6.881751418E-1,-2.504775822E-1
1.572975007E0,-1.991081476E0,-7.281225324E-1,-2.691196799E-1
1.578019069E0,-2.130631208E0,-7.931036353E-1,-2.957512736E-1
1.583063132E0,-2.272311449E0,-9.022931457E-1,-3.207849860E-1
1.588107194E0,-2.411328077E0,-1.070604682E0,-3.223828673E-1
1.593151257E0,-2.549279928E0,-1.281526923E0,-3.048059940E-1
1.598195267E0,-2.686166048E0,-1.456762791E0,-2.653912604E-1
1.603308444E0,-2.808671474E0,-1.495644927E0,-2.110628188E-1
1.608352507E0,-2.909871340E0,-1.378465891E0,-1.450164914E-1
1.613396569E0,-2.980711460E0,-1.211752176E0,-6.139329821E-2
1.618440632E0,-3.015865326E0,-1.106291175E0,5.205726624E-2
1.623484694E0,-2.996690512E0,-1.054093122E0,1.995962560E-1
1.628528705E0,-2.935970545E0,-9.832531810E-1,3.625815809E-1
1.633676569E0,-2.860869408E0,-8.607478738E-1,5.154468417E-1
1.638720580E0,-2.780441999E0,-6.711309552E-1,6.336910725E-1
1.643764694E0,-2.704808235E0,-3.872382641E-1,7.146511078E-1
1.648808705E0,-2.648881912E0,-5.221289024E-2,7.705774307E-1
1.653852767E0,-2.630239725E0,2.354082614E-1,7.945458889E-1
1.658896830E0,-2.653675556E0,4.047851562E-1,8.147858977E-1
1.664023340E0,-2.731972456E0,4.181009531E-1,8.430153728E-1
1.669067351E0,-2.848086357E0,2.982587814E-1,8.893543482E-1
1.674111465E0,-2.981776714E0,1.134355813E-1,9.490091205E-1
1.679155476E0,-3.113336802E0,-1.118676513E-1,9.862933159E-1
1.684199538E0,-3.217732668E0,-3.329098225E-1,9.852280617E-1
1.689243601E0,-3.296562195E0,-4.958951473E-1,9.538028240E-1
