"event","experiment time","system time","system time text"
"START",0.000000000E0,1622882648.752,"2021-06-05 10:44:08.752 UTC+02:00"
"PAUSE",3.001158521E2,1622882948.868,"2021-06-05 10:49:08.868 UTC+02:00"
