"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
5.507547598E1,3.505358458E0,4.891647339E1,1.160833740E1
5.508547598E1,4.741018295E0,4.742168427E1,9.025390625E0
5.509547598E1,6.739037514E0,4.805556488E1,9.996330261E0
5.510547598E1,5.817073822E0,4.889590454E1,7.951736450E0
5.511547598E1,4.894158363E0,5.018309784E1,6.211463928E0
5.512547598E1,5.050173759E0,4.784078598E1,7.171051025E0
5.513547598E1,5.664885521E0,4.843744278E1,7.024665833E0
5.514547598E1,5.050558090E0,4.855929947E1,5.924629211E0
5.515547598E1,6.592361450E0,4.781317139E1,3.804916382E0
5.516547598E1,6.899145126E0,4.884275818E1,3.336334229E0
5.517547598E1,7.358986855E0,5.031921768E1,3.021141052E0
5.518547598E1,7.978652954E0,4.766592789E1,2.448219299E0
5.519547598E1,8.900360107E0,5.001300049E1,7.415618896E-1
5.520547598E1,7.517611504E0,4.794216156E1,1.659736633E0
5.521547598E1,6.900902748E0,5.055607224E1,-3.978118896E-1
5.522547598E1,8.133615494E0,4.996890259E1,-1.443702698E0
5.523547598E1,9.676992416E0,4.732035065E1,-2.612754822E0
5.524547598E1,9.213872910E0,4.849262238E1,-2.637847900E0
5.525547598E1,8.599389076E0,4.760346222E1,-2.333312988E0
5.526547598E1,8.296148300E0,4.710560608E1,-5.739906311E0
5.527547598E1,1.044525719E1,4.850203323E1,-3.226387024E0
5.528547598E1,9.678145409E0,4.947589874E1,-6.352035522E0
5.529547598E1,1.090725994E1,4.864717865E1,-3.835639954E0
5.530547598E1,1.060172939E1,4.832453156E1,-5.387145996E0
5.531547598E1,1.075801849E1,4.728110504E1,-6.299758911E0
5.532547598E1,1.136998558E1,4.863796997E1,-4.907371521E0
5.533547598E1,9.831276894E0,4.861925507E1,-4.635902405E0
5.534547598E1,9.061629295E0,4.832434845E1,-3.877807617E0
5.535547598E1,1.044659328E1,4.877368927E1,-4.777145386E0
5.536547598E1,1.059998989E1,4.834769440E1,-3.839813232E0
5.537547598E1,1.167866516E1,4.790559387E1,-4.891212463E0
5.538547598E1,9.216692924E0,4.917871094E1,-6.050544739E0
5.539547598E1,1.044664955E1,4.848350525E1,-4.464256287E0
5.540547598E1,1.044725323E1,4.804127502E1,-4.459121704E0
5.541547598E1,1.151953697E1,4.927626801E1,-1.815750122E0
5.542547598E1,1.075540924E1,4.731584930E1,-3.978759766E0
